x,y,z,fitness
-5.0,-3.95,-0.26,-2725.58
-5.0,-3.95,0.26,-3202.68
-5.0,-3.95,0.79,-3328.37
-5.0,-3.95,1.32,-3194.1
-5.0,-3.95,1.84,-2855.93
-5.0,-3.95,2.37,-2637.7
-5.0,-3.95,2.89,-2647.18
-5.0,-3.95,3.42,-3140.63
-5.0,-3.95,3.95,-3764.32
-5.0,-3.95,4.47,-4346.79
-5.0,-3.95,5.0,-4396.67
-5.0,-3.42,-5.0,-1409.07
-5.0,-3.42,-4.47,-1405.03
-5.0,-3.42,-3.95,-1424.97
-5.0,-3.42,-3.42,-1568.67
-5.0,-3.42,-2.89,-1733.89
-5.0,-3.42,-2.37,-2181.2
-5.0,-3.42,-1.84,-2278.96
-5.0,-3.42,-1.32,-2599.67
-5.0,-3.42,-0.79,-2823.69
-5.0,-3.42,-0.26,-3305.04
-5.0,-3.42,0.26,-3481.11
-5.0,-3.42,0.79,-3255.13
-5.0,-3.42,1.32,-2704.71
-5.0,-3.42,1.84,-2277.0
-5.0,-3.42,2.37,-2109.04
-5.0,-3.42,2.89,-2334.6
-5.0,-3.42,3.42,-3003.0
-5.0,-3.42,3.95,-3799.33
-5.0,-3.42,4.47,-4403.31
-5.0,-3.42,5.0,-4542.34
-5.0,-2.89,-5.0,-1317.72
-5.0,-2.89,-4.47,-1281.26
-5.0,-2.89,-3.95,-1385.2
-5.0,-2.89,-3.42,-1443.43
-5.0,-2.89,-2.89,-1632.01
-5.0,-2.89,-2.37,-1972.34
-5.0,-2.89,-1.84,-2339.35
-5.0,-2.89,-1.32,-2748.88
-5.0,-2.89,-0.79,-3252.73
-5.0,-2.89,-0.26,-3718.33
-5.0,-2.89,0.26,-3837.31
-5.0,-2.89,0.79,-3317.91
-5.0,-2.89,1.32,-2533.49
-5.0,-2.89,1.84,-2047.57
-5.0,-2.89,2.37,-1880.99
-5.0,-2.89,2.89,-2174.01
-5.0,-2.89,3.42,-2771.71
-5.0,-2.89,3.95,-3647.75
-5.0,-2.89,4.47,-3981.3
-5.0,-2.89,5.0,-4048.94
-5.0,-2.37,-5.0,-1208.07
-5.0,-2.37,-4.47,-1264.93
-5.0,-2.37,-3.95,-1305.6
-5.0,-2.37,-3.42,-1310.27
-5.0,-2.37,-2.89,-1435.52
-5.0,-2.37,-2.37,-1800.27
-5.0,-2.37,-1.84,-2179.22
-5.0,-2.37,-1.32,-2498.21
-5.0,-2.37,-0.79,-3240.37
-5.0,-2.37,-0.26,-3677.46
-5.0,-2.37,0.26,-3975.56
-5.0,-2.37,0.79,-3328.09
-5.0,-2.37,1.32,-2609.95
-5.0,-2.37,1.84,-2077.69
-5.0,-2.37,2.37,-2114.44
-5.0,-2.37,2.89,-2275.75
-5.0,-2.37,3.42,-2721.63
-5.0,-2.37,3.95,-3208.94
-5.0,-2.37,4.47,-3438.86
-5.0,-2.37,5.0,-3244.4
-5.0,-1.84,-5.0,-1139.57
-5.0,-1.84,-4.47,-1185.5
-5.0,-1.84,-3.95,-1211.65
-5.0,-1.84,-3.42,-1290.05
-5.0,-1.84,-2.89,-1297.39
-5.0,-1.84,-2.37,-1614.59
-5.0,-1.84,-1.84,-1806.58
-5.0,-1.84,-1.32,-2175.59
-5.0,-1.84,-0.79,-2736.66
-5.0,-1.84,-0.26,-3249.82
-5.0,-1.84,0.26,-3508.17
-5.0,-1.84,0.79,-3166.25
-5.0,-1.84,1.32,-2592.24
-5.0,-1.84,1.84,-2381.09
-5.0,-1.84,2.37,-2497.6
-5.0,-1.84,2.89,-2601.47
-5.0,-1.84,3.42,-2745.19
-5.0,-1.84,3.95,-2886.71
-5.0,-1.84,4.47,-3006.42
-5.0,-1.84,5.0,-2402.31
-5.0,-1.32,-5.0,-1084.34
-5.0,-1.32,-4.47,-1107.54
-5.0,-1.32,-3.95,-1127.53
-5.0,-1.32,-3.42,-1143.27
-5.0,-1.32,-2.89,-1219.63
-5.0,-1.32,-2.37,-1477.05
-5.0,-1.32,-1.84,-1627.24
-5.0,-1.32,-1.32,-1685.46
-5.0,-1.32,-0.79,-2063.5
-5.0,-1.32,-0.26,-2523.75
-5.0,-1.32,0.26,-2824.23
-5.0,-1.32,0.79,-2713.71
-5.0,-1.32,1.32,-2307.68
-5.0,-1.32,1.84,-2586.02
-5.0,-1.32,2.37,-2735.32
-5.0,-1.32,2.89,-2994.45
-5.0,-1.32,3.42,-2663.15
-5.0,-1.32,3.95,-2623.63
-5.0,-1.32,4.47,-2435.65
-5.0,-1.32,5.0,-2390.27
-5.0,-0.79,-5.0,-921.16
-5.0,-0.79,-4.47,-957.17
-5.0,-0.79,-3.95,-1087.64
-5.0,-0.79,-3.42,-1067.74
-5.0,-0.79,-2.89,-1123.92
-5.0,-0.79,-2.37,-1189.34
-5.0,-0.79,-1.84,-1536.5
-5.0,-0.79,-1.32,-1380.79
-5.0,-0.79,-0.79,-1585.27
-5.0,-0.79,-0.26,-1749.73
-5.0,-0.79,0.26,-2241.64
-5.0,-0.79,0.79,-1975.92
-5.0,-0.79,1.32,-1930.06
-5.0,-0.79,1.84,-2399.76
-5.0,-0.79,2.37,-2826.64
-5.0,-0.79,2.89,-2688.73
-5.0,-0.79,3.42,-2538.06
-5.0,-0.79,3.95,-2371.98
-5.0,-0.79,4.47,-2345.31
-5.0,-0.79,5.0,-2069.22
-5.0,-0.26,-5.0,-845.46
-5.0,-0.26,-4.47,-917.42
-5.0,-0.26,-3.95,-963.87
-5.0,-0.26,-3.42,-943.83
-5.0,-0.26,-2.89,-999.2
-5.0,-0.26,-2.37,-1214.66
-5.0,-0.26,-1.84,-1290.45
-5.0,-0.26,-1.32,-1178.68
-5.0,-0.26,-0.79,-1158.12
-5.0,-0.26,-0.26,-1374.99
-5.0,-0.26,0.26,-1749.38
-5.0,-0.26,0.79,-1574.07
-5.0,-0.26,1.32,-1375.46
-5.0,-0.26,1.84,-1850.27
-5.0,-0.26,2.37,-2586.47
-5.0,-0.26,2.89,-2158.63
-5.0,-0.26,3.42,-2252.95
-5.0,-0.26,3.95,-1797.15
-5.0,-0.26,4.47,-2272.71
-5.0,-0.26,5.0,-1848.2
-5.0,0.26,-5.0,-754.03
-5.0,0.26,-4.47,-853.8
-5.0,0.26,-3.95,-913.76
-5.0,0.26,-3.42,-888.97
-5.0,0.26,-2.89,-914.05
-5.0,0.26,-2.37,-1155.72
-5.0,0.26,-1.84,-1117.16
-5.0,0.26,-1.32,-1162.31
-5.0,0.26,-0.79,-965.71
-5.0,0.26,-0.26,-1268.91
-5.0,0.26,0.26,-1262.92
-5.0,0.26,0.79,-1431.85
-5.0,0.26,1.32,-879.51
-5.0,0.26,1.84,-1654.38
-5.0,0.26,2.37,-1965.63
-5.0,0.26,2.89,-1759.32
-5.0,0.26,3.42,-1494.74
-5.0,0.26,3.95,-1790.7
-5.0,0.26,4.47,-2012.07
-5.0,0.26,5.0,-1806.62
-5.0,0.79,-5.0,-739.57
-5.0,0.79,-4.47,-710.57
-5.0,0.79,-3.95,-841.47
-5.0,0.79,-3.42,-745.52
-5.0,0.79,-2.89,-909.42
-5.0,0.79,-2.37,-1052.58
-5.0,0.79,-1.84,-1168.43
-5.0,0.79,-1.32,-945.35
-5.0,0.79,-0.79,-929.26
-5.0,0.79,-0.26,-1151.04
-5.0,0.79,0.26,-1369.58
-5.0,0.79,0.79,-1095.89
-5.0,0.79,1.32,-816.35
-5.0,0.79,1.84,-1270.91
-5.0,0.79,2.37,-1781.92
-5.0,0.79,2.89,-1496.09
-5.0,0.79,3.42,-1167.87
-5.0,0.79,3.95,-1492.67
-5.0,0.79,4.47,-1713.96
-5.0,0.79,5.0,-2018.72
-5.0,1.32,-5.0,-591.28
-5.0,1.32,-4.47,-674.45
-5.0,1.32,-3.95,-720.01
-5.0,1.32,-3.42,-749.81
-5.0,1.32,-2.89,-750.25
-5.0,1.32,-2.37,-1048.6
-5.0,1.32,-1.84,-1073.01
-5.0,1.32,-1.32,-953.61
-5.0,1.32,-0.79,-958.85
-5.0,1.32,-0.26,-996.87
-5.0,1.32,0.26,-1342.58
-5.0,1.32,0.79,-1026.01
-5.0,1.32,1.32,-1038.04
-5.0,1.32,1.84,-961.67
-5.0,1.32,2.37,-1737.46
-5.0,1.32,2.89,-1272.47
-5.0,1.32,3.42,-1424.2
-5.0,1.32,3.95,-1290.1
-5.0,1.32,4.47,-1860.79
-5.0,1.32,5.0,-1772.19
-5.0,1.84,-5.0,-551.39
-5.0,1.84,-4.47,-577.74
-5.0,1.84,-3.95,-694.69
-5.0,1.84,-3.42,-740.93
-5.0,1.84,-2.89,-723.71
-5.0,1.84,-2.37,-1065.76
-5.0,1.84,-1.84,-963.35
-5.0,1.84,-1.32,-1061.0
-5.0,1.84,-0.79,-824.22
-5.0,1.84,-0.26,-1234.25
-5.0,1.84,0.26,-1267.56
-5.0,1.84,0.79,-1146.27
-5.0,1.84,1.32,-731.47
-5.0,1.84,1.84,-1296.27
-5.0,1.84,2.37,-1723.28
-5.0,1.84,2.89,-1482.33
-5.0,1.84,3.42,-1229.33
-5.0,1.84,3.95,-1325.48
-5.0,1.84,4.47,-1800.42
-5.0,1.84,5.0,-2029.88
-5.0,2.37,-5.0,-523.94
-5.0,2.37,-4.47,-613.34
-5.0,2.37,-3.95,-683.56
-5.0,2.37,-3.42,-674.34
-5.0,2.37,-2.89,-747.47
-5.0,2.37,-2.37,-1038.32
-5.0,2.37,-1.84,-1090.26
-5.0,2.37,-1.32,-972.53
-5.0,2.37,-0.79,-933.81
-5.0,2.37,-0.26,-1132.27
-5.0,2.37,0.26,-1411.49
-5.0,2.37,0.79,-1167.07
-5.0,2.37,1.32,-904.7
-5.0,2.37,1.84,-1544.44
-5.0,2.37,2.37,-1565.05
-5.0,2.37,2.89,-1652.11
-5.0,2.37,3.42,-1127.66
-5.0,2.37,3.95,-1784.19
-5.0,2.37,4.47,-1351.89
-5.0,2.37,5.0,-2056.95
-5.0,2.89,-5.0,-503.51
-5.0,2.89,-4.47,-551.57
-5.0,2.89,-3.95,-662.6
-5.0,2.89,-3.42,-651.43
-5.0,2.89,-2.89,-756.71
-5.0,2.89,-2.37,-999.37
-5.0,2.89,-1.84,-1184.8
-5.0,2.89,-1.32,-879.13
-5.0,2.89,-0.79,-1054.85
-5.0,2.89,-0.26,-1030.12
-5.0,2.89,0.26,-1730.07
-5.0,2.89,0.79,-1050.01
-5.0,2.89,1.32,-1055.11
-5.0,2.89,1.84,-1302.82
-5.0,2.89,2.37,-2041.93
-5.0,2.89,2.89,-1427.5
-5.0,2.89,3.42,-1158.29
-5.0,2.89,3.95,-1426.44
-5.0,2.89,4.47,-1608.88
-5.0,2.89,5.0,-1774.9
-5.0,3.42,-5.0,-457.74
-5.0,3.42,-4.47,-576.28
-5.0,3.42,-3.95,-544.23
-5.0,3.42,-3.42,-693.06
-5.0,3.42,-2.89,-687.46
-5.0,3.42,-2.37,-1079.74
-5.0,3.42,-1.84,-982.72
-5.0,3.42,-1.32,-973.52
-5.0,3.42,-0.79,-1081.79
-5.0,3.42,-0.26,-1148.49
-5.0,3.42,0.26,-1439.28
-5.0,3.42,0.79,-1406.27
-5.0,3.42,1.32,-1037.04
-5.0,3.42,1.84,-1378.58
-5.0,3.42,2.37,-1771.26
-5.0,3.42,2.89,-1462.62
-5.0,3.42,3.42,-1181.93
-5.0,3.42,3.95,-1299.41
-5.0,3.42,4.47,-1724.0
-5.0,3.42,5.0,-1406.89
-5.0,3.95,-5.0,-483.02
-5.0,3.95,-4.47,-499.42
-5.0,3.95,-3.95,-643.82
-5.0,3.95,-3.42,-642.28
-5.0,3.95,-2.89,-746.99
-5.0,3.95,-2.37,-963.1
-5.0,3.95,-1.84,-1111.3
-5.0,3.95,-1.32,-968.37
-5.0,3.95,-0.79,-1087.53
-5.0,3.95,-0.26,-1367.33
-5.0,3.95,0.26,-1419.14
-5.0,3.95,0.79,-1590.77
-5.0,3.95,1.32,-877.04
-5.0,3.95,1.84,-1682.81
-5.0,3.95,2.37,-1545.09
-5.0,3.95,2.89,-1724.52
-5.0,3.95,3.42,-908.14
-5.0,3.95,3.95,-1376.75
-5.0,3.95,4.47,-1586.09
-5.0,3.95,5.0,-1808.19
-5.0,4.47,-5.0,-503.9
-5.0,4.47,-4.47,-567.75
-5.0,4.47,-3.95,-681.26
-5.0,4.47,-3.42,-659.68
-5.0,4.47,-2.89,-821.54
-5.0,4.47,-2.37,-924.11
-5.0,4.47,-1.84,-1311.25
-5.0,4.47,-1.32,-883.6
-5.0,4.47,-0.79,-1319.66
-5.0,4.47,-0.26,-1297.95
-5.0,4.47,0.26,-1809.24
-5.0,4.47,0.79,-1398.07
-5.0,4.47,1.32,-1218.97
-5.0,4.47,1.84,-1590.98
-5.0,4.47,2.37,-1813.24
-5.0,4.47,2.89,-1509.37
-5.0,4.47,3.42,-1235.9
-5.0,4.47,3.95,-1343.18
-5.0,4.47,4.47,-1761.94
-5.0,4.47,5.0,-1838.0
-5.0,5.0,-5.0,-528.82
-5.0,5.0,-4.47,-627.31
-5.0,5.0,-3.95,-661.6
-5.0,5.0,-3.42,-703.8
-5.0,5.0,-2.89,-811.29
-5.0,5.0,-2.37,-1084.05
-5.0,5.0,-1.84,-1265.66
-5.0,5.0,-1.32,-1076.28
-5.0,5.0,-0.79,-1258.78
-5.0,5.0,-0.26,-1441.91
-5.0,5.0,0.26,-1886.74
-5.0,5.0,0.79,-1672.14
-5.0,5.0,1.32,-1167.99
-5.0,5.0,1.84,-1361.67
-5.0,5.0,2.37,-2138.65
-5.0,5.0,2.89,-1510.02
-5.0,5.0,3.42,-1648.15
-5.0,5.0,3.95,-1174.51
-5.0,5.0,4.47,-2077.82
-5.0,5.0,5.0,-1723.18
-4.47,-5.0,-5.0,-1401.15
-4.47,-5.0,-4.47,-1239.61
-4.47,-5.0,-3.95,-1193.27
-4.47,-5.0,-3.42,-1249.44
-4.47,-5.0,-2.89,-1522.16
-4.47,-5.0,-2.37,-1690.12
-4.47,-5.0,-1.84,-1702.09
-4.47,-5.0,-1.32,-1254.1
-4.47,-5.0,-0.79,-1127.89
-4.47,-5.0,-0.26,-1576.03
-4.47,-5.0,0.26,-2422.36
-4.47,-5.0,0.79,-3103.48
-4.47,-5.0,1.32,-3401.2
-4.47,-5.0,1.84,-3258.15
-4.47,-5.0,2.37,-2792.57
-4.47,-5.0,2.89,-2316.67
-4.47,-5.0,3.42,-2076.9
-4.47,-5.0,3.95,-2177.89
-4.47,-5.0,4.47,-2500.9
-4.47,-5.0,5.0,-2737.75
-4.47,-4.47,-5.0,-1225.39
-4.47,-4.47,-4.47,-1134.26
-4.47,-4.47,-3.95,-1114.83
-4.47,-4.47,-3.42,-1218.45
-4.47,-4.47,-2.89,-1526.13
-4.47,-4.47,-2.37,-1783.54
-4.47,-4.47,-1.84,-1738.3
-4.47,-4.47,-1.32,-1440.56
-4.47,-4.47,-0.79,-1372.43
-4.47,-4.47,-0.26,-1785.43
-4.47,-4.47,0.26,-2387.94
-4.47,-4.47,0.79,-2769.28
-4.47,-4.47,1.32,-2824.2
-4.47,-4.47,1.84,-2579.97
-4.47,-4.47,2.37,-2273.02
-4.47,-4.47,2.89,-2099.14
-4.47,-4.47,3.42,-2350.63
-4.47,-4.47,3.95,-2797.21
-4.47,-4.47,4.47,-3358.06
-4.47,-4.47,5.0,-3447.24
-4.47,-3.95,-5.0,-1091.39
-4.47,-3.95,-4.47,-1065.5
-4.47,-3.95,-3.95,-1117.44
-4.47,-3.95,-3.42,-1244.77
-4.47,-3.95,-2.89,-1494.72
-4.47,-3.95,-2.37,-1857.52
-4.47,-3.95,-1.84,-1956.95
-4.47,-3.95,-1.32,-1944.21
-4.47,-3.95,-0.79,-1922.07
-4.47,-3.95,-0.26,-2336.46
-4.47,-3.95,0.26,-2607.09
-4.47,-3.95,0.79,-2642.35
-4.47,-3.95,1.32,-2287.96
-4.47,-3.95,1.84,-1906.19
-4.47,-3.95,2.37,-1655.32
-4.47,-3.95,2.89,-1815.28
-4.47,-3.95,3.42,-2359.14
-4.47,-3.95,3.95,-3105.75
-4.47,-3.95,4.47,-3749.64
-4.47,-3.95,5.0,-3874.73
-4.47,-3.42,-5.0,-1083.27
-4.47,-3.42,-4.47,-1044.06
-4.47,-3.42,-3.95,-1127.15
-4.47,-3.42,-3.42,-1201.15
-4.47,-3.42,-2.89,-1512.2
-4.47,-3.42,-2.37,-1822.08
-4.47,-3.42,-1.84,-2175.09
-4.47,-3.42,-1.32,-2375.49
-4.47,-3.42,-0.79,-2684.98
-4.47,-3.42,-0.26,-3053.32
-4.47,-3.42,0.26,-3101.28
-4.47,-3.42,0.79,-2695.59
-4.47,-3.42,1.32,-2062.67
-4.47,-3.42,1.84,-1498.64
-4.47,-3.42,2.37,-1261.19
-4.47,-3.42,2.89,-1557.79
-4.47,-3.42,3.42,-2241.34
-4.47,-3.42,3.95,-3129.52
-4.47,-3.42,4.47,-3739.68
-4.47,-3.42,5.0,-3846.44
-4.47,-2.89,-5.0,-1036.35
-4.47,-2.89,-4.47,-1099.44
-4.47,-2.89,-3.95,-1126.81
-4.47,-2.89,-3.42,-1208.09
-4.47,-2.89,-2.89,-1420.04
-4.47,-2.89,-2.37,-1800.47
-4.47,-2.89,-1.84,-2152.89
-4.47,-2.89,-1.32,-2579.43
-4.47,-2.89,-0.79,-3168.24
-4.47,-2.89,-0.26,-3609.86
-4.47,-2.89,0.26,-3622.81
-4.47,-2.89,0.79,-2924.17
-4.47,-2.89,1.32,-2195.0
-4.47,-2.89,1.84,-1502.44
-4.47,-2.89,2.37,-1308.35
-4.47,-2.89,2.89,-1583.91
-4.47,-2.89,3.42,-2305.75
-4.47,-2.89,3.95,-2884.92
-4.47,-2.89,4.47,-3349.85
-4.47,-2.89,5.0,-3356.01
-4.47,-2.37,-5.0,-1054.49
-4.47,-2.37,-4.47,-1056.1
-4.47,-2.37,-3.95,-1084.0
-4.47,-2.37,-3.42,-1192.59
-4.47,-2.37,-2.89,-1335.17
-4.47,-2.37,-2.37,-1680.01
-4.47,-2.37,-1.84,-1915.65
-4.47,-2.37,-1.32,-2540.16
-4.47,-2.37,-0.79,-3061.99
-4.47,-2.37,-0.26,-3742.69
-4.47,-2.37,0.26,-3761.83
-4.47,-2.37,0.79,-3164.28
-4.47,-2.37,1.32,-2434.38
-4.47,-2.37,1.84,-1945.26
-4.47,-2.37,2.37,-1744.49
-4.47,-2.37,2.89,-1986.68
-4.47,-2.37,3.42,-2475.93
-4.47,-2.37,3.95,-2807.71
-4.47,-2.37,4.47,-2905.91
-4.47,-2.37,5.0,-2714.91
-4.47,-1.84,-5.0,-977.24
-4.47,-1.84,-4.47,-1037.79
-4.47,-1.84,-3.95,-1057.48
-4.47,-1.84,-3.42,-1089.61
-4.47,-1.84,-2.89,-1219.15
-4.47,-1.84,-2.37,-1471.48
-4.47,-1.84,-1.84,-1726.83
-4.47,-1.84,-1.32,-2132.65
-4.47,-1.84,-0.79,-2612.28
-4.47,-1.84,-0.26,-3218.55
-4.47,-1.84,0.26,-3421.98
-4.47,-1.84,0.79,-3076.39
-4.47,-1.84,1.32,-2580.27
-4.47,-1.84,1.84,-2475.78
-4.47,-1.84,2.37,-2348.86
-4.47,-1.84,2.89,-2657.31
-4.47,-1.84,3.42,-2727.17
-4.47,-1.84,3.95,-2896.51
-4.47,-1.84,4.47,-2414.41
-4.47,-1.84,5.0,-2291.75
-4.47,-1.32,-5.0,-932.23
-4.47,-1.32,-4.47,-951.68
-4.47,-1.32,-3.95,-1043.08
-4.47,-1.32,-3.42,-1022.38
-4.47,-1.32,-2.89,-1161.21
-4.47,-1.32,-2.37,-1266.42
-4.47,-1.32,-1.84,-1526.71
-4.47,-1.32,-1.32,-1609.93
-4.47,-1.32,-0.79,-2118.27
-4.47,-1.32,-0.26,-2366.42
-4.47,-1.32,0.26,-2790.84
-4.47,-1.32,0.79,-2488.14
-4.47,-1.32,1.32,-2514.65
-4.47,-1.32,1.84,-2613.52
-4.47,-1.32,2.37,-2919.01
-4.47,-1.32,2.89,-2997.81
-4.47,-1.32,3.42,-2913.52
-4.47,-1.32,3.95,-2791.81
-4.47,-1.32,4.47,-2451.27
-4.47,-1.32,5.0,-1947.65
-4.47,-0.79,-5.0,-851.59
-4.47,-0.79,-4.47,-1012.58
-4.47,-0.79,-3.95,-929.63
-4.47,-0.79,-3.42,-945.18
-4.47,-0.79,-2.89,-1012.65
-4.47,-0.79,-2.37,-1328.91
-4.47,-0.79,-1.84,-1266.95
-4.47,-0.79,-1.32,-1259.22
-4.47,-0.79,-0.79,-1479.02
-4.47,-0.79,-0.26,-1787.42
-4.47,-0.79,0.26,-1964.36
-4.47,-0.79,0.79,-1921.94
-4.47,-0.79,1.32,-2088.04
-4.47,-0.79,1.84,-2429.69
-4.47,-0.79,2.37,-2713.62
-4.47,-0.79,2.89,-2940.33
-4.47,-0.79,3.42,-2935.03
-4.47,-0.79,3.95,-2351.79
-4.47,-0.79,4.47,-2242.34
-4.47,-0.79,5.0,-1746.42
-4.47,-0.26,-5.0,-796.99
-4.47,-0.26,-4.47,-826.49
-4.47,-0.26,-3.95,-883.4
-4.47,-0.26,-3.42,-855.31
-4.47,-0.26,-2.89,-1022.67
-4.47,-0.26,-2.37,-1101.49
-4.47,-0.26,-1.84,-1100.96
-4.47,-0.26,-1.32,-1089.67
-4.47,-0.26,-0.79,-1142.32
-4.47,-0.26,-0.26,-1450.52
-4.47,-0.26,0.26,-1309.06
-4.47,-0.26,0.79,-1448.11
-4.47,-0.26,1.32,-1473.9
-4.47,-0.26,1.84,-2190.68
-4.47,-0.26,2.37,-2074.22
-4.47,-0.26,2.89,-2433.07
-4.47,-0.26,3.42,-2267.13
-4.47,-0.26,3.95,-2129.23
-4.47,-0.26,4.47,-1937.92
-4.47,-0.26,5.0,-1781.91
-4.47,0.26,-5.0,-707.91
-4.47,0.26,-4.47,-735.4
-4.47,0.26,-3.95,-755.1
-4.47,0.26,-3.42,-708.74
-4.47,0.26,-2.89,-943.58
-4.47,0.26,-2.37,-937.87
-4.47,0.26,-1.84,-1083.07
-4.47,0.26,-1.32,-832.6
-4.47,0.26,-0.79,-986.6
-4.47,0.26,-0.26,-1044.8
-4.47,0.26,0.26,-1263.59
-4.47,0.26,0.79,-1089.66
-4.47,0.26,1.32,-1220.55
-4.47,0.26,1.84,-1592.58
-4.47,0.26,2.37,-1662.5
-4.47,0.26,2.89,-1781.51
-4.47,0.26,3.42,-1923.08
-4.47,0.26,3.95,-1616.42
-4.47,0.26,4.47,-1593.62
-4.47,0.26,5.0,-1759.93
-4.47,0.79,-5.0,-595.3
-4.47,0.79,-4.47,-668.51
-4.47,0.79,-3.95,-709.61
-4.47,0.79,-3.42,-659.85
-4.47,0.79,-2.89,-832.75
-4.47,0.79,-2.37,-910.1
-4.47,0.79,-1.84,-868.94
-4.47,0.79,-1.32,-812.91
-4.47,0.79,-0.79,-936.83
-4.47,0.79,-0.26,-1005.8
-4.47,0.79,0.26,-1068.37
-4.47,0.79,0.79,-900.08
-4.47,0.79,1.32,-1070.0
-4.47,0.79,1.84,-1311.0
-4.47,0.79,2.37,-1559.41
-4.47,0.79,2.89,-1076.66
-4.47,0.79,3.42,-1781.39
-4.47,0.79,3.95,-1230.47
-4.47,0.79,4.47,-1763.54
-4.47,0.79,5.0,-1579.1
-4.47,1.32,-5.0,-554.82
-4.47,1.32,-4.47,-627.27
-4.47,1.32,-3.95,-631.62
-4.47,1.32,-3.42,-619.48
-4.47,1.32,-2.89,-721.8
-4.47,1.32,-2.37,-996.67
-4.47,1.32,-1.84,-825.48
-4.47,1.32,-1.32,-915.95
-4.47,1.32,-0.79,-732.06
-4.47,1.32,-0.26,-1141.5
-4.47,1.32,0.26,-1045.4
-4.47,1.32,0.79,-1037.8
-4.47,1.32,1.32,-824.97
-4.47,1.32,1.84,-1278.13
-4.47,1.32,2.37,-1427.65
-4.47,1.32,2.89,-1294.61
-4.47,1.32,3.42,-1509.9
-4.47,1.32,3.95,-1581.53
-4.47,1.32,4.47,-1545.09
-4.47,1.32,5.0,-1579.45
-4.47,1.84,-5.0,-513.42
-4.47,1.84,-4.47,-545.37
-4.47,1.84,-3.95,-629.25
-4.47,1.84,-3.42,-521.37
-4.47,1.84,-2.89,-785.55
-4.47,1.84,-2.37,-896.16
-4.47,1.84,-1.84,-894.61
-4.47,1.84,-1.32,-837.36
-4.47,1.84,-0.79,-936.76
-4.47,1.84,-0.26,-1075.92
-4.47,1.84,0.26,-1057.98
-4.47,1.84,0.79,-950.11
-4.47,1.84,1.32,-990.46
-4.47,1.84,1.84,-1282.21
-4.47,1.84,2.37,-1459.41
-4.47,1.84,2.89,-1324.02
-4.47,1.84,3.42,-1414.4
-4.47,1.84,3.95,-1759.0
-4.47,1.84,4.47,-1618.23
-4.47,1.84,5.0,-1753.49
-4.47,2.37,-5.0,-450.64
-4.47,2.37,-4.47,-497.26
-4.47,2.37,-3.95,-524.15
-4.47,2.37,-3.42,-527.58
-4.47,2.37,-2.89,-738.29
-4.47,2.37,-2.37,-947.45
-4.47,2.37,-1.84,-855.23
-4.47,2.37,-1.32,-738.48
-4.47,2.37,-0.79,-982.34
-4.47,2.37,-0.26,-1061.25
-4.47,2.37,0.26,-1222.86
-4.47,2.37,0.79,-792.22
-4.47,2.37,1.32,-1167.57
-4.47,2.37,1.84,-1123.34
-4.47,2.37,2.37,-1656.85
-4.47,2.37,2.89,-1261.56
-4.47,2.37,3.42,-1669.97
-4.47,2.37,3.95,-1361.47
-4.47,2.37,4.47,-1670.77
-4.47,2.37,5.0,-1581.82
-4.47,2.89,-5.0,-433.1
-4.47,2.89,-4.47,-517.47
-4.47,2.89,-3.95,-481.69
