x,y,z,fitness
-5.0,3.95,2.89,-914.77
-5.0,3.95,3.42,-1419.27
-5.0,3.95,3.95,-1319.63
-5.0,3.95,4.47,-1667.19
-5.0,3.95,5.0,-1390.63
-5.0,4.47,-5.0,-2371.79
-5.0,4.47,-4.47,-2146.55
-5.0,4.47,-3.95,-2374.09
-5.0,4.47,-3.42,-1973.58
-5.0,4.47,-2.89,-2177.48
-5.0,4.47,-2.37,-2100.83
-5.0,4.47,-1.84,-2337.46
-5.0,4.47,-1.32,-1812.14
-5.0,4.47,-0.79,-2205.91
-5.0,4.47,-0.26,-1179.93
-5.0,4.47,0.26,-1740.32
-5.0,4.47,0.79,-1076.31
-5.0,4.47,1.32,-1574.56
-5.0,4.47,1.84,-1229.16
-5.0,4.47,2.37,-1828.45
-5.0,4.47,2.89,-1470.71
-5.0,4.47,3.42,-1505.32
-5.0,4.47,3.95,-1137.68
-5.0,4.47,4.47,-1410.06
-5.0,4.47,5.0,-1026.07
-5.0,5.0,-5.0,-2493.3
-5.0,5.0,-4.47,-1907.39
-5.0,5.0,-3.95,-2452.61
-5.0,5.0,-3.42,-1824.64
-5.0,5.0,-2.89,-2216.72
-5.0,5.0,-2.37,-2121.53
-5.0,5.0,-1.84,-2288.04
-5.0,5.0,-1.32,-1609.74
-5.0,5.0,-0.79,-2142.23
-5.0,5.0,-0.26,-1357.24
-5.0,5.0,0.26,-1789.58
-5.0,5.0,0.79,-1183.69
-5.0,5.0,1.32,-1659.77
-5.0,5.0,1.84,-970.75
-5.0,5.0,2.37,-1486.71
-5.0,5.0,2.89,-1067.91
-5.0,5.0,3.42,-1294.66
-5.0,5.0,3.95,-1212.87
-5.0,5.0,4.47,-1764.16
-5.0,5.0,5.0,-1421.97
-4.47,-5.0,-5.0,-2405.44
-4.47,-5.0,-4.47,-2003.44
-4.47,-5.0,-3.95,-1923.36
-4.47,-5.0,-3.42,-2001.18
-4.47,-5.0,-2.89,-1620.4
-4.47,-5.0,-2.37,-1243.42
-4.47,-5.0,-1.84,-1740.0
-4.47,-5.0,-1.32,-2244.73
-4.47,-5.0,-0.79,-1956.61
-4.47,-5.0,-0.26,-1353.1
-4.47,-5.0,0.26,-1533.93
-4.47,-5.0,0.79,-1166.15
-4.47,-5.0,1.32,-902.76
-4.47,-5.0,1.84,-609.89
-4.47,-5.0,2.37,-670.17
-4.47,-5.0,2.89,-519.27
-4.47,-5.0,3.42,-493.88
-4.47,-5.0,3.95,-507.81
-4.47,-5.0,4.47,-634.65
-4.47,-5.0,5.0,-662.31
-4.47,-4.47,-5.0,-2393.19
-4.47,-4.47,-4.47,-2762.37
-4.47,-4.47,-3.95,-2627.83
-4.47,-4.47,-3.42,-2149.67
-4.47,-4.47,-2.89,-1801.43
-4.47,-4.47,-2.37,-1789.31
-4.47,-4.47,-1.84,-1841.54
-4.47,-4.47,-1.32,-1820.24
-4.47,-4.47,-0.79,-1441.42
-4.47,-4.47,-0.26,-976.75
-4.47,-4.47,0.26,-1168.13
-4.47,-4.47,0.79,-958.88
-4.47,-4.47,1.32,-966.27
-4.47,-4.47,1.84,-684.22
-4.47,-4.47,2.37,-699.84
-4.47,-4.47,2.89,-539.32
-4.47,-4.47,3.42,-487.13
-4.47,-4.47,3.95,-471.66
-4.47,-4.47,4.47,-651.9
-4.47,-4.47,5.0,-646.85
-4.47,-3.95,-5.0,-2392.01
-4.47,-3.95,-4.47,-2582.9
-4.47,-3.95,-3.95,-3286.6
-4.47,-3.95,-3.42,-2599.2
-4.47,-3.95,-2.89,-1892.34
-4.47,-3.95,-2.37,-2078.43
-4.47,-3.95,-1.84,-2053.13
-4.47,-3.95,-1.32,-1412.91
-4.47,-3.95,-0.79,-1515.47
-4.47,-3.95,-0.26,-1446.45
-4.47,-3.95,0.26,-1218.53
-4.47,-3.95,0.79,-802.71
-4.47,-3.95,1.32,-797.2
-4.47,-3.95,1.84,-444.68
-4.47,-3.95,2.37,-548.46
-4.47,-3.95,2.89,-508.73
-4.47,-3.95,3.42,-636.56
-4.47,-3.95,3.95,-733.74
-4.47,-3.95,4.47,-911.91
-4.47,-3.95,5.0,-781.16
-4.47,-3.42,-5.0,-2023.67
-4.47,-3.42,-4.47,-2685.27
-4.47,-3.42,-3.95,-2882.77
-4.47,-3.42,-3.42,-2496.58
-4.47,-3.42,-2.89,-2311.3
-4.47,-3.42,-2.37,-2172.82
-4.47,-3.42,-1.84,-2599.51
-4.47,-3.42,-1.32,-2094.61
-4.47,-3.42,-0.79,-1437.46
-4.47,-3.42,-0.26,-1149.92
-4.47,-3.42,0.26,-1220.13
-4.47,-3.42,0.79,-733.83
-4.47,-3.42,1.32,-915.02
-4.47,-3.42,1.84,-632.23
-4.47,-3.42,2.37,-691.54
-4.47,-3.42,2.89,-585.31
-4.47,-3.42,3.42,-614.63
-4.47,-3.42,3.95,-456.98
-4.47,-3.42,4.47,-634.19
-4.47,-3.42,5.0,-776.08
-4.47,-2.89,-5.0,-2114.76
-4.47,-2.89,-4.47,-2083.57
-4.47,-2.89,-3.95,-2012.73
-4.47,-2.89,-3.42,-1767.38
-4.47,-2.89,-2.89,-2645.51
-4.47,-2.89,-2.37,-2548.67
-4.47,-2.89,-1.84,-2381.97
-4.47,-2.89,-1.32,-1857.13
-4.47,-2.89,-0.79,-1801.72
-4.47,-2.89,-0.26,-1458.28
-4.47,-2.89,0.26,-1289.5
-4.47,-2.89,0.79,-789.63
-4.47,-2.89,1.32,-967.58
-4.47,-2.89,1.84,-640.39
-4.47,-2.89,2.37,-755.81
-4.47,-2.89,2.89,-550.46
-4.47,-2.89,3.42,-857.28
-4.47,-2.89,3.95,-734.88
-4.47,-2.89,4.47,-1009.13
-4.47,-2.89,5.0,-1015.39
-4.47,-2.37,-5.0,-1882.75
-4.47,-2.37,-4.47,-2255.61
-4.47,-2.37,-3.95,-2472.82
-4.47,-2.37,-3.42,-1716.85
-4.47,-2.37,-2.89,-1900.98
-4.47,-2.37,-2.37,-1879.62
-4.47,-2.37,-1.84,-2091.81
-4.47,-2.37,-1.32,-1799.92
-4.47,-2.37,-0.79,-1997.59
-4.47,-2.37,-0.26,-1869.11
-4.47,-2.37,0.26,-1899.28
-4.47,-2.37,0.79,-1152.05
-4.47,-2.37,1.32,-1062.78
-4.47,-2.37,1.84,-607.08
-4.47,-2.37,2.37,-886.42
-4.47,-2.37,2.89,-507.27
-4.47,-2.37,3.42,-985.28
-4.47,-2.37,3.95,-818.13
-4.47,-2.37,4.47,-1114.62
-4.47,-2.37,5.0,-1135.51
-4.47,-1.84,-5.0,-2855.84
-4.47,-1.84,-4.47,-2126.25
-4.47,-1.84,-3.95,-1670.58
-4.47,-1.84,-3.42,-1800.19
-4.47,-1.84,-2.89,-2537.77
-4.47,-1.84,-2.37,-1908.64
-4.47,-1.84,-1.84,-1971.79
-4.47,-1.84,-1.32,-1717.75
-4.47,-1.84,-0.79,-2012.93
-4.47,-1.84,-0.26,-1344.56
-4.47,-1.84,0.26,-1391.52
-4.47,-1.84,0.79,-938.63
-4.47,-1.84,1.32,-1359.98
-4.47,-1.84,1.84,-1071.84
-4.47,-1.84,2.37,-1613.62
-4.47,-1.84,2.89,-884.82
-4.47,-1.84,3.42,-1180.52
-4.47,-1.84,3.95,-801.54
-4.47,-1.84,4.47,-1138.83
-4.47,-1.84,5.0,-846.29
-4.47,-1.32,-5.0,-2321.35
-4.47,-1.32,-4.47,-2196.88
-4.47,-1.32,-3.95,-2352.77
-4.47,-1.32,-3.42,-1877.56
-4.47,-1.32,-2.89,-2431.8
-4.47,-1.32,-2.37,-1861.48
-4.47,-1.32,-1.84,-2058.59
-4.47,-1.32,-1.32,-1691.8
-4.47,-1.32,-0.79,-2247.29
-4.47,-1.32,-0.26,-1629.48
-4.47,-1.32,0.26,-1787.99
-4.47,-1.32,0.79,-1435.96
-4.47,-1.32,1.32,-1626.6
-4.47,-1.32,1.84,-811.71
-4.47,-1.32,2.37,-1332.5
-4.47,-1.32,2.89,-631.64
-4.47,-1.32,3.42,-1359.91
-4.47,-1.32,3.95,-1096.33
-4.47,-1.32,4.47,-1861.77
-4.47,-1.32,5.0,-1412.06
-4.47,-0.79,-5.0,-2551.1
-4.47,-0.79,-4.47,-2151.79
-4.47,-0.79,-3.95,-2582.32
-4.47,-0.79,-3.42,-2298.59
-4.47,-0.79,-2.89,-2487.55
-4.47,-0.79,-2.37,-1573.72
-4.47,-0.79,-1.84,-1873.09
-4.47,-0.79,-1.32,-1222.5
-4.47,-0.79,-0.79,-2297.96
-4.47,-0.79,-0.26,-1795.65
-4.47,-0.79,0.26,-1926.9
-4.47,-0.79,0.79,-1370.35
-4.47,-0.79,1.32,-1961.39
-4.47,-0.79,1.84,-1025.88
-4.47,-0.79,2.37,-1667.18
-4.47,-0.79,2.89,-1118.31
-4.47,-0.79,3.42,-1736.55
-4.47,-0.79,3.95,-1035.28
-4.47,-0.79,4.47,-1675.03
-4.47,-0.79,5.0,-1140.11
-4.47,-0.26,-5.0,-2099.62
-4.47,-0.26,-4.47,-1589.21
-4.47,-0.26,-3.95,-2207.33
-4.47,-0.26,-3.42,-2078.24
-4.47,-0.26,-2.89,-2451.25
-4.47,-0.26,-2.37,-1742.58
-4.47,-0.26,-1.84,-3137.45
-4.47,-0.26,-1.32,-2143.26
-4.47,-0.26,-0.79,-2255.84
-4.47,-0.26,-0.26,-1262.86
-4.47,-0.26,0.26,-1645.5
-4.47,-0.26,0.79,-1085.78
-4.47,-0.26,1.32,-1860.91
-4.47,-0.26,1.84,-1389.47
-4.47,-0.26,2.37,-1852.05
-4.47,-0.26,2.89,-1334.79
-4.47,-0.26,3.42,-1958.48
-4.47,-0.26,3.95,-941.79
-4.47,-0.26,4.47,-1608.67
-4.47,-0.26,5.0,-1292.83
-4.47,0.26,-5.0,-2232.62
-4.47,0.26,-4.47,-1835.22
-4.47,0.26,-3.95,-2388.29
-4.47,0.26,-3.42,-2011.38
-4.47,0.26,-2.89,-2494.96
-4.47,0.26,-2.37,-1422.65
-4.47,0.26,-1.84,-2231.94
-4.47,0.26,-1.32,-1427.99
-4.47,0.26,-0.79,-2072.09
-4.47,0.26,-0.26,-1750.55
-4.47,0.26,0.26,-2506.87
-4.47,0.26,0.79,-1900.66
-4.47,0.26,1.32,-1987.84
-4.47,0.26,1.84,-1232.1
-4.47,0.26,2.37,-1449.54
-4.47,0.26,2.89,-952.21
-4.47,0.26,3.42,-1798.25
-4.47,0.26,3.95,-1260.26
-4.47,0.26,4.47,-1994.74
-4.47,0.26,5.0,-1790.16
-4.47,0.79,-5.0,-2111.75
-4.47,0.79,-4.47,-2148.23
-4.47,0.79,-3.95,-2482.56
-4.47,0.79,-3.42,-2051.9
-4.47,0.79,-2.89,-2460.56
-4.47,0.79,-2.37,-1789.26
-4.47,0.79,-1.84,-2498.35
-4.47,0.79,-1.32,-1772.71
-4.47,0.79,-0.79,-2239.02
-4.47,0.79,-0.26,-1408.42
-4.47,0.79,0.26,-2124.41
-4.47,0.79,0.79,-1429.8
-4.47,0.79,1.32,-1561.8
-4.47,0.79,1.84,-1549.52
-4.47,0.79,2.37,-1970.62
-4.47,0.79,2.89,-1469.55
-4.47,0.79,3.42,-1843.27
-4.47,0.79,3.95,-1228.85
-4.47,0.79,4.47,-1440.31
-4.47,0.79,5.0,-1098.13
-4.47,1.32,-5.0,-2295.88
-4.47,1.32,-4.47,-1941.24
-4.47,1.32,-3.95,-2073.64
-4.47,1.32,-3.42,-1571.29
-4.47,1.32,-2.89,-2231.11
-4.47,1.32,-2.37,-1988.6
-4.47,1.32,-1.84,-2646.8
-4.47,1.32,-1.32,-1917.29
-4.47,1.32,-0.79,-2475.31
-4.47,1.32,-0.26,-1522.34
-4.47,1.32,0.26,-1775.69
-4.47,1.32,0.79,-1514.34
-4.47,1.32,1.32,-1628.04
-4.47,1.32,1.84,-1591.48
-4.47,1.32,2.37,-1895.15
-4.47,1.32,2.89,-1359.37
-4.47,1.32,3.42,-1567.55
-4.47,1.32,3.95,-1308.66
-4.47,1.32,4.47,-1852.74
-4.47,1.32,5.0,-1321.48
-4.47,1.84,-5.0,-2249.56
-4.47,1.84,-4.47,-2265.66
-4.47,1.84,-3.95,-2594.52
-4.47,1.84,-3.42,-2341.78
-4.47,1.84,-2.89,-2603.71
-4.47,1.84,-2.37,-2139.09
-4.47,1.84,-1.84,-1879.99
-4.47,1.84,-1.32,-1261.37
-4.47,1.84,-0.79,-2107.22
-4.47,1.84,-0.26,-1649.53
-4.47,1.84,0.26,-2227.65
-4.47,1.84,0.79,-2015.22
-4.47,1.84,1.32,-1963.31
-4.47,1.84,1.84,-1364.48
-4.47,1.84,2.37,-1348.89
-4.47,1.84,2.89,-965.37
-4.47,1.84,3.42,-1262.2
-4.47,1.84,3.95,-1236.96
-4.47,1.84,4.47,-1793.41
-4.47,1.84,5.0,-1308.87
-4.47,2.37,-5.0,-2340.88
-4.47,2.37,-4.47,-2058.78
-4.47,2.37,-3.95,-2288.0
-4.47,2.37,-3.42,-2074.18
-4.47,2.37,-2.89,-2013.15
-4.47,2.37,-2.37,-2017.99
-4.47,2.37,-1.84,-2531.09
-4.47,2.37,-1.32,-1901.78
-4.47,2.37,-0.79,-2509.9
-4.47,2.37,-0.26,-1608.7
-4.47,2.37,0.26,-1585.96
-4.47,2.37,0.79,-1063.26
-4.47,2.37,1.32,-1618.93
-4.47,2.37,1.84,-1417.33
-4.47,2.37,2.37,-1655.47
-4.47,2.37,2.89,-1783.08
-4.47,2.37,3.42,-1745.21
-4.47,2.37,3.95,-1198.04
-4.47,2.37,4.47,-1442.55
-4.47,2.37,5.0,-929.98
-4.47,2.89,-5.0,-2625.05
