x0,x1,x2,fitness0
2.75,1.25,0,0.076
2.75,1.75,0,-0.636
2.75,2.25,0,0.165
2.75,2.75,0,-0.637
2.75,3.25,0,-0.67
2.75,3.75,0,-0.016
2.75,4.25,0,0.154
2.75,4.75,0,-0.256
2.75,5.25,0,-0.702
2.75,5.75,0,-0.807
2.75,6.25,0,-0.569
2.75,6.75,0,-0.197
2.75,7.25,0,0.091
2.75,7.75,0,0.18
2.75,8.25,0,0.069
2.75,8.75,0,-0.171
2.75,9.25,0,-0.445
2.75,9.75,0,-0.671
2.75,10.25,0,-0.798
3.25,0.25,0,-0.833
3.25,0.75,0,-0.482
3.25,1.25,0,0.043
3.25,1.75,0,-0.669
3.25,2.25,0,0.132
3.25,2.75,0,-0.67
3.25,3.25,0,-0.703
3.25,3.75,0,-0.049
3.25,4.25,0,0.121
3.25,4.75,0,-0.288
3.25,5.25,0,-0.735
3.25,5.75,0,-0.84
3.25,6.25,0,-0.602
3.25,6.75,0,-0.23
3.25,7.25,0,0.058
3.25,7.75,0,0.148
3.25,8.25,0,0.037
3.25,8.75,0,-0.204
3.25,9.25,0,-0.478
3.25,9.75,0,-0.704
3.25,10.25,0,-0.831
3.75,0.25,0,-0.178
3.75,0.75,0,0.172
3.75,1.25,0,0.698
3.75,1.75,0,-0.014
3.75,2.25,0,0.787
3.75,2.75,0,-0.016
3.75,3.25,0,-0.049
3.75,3.75,0,0.606
3.75,4.25,0,0.776
3.75,4.75,0,0.366
3.75,5.25,0,-0.08
3.75,5.75,0,-0.186
3.75,6.25,0,0.053
3.75,6.75,0,0.425
3.75,7.25,0,0.713
3.75,7.75,0,0.802
3.75,8.25,0,0.691
3.75,8.75,0,0.451
3.75,9.25,0,0.177
3.75,9.75,0,-0.049
3.75,10.25,0,-0.176
4.25,0.25,0,-0.009
4.25,0.75,0,0.342
4.25,1.25,0,0.867
4.25,1.75,0,0.156
4.25,2.25,0,0.956
4.25,2.75,0,0.154
4.25,3.25,0,0.121
4.25,3.75,0,0.776
4.25,4.25,0,0.945
4.25,4.75,0,0.536
4.25,5.25,0,0.089
4.25,5.75,0,-0.016
4.25,6.25,0,0.223
4.25,6.75,0,0.594
4.25,7.25,0,0.882
4.25,7.75,0,0.972
4.25,8.25,0,0.861
4.25,8.75,0,0.621
4.25,9.25,0,0.347
4.25,9.75,0,0.121
4.25,10.25,0,-0.007
4.75,0.25,0,-0.418
4.75,0.75,0,-0.068
4.75,1.25,0,0.458
4.75,1.75,0,-0.254
4.75,2.25,0,0.547
4.75,2.75,0,-0.256
4.75,3.25,0,-0.288
4.75,3.75,0,0.366
4.75,4.25,0,0.536
4.75,4.75,0,0.126
4.75,5.25,0,-0.32
4.75,5.75,0,-0.426
4.75,6.25,0,-0.187
4.75,6.75,0,0.185
4.75,7.25,0,0.473
4.75,7.75,0,0.562
4.75,8.25,0,0.451
4.75,8.75,0,0.211
4.75,9.25,0,-0.063
4.75,9.75,0,-0.289
4.75,10.25,0,-0.416
5.25,0.25,0,-0.865
5.25,0.75,0,-0.514
5.25,1.25,0,0.011
5.25,1.75,0,-0.701
5.25,2.25,0,0.1
5.25,2.75,0,-0.702
5.25,3.25,0,-0.735
5.25,3.75,0,-0.08
5.25,4.25,0,0.089
5.25,4.75,0,-0.32
5.25,5.25,0,-0.767
5.25,5.75,0,-0.872
5.25,6.25,0,-0.634
5.25,6.75,0,-0.262
5.25,7.25,0,0.026
5.25,7.75,0,0.116
5.25,8.25,0,0.005
5.25,8.75,0,-0.236
5.25,9.25,0,-0.51
5.25,9.75,0,-0.736
5.25,10.25,0,-0.863
5.75,0.25,0,-0.97
5.75,0.75,0,-0.62
5.75,1.25,0,-0.094
5.75,1.75,0,-0.806
5.75,2.25,0,-0.005
5.75,2.75,0,-0.807
5.75,3.25,0,-0.84
5.75,3.75,0,-0.186
5.75,4.25,0,-0.016
5.75,4.75,0,-0.426
5.75,5.25,0,-0.872
5.75,5.75,0,-0.977
5.75,6.25,0,-0.739
5.75,6.75,0,-0.367
5.75,7.25,0,-0.079
5.75,7.75,0,0.011
5.75,8.25,0,-0.1
5.75,8.75,0,-0.341
5.75,9.25,0,-0.615
5.75,9.75,0,-0.841
5.75,10.25,0,-0.968
6.25,0.25,0,-0.731
6.25,0.75,0,-0.381
6.25,1.25,0,0.145
6.25,1.75,0,-0.567
6.25,2.25,0,0.234
6.25,2.75,0,-0.569
6.25,3.25,0,-0.602
6.25,3.75,0,0.053
6.25,4.25,0,0.223
6.25,4.75,0,-0.187
6.25,5.25,0,-0.634
6.25,5.75,0,-0.739
6.25,6.25,0,-0.5
6.25,6.75,0,-0.128
6.25,7.25,0,0.16
6.25,7.75,0,0.249
6.25,8.25,0,0.138
6.25,8.75,0,-0.102
6.25,9.25,0,-0.376
6.25,9.75,0,-0.602
6.25,10.25,0,-0.729
6.75,0.25,0,-0.36
6.75,0.75,0,-0.009
6.75,1.25,0,0.516
6.75,1.75,0,-0.195
6.75,2.25,0,0.605
6.75,2.75,0,-0.197
6.75,3.25,0,-0.23
6.75,3.75,0,0.425
6.75,4.25,0,0.594
6.75,4.75,0,0.185
6.75,5.25,0,-0.262
6.75,5.75,0,-0.367
6.75,6.25,0,-0.128
6.75,6.75,0,0.243
6.75,7.25,0,0.531
6.75,7.75,0,0.621
6.75,8.25,0,0.51
6.75,8.75,0,0.27
6.75,9.25,0,-0.004
6.75,9.75,0,-0.23
6.75,10.25,0,-0.358
7.25,0.25,0,-0.072
7.25,0.75,0,0.279
7.25,1.25,0,0.805
7.25,1.75,0,0.093
7.25,2.25,0,0.894
7.25,2.75,0,0.091
7.25,3.25,0,0.058
7.25,3.75,0,0.713
7.25,4.25,0,0.882
7.25,4.75,0,0.473
7.25,5.25,0,0.026
7.25,5.75,0,-0.079
7.25,6.25,0,0.16
7.25,6.75,0,0.531
7.25,7.25,0,0.819
7.25,7.75,0,0.909
7.25,8.25,0,0.798
7.25,8.75,0,0.558
7.25,9.25,0,0.284
7.25,9.75,0,0.058
7.25,10.25,0,-0.07
7.75,0.25,0,0.018
7.75,0.75,0,0.368
7.75,1.25,0,0.894
7.75,1.75,0,0.182
7.75,2.25,0,0.983
7.75,2.75,0,0.18
7.75,3.25,0,0.148
7.75,3.75,0,0.802
7.75,4.25,0,0.972
7.75,4.75,0,0.562
7.75,5.25,0,0.116
7.75,5.75,0,0.011
7.75,6.25,0,0.249
7.75,6.75,0,0.621
7.75,7.25,0,0.909
7.75,7.75,0,0.998
7.75,8.25,0,0.887
7.75,8.75,0,0.647
7.75,9.25,0,0.373
7.75,9.75,0,0.147
7.75,10.25,0,0.02
8.25,0.25,0,-0.093
8.25,0.75,0,0.257
8.25,1.25,0,0.783
8.25,1.75,0,0.071
8.25,2.25,0,0.872
8.25,2.75,0,0.069
8.25,3.25,0,0.037
8.25,3.75,0,0.691
8.25,4.25,0,0.861
8.25,4.75,0,0.451
8.25,5.25,0,0.005
8.25,5.75,0,-0.1
8.25,6.25,0,0.138
8.25,6.75,0,0.51
8.25,7.25,0,0.798
8.25,7.75,0,0.887
8.25,8.25,0,0.776
8.25,8.75,0,0.536
8.25,9.25,0,0.262
8.25,9.75,0,0.036
8.25,10.25,0,-0.091
8.75,0.25,0,-0.333
8.75,0.75,0,0.017
8.75,1.25,0,0.543
8.75,1.75,0,-0.169
8.75,2.25,0,0.632
8.75,2.75,0,-0.171
8.75,3.25,0,-0.204
8.75,3.75,0,0.451
8.75,4.25,0,0.621
8.75,4.75,0,0.211
8.75,5.25,0,-0.236
8.75,5.75,0,-0.341
8.75,6.25,0,-0.102
8.75,6.75,0,0.27
8.75,7.25,0,0.558
8.75,7.75,0,0.647
8.75,8.25,0,0.536
8.75,8.75,0,0.296
8.75,9.25,0,0.022
8.75,9.75,0,-0.204
8.75,10.25,0,-0.331
9.25,0.25,0,-0.607
9.25,0.75,0,-0.257
9.25,1.25,0,0.269
9.25,1.75,0,-0.443
9.25,2.25,0,0.358
9.25,2.75,0,-0.445
9.25,3.25,0,-0.478
9.25,3.75,0,0.177
9.25,4.25,0,0.347
9.25,4.75,0,-0.063
9.25,5.25,0,-0.51
9.25,5.75,0,-0.615
9.25,6.25,0,-0.376
9.25,6.75,0,-0.004
9.25,7.25,0,0.284
9.25,7.75,0,0.373
9.25,8.25,0,0.262
9.25,8.75,0,0.022
9.25,9.25,0,-0.252
9.25,9.75,0,-0.478
9.25,10.25,0,-0.605
9.75,0.25,0,-0.833
9.75,0.75,0,-0.483
9.75,1.25,0,0.043
9.75,1.75,0,-0.669
9.75,2.25,0,0.132
9.75,2.75,0,-0.671
9.75,3.25,0,-0.704
9.75,3.75,0,-0.049
9.75,4.25,0,0.121
9.75,4.75,0,-0.289
9.75,5.25,0,-0.736
9.75,5.75,0,-0.841
9.75,6.25,0,-0.602
9.75,6.75,0,-0.23
9.75,7.25,0,0.058
9.75,7.75,0,0.147
9.75,8.25,0,0.036
9.75,8.75,0,-0.204
9.75,9.25,0,-0.478
9.75,9.75,0,-0.704
9.75,10.25,0,-0.831
10.25,0.25,0,-0.961
10.25,0.75,0,-0.61
10.25,1.25,0,-0.084
10.25,1.75,0,-0.796
10.25,2.25,0,0.005
10.25,2.75,0,-0.798
10.25,3.25,0,-0.831
10.25,3.75,0,-0.176
10.25,4.25,0,-0.007
10.25,4.75,0,-0.416
10.25,5.25,0,-0.863
10.25,5.75,0,-0.968
10.25,6.25,0,-0.729
10.25,6.75,0,-0.358
10.25,7.25,0,-0.07
10.25,7.75,0,0.02
10.25,8.25,0,-0.091
10.25,8.75,0,-0.331
10.25,9.25,0,-0.605
10.25,9.75,0,-0.831
10.25,10.25,0,-0.958
