x0,x1,x2,fitness
0.25,2.355,5.513,-0.395
0.25,2.355,6.039,-0.323
0.25,2.355,6.566,-0.079
0.25,2.355,7.092,0.156
0.25,2.355,7.618,0.263
0.25,2.355,8.145,0.215
0.25,2.355,8.671,0.059
0.25,2.355,9.197,-0.134
0.25,2.355,9.724,-0.297
0.25,2.355,10.25,-0.388
0.25,2.882,0.25,-0.947
0.25,2.882,0.776,-0.816
0.25,2.882,1.303,-0.468
0.25,2.882,1.829,-0.707
0.25,2.882,2.355,-0.374
0.25,2.882,2.882,-0.932
0.25,2.882,3.408,-0.727
0.25,2.882,3.934,-0.325
0.25,2.882,4.461,-0.398
0.25,2.882,4.987,-0.744
0.25,2.882,5.513,-0.953
0.25,2.882,6.039,-0.881
0.25,2.882,6.566,-0.637
0.25,2.882,7.092,-0.402
0.25,2.882,7.618,-0.295
0.25,2.882,8.145,-0.343
0.25,2.882,8.671,-0.499
0.25,2.882,9.197,-0.692
0.25,2.882,9.724,-0.855
0.25,2.882,10.25,-0.946
0.25,3.408,0.25,-0.742
0.25,3.408,0.776,-0.611
0.25,3.408,1.303,-0.263
0.25,3.408,1.829,-0.502
0.25,3.408,2.355,-0.169
0.25,3.408,2.882,-0.727
0.25,3.408,3.408,-0.521
0.25,3.408,3.934,-0.12
0.25,3.408,4.461,-0.193
0.25,3.408,4.987,-0.539
0.25,3.408,5.513,-0.747
0.25,3.408,6.039,-0.675
0.25,3.408,6.566,-0.431
0.25,3.408,7.092,-0.196
0.25,3.408,7.618,-0.09
0.25,3.408,8.145,-0.137
0.25,3.408,8.671,-0.294
0.25,3.408,9.197,-0.486
0.25,3.408,9.724,-0.649
0.25,3.408,10.25,-0.741
0.25,3.934,0.25,-0.34
0.25,3.934,0.776,-0.209
0.25,3.934,1.303,0.139
0.25,3.934,1.829,-0.1
0.25,3.934,2.355,0.233
0.25,3.934,2.882,-0.325
0.25,3.934,3.408,-0.12
0.25,3.934,3.934,0.282
0.25,3.934,4.461,0.209
0.25,3.934,4.987,-0.137
0.25,3.934,5.513,-0.346
0.25,3.934,6.039,-0.274
0.25,3.934,6.566,-0.03
0.25,3.934,7.092,0.205
0.25,3.934,7.618,0.312
0.25,3.934,8.145,0.264
0.25,3.934,8.671,0.108
0.25,3.934,9.197,-0.085
0.25,3.934,9.724,-0.248
0.25,3.934,10.25,-0.339
0.25,4.461,0.25,-0.414
0.25,4.461,0.776,-0.282
0.25,4.461,1.303,0.066
0.25,4.461,1.829,-0.174
0.25,4.461,2.355,0.16
0.25,4.461,2.882,-0.398
0.25,4.461,3.408,-0.193
0.25,4.461,3.934,0.209
0.25,4.461,4.461,0.136
0.25,4.461,4.987,-0.21
0.25,4.461,5.513,-0.419
0.25,4.461,6.039,-0.347
0.25,4.461,6.566,-0.103
0.25,4.461,7.092,0.132
0.25,4.461,7.618,0.238
0.25,4.461,8.145,0.191
0.25,4.461,8.671,0.034
0.25,4.461,9.197,-0.158
0.25,4.461,9.724,-0.321
0.25,4.461,10.25,-0.412
0.25,4.987,0.25,-0.759
0.25,4.987,0.776,-0.628
0.25,4.987,1.303,-0.28
0.25,4.987,1.829,-0.519
0.25,4.987,2.355,-0.186
0.25,4.987,2.882,-0.744
0.25,4.987,3.408,-0.539
0.25,4.987,3.934,-0.137
0.25,4.987,4.461,-0.21
0.25,4.987,4.987,-0.556
0.25,4.987,5.513,-0.765
0.25,4.987,6.039,-0.693
0.25,4.987,6.566,-0.449
0.25,4.987,7.092,-0.214
0.25,4.987,7.618,-0.107
0.25,4.987,8.145,-0.155
0.25,4.987,8.671,-0.311
0.25,4.987,9.197,-0.504
0.25,4.987,9.724,-0.667
0.25,4.987,10.25,-0.758
0.25,5.513,0.25,-0.968
0.25,5.513,0.776,-0.837
0.25,5.513,1.303,-0.489
0.25,5.513,1.829,-0.728
0.25,5.513,2.355,-0.395
0.25,5.513,2.882,-0.953
0.25,5.513,3.408,-0.747
0.25,5.513,3.934,-0.346
0.25,5.513,4.461,-0.419
0.25,5.513,4.987,-0.765
0.25,5.513,5.513,-0.973
0.25,5.513,6.039,-0.901
0.25,5.513,6.566,-0.657
0.25,5.513,7.092,-0.422
0.25,5.513,7.618,-0.316
0.25,5.513,8.145,-0.364
0.25,5.513,8.671,-0.52
0.25,5.513,9.197,-0.712
0.25,5.513,9.724,-0.875
0.25,5.513,10.25,-0.967
0.25,6.039,0.25,-0.896
0.25,6.039,0.776,-0.765
0.25,6.039,1.303,-0.417
0.25,6.039,1.829,-0.656
0.25,6.039,2.355,-0.323
0.25,6.039,2.882,-0.881
0.25,6.039,3.408,-0.675
0.25,6.039,3.934,-0.274
0.25,6.039,4.461,-0.347
0.25,6.039,4.987,-0.693
0.25,6.039,5.513,-0.901
0.25,6.039,6.039,-0.829
0.25,6.039,6.566,-0.585
0.25,6.039,7.092,-0.35
0.25,6.039,7.618,-0.244
0.25,6.039,8.145,-0.292
0.25,6.039,8.671,-0.448
0.25,6.039,9.197,-0.64
0.25,6.039,9.724,-0.803
0.25,6.039,10.25,-0.895
0.25,6.566,0.25,-0.652
0.25,6.566,0.776,-0.521
0.25,6.566,1.303,-0.173
0.25,6.566,1.829,-0.412
0.25,6.566,2.355,-0.079
0.25,6.566,2.882,-0.637
0.25,6.566,3.408,-0.431
0.25,6.566,3.934,-0.03
0.25,6.566,4.461,-0.103
0.25,6.566,4.987,-0.449
0.25,6.566,5.513,-0.657
0.25,6.566,6.039,-0.585
0.25,6.566,6.566,-0.341
0.25,6.566,7.092,-0.106
0.25,6.566,7.618,0.0
0.25,6.566,8.145,-0.048
0.25,6.566,8.671,-0.204
0.25,6.566,9.197,-0.396
0.25,6.566,9.724,-0.559
0.25,6.566,10.25,-0.651
0.25,7.092,0.25,-0.417
0.25,7.092,0.776,-0.286
0.25,7.092,1.303,0.062
0.25,7.092,1.829,-0.177
0.25,7.092,2.355,0.156
0.25,7.092,2.882,-0.402
0.25,7.092,3.408,-0.196
0.25,7.092,3.934,0.205
0.25,7.092,4.461,0.132
0.25,7.092,4.987,-0.214
0.25,7.092,5.513,-0.422
0.25,7.092,6.039,-0.35
0.25,7.092,6.566,-0.106
0.25,7.092,7.092,0.129
0.25,7.092,7.618,0.235
0.25,7.092,8.145,0.187
0.25,7.092,8.671,0.031
0.25,7.092,9.197,-0.162
0.25,7.092,9.724,-0.324
0.25,7.092,10.25,-0.416
0.25,7.618,0.25,-0.311
0.25,7.618,0.776,-0.179
0.25,7.618,1.303,0.169
0.25,7.618,1.829,-0.071
0.25,7.618,2.355,0.263
0.25,7.618,2.882,-0.295
0.25,7.618,3.408,-0.09
0.25,7.618,3.934,0.312
0.25,7.618,4.461,0.238
0.25,7.618,4.987,-0.107
0.25,7.618,5.513,-0.316
0.25,7.618,6.039,-0.244
0.25,7.618,6.566,0.0
0.25,7.618,7.092,0.235
0.25,7.618,7.618,0.341
0.25,7.618,8.145,0.294
0.25,7.618,8.671,0.137
0.25,7.618,9.197,-0.055
0.25,7.618,9.724,-0.218
0.25,7.618,10.25,-0.309
0.25,8.145,0.25,-0.358
0.25,8.145,0.776,-0.227
0.25,8.145,1.303,0.121
0.25,8.145,1.829,-0.118
0.25,8.145,2.355,0.215
0.25,8.145,2.882,-0.343
0.25,8.145,3.408,-0.137
0.25,8.145,3.934,0.264
0.25,8.145,4.461,0.191
0.25,8.145,4.987,-0.155
0.25,8.145,5.513,-0.364
0.25,8.145,6.039,-0.292
0.25,8.145,6.566,-0.048
0.25,8.145,7.092,0.187
0.25,8.145,7.618,0.294
0.25,8.145,8.145,0.246
0.25,8.145,8.671,0.09
0.25,8.145,9.197,-0.103
0.25,8.145,9.724,-0.266
0.25,8.145,10.25,-0.357
0.25,8.671,0.25,-0.515
0.25,8.671,0.776,-0.383
0.25,8.671,1.303,-0.035
0.25,8.671,1.829,-0.275
0.25,8.671,2.355,0.059
0.25,8.671,2.882,-0.499
0.25,8.671,3.408,-0.294
0.25,8.671,3.934,0.108
0.25,8.671,4.461,0.034
0.25,8.671,4.987,-0.311
0.25,8.671,5.513,-0.52
0.25,8.671,6.039,-0.448
0.25,8.671,6.566,-0.204
0.25,8.671,7.092,0.031
0.25,8.671,7.618,0.137
0.25,8.671,8.145,0.09
0.25,8.671,8.671,-0.067
0.25,8.671,9.197,-0.259
0.25,8.671,9.724,-0.422
0.25,8.671,10.25,-0.513
0.25,9.197,0.25,-0.707
0.25,9.197,0.776,-0.576
0.25,9.197,1.303,-0.228
0.25,9.197,1.829,-0.467
0.25,9.197,2.355,-0.134
0.25,9.197,2.882,-0.692
0.25,9.197,3.408,-0.486
0.25,9.197,3.934,-0.085
0.25,9.197,4.461,-0.158
0.25,9.197,4.987,-0.504
0.25,9.197,5.513,-0.712
0.25,9.197,6.039,-0.64
0.25,9.197,6.566,-0.396
0.25,9.197,7.092,-0.162
0.25,9.197,7.618,-0.055
0.25,9.197,8.145,-0.103
0.25,9.197,8.671,-0.259
0.25,9.197,9.197,-0.452
0.25,9.197,9.724,-0.615
0.25,9.197,10.25,-0.706
0.25,9.724,0.25,-0.87
0.25,9.724,0.776,-0.739
0.25,9.724,1.303,-0.391
0.25,9.724,1.829,-0.63
0.25,9.724,2.355,-0.297
0.25,9.724,2.882,-0.855
0.25,9.724,3.408,-0.649
0.25,9.724,3.934,-0.248
0.25,9.724,4.461,-0.321
0.25,9.724,4.987,-0.667
0.25,9.724,5.513,-0.875
0.25,9.724,6.039,-0.803
0.25,9.724,6.566,-0.559
0.25,9.724,7.092,-0.324
0.25,9.724,7.618,-0.218
0.25,9.724,8.145,-0.266
0.25,9.724,8.671,-0.422
0.25,9.724,9.197,-0.615
0.25,9.724,9.724,-0.778
0.25,9.724,10.25,-0.869
0.25,10.25,0.25,-0.961
0.25,10.25,0.776,-0.83
0.25,10.25,1.303,-0.482
0.25,10.25,1.829,-0.721
0.25,10.25,2.355,-0.388
0.25,10.25,2.882,-0.946
0.25,10.25,3.408,-0.741
0.25,10.25,3.934,-0.339
0.25,10.25,4.461,-0.412
0.25,10.25,4.987,-0.758
0.25,10.25,5.513,-0.967
0.25,10.25,6.039,-0.895
0.25,10.25,6.566,-0.651
0.25,10.25,7.092,-0.416
0.25,10.25,7.618,-0.309
0.25,10.25,8.145,-0.357
0.25,10.25,8.671,-0.513
0.25,10.25,9.197,-0.706
0.25,10.25,9.724,-0.869
0.25,10.25,10.25,-0.96
0.776,0.25,0.25,-0.831
0.776,0.25,0.776,-0.7
0.776,0.25,1.303,-0.352
0.776,0.25,1.829,-0.592
0.776,0.25,2.355,-0.258
0.776,0.25,2.882,-0.816
0.776,0.25,3.408,-0.611
0.776,0.25,3.934,-0.209
0.776,0.25,4.461,-0.282
0.776,0.25,4.987,-0.628
0.776,0.25,5.513,-0.837
0.776,0.25,6.039,-0.765
0.776,0.25,6.566,-0.521
0.776,0.25,7.092,-0.286
0.776,0.25,7.618,-0.179
0.776,0.25,8.145,-0.227
0.776,0.25,8.671,-0.383
0.776,0.25,9.197,-0.576
0.776,0.25,9.724,-0.739
0.776,0.25,10.25,-0.83
0.776,0.776,0.25,-0.7
0.776,0.776,0.776,-0.569
0.776,0.776,1.303,-0.221
0.776,0.776,1.829,-0.46
0.776,0.776,2.355,-0.127
0.776,0.776,2.882,-0.685
0.776,0.776,3.408,-0.48
0.776,0.776,3.934,-0.078
0.776,0.776,4.461,-0.151
0.776,0.776,4.987,-0.497
0.776,0.776,5.513,-0.706
0.776,0.776,6.039,-0.634
0.776,0.776,6.566,-0.39
0.776,0.776,7.092,-0.155
0.776,0.776,7.618,-0.048
0.776,0.776,8.145,-0.096
0.776,0.776,8.671,-0.252
0.776,0.776,9.197,-0.445
0.776,0.776,9.724,-0.608
0.776,0.776,10.25,-0.699
0.776,1.303,0.25,-0.352
0.776,1.303,0.776,-0.221
0.776,1.303,1.303,0.127
0.776,1.303,1.829,-0.112
0.776,1.303,2.355,0.221
0.776,1.303,2.882,-0.337
0.776,1.303,3.408,-0.132
0.776,1.303,3.934,0.27
0.776,1.303,4.461,0.197
0.776,1.303,4.987,-0.149
0.776,1.303,5.513,-0.358
0.776,1.303,6.039,-0.286
0.776,1.303,6.566,-0.042
0.776,1.303,7.092,0.193
0.776,1.303,7.618,0.3
0.776,1.303,8.145,0.252
0.776,1.303,8.671,0.096
0.776,1.303,9.197,-0.097
0.776,1.303,9.724,-0.26
0.776,1.303,10.25,-0.351
0.776,1.829,0.25,-0.592
0.776,1.829,0.776,-0.46
0.776,1.829,1.303,-0.112
0.776,1.829,1.829,-0.352
0.776,1.829,2.355,-0.018
0.776,1.829,2.882,-0.576
0.776,1.829,3.408,-0.371
0.776,1.829,3.934,0.031
0.776,1.829,4.461,-0.043
0.776,1.829,4.987,-0.388
0.776,1.829,5.513,-0.597
0.776,1.829,6.039,-0.525
0.776,1.829,6.566,-0.281
0.776,1.829,7.092,-0.046
0.776,1.829,7.618,0.06
0.776,1.829,8.145,0.013
0.776,1.829,8.671,-0.144
0.776,1.829,9.197,-0.336
0.776,1.829,9.724,-0.499
0.776,1.829,10.25,-0.59
0.776,2.355,0.25,-0.258
0.776,2.355,0.776,-0.127
0.776,2.355,1.303,0.221
0.776,2.355,1.829,-0.018
0.776,2.355,2.355,0.315
0.776,2.355,2.882,-0.243
0.776,2.355,3.408,-0.037
0.776,2.355,3.934,0.364
0.776,2.355,4.461,0.291
0.776,2.355,4.987,-0.055
0.776,2.355,5.513,-0.263
0.776,2.355,6.039,-0.191
0.776,2.355,6.566,0.053
0.776,2.355,7.092,0.288
0.776,2.355,7.618,0.394
0.776,2.355,8.145,0.346
0.776,2.355,8.671,0.19
0.776,2.355,9.197,-0.003
0.776,2.355,9.724,-0.166
0.776,2.355,10.25,-0.257
0.776,2.882,0.25,-0.816
0.776,2.882,0.776,-0.685
0.776,2.882,1.303,-0.337
0.776,2.882,1.829,-0.576
0.776,2.882,2.355,-0.243
0.776,2.882,2.882,-0.801
0.776,2.882,3.408,-0.595
0.776,2.882,3.934,-0.194
0.776,2.882,4.461,-0.267
0.776,2.882,4.987,-0.613
0.776,2.882,5.513,-0.822
0.776,2.882,6.039,-0.75
0.776,2.882,6.566,-0.506
0.776,2.882,7.092,-0.271
0.776,2.882,7.618,-0.164
0.776,2.882,8.145,-0.212
0.776,2.882,8.671,-0.368
0.776,2.882,9.197,-0.561
0.776,2.882,9.724,-0.724
0.776,2.882,10.25,-0.815
0.776,3.408,0.25,-0.611
0.776,3.408,0.776,-0.48
0.776,3.408,1.303,-0.132
0.776,3.408,1.829,-0.371
0.776,3.408,2.355,-0.037
0.776,3.408,2.882,-0.595
0.776,3.408,3.408,-0.39
0.776,3.408,3.934,0.012
0.776,3.408,4.461,-0.062
0.776,3.408,4.987,-0.407
0.776,3.408,5.513,-0.616
0.776,3.408,6.039,-0.544
0.776,3.408,6.566,-0.3
0.776,3.408,7.092,-0.065
0.776,3.408,7.618,0.041
0.776,3.408,8.145,-0.006
0.776,3.408,8.671,-0.163
0.776,3.408,9.197,-0.355
0.776,3.408,9.724,-0.518
0.776,3.408,10.25,-0.609
0.776,3.934,0.25,-0.209
0.776,3.934,0.776,-0.078
0.776,3.934,1.303,0.27
0.776,3.934,1.829,0.031
0.776,3.934,2.355,0.364
0.776,3.934,2.882,-0.194
0.776,3.934,3.408,0.012
0.776,3.934,3.934,0.413
0.776,3.934,4.461,0.34
0.776,3.934,4.987,-0.006
0.776,3.934,5.513,-0.214
0.776,3.934,6.039,-0.142
0.776,3.934,6.566,0.102
0.776,3.934,7.092,0.337
0.776,3.934,7.618,0.443
0.776,3.934,8.145,0.395
0.776,3.934,8.671,0.239
0.776,3.934,9.197,0.046
0.776,3.934,9.724,-0.117
0.776,3.934,10.25,-0.208
0.776,4.461,0.25,-0.282
0.776,4.461,0.776,-0.151
0.776,4.461,1.303,0.197
0.776,4.461,1.829,-0.043
0.776,4.461,2.355,0.291
0.776,4.461,2.882,-0.267
0.776,4.461,3.408,-0.062
0.776,4.461,3.934,0.34
0.776,4.461,4.461,0.267
0.776,4.461,4.987,-0.079
0.776,4.461,5.513,-0.288
0.776,4.461,6.039,-0.216
0.776,4.461,6.566,0.028
0.776,4.461,7.092,0.263
0.776,4.461,7.618,0.37
0.776,4.461,8.145,0.322
0.776,4.461,8.671,0.166
0.776,4.461,9.197,-0.027
0.776,4.461,9.724,-0.19
0.776,4.461,10.25,-0.281
0.776,4.987,0.25,-0.628
0.776,4.987,0.776,-0.497
0.776,4.987,1.303,-0.149
0.776,4.987,1.829,-0.388
0.776,4.987,2.355,-0.055
0.776,4.987,2.882,-0.613
0.776,4.987,3.408,-0.407
0.776,4.987,3.934,-0.006
0.776,4.987,4.461,-0.079
0.776,4.987,4.987,-0.425
0.776,4.987,5.513,-0.633
0.776,4.987,6.039,-0.561
0.776,4.987,6.566,-0.317
0.776,4.987,7.092,-0.082
0.776,4.987,7.618,0.024
0.776,4.987,8.145,-0.024
0.776,4.987,8.671,-0.18
0.776,4.987,9.197,-0.373
0.776,4.987,9.724,-0.536
0.776,4.987,10.25,-0.627
0.776,5.513,0.25,-0.837
0.776,5.513,0.776,-0.706
0.776,5.513,1.303,-0.358
0.776,5.513,1.829,-0.597
0.776,5.513,2.355,-0.263
0.776,5.513,2.882,-0.822
0.776,5.513,3.408,-0.616
0.776,5.513,3.934,-0.214
0.776,5.513,4.461,-0.288
0.776,5.513,4.987,-0.633
0.776,5.513,5.513,-0.842
0.776,5.513,6.039,-0.77
0.776,5.513,6.566,-0.526
0.776,5.513,7.092,-0.291
0.776,5.513,7.618,-0.185
0.776,5.513,8.145,-0.232
0.776,5.513,8.671,-0.389
0.776,5.513,9.197,-0.581
0.776,5.513,9.724,-0.744
0.776,5.513,10.25,-0.835
0.776,6.039,0.25,-0.765
0.776,6.039,0.776,-0.634
0.776,6.039,1.303,-0.286
0.776,6.039,1.829,-0.525
0.776,6.039,2.355,-0.191
0.776,6.039,2.882,-0.75
0.776,6.039,3.408,-0.544
0.776,6.039,3.934,-0.142
0.776,6.039,4.461,-0.216
0.776,6.039,4.987,-0.561
0.776,6.039,5.513,-0.77
0.776,6.039,6.039,-0.698
0.776,6.039,6.566,-0.454
0.776,6.039,7.092,-0.219
0.776,6.039,7.618,-0.113
0.776,6.039,8.145,-0.16
0.776,6.039,8.671,-0.317
0.776,6.039,9.197,-0.509
0.776,6.039,9.724,-0.672
0.776,6.039,10.25,-0.763
0.776,6.566,0.25,-0.521
0.776,6.566,0.776,-0.39
0.776,6.566,1.303,-0.042
0.776,6.566,1.829,-0.281
0.776,6.566,2.355,0.053
0.776,6.566,2.882,-0.506
0.776,6.566,3.408,-0.3
0.776,6.566,3.934,0.102
0.776,6.566,4.461,0.028
0.776,6.566,4.987,-0.317
0.776,6.566,5.513,-0.526
0.776,6.566,6.039,-0.454
0.776,6.566,6.566,-0.21
0.776,6.566,7.092,0.025
0.776,6.566,7.618,0.131
0.776,6.566,8.145,0.084
0.776,6.566,8.671,-0.073
0.776,6.566,9.197,-0.265
0.776,6.566,9.724,-0.428
0.776,6.566,10.25,-0.519
0.776,7.092,0.25,-0.286
0.776,7.092,0.776,-0.155
0.776,7.092,1.303,0.193
0.776,7.092,1.829,-0.046
0.776,7.092,2.355,0.288
0.776,7.092,2.882,-0.271
0.776,7.092,3.408,-0.065
0.776,7.092,3.934,0.337
0.776,7.092,4.461,0.263
0.776,7.092,4.987,-0.082
0.776,7.092,5.513,-0.291
0.776,7.092,6.039,-0.219
0.776,7.092,6.566,0.025
0.776,7.092,7.092,0.26
0.776,7.092,7.618,0.366
0.776,7.092,8.145,0.319
0.776,7.092,8.671,0.162
0.776,7.092,9.197,-0.03
0.776,7.092,9.724,-0.193
0.776,7.092,10.25,-0.284
0.776,7.618,0.25,-0.179
0.776,7.618,0.776,-0.048
0.776,7.618,1.303,0.3
0.776,7.618,1.829,0.06
0.776,7.618,2.355,0.394
0.776,7.618,2.882,-0.164
0.776,7.618,3.408,0.041
0.776,7.618,3.934,0.443
0.776,7.618,4.461,0.37
0.776,7.618,4.987,0.024
0.776,7.618,5.513,-0.185
0.776,7.618,6.039,-0.113
0.776,7.618,6.566,0.131
0.776,7.618,7.092,0.366
0.776,7.618,7.618,0.473
0.776,7.618,8.145,0.425
0.776,7.618,8.671,0.269
0.776,7.618,9.197,0.076
0.776,7.618,9.724,-0.087
0.776,7.618,10.25,-0.178
0.776,8.145,0.25,-0.227
0.776,8.145,0.776,-0.096
0.776,8.145,1.303,0.252
0.776,8.145,1.829,0.013
0.776,8.145,2.355,0.346
0.776,8.145,2.882,-0.212
0.776,8.145,3.408,-0.006
0.776,8.145,3.934,0.395
0.776,8.145,4.461,0.322
0.776,8.145,4.987,-0.024
0.776,8.145,5.513,-0.232
0.776,8.145,6.039,-0.16
0.776,8.145,6.566,0.084
0.776,8.145,7.092,0.319
0.776,8.145,7.618,0.425
0.776,8.145,8.145,0.377
0.776,8.145,8.671,0.221
0.776,8.145,9.197,0.028
0.776,8.145,9.724,-0.135
0.776,8.145,10.25,-0.226
0.776,8.671,0.25,-0.383
0.776,8.671,0.776,-0.252
0.776,8.671,1.303,0.096
0.776,8.671,1.829,-0.144
0.776,8.671,2.355,0.19
0.776,8.671,2.882,-0.368
0.776,8.671,3.408,-0.163
0.776,8.671,3.934,0.239
0.776,8.671,4.461,0.166
0.776,8.671,4.987,-0.18
0.776,8.671,5.513,-0.389
0.776,8.671,6.039,-0.317
0.776,8.671,6.566,-0.073
0.776,8.671,7.092,0.162
0.776,8.671,7.618,0.269
0.776,8.671,8.145,0.221
0.776,8.671,8.671,0.065
0.776,8.671,9.197,-0.128
0.776,8.671,9.724,-0.291
0.776,8.671,10.25,-0.382
0.776,9.197,0.25,-0.576
0.776,9.197,0.776,-0.445
0.776,9.197,1.303,-0.097
0.776,9.197,1.829,-0.336
0.776,9.197,2.355,-0.003
0.776,9.197,2.882,-0.561
0.776,9.197,3.408,-0.355
0.776,9.197,3.934,0.046
0.776,9.197,4.461,-0.027
0.776,9.197,4.987,-0.373
0.776,9.197,5.513,-0.581
0.776,9.197,6.039,-0.509
0.776,9.197,6.566,-0.265
0.776,9.197,7.092,-0.03
0.776,9.197,7.618,0.076
0.776,9.197,8.145,0.028
0.776,9.197,8.671,-0.128
0.776,9.197,9.197,-0.321
0.776,9.197,9.724,-0.484
0.776,9.197,10.25,-0.575
0.776,9.724,0.25,-0.739
0.776,9.724,0.776,-0.608
0.776,9.724,1.303,-0.26
0.776,9.724,1.829,-0.499
0.776,9.724,2.355,-0.166
0.776,9.724,2.882,-0.724
0.776,9.724,3.408,-0.518
0.776,9.724,3.934,-0.117
0.776,9.724,4.461,-0.19
0.776,9.724,4.987,-0.536
0.776,9.724,5.513,-0.744
0.776,9.724,6.039,-0.672
0.776,9.724,6.566,-0.428
0.776,9.724,7.092,-0.193
0.776,9.724,7.618,-0.087
0.776,9.724,8.145,-0.135
0.776,9.724,8.671,-0.291
0.776,9.724,9.197,-0.484
0.776,9.724,9.724,-0.647
0.776,9.724,10.25,-0.738
0.776,10.25,0.25,-0.83
0.776,10.25,0.776,-0.699
0.776,10.25,1.303,-0.351
0.776,10.25,1.829,-0.59
0.776,10.25,2.355,-0.257
0.776,10.25,2.882,-0.815
0.776,10.25,3.408,-0.609
0.776,10.25,3.934,-0.208
0.776,10.25,4.461,-0.281
0.776,10.25,4.987,-0.627
0.776,10.25,5.513,-0.835
0.776,10.25,6.039,-0.763
0.776,10.25,6.566,-0.519
0.776,10.25,7.092,-0.284
0.776,10.25,7.618,-0.178
0.776,10.25,8.145,-0.226
0.776,10.25,8.671,-0.382
0.776,10.25,9.197,-0.575
0.776,10.25,9.724,-0.738
0.776,10.25,10.25,-0.829
1.303,0.25,0.25,-0.483
1.303,0.25,0.776,-0.352
1.303,0.25,1.303,-0.004
1.303,0.25,1.829,-0.244
1.303,0.25,2.355,0.09
1.303,0.25,2.882,-0.468
1.303,0.25,3.408,-0.263
1.303,0.25,3.934,0.139
1.303,0.25,4.461,0.066
1.303,0.25,4.987,-0.28
1.303,0.25,5.513,-0.489
1.303,0.25,6.039,-0.417
1.303,0.25,6.566,-0.173
1.303,0.25,7.092,0.062
1.303,0.25,7.618,0.169
1.303,0.25,8.145,0.121
1.303,0.25,8.671,-0.035
1.303,0.25,9.197,-0.228
1.303,0.25,9.724,-0.391
1.303,0.25,10.25,-0.482
1.303,0.776,0.25,-0.352
1.303,0.776,0.776,-0.221
1.303,0.776,1.303,0.127
1.303,0.776,1.829,-0.112
1.303,0.776,2.355,0.221
1.303,0.776,2.882,-0.337
1.303,0.776,3.408,-0.132
1.303,0.776,3.934,0.27
1.303,0.776,4.461,0.197
1.303,0.776,4.987,-0.149
1.303,0.776,5.513,-0.358
