x0,x1,fitness
-3.0,-2.5,-512.128
-3.0,-2.0,-841.163
-3.0,-1.5,-1254.807
-3.0,-1.0,-1498.238
-3.0,-0.5,-1650.084
-3.0,0.0,-1403.996
-3.0,0.5,-1248.667
-3.0,1.0,-926.624
-3.0,1.5,-670.218
-3.0,2.0,-702.285
-3.0,2.5,-759.226
-3.0,3.0,-915.754
-3.0,3.5,-574.289
-3.0,4.0,-434.233
-3.0,4.5,-292.985
-3.0,5.0,-236.963
-2.5,-5.0,-1274.689
-2.5,-4.5,-1045.517
-2.5,-4.0,-750.877
-2.5,-3.5,-780.717
-2.5,-3.0,-821.141
-2.5,-2.5,-960.297
-2.5,-2.0,-1137.669
-2.5,-1.5,-1363.143
-2.5,-1.0,-1391.79
-2.5,-0.5,-1427.469
-2.5,0.0,-1172.784
-2.5,0.5,-1042.902
-2.5,1.0,-739.479
-2.5,1.5,-497.101
-2.5,2.0,-553.113
-2.5,2.5,-607.063
-2.5,3.0,-747.125
-2.5,3.5,-431.381
-2.5,4.0,-301.897
-2.5,4.5,-186.118
-2.5,5.0,-156.31
-2.0,-5.0,-1425.473
-2.0,-4.5,-1334.749
-2.0,-4.0,-1098.507
-2.0,-3.5,-1298.924
-2.0,-3.0,-1381.703
-2.0,-2.5,-1468.362
-2.0,-2.0,-1494.111
-2.0,-1.5,-1508.36
-2.0,-1.0,-1334.397
-2.0,-0.5,-1290.57
-2.0,0.0,-1056.392
-2.0,0.5,-955.106
-2.0,1.0,-672.843
-2.0,1.5,-438.851
-2.0,2.0,-498.939
-2.0,2.5,-542.882
-2.0,3.0,-659.76
-2.0,3.5,-346.388
-2.0,4.0,-168.952
-2.0,4.5,-69.444
-2.0,5.0,-94.578
-1.5,-5.0,-1324.247
-1.5,-4.5,-1304.601
-1.5,-4.0,-1070.006
-1.5,-3.5,-1426.591
-1.5,-3.0,-1585.972
-1.5,-2.5,-1692.36
-1.5,-2.0,-1651.559
-1.5,-1.5,-1570.447
-1.5,-1.0,-1365.212
-1.5,-0.5,-1356.559
-1.5,0.0,-1186.77
-1.5,0.5,-1113.832
-1.5,1.0,-852.48
-1.5,1.5,-628.211
-1.5,2.0,-645.472
-1.5,2.5,-649.143
-1.5,3.0,-711.367
-1.5,3.5,-368.604
-1.5,4.0,-108.122
-1.5,4.5,-6.385
-1.5,5.0,-74.582
-1.0,-5.0,-1138.757
-1.0,-4.5,-1074.519
-1.0,-4.0,-691.224
-1.0,-3.5,-1205.331
-1.0,-3.0,-1476.192
-1.0,-2.5,-1630.592
-1.0,-2.0,-1587.911
-1.0,-1.5,-1506.712
-1.0,-1.0,-1371.122
-1.0,-0.5,-1400.33
-1.0,0.0,-1277.18
-1.0,0.5,-1214.842
-1.0,1.0,-977.997
-1.0,1.5,-764.256
-1.0,2.0,-752.218
-1.0,2.5,-734.116
-1.0,3.0,-757.284
-1.0,3.5,-428.491
-1.0,4.0,-222.864
-1.0,4.5,-107.281
-1.0,5.0,-109.938
-0.5,-5.0,-667.195
-0.5,-4.5,-544.752
-0.5,-4.0,-47.088
-0.5,-3.5,-622.432
-0.5,-3.0,-959.578
-0.5,-2.5,-1156.622
-0.5,-2.0,-1144.945
-0.5,-1.5,-1121.186
-0.5,-1.0,-1110.499
-0.5,-0.5,-1162.418
-0.5,0.0,-1071.718
-0.5,0.5,-1013.641
-0.5,1.0,-829.978
-0.5,1.5,-666.805
-0.5,2.0,-664.412
-0.5,2.5,-661.178
-0.5,3.0,-689.375
-0.5,3.5,-431.292
-0.5,4.0,-294.983
-0.5,4.5,-188.425
-0.5,5.0,-152.216
0.0,-5.0,-1049.304
0.0,-4.5,-958.733
0.0,-4.0,-552.527
0.0,-3.5,-1009.552
0.0,-3.0,-1235.77
0.0,-2.5,-1410.399
0.0,-2.0,-1372.739
0.0,-1.5,-1274.804
0.0,-1.0,-1132.712
0.0,-0.5,-976.194
0.0,0.0,-822.818
0.0,0.5,-745.497
0.0,1.0,-624.886
0.0,1.5,-530.773
0.0,2.0,-548.017
0.0,2.5,-571.739
0.0,3.0,-618.47
0.0,3.5,-445.933
0.0,4.0,-344.94
0.0,4.5,-251.675
0.0,5.0,-210.736
0.5,-5.0,-1189.214
0.5,-4.5,-1097.343
0.5,-4.0,-703.042
0.5,-3.5,-1125.515
0.5,-3.0,-1316.388
0.5,-2.5,-1479.234
0.5,-2.0,-1409.256
0.5,-1.5,-1212.795
0.5,-1.0,-926.175
0.5,-0.5,-640.359
0.5,0.0,-473.005
0.5,0.5,-399.684
0.5,1.0,-338.816
0.5,1.5,-309.953
0.5,2.0,-355.405
0.5,2.5,-418.033
0.5,3.0,-498.798
0.5,3.5,-437.297
0.5,4.0,-390.757
0.5,4.5,-324.854
0.5,5.0,-287.825
1.0,-5.0,-1396.787
1.0,-4.5,-1297.029
1.0,-4.0,-891.478
1.0,-3.5,-1308.694
1.0,-3.0,-1491.599
1.0,-2.5,-1638.155
1.0,-2.0,-1509.215
1.0,-1.5,-1179.127
1.0,-1.0,-783.199
1.0,-0.5,-480.761
1.0,0.0,-344.774
1.0,0.5,-295.923
1.0,1.0,-268.664
1.0,1.5,-257.884
1.0,2.0,-342.529
1.0,2.5,-466.633
1.0,3.0,-568.448
1.0,3.5,-574.908
1.0,4.0,-553.352
1.0,4.5,-487.779
1.0,5.0,-426.929
1.5,-5.0,-1367.043
1.5,-4.5,-1264.306
1.5,-4.0,-853.601
1.5,-3.5,-1270.281
1.5,-3.0,-1448.757
1.5,-2.5,-1573.642
1.5,-2.0,-1376.961
1.5,-1.5,-961.522
1.5,-1.0,-583.185
1.5,-0.5,-352.352
1.5,0.0,-267.365
1.5,0.5,-249.18
1.5,1.0,-205.175
1.5,1.5,-74.815
1.5,2.0,-235.664
1.5,2.5,-541.404
1.5,3.0,-697.801
1.5,3.5,-753.9
1.5,4.0,-758.07
1.5,4.5,-700.056
1.5,5.0,-614.883
2.0,-5.0,-1341.59
2.0,-4.5,-1238.19
2.0,-4.0,-826.012
2.0,-3.5,-1242.531
2.0,-3.0,-1414.634
2.0,-2.5,-1505.005
2.0,-2.0,-1230.225
2.0,-1.5,-789.402
2.0,-1.0,-487.921
2.0,-0.5,-333.965
2.0,0.0,-290.285
2.0,0.5,-298.037
2.0,1.0,-259.593
2.0,1.5,-91.107
2.0,2.0,-298.738
2.0,2.5,-664.984
2.0,3.0,-837.551
2.0,3.5,-921.101
2.0,4.0,-955.472
2.0,4.5,-933.764
2.0,5.0,-869.839
2.5,-5.0,-1554.496
2.5,-4.5,-1451.063
2.5,-4.0,-1038.478
2.5,-3.5,-1452.036
2.5,-3.0,-1605.527
2.5,-2.5,-1619.288
2.5,-2.0,-1223.657
2.5,-1.5,-777.484
2.5,-1.0,-544.369
2.5,-0.5,-439.874
2.5,0.0,-411.848
2.5,0.5,-422.055
2.5,1.0,-437.276
2.5,1.5,-447.447
2.5,2.0,-565.275
2.5,2.5,-724.168
2.5,3.0,-845.192
2.5,3.5,-948.636
2.5,4.0,-1040.671
2.5,4.5,-1114.618
2.5,5.0,-1166.928
3.0,-5.0,-1729.642
3.0,-4.5,-1626.271
3.0,-4.0,-1213.77
3.0,-3.5,-1621.447
3.0,-3.0,-1745.567
3.0,-2.5,-1668.035
3.0,-2.0,-1235.428
3.0,-1.5,-902.625
3.0,-1.0,-757.928
3.0,-0.5,-680.608
3.0,0.0,-629.393
3.0,0.5,-584.274
3.0,1.0,-543.748
3.0,1.5,-515.943
3.0,2.0,-526.485
3.0,2.5,-568.666
3.0,3.0,-653.498
3.0,3.5,-792.936
3.0,4.0,-985.254
3.0,4.5,-1213.417
3.0,5.0,-1453.422
3.5,-5.0,-2173.851
3.5,-4.5,-2069.673
3.5,-4.0,-1654.939
3.5,-3.5,-2042.5
3.5,-3.0,-2092.926
3.5,-2.5,-1868.906
3.5,-2.0,-1446.161
3.5,-1.5,-1232.327
3.5,-1.0,-1138.362
3.5,-0.5,-1043.939
3.5,0.0,-918.035
3.5,0.5,-756.526
3.5,1.0,-577.633
3.5,1.5,-414.898
3.5,2.0,-307.823
3.5,2.5,-278.804
3.5,3.0,-355.029
3.5,3.5,-552.538
3.5,4.0,-863.456
3.5,4.5,-1254.64
3.5,5.0,-1679.063
4.0,-5.0,-1727.328
4.0,-4.5,-1624.243
4.0,-4.0,-1217.709
4.0,-3.5,-1619.302
4.0,-3.0,-1731.41
4.0,-2.5,-1721.486
4.0,-2.0,-1656.367
4.0,-1.5,-1637.741
4.0,-1.0,-1579.511
4.0,-0.5,-1438.303
4.0,0.0,-1213.31
4.0,0.5,-924.099
4.0,1.0,-611.56
4.0,1.5,-329.943
4.0,2.0,-115.701
4.0,2.5,-18.367
4.0,3.0,-135.085
4.0,3.5,-398.261
4.0,4.0,-791.033
4.0,4.5,-1281.803
4.0,5.0,-1810.719
4.5,-5.0,-1563.584
4.5,-4.5,-1462.129
4.5,-4.0,-1071.885
4.5,-3.5,-1501.24
4.5,-3.0,-1709.74
4.5,-2.5,-1874.402
4.5,-2.0,-1962.717
4.5,-1.5,-1986.889
4.5,-1.0,-1910.002
4.5,-0.5,-1721.573
4.5,0.0,-1436.472
4.5,0.5,-1088.795
4.5,1.0,-729.26
4.5,1.5,-415.92
4.5,2.0,-193.613
4.5,2.5,-108.164
4.5,3.0,-210.525
4.5,3.5,-466.809
4.5,4.0,-852.611
4.5,4.5,-1328.751
4.5,5.0,-1836.865
5.0,-5.0,-1346.251
5.0,-4.5,-1251.05
5.0,-4.0,-906.544
5.0,-3.5,-1407.88
5.0,-3.0,-1725.501
5.0,-2.5,-1936.111
5.0,-2.0,-2027.602
5.0,-1.5,-2035.104
5.0,-1.0,-1951.939
5.0,-0.5,-1780.742
5.0,0.0,-1539.654
5.0,0.5,-1259.618
5.0,1.0,-980.521
5.0,1.5,-744.634
5.0,2.0,-589.089
5.0,2.5,-539.252
5.0,3.0,-608.002
5.0,3.5,-791.274
5.0,4.0,-1069.219
5.0,4.5,-1408.736
5.0,5.0,-1768.287
