x,y,z,fitness
-5.0,-0.71,2.14,-1696.26
-5.0,-0.71,2.86,-1310.72
-5.0,-0.71,3.57,-1680.38
-5.0,-0.71,4.29,-1954.84
-5.0,-0.71,5.0,-1782.92
-5.0,0.0,-5.0,-2060.94
-5.0,0.0,-4.29,-2447.54
-5.0,0.0,-3.57,-2209.69
-5.0,0.0,-2.86,-1920.39
-5.0,0.0,-2.14,-2265.56
-5.0,0.0,-1.43,-2004.82
-5.0,0.0,-0.71,-2220.73
-5.0,0.0,0.0,-1937.32
-5.0,0.0,0.71,-1685.69
-5.0,0.0,1.43,-1728.93
-5.0,0.0,2.14,-1792.48
-5.0,0.0,2.86,-1621.1
-5.0,0.0,3.57,-1291.15
-5.0,0.0,4.29,-1816.26
-5.0,0.0,5.0,-1429.42
-5.0,0.71,-5.0,-1758.86
-5.0,0.71,-4.29,-1620.7
-5.0,0.71,-3.57,-1568.2
-5.0,0.71,-2.86,-2306.27
-5.0,0.71,-2.14,-2247.24
-5.0,0.71,-1.43,-2010.72
-5.0,0.71,-0.71,-1751.08
-5.0,0.71,0.0,-2119.13
-5.0,0.71,0.71,-1626.76
-5.0,0.71,1.43,-1698.92
-5.0,0.71,2.14,-1740.86
-5.0,0.71,2.86,-1262.65
-5.0,0.71,3.57,-1873.58
-5.0,0.71,4.29,-1672.26
-5.0,0.71,5.0,-1779.63
-5.0,1.43,-5.0,-2318.41
-5.0,1.43,-4.29,-2517.12
-5.0,1.43,-3.57,-1952.19
-5.0,1.43,-2.86,-1632.38
-5.0,1.43,-2.14,-2133.23
-5.0,1.43,-1.43,-1333.62
-5.0,1.43,-0.71,-2167.71
-5.0,1.43,0.0,-2003.1
-5.0,1.43,0.71,-1479.83
-5.0,1.43,1.43,-1715.42
-5.0,1.43,2.14,-1812.28
-5.0,1.43,2.86,-1611.41
-5.0,1.43,3.57,-1274.19
-5.0,1.43,4.29,-1719.89
-5.0,1.43,5.0,-1261.6
-5.0,2.14,-5.0,-2229.8
-5.0,2.14,-4.29,-2057.94
-5.0,2.14,-3.57,-1755.29
-5.0,2.14,-2.86,-2492.56
-5.0,2.14,-2.14,-2084.38
-5.0,2.14,-1.43,-1866.51
-5.0,2.14,-0.71,-1620.62
-5.0,2.14,0.0,-1814.5
-5.0,2.14,0.71,-1322.34
-5.0,2.14,1.43,-1495.76
-5.0,2.14,2.14,-1680.57
-5.0,2.14,2.86,-1171.28
-5.0,2.14,3.57,-1619.31
-5.0,2.14,4.29,-1757.2
-5.0,2.14,5.0,-1639.1
-5.0,2.86,-5.0,-2425.55
-5.0,2.86,-4.29,-2524.69
-5.0,2.86,-3.57,-2401.93
-5.0,2.86,-2.86,-2173.84
-5.0,2.86,-2.14,-1905.89
-5.0,2.86,-1.43,-1427.05
-5.0,2.86,-0.71,-2018.96
-5.0,2.86,0.0,-1569.62
-5.0,2.86,0.71,-1247.85
-5.0,2.86,1.43,-1658.38
-5.0,2.86,2.14,-1505.51
-5.0,2.86,2.86,-1282.42
-5.0,2.86,3.57,-1375.31
-5.0,2.86,4.29,-1423.55
-5.0,2.86,5.0,-1217.21
-5.0,3.57,-5.0,-2363.42
-5.0,3.57,-4.29,-2052.92
-5.0,3.57,-3.57,-1742.27
-5.0,3.57,-2.86,-2360.72
-5.0,3.57,-2.14,-2301.12
-5.0,3.57,-1.43,-1823.6
-5.0,3.57,-0.71,-1840.08
-5.0,3.57,0.0,-1671.53
-5.0,3.57,0.71,-1279.14
-5.0,3.57,1.43,-1433.26
-5.0,3.57,2.14,-1136.16
-5.0,3.57,2.86,-965.83
-5.0,3.57,3.57,-1334.89
-5.0,3.57,4.29,-1587.2
-5.0,3.57,5.0,-1375.47
-5.0,4.29,-5.0,-2345.48
-5.0,4.29,-4.29,-2483.54
-5.0,4.29,-3.57,-2256.28
-5.0,4.29,-2.86,-2357.52
-5.0,4.29,-2.14,-1988.77
-5.0,4.29,-1.43,-1723.84
-5.0,4.29,-0.71,-1771.0
-5.0,4.29,0.0,-1657.28
-5.0,4.29,0.71,-1288.01
-5.0,4.29,1.43,-1294.46
-5.0,4.29,2.14,-1511.8
-5.0,4.29,2.86,-1164.62
-5.0,4.29,3.57,-1329.62
-5.0,4.29,4.29,-1154.66
-5.0,4.29,5.0,-1184.69
-5.0,5.0,-5.0,-2493.3
-5.0,5.0,-4.29,-1844.56
-5.0,5.0,-3.57,-1996.33
-5.0,5.0,-2.86,-2227.6
-5.0,5.0,-2.14,-2208.63
-5.0,5.0,-1.43,-1647.84
-5.0,5.0,-0.71,-1965.61
-5.0,5.0,0.0,-1586.39
-5.0,5.0,0.71,-1328.24
-5.0,5.0,1.43,-1568.82
-5.0,5.0,2.14,-1113.04
-5.0,5.0,2.86,-1110.11
-5.0,5.0,3.57,-1138.09
-5.0,5.0,4.29,-1461.35
-5.0,5.0,5.0,-1421.97
-4.29,-5.0,-5.0,-2785.45
-4.29,-5.0,-4.29,-1917.56
-4.29,-5.0,-3.57,-2291.68
-4.29,-5.0,-2.86,-2249.97
-4.29,-5.0,-2.14,-1644.84
-4.29,-5.0,-1.43,-2094.01
-4.29,-5.0,-0.71,-2036.38
-4.29,-5.0,0.0,-1439.37
-4.29,-5.0,0.71,-921.26
-4.29,-5.0,1.43,-800.89
-4.29,-5.0,2.14,-582.0
-4.29,-5.0,2.86,-387.73
-4.29,-5.0,3.57,-521.28
-4.29,-5.0,4.29,-500.16
-4.29,-5.0,5.0,-775.02
-4.29,-4.29,-5.0,-1891.79
-4.29,-4.29,-4.29,-2591.39
-4.29,-4.29,-3.57,-3033.81
-4.29,-4.29,-2.86,-2089.58
-4.29,-4.29,-2.14,-2146.33
-4.29,-4.29,-1.43,-1905.54
-4.29,-4.29,-0.71,-1457.13
-4.29,-4.29,0.0,-1104.63
-4.29,-4.29,0.71,-963.29
-4.29,-4.29,1.43,-722.16
-4.29,-4.29,2.14,-541.56
-4.29,-4.29,2.86,-484.33
-4.29,-4.29,3.57,-510.81
-4.29,-4.29,4.29,-721.65
-4.29,-4.29,5.0,-496.49
-4.29,-3.57,-5.0,-2150.03
-4.29,-3.57,-4.29,-3100.89
-4.29,-3.57,-3.57,-2299.68
-4.29,-3.57,-2.86,-2121.09
-4.29,-3.57,-2.14,-2501.54
-4.29,-3.57,-1.43,-2033.44
-4.29,-3.57,-0.71,-1412.37
-4.29,-3.57,0.0,-1444.64
-4.29,-3.57,0.71,-903.24
-4.29,-3.57,1.43,-703.03
-4.29,-3.57,2.14,-576.77
-4.29,-3.57,2.86,-398.46
-4.29,-3.57,3.57,-561.48
-4.29,-3.57,4.29,-559.34
-4.29,-3.57,5.0,-781.44
-4.29,-2.86,-5.0,-2307.18
-4.29,-2.86,-4.29,-2156.47
-4.29,-2.86,-3.57,-1922.93
-4.29,-2.86,-2.86,-2465.18
-4.29,-2.86,-2.14,-2395.1
-4.29,-2.86,-1.43,-1630.73
-4.29,-2.86,-0.71,-1918.04
-4.29,-2.86,0.0,-1393.79
-4.29,-2.86,0.71,-972.29
-4.29,-2.86,1.43,-933.9
-4.29,-2.86,2.14,-612.43
-4.29,-2.86,2.86,-586.53
-4.29,-2.86,3.57,-787.84
-4.29,-2.86,4.29,-881.41
-4.29,-2.86,5.0,-783.03
-4.29,-2.14,-5.0,-2457.66
-4.29,-2.14,-4.29,-2136.54
-4.29,-2.14,-3.57,-1862.16
-4.29,-2.14,-2.86,-2214.46
-4.29,-2.14,-2.14,-1900.38
-4.29,-2.14,-1.43,-1771.04
-4.29,-2.14,-0.71,-2033.15
-4.29,-2.14,0.0,-1570.42
-4.29,-2.14,0.71,-1047.81
-4.29,-2.14,1.43,-1141.2
-4.29,-2.14,2.14,-955.2
-4.29,-2.14,2.86,-758.16
-4.29,-2.14,3.57,-894.87
-4.29,-2.14,4.29,-900.16
-4.29,-2.14,5.0,-965.04
-4.29,-1.43,-5.0,-2430.46
-4.29,-1.43,-4.29,-2036.75
-4.29,-1.43,-3.57,-2122.1
-4.29,-1.43,-2.86,-2719.46
-4.29,-1.43,-2.14,-2300.97
-4.29,-1.43,-1.43,-1975.24
-4.29,-1.43,-0.71,-1967.23
-4.29,-1.43,0.0,-1655.19
-4.29,-1.43,0.71,-1294.17
-4.29,-1.43,1.43,-1357.63
-4.29,-1.43,2.14,-1184.26
-4.29,-1.43,2.86,-924.22
-4.29,-1.43,3.57,-1358.05
-4.29,-1.43,4.29,-1347.44
-4.29,-1.43,5.0,-1382.89
-4.29,-0.71,-5.0,-2365.59
-4.29,-0.71,-4.29,-1926.32
-4.29,-0.71,-3.57,-2233.01
-4.29,-0.71,-2.86,-2051.49
-4.29,-0.71,-2.14,-1746.37
-4.29,-0.71,-1.43,-1902.86
-4.29,-0.71,-0.71,-2407.27
-4.29,-0.71,0.0,-1634.57
-4.29,-0.71,0.71,-1566.77
-4.29,-0.71,1.43,-1863.01
-4.29,-0.71,2.14,-1267.01
-4.29,-0.71,2.86,-1322.81
-4.29,-0.71,3.57,-1249.13
-4.29,-0.71,4.29,-1332.23
-4.29,-0.71,5.0,-1216.05
-4.29,0.0,-5.0,-2183.34
-4.29,0.0,-4.29,-1968.12
-4.29,0.0,-3.57,-2062.54
-4.29,0.0,-2.86,-2541.78
-4.29,0.0,-2.14,-1999.69
-4.29,0.0,-1.43,-2349.52
-4.29,0.0,-0.71,-2153.09
-4.29,0.0,0.0,-1882.95
-4.29,0.0,0.71,-1774.31
-4.29,0.0,1.43,-1847.94
-4.29,0.0,2.14,-1517.87
-4.29,0.0,2.86,-1071.01
-4.29,0.0,3.57,-2078.52
-4.29,0.0,4.29,-1548.93
-4.29,0.0,5.0,-1578.19
-4.29,0.71,-5.0,-2364.37
-4.29,0.71,-4.29,-2248.05
-4.29,0.71,-3.57,-2399.67
-4.29,0.71,-2.86,-2022.52
-4.29,0.71,-2.14,-2169.77
-4.29,0.71,-1.43,-1756.87
-4.29,0.71,-0.71,-2362.56
-4.29,0.71,0.0,-1879.7
-4.29,0.71,0.71,-1824.81
-4.29,0.71,1.43,-2078.18
-4.29,0.71,2.14,-1672.41
-4.29,0.71,2.86,-1823.55
-4.29,0.71,3.57,-1484.5
-4.29,0.71,4.29,-1412.76
-4.29,0.71,5.0,-1172.23
-4.29,1.43,-5.0,-2018.59
-4.29,1.43,-4.29,-1980.08
-4.29,1.43,-3.57,-2021.83
-4.29,1.43,-2.86,-2616.17
-4.29,1.43,-2.14,-1936.42
-4.29,1.43,-1.43,-2281.49
-4.29,1.43,-0.71,-2110.23
-4.29,1.43,0.0,-1799.86
-4.29,1.43,0.71,-1899.08
-4.29,1.43,1.43,-1810.93
-4.29,1.43,2.14,-1555.42
-4.29,1.43,2.86,-1259.82
-4.29,1.43,3.57,-1839.59
-4.29,1.43,4.29,-1554.27
-4.29,1.43,5.0,-1755.74
-4.29,2.14,-5.0,-2399.01
-4.29,2.14,-4.29,-2313.93
-4.29,2.14,-3.57,-2427.15
-4.29,2.14,-2.86,-2234.67
-4.29,2.14,-2.14,-1957.85
-4.29,2.14,-1.43,-1799.85
-4.29,2.14,-0.71,-2343.62
-4.29,2.14,0.0,-1679.49
-4.29,2.14,0.71,-1580.99
-4.29,2.14,1.43,-2014.58
-4.29,2.14,2.14,-1531.4
-4.29,2.14,2.86,-1592.66
-4.29,2.14,3.57,-1644.88
-4.29,2.14,4.29,-1293.38
-4.29,2.14,5.0,-1207.43
-4.29,2.86,-5.0,-2302.33
-4.29,2.86,-4.29,-1989.98
-4.29,2.86,-3.57,-2060.84
-4.29,2.86,-2.86,-2459.77
-4.29,2.86,-2.14,-2067.27
-4.29,2.86,-1.43,-2125.04
-4.29,2.86,-0.71,-2057.58
-4.29,2.86,0.0,-1560.07
-4.29,2.86,0.71,-1627.4
-4.29,2.86,1.43,-1732.42
-4.29,2.86,2.14,-1213.25
-4.29,2.86,2.86,-1151.12
-4.29,2.86,3.57,-1446.35
-4.29,2.86,4.29,-1514.61
-4.29,2.86,5.0,-1487.01
-4.29,3.57,-5.0,-2387.55
-4.29,3.57,-4.29,-2383.18
-4.29,3.57,-3.57,-2605.84
-4.29,3.57,-2.86,-2443.83
-4.29,3.57,-2.14,-1859.71
-4.29,3.57,-1.43,-2039.0
-4.29,3.57,-0.71,-1899.34
-4.29,3.57,0.0,-1492.69
-4.29,3.57,0.71,-1638.29
-4.29,3.57,1.43,-1446.44
-4.29,3.57,2.14,-1280.07
-4.29,3.57,2.86,-1319.94
-4.29,3.57,3.57,-1415.58
-4.29,3.57,4.29,-924.89
-4.29,3.57,5.0,-1136.05
-4.29,4.29,-5.0,-2367.13
-4.29,4.29,-4.29,-1818.39
-4.29,4.29,-3.57,-2203.53
-4.29,4.29,-2.86,-2225.15
-4.29,4.29,-2.14,-2144.18
-4.29,4.29,-1.43,-1985.21
-4.29,4.29,-0.71,-2086.1
-4.29,4.29,0.0,-1516.86
-4.29,4.29,0.71,-1458.77
-4.29,4.29,1.43,-1594.74
-4.29,4.29,2.14,-845.18
-4.29,4.29,2.86,-1127.3
-4.29,4.29,3.57,-1103.93
-4.29,4.29,4.29,-1216.96
-4.29,4.29,5.0,-1389.75
-4.29,5.0,-5.0,-2049.45
-4.29,5.0,-4.29,-2270.76
-4.29,5.0,-3.57,-2296.01
-4.29,5.0,-2.86,-2480.8
-4.29,5.0,-2.14,-1679.57
-4.29,5.0,-1.43,-1869.88
-4.29,5.0,-0.71,-1776.91
-4.29,5.0,0.0,-1335.67
-4.29,5.0,0.71,-1351.63
-4.29,5.0,1.43,-1215.86
-4.29,5.0,2.14,-1309.6
-4.29,5.0,2.86,-1113.19
-4.29,5.0,3.57,-1350.96
-4.29,5.0,4.29,-981.75
-4.29,5.0,5.0,-1036.74
-3.57,-5.0,-5.0,-1976.02
-3.57,-5.0,-4.29,-2356.41
-3.57,-5.0,-3.57,-3121.13
-3.57,-5.0,-2.86,-2686.1
-3.57,-5.0,-2.14,-2363.09
-3.57,-5.0,-1.43,-2298.26
-3.57,-5.0,-0.71,-1634.12
-3.57,-5.0,0.0,-1040.73
-3.57,-5.0,0.71,-998.34
-3.57,-5.0,1.43,-747.96
-3.57,-5.0,2.14,-491.87
-3.57,-5.0,2.86,-628.31
-3.57,-5.0,3.57,-579.81
-3.57,-5.0,4.29,-690.63
-3.57,-5.0,5.0,-684.84
-3.57,-4.29,-5.0,-1662.1
-3.57,-4.29,-4.29,-1848.52
-3.57,-4.29,-3.57,-2281.49
-3.57,-4.29,-2.86,-2190.14
-3.57,-4.29,-2.14,-2281.15
-3.57,-4.29,-1.43,-2663.37
-3.57,-4.29,-0.71,-1861.23
-3.57,-4.29,0.0,-1292.75
-3.57,-4.29,0.71,-1011.97
-3.57,-4.29,1.43,-674.29
-3.57,-4.29,2.14,-452.96
-3.57,-4.29,2.86,-412.51
-3.57,-4.29,3.57,-571.61
-3.57,-4.29,4.29,-454.78
-3.57,-4.29,5.0,-863.3
-3.57,-3.57,-5.0,-2090.92
-3.57,-3.57,-4.29,-2235.21
-3.57,-3.57,-3.57,-1707.13
-3.57,-3.57,-2.86,-1482.37
-3.57,-3.57,-2.14,-2101.1
-3.57,-3.57,-1.43,-1856.41
-3.57,-3.57,-0.71,-1734.01
-3.57,-3.57,0.0,-1386.47
-3.57,-3.57,0.71,-1050.76
-3.57,-3.57,1.43,-710.41
-3.57,-3.57,2.14,-143.82
-3.57,-3.57,2.86,-322.51
-3.57,-3.57,3.57,-626.64
-3.57,-3.57,4.29,-698.58
-3.57,-3.57,5.0,-749.24
-3.57,-2.86,-5.0,-2944.56
-3.57,-2.86,-4.29,-2703.79
-3.57,-2.86,-3.57,-1920.18
-3.57,-2.86,-2.86,-1955.78
-3.57,-2.86,-2.14,-1636.18
-3.57,-2.86,-1.43,-1516.6
-3.57,-2.86,-0.71,-1566.38
-3.57,-2.86,0.0,-1419.49
-3.57,-2.86,0.71,-1151.35
-3.57,-2.86,1.43,-868.33
-3.57,-2.86,2.14,-398.22
-3.57,-2.86,2.86,-495.82
-3.57,-2.86,3.57,-694.68
-3.57,-2.86,4.29,-619.35
-3.57,-2.86,5.0,-953.61
-3.57,-2.14,-5.0,-2278.02
-3.57,-2.14,-4.29,-2344.74
-3.57,-2.14,-3.57,-2589.8
-3.57,-2.14,-2.86,-2501.75
-3.57,-2.14,-2.14,-2008.95
-3.57,-2.14,-1.43,-1836.28
-3.57,-2.14,-0.71,-1487.76
-3.57,-2.14,0.0,-1048.55
-3.57,-2.14,0.71,-1143.25
-3.57,-2.14,1.43,-958.77
-3.57,-2.14,2.14,-694.31
-3.57,-2.14,2.86,-821.67
-3.57,-2.14,3.57,-1059.69
-3.57,-2.14,4.29,-994.61
-3.57,-2.14,5.0,-1374.3
-3.57,-1.43,-5.0,-2248.91
-3.57,-1.43,-4.29,-2293.35
-3.57,-1.43,-3.57,-2398.51
-3.57,-1.43,-2.86,-2542.28
-3.57,-1.43,-2.14,-2283.12
-3.57,-1.43,-1.43,-2192.96
-3.57,-1.43,-0.71,-2158.71
-3.57,-1.43,0.0,-1408.18
-3.57,-1.43,0.71,-1342.92
-3.57,-1.43,1.43,-1344.0
-3.57,-1.43,2.14,-876.73
-3.57,-1.43,2.86,-1178.92
-3.57,-1.43,3.57,-995.19
-3.57,-1.43,4.29,-965.41
-3.57,-1.43,5.0,-1197.78
-3.57,-0.71,-5.0,-2022.98
-3.57,-0.71,-4.29,-1457.1
-3.57,-0.71,-3.57,-1854.96
-3.57,-0.71,-2.86,-2334.13
-3.57,-0.71,-2.14,-1802.13
-3.57,-0.71,-1.43,-2339.03
-3.57,-0.71,-0.71,-2016.72
-3.57,-0.71,0.0,-1612.07
-3.57,-0.71,0.71,-1790.47
-3.57,-0.71,1.43,-1394.26
-3.57,-0.71,2.14,-1204.89
-3.57,-0.71,2.86,-979.03
-3.57,-0.71,3.57,-1529.11
-3.57,-0.71,4.29,-1295.6
-3.57,-0.71,5.0,-1583.04
-3.57,0.0,-5.0,-2379.67
-3.57,0.0,-4.29,-2096.06
-3.57,0.0,-3.57,-2602.35
-3.57,0.0,-2.86,-1638.19
-3.57,0.0,-2.14,-1715.04
-3.57,0.0,-1.43,-2077.92
-3.57,0.0,-0.71,-2020.96
-3.57,0.0,0.0,-1655.73
-3.57,0.0,0.71,-2044.54
-3.57,0.0,1.43,-1839.36
-3.57,0.0,2.14,-1134.16
-3.57,0.0,2.86,-1810.74
-3.57,0.0,3.57,-1140.06
-3.57,0.0,4.29,-935.33
-3.57,0.0,5.0,-1226.09
-3.57,0.71,-5.0,-2047.39
-3.57,0.71,-4.29,-2234.3
-3.57,0.71,-3.57,-2272.2
-3.57,0.71,-2.86,-2300.92
-3.57,0.71,-2.14,-1915.46
-3.57,0.71,-1.43,-2411.09
-3.57,0.71,-0.71,-1858.81
-3.57,0.71,0.0,-1661.04
-3.57,0.71,0.71,-2123.98
-3.57,0.71,1.43,-1532.91
-3.57,0.71,2.14,-1324.39
-3.57,0.71,2.86,-1307.42
-3.57,0.71,3.57,-1563.07
-3.57,0.71,4.29,-1283.84
-3.57,0.71,5.0,-1742.13
-3.57,1.43,-5.0,-2086.9
-3.57,1.43,-4.29,-2299.96
-3.57,1.43,-3.57,-2687.71
-3.57,1.43,-2.86,-2185.33
-3.57,1.43,-2.14,-2188.02
-3.57,1.43,-1.43,-2087.03
-3.57,1.43,-0.71,-2003.94
-3.57,1.43,0.0,-1706.85
-3.57,1.43,0.71,-1779.33
-3.57,1.43,1.43,-1792.64
-3.57,1.43,2.14,-1508.49
-3.57,1.43,2.86,-1768.79
-3.57,1.43,3.57,-1295.02
-3.57,1.43,4.29,-1005.6
-3.57,1.43,5.0,-1122.14
-3.57,2.14,-5.0,-1986.87
-3.57,2.14,-4.29,-2097.01
-3.57,2.14,-3.57,-2305.13
-3.57,2.14,-2.86,-2264.53
-3.57,2.14,-2.14,-2220.02
-3.57,2.14,-1.43,-2480.86
-3.57,2.14,-0.71,-1849.11
-3.57,2.14,0.0,-1671.12
-3.57,2.14,0.71,-2038.53
-3.57,2.14,1.43,-1577.82
-3.57,2.14,2.14,-1107.76
-3.57,2.14,2.86,-1254.71
-3.57,2.14,3.57,-1112.34
-3.57,2.14,4.29,-1257.27
-3.57,2.14,5.0,-1521.23
-3.57,2.86,-5.0,-2310.63
-3.57,2.86,-4.29,-2427.4
-3.57,2.86,-3.57,-2634.83
-3.57,2.86,-2.86,-2290.22
-3.57,2.86,-2.14,-2062.89
-3.57,2.86,-1.43,-2361.36
-3.57,2.86,-0.71,-1958.8
-3.57,2.86,0.0,-1540.47
-3.57,2.86,0.71,-1941.13
-3.57,2.86,1.43,-1358.22
-3.57,2.86,2.14,-1254.45
-3.57,2.86,2.86,-1394.36
-3.57,2.86,3.57,-1215.26
-3.57,2.86,4.29,-736.2
-3.57,2.86,5.0,-999.31
-3.57,3.57,-5.0,-2384.0
-3.57,3.57,-4.29,-2169.49
-3.57,3.57,-3.57,-2468.94
-3.57,3.57,-2.86,-2197.84
-3.57,3.57,-2.14,-2421.25
-3.57,3.57,-1.43,-2301.44
-3.57,3.57,-0.71,-1858.18
-3.57,3.57,0.0,-1839.82
-3.57,3.57,0.71,-1699.78
-3.57,3.57,1.43,-1478.41
-3.57,3.57,2.14,-860.05
-3.57,3.57,2.86,-1101.37
-3.57,3.57,3.57,-817.36
-3.57,3.57,4.29,-1016.27
-3.57,3.57,5.0,-1358.48
-3.57,4.29,-5.0,-2026.22
-3.57,4.29,-4.29,-2596.09
-3.57,4.29,-3.57,-2628.94
-3.57,4.29,-2.86,-2383.39
-3.57,4.29,-2.14,-2082.31
-3.57,4.29,-1.43,-2212.15
-3.57,4.29,-0.71,-1784.06
-3.57,4.29,0.0,-1524.65
-3.57,4.29,0.71,-1745.95
-3.57,4.29,1.43,-977.82
-3.57,4.29,2.14,-1298.86
-3.57,4.29,2.86,-1169.46
-3.57,4.29,3.57,-968.14
-3.57,4.29,4.29,-760.11
-3.57,4.29,5.0,-910.88
-3.57,5.0,-5.0,-2413.52
-3.57,5.0,-4.29,-2103.73
-3.57,5.0,-3.57,-2639.51
-3.57,5.0,-2.86,-2012.9
-3.57,5.0,-2.14,-2140.72
-3.57,5.0,-1.43,-2206.54
-3.57,5.0,-0.71,-1691.76
-3.57,5.0,0.0,-1652.34
-3.57,5.0,0.71,-1545.36
-3.57,5.0,1.43,-1436.78
-3.57,5.0,2.14,-855.49
-3.57,5.0,2.86,-1006.35
-3.57,5.0,3.57,-749.36
-3.57,5.0,4.29,-953.48
-3.57,5.0,5.0,-1306.98
-2.86,-5.0,-5.0,-2297.49
-2.86,-5.0,-4.29,-2698.05
-2.86,-5.0,-3.57,-2749.85
-2.86,-5.0,-2.86,-2458.31
-2.86,-5.0,-2.14,-2469.46
-2.86,-5.0,-1.43,-2517.39
-2.86,-5.0,-0.71,-1465.68
-2.86,-5.0,0.0,-1239.3
-2.86,-5.0,0.71,-1226.63
-2.86,-5.0,1.43,-737.83
-2.86,-5.0,2.14,-692.49
-2.86,-5.0,2.86,-669.35
-2.86,-5.0,3.57,-582.84
-2.86,-5.0,4.29,-501.88
-2.86,-5.0,5.0,-985.95
-2.86,-4.29,-5.0,-2019.2
-2.86,-4.29,-4.29,-2023.73
-2.86,-4.29,-3.57,-2608.77
-2.86,-4.29,-2.86,-2473.63
-2.86,-4.29,-2.14,-2497.26
-2.86,-4.29,-1.43,-2269.47
-2.86,-4.29,-0.71,-1804.94
-2.86,-4.29,0.0,-1349.77
-2.86,-4.29,0.71,-1065.19
-2.86,-4.29,1.43,-755.04
-2.86,-4.29,2.14,-549.67
-2.86,-4.29,2.86,-646.55
-2.86,-4.29,3.57,-620.27
-2.86,-4.29,4.29,-738.01
-2.86,-4.29,5.0,-840.02
-2.86,-3.57,-5.0,-1836.85
