x,y,z,fitness
0.25,3.11,8.11,-0.34
0.25,3.11,8.82,-0.56
0.25,3.11,9.54,-0.81
0.25,3.11,10.25,-0.95
0.25,3.82,0.25,-0.39
0.25,3.82,0.96,-0.21
0.25,3.82,1.68,-0.37
0.25,3.82,2.39,0.14
0.25,3.82,3.11,-0.39
0.25,3.82,3.82,0.17
0.25,3.82,4.54,0.11
0.25,3.82,5.25,-0.33
0.25,3.82,5.96,-0.35
0.25,3.82,6.68,-0.03
0.25,3.82,7.39,0.23
0.25,3.82,8.11,0.22
0.25,3.82,8.82,-0.0
0.25,3.82,9.54,-0.25
0.25,3.82,10.25,-0.39
0.25,4.54,0.25,-0.46
0.25,4.54,0.96,-0.27
0.25,4.54,1.68,-0.43
0.25,4.54,2.39,0.08
0.25,4.54,3.11,-0.45
0.25,4.54,3.82,0.11
0.25,4.54,4.54,0.04
0.25,4.54,5.25,-0.39
0.25,4.54,5.96,-0.42
0.25,4.54,6.68,-0.09
0.25,4.54,7.39,0.17
0.25,4.54,8.11,0.15
0.25,4.54,8.82,-0.07
0.25,4.54,9.54,-0.32
0.25,4.54,10.25,-0.46
0.25,5.25,0.25,-0.9
0.25,5.25,0.96,-0.71
0.25,5.25,1.68,-0.87
0.25,5.25,2.39,-0.36
0.25,5.25,3.11,-0.89
0.25,5.25,3.82,-0.33
0.25,5.25,4.54,-0.39
0.25,5.25,5.25,-0.83
0.25,5.25,5.96,-0.86
0.25,5.25,6.68,-0.53
0.25,5.25,7.39,-0.27
0.25,5.25,8.11,-0.29
0.25,5.25,8.82,-0.5
0.25,5.25,9.54,-0.75
0.25,5.25,10.25,-0.9
0.25,5.96,0.25,-0.92
0.25,5.96,0.96,-0.73
0.25,5.96,1.68,-0.9
0.25,5.96,2.39,-0.38
0.25,5.96,3.11,-0.91
0.25,5.96,3.82,-0.35
0.25,5.96,4.54,-0.42
0.25,5.96,5.25,-0.86
0.25,5.96,5.96,-0.88
0.25,5.96,6.68,-0.55
0.25,5.96,7.39,-0.3
0.25,5.96,8.11,-0.31
0.25,5.96,8.82,-0.53
0.25,5.96,9.54,-0.78
0.25,5.96,10.25,-0.92
0.25,6.68,0.25,-0.59
0.25,6.68,0.96,-0.41
0.25,6.68,1.68,-0.57
0.25,6.68,2.39,-0.06
0.25,6.68,3.11,-0.59
0.25,6.68,3.82,-0.03
0.25,6.68,4.54,-0.09
0.25,6.68,5.25,-0.53
0.25,6.68,5.96,-0.55
0.25,6.68,6.68,-0.23
0.25,6.68,7.39,0.03
0.25,6.68,8.11,0.02
0.25,6.68,8.82,-0.2
0.25,6.68,9.54,-0.45
0.25,6.68,10.25,-0.59
0.25,7.39,0.25,-0.34
0.25,7.39,0.96,-0.15
0.25,7.39,1.68,-0.31
0.25,7.39,2.39,0.2
0.25,7.39,3.11,-0.33
0.25,7.39,3.82,0.23
0.25,7.39,4.54,0.17
0.25,7.39,5.25,-0.27
0.25,7.39,5.96,-0.3
0.25,7.39,6.68,0.03
0.25,7.39,7.39,0.29
0.25,7.39,8.11,0.27
0.25,7.39,8.82,0.06
0.25,7.39,9.54,-0.19
0.25,7.39,10.25,-0.34
0.25,8.11,0.25,-0.35
0.25,8.11,0.96,-0.16
0.25,8.11,1.68,-0.33
0.25,8.11,2.39,0.19
0.25,8.11,3.11,-0.34
0.25,8.11,3.82,0.22
0.25,8.11,4.54,0.15
0.25,8.11,5.25,-0.29
0.25,8.11,5.96,-0.31
0.25,8.11,6.68,0.02
0.25,8.11,7.39,0.27
0.25,8.11,8.11,0.26
0.25,8.11,8.82,0.04
0.25,8.11,9.54,-0.21
0.25,8.11,10.25,-0.35
0.25,8.82,0.25,-0.57
0.25,8.82,0.96,-0.38
0.25,8.82,1.68,-0.54
0.25,8.82,2.39,-0.03
0.25,8.82,3.11,-0.56
0.25,8.82,3.82,-0.0
0.25,8.82,4.54,-0.07
0.25,8.82,5.25,-0.5
0.25,8.82,5.96,-0.53
0.25,8.82,6.68,-0.2
0.25,8.82,7.39,0.06
0.25,8.82,8.11,0.04
0.25,8.82,8.82,-0.17
0.25,8.82,9.54,-0.43
0.25,8.82,10.25,-0.57
0.25,9.54,0.25,-0.82
0.25,9.54,0.96,-0.63
0.25,9.54,1.68,-0.8
0.25,9.54,2.39,-0.28
0.25,9.54,3.11,-0.81
0.25,9.54,3.82,-0.25
0.25,9.54,4.54,-0.32
0.25,9.54,5.25,-0.75
0.25,9.54,5.96,-0.78
0.25,9.54,6.68,-0.45
0.25,9.54,7.39,-0.19
0.25,9.54,8.11,-0.21
0.25,9.54,8.82,-0.43
0.25,9.54,9.54,-0.68
0.25,9.54,10.25,-0.82
0.25,10.25,0.25,-0.96
0.25,10.25,0.96,-0.77
0.25,10.25,1.68,-0.94
0.25,10.25,2.39,-0.42
0.25,10.25,3.11,-0.95
0.25,10.25,3.82,-0.39
0.25,10.25,4.54,-0.46
0.25,10.25,5.25,-0.9
0.25,10.25,5.96,-0.92
0.25,10.25,6.68,-0.59
0.25,10.25,7.39,-0.34
0.25,10.25,8.11,-0.35
0.25,10.25,8.82,-0.57
0.25,10.25,9.54,-0.82
0.25,10.25,10.25,-0.96
0.96,0.25,0.25,-0.77
0.96,0.25,0.96,-0.59
0.96,0.25,1.68,-0.75
0.96,0.25,2.39,-0.24
0.96,0.25,3.11,-0.77
0.96,0.25,3.82,-0.21
0.96,0.25,4.54,-0.27
0.96,0.25,5.25,-0.71
0.96,0.25,5.96,-0.73
0.96,0.25,6.68,-0.41
0.96,0.25,7.39,-0.15
0.96,0.25,8.11,-0.16
0.96,0.25,8.82,-0.38
0.96,0.25,9.54,-0.63
0.96,0.25,10.25,-0.77
0.96,0.96,0.25,-0.59
0.96,0.96,0.96,-0.4
0.96,0.96,1.68,-0.56
0.96,0.96,2.39,-0.05
0.96,0.96,3.11,-0.58
0.96,0.96,3.82,-0.02
0.96,0.96,4.54,-0.08
0.96,0.96,5.25,-0.52
0.96,0.96,5.96,-0.54
0.96,0.96,6.68,-0.22
0.96,0.96,7.39,0.04
0.96,0.96,8.11,0.03
0.96,0.96,8.82,-0.19
0.96,0.96,9.54,-0.44
0.96,0.96,10.25,-0.58
0.96,1.68,0.25,-0.75
0.96,1.68,0.96,-0.56
0.96,1.68,1.68,-0.73
0.96,1.68,2.39,-0.21
0.96,1.68,3.11,-0.74
0.96,1.68,3.82,-0.18
0.96,1.68,4.54,-0.25
0.96,1.68,5.25,-0.68
0.96,1.68,5.96,-0.71
0.96,1.68,6.68,-0.38
0.96,1.68,7.39,-0.12
0.96,1.68,8.11,-0.14
0.96,1.68,8.82,-0.36
0.96,1.68,9.54,-0.61
0.96,1.68,10.25,-0.75
0.96,2.39,0.25,-0.24
0.96,2.39,0.96,-0.05
0.96,2.39,1.68,-0.21
0.96,2.39,2.39,0.3
0.96,2.39,3.11,-0.23
0.96,2.39,3.82,0.33
0.96,2.39,4.54,0.27
0.96,2.39,5.25,-0.17
0.96,2.39,5.96,-0.19
0.96,2.39,6.68,0.13
0.96,2.39,7.39,0.39
0.96,2.39,8.11,0.38
0.96,2.39,8.82,0.16
0.96,2.39,9.54,-0.09
0.96,2.39,10.25,-0.23
0.96,3.11,0.25,-0.77
0.96,3.11,0.96,-0.58
0.96,3.11,1.68,-0.74
0.96,3.11,2.39,-0.23
0.96,3.11,3.11,-0.76
0.96,3.11,3.82,-0.2
0.96,3.11,4.54,-0.26
0.96,3.11,5.25,-0.7
0.96,3.11,5.96,-0.73
0.96,3.11,6.68,-0.4
0.96,3.11,7.39,-0.14
0.96,3.11,8.11,-0.15
0.96,3.11,8.82,-0.37
0.96,3.11,9.54,-0.62
0.96,3.11,10.25,-0.76
0.96,3.82,0.25,-0.21
0.96,3.82,0.96,-0.02
0.96,3.82,1.68,-0.18
0.96,3.82,2.39,0.33
0.96,3.82,3.11,-0.2
0.96,3.82,3.82,0.36
0.96,3.82,4.54,0.3
0.96,3.82,5.25,-0.14
0.96,3.82,5.96,-0.17
0.96,3.82,6.68,0.16
0.96,3.82,7.39,0.42
0.96,3.82,8.11,0.41
0.96,3.82,8.82,0.19
0.96,3.82,9.54,-0.06
0.96,3.82,10.25,-0.2
0.96,4.54,0.25,-0.27
0.96,4.54,0.96,-0.08
0.96,4.54,1.68,-0.25
0.96,4.54,2.39,0.27
0.96,4.54,3.11,-0.26
0.96,4.54,3.82,0.3
0.96,4.54,4.54,0.23
0.96,4.54,5.25,-0.21
0.96,4.54,5.96,-0.23
0.96,4.54,6.68,0.1
0.96,4.54,7.39,0.35
0.96,4.54,8.11,0.34
0.96,4.54,8.82,0.12
0.96,4.54,9.54,-0.13
0.96,4.54,10.25,-0.27
0.96,5.25,0.25,-0.71
0.96,5.25,0.96,-0.52
0.96,5.25,1.68,-0.68
0.96,5.25,2.39,-0.17
0.96,5.25,3.11,-0.7
0.96,5.25,3.82,-0.14
0.96,5.25,4.54,-0.21
0.96,5.25,5.25,-0.64
0.96,5.25,5.96,-0.67
0.96,5.25,6.68,-0.34
0.96,5.25,7.39,-0.08
0.96,5.25,8.11,-0.1
0.96,5.25,8.82,-0.31
0.96,5.25,9.54,-0.57
0.96,5.25,10.25,-0.71
0.96,5.96,0.25,-0.73
0.96,5.96,0.96,-0.54
0.96,5.96,1.68,-0.71
0.96,5.96,2.39,-0.19
0.96,5.96,3.11,-0.73
0.96,5.96,3.82,-0.17
0.96,5.96,4.54,-0.23
0.96,5.96,5.25,-0.67
0.96,5.96,5.96,-0.69
0.96,5.96,6.68,-0.37
0.96,5.96,7.39,-0.11
0.96,5.96,8.11,-0.12
0.96,5.96,8.82,-0.34
0.96,5.96,9.54,-0.59
0.96,5.96,10.25,-0.73
0.96,6.68,0.25,-0.41
0.96,6.68,0.96,-0.22
0.96,6.68,1.68,-0.38
0.96,6.68,2.39,0.13
0.96,6.68,3.11,-0.4
0.96,6.68,3.82,0.16
0.96,6.68,4.54,0.1
0.96,6.68,5.25,-0.34
0.96,6.68,5.96,-0.37
0.96,6.68,6.68,-0.04
0.96,6.68,7.39,0.22
0.96,6.68,8.11,0.21
0.96,6.68,8.82,-0.01
0.96,6.68,9.54,-0.26
0.96,6.68,10.25,-0.4
0.96,7.39,0.25,-0.15
0.96,7.39,0.96,0.04
0.96,7.39,1.68,-0.12
0.96,7.39,2.39,0.39
0.96,7.39,3.11,-0.14
0.96,7.39,3.82,0.42
0.96,7.39,4.54,0.35
0.96,7.39,5.25,-0.08
0.96,7.39,5.96,-0.11
0.96,7.39,6.68,0.22
0.96,7.39,7.39,0.48
0.96,7.39,8.11,0.46
0.96,7.39,8.82,0.25
0.96,7.39,9.54,-0.01
0.96,7.39,10.25,-0.15
0.96,8.11,0.25,-0.16
0.96,8.11,0.96,0.03
0.96,8.11,1.68,-0.14
0.96,8.11,2.39,0.38
0.96,8.11,3.11,-0.15
0.96,8.11,3.82,0.41
0.96,8.11,4.54,0.34
0.96,8.11,5.25,-0.1
0.96,8.11,5.96,-0.12
0.96,8.11,6.68,0.21
0.96,8.11,7.39,0.46
0.96,8.11,8.11,0.45
0.96,8.11,8.82,0.23
0.96,8.11,9.54,-0.02
0.96,8.11,10.25,-0.16
0.96,8.82,0.25,-0.38
0.96,8.82,0.96,-0.19
0.96,8.82,1.68,-0.36
0.96,8.82,2.39,0.16
0.96,8.82,3.11,-0.37
0.96,8.82,3.82,0.19
0.96,8.82,4.54,0.12
0.96,8.82,5.25,-0.31
0.96,8.82,5.96,-0.34
0.96,8.82,6.68,-0.01
0.96,8.82,7.39,0.25
0.96,8.82,8.11,0.23
0.96,8.82,8.82,0.01
0.96,8.82,9.54,-0.24
0.96,8.82,10.25,-0.38
0.96,9.54,0.25,-0.63
0.96,9.54,0.96,-0.44
0.96,9.54,1.68,-0.61
0.96,9.54,2.39,-0.09
0.96,9.54,3.11,-0.62
0.96,9.54,3.82,-0.06
0.96,9.54,4.54,-0.13
0.96,9.54,5.25,-0.57
0.96,9.54,5.96,-0.59
0.96,9.54,6.68,-0.26
0.96,9.54,7.39,-0.01
0.96,9.54,8.11,-0.02
0.96,9.54,8.82,-0.24
0.96,9.54,9.54,-0.49
0.96,9.54,10.25,-0.63
0.96,10.25,0.25,-0.77
0.96,10.25,0.96,-0.58
0.96,10.25,1.68,-0.75
0.96,10.25,2.39,-0.23
0.96,10.25,3.11,-0.76
0.96,10.25,3.82,-0.2
0.96,10.25,4.54,-0.27
0.96,10.25,5.25,-0.71
0.96,10.25,5.96,-0.73
0.96,10.25,6.68,-0.4
0.96,10.25,7.39,-0.15
0.96,10.25,8.11,-0.16
0.96,10.25,8.82,-0.38
0.96,10.25,9.54,-0.63
0.96,10.25,10.25,-0.77
1.68,0.25,0.25,-0.94
1.68,0.25,0.96,-0.75
1.68,0.25,1.68,-0.91
1.68,0.25,2.39,-0.4
1.68,0.25,3.11,-0.93
1.68,0.25,3.82,-0.37
1.68,0.25,4.54,-0.43
1.68,0.25,5.25,-0.87
1.68,0.25,5.96,-0.9
1.68,0.25,6.68,-0.57
1.68,0.25,7.39,-0.31
1.68,0.25,8.11,-0.33
1.68,0.25,8.82,-0.54
1.68,0.25,9.54,-0.8
1.68,0.25,10.25,-0.94
1.68,0.96,0.25,-0.75
1.68,0.96,0.96,-0.56
1.68,0.96,1.68,-0.73
1.68,0.96,2.39,-0.21
1.68,0.96,3.11,-0.74
1.68,0.96,3.82,-0.18
1.68,0.96,4.54,-0.25
1.68,0.96,5.25,-0.68
1.68,0.96,5.96,-0.71
1.68,0.96,6.68,-0.38
1.68,0.96,7.39,-0.12
1.68,0.96,8.11,-0.14
1.68,0.96,8.82,-0.36
1.68,0.96,9.54,-0.61
1.68,0.96,10.25,-0.75
1.68,1.68,0.25,-0.91
1.68,1.68,0.96,-0.73
1.68,1.68,1.68,-0.89
1.68,1.68,2.39,-0.37
1.68,1.68,3.11,-0.91
1.68,1.68,3.82,-0.35
1.68,1.68,4.54,-0.41
1.68,1.68,5.25,-0.85
1.68,1.68,5.96,-0.87
1.68,1.68,6.68,-0.55
1.68,1.68,7.39,-0.29
1.68,1.68,8.11,-0.3
1.68,1.68,8.82,-0.52
1.68,1.68,9.54,-0.77
1.68,1.68,10.25,-0.91
1.68,2.39,0.25,-0.4
1.68,2.39,0.96,-0.21
1.68,2.39,1.68,-0.37
1.68,2.39,2.39,0.14
1.68,2.39,3.11,-0.39
1.68,2.39,3.82,0.17
1.68,2.39,4.54,0.1
1.68,2.39,5.25,-0.33
1.68,2.39,5.96,-0.36
1.68,2.39,6.68,-0.03
1.68,2.39,7.39,0.23
1.68,2.39,8.11,0.21
1.68,2.39,8.82,-0.01
1.68,2.39,9.54,-0.26
1.68,2.39,10.25,-0.4
1.68,3.11,0.25,-0.93
1.68,3.11,0.96,-0.74
1.68,3.11,1.68,-0.91
1.68,3.11,2.39,-0.39
1.68,3.11,3.11,-0.92
1.68,3.11,3.82,-0.36
1.68,3.11,4.54,-0.43
1.68,3.11,5.25,-0.87
1.68,3.11,5.96,-0.89
1.68,3.11,6.68,-0.56
1.68,3.11,7.39,-0.3
1.68,3.11,8.11,-0.32
1.68,3.11,8.82,-0.54
1.68,3.11,9.54,-0.79
1.68,3.11,10.25,-0.93
1.68,3.82,0.25,-0.37
1.68,3.82,0.96,-0.18
1.68,3.82,1.68,-0.35
1.68,3.82,2.39,0.17
1.68,3.82,3.11,-0.36
1.68,3.82,3.82,0.2
1.68,3.82,4.54,0.13
1.68,3.82,5.25,-0.3
1.68,3.82,5.96,-0.33
1.68,3.82,6.68,-0.0
1.68,3.82,7.39,0.26
1.68,3.82,8.11,0.24
1.68,3.82,8.82,0.02
1.68,3.82,9.54,-0.23
1.68,3.82,10.25,-0.37
1.68,4.54,0.25,-0.43
1.68,4.54,0.96,-0.25
1.68,4.54,1.68,-0.41
1.68,4.54,2.39,0.1
1.68,4.54,3.11,-0.43
1.68,4.54,3.82,0.13
1.68,4.54,4.54,0.07
1.68,4.54,5.25,-0.37
1.68,4.54,5.96,-0.39
1.68,4.54,6.68,-0.07
1.68,4.54,7.39,0.19
1.68,4.54,8.11,0.18
1.68,4.54,8.82,-0.04
1.68,4.54,9.54,-0.29
1.68,4.54,10.25,-0.43
1.68,5.25,0.25,-0.87
1.68,5.25,0.96,-0.68
1.68,5.25,1.68,-0.85
1.68,5.25,2.39,-0.33
1.68,5.25,3.11,-0.87
1.68,5.25,3.82,-0.3
1.68,5.25,4.54,-0.37
1.68,5.25,5.25,-0.81
1.68,5.25,5.96,-0.83
1.68,5.25,6.68,-0.5
1.68,5.25,7.39,-0.25
1.68,5.25,8.11,-0.26
1.68,5.25,8.82,-0.48
1.68,5.25,9.54,-0.73
1.68,5.25,10.25,-0.87
1.68,5.96,0.25,-0.9
1.68,5.96,0.96,-0.71
1.68,5.96,1.68,-0.87
1.68,5.96,2.39,-0.36
1.68,5.96,3.11,-0.89
1.68,5.96,3.82,-0.33
1.68,5.96,4.54,-0.39
1.68,5.96,5.25,-0.83
1.68,5.96,5.96,-0.86
1.68,5.96,6.68,-0.53
1.68,5.96,7.39,-0.27
1.68,5.96,8.11,-0.29
1.68,5.96,8.82,-0.5
1.68,5.96,9.54,-0.75
1.68,5.96,10.25,-0.9
1.68,6.68,0.25,-0.57
1.68,6.68,0.96,-0.38
1.68,6.68,1.68,-0.55
1.68,6.68,2.39,-0.03
1.68,6.68,3.11,-0.56
1.68,6.68,3.82,-0.0
1.68,6.68,4.54,-0.07
1.68,6.68,5.25,-0.5
1.68,6.68,5.96,-0.53
1.68,6.68,6.68,-0.2
1.68,6.68,7.39,0.06
1.68,6.68,8.11,0.04
1.68,6.68,8.82,-0.18
1.68,6.68,9.54,-0.43
1.68,6.68,10.25,-0.57
1.68,7.39,0.25,-0.31
1.68,7.39,0.96,-0.12
1.68,7.39,1.68,-0.29
1.68,7.39,2.39,0.23
1.68,7.39,3.11,-0.3
1.68,7.39,3.82,0.26
1.68,7.39,4.54,0.19
1.68,7.39,5.25,-0.25
1.68,7.39,5.96,-0.27
1.68,7.39,6.68,0.06
1.68,7.39,7.39,0.31
1.68,7.39,8.11,0.3
1.68,7.39,8.82,0.08
1.68,7.39,9.54,-0.17
1.68,7.39,10.25,-0.31
1.68,8.11,0.25,-0.33
1.68,8.11,0.96,-0.14
1.68,8.11,1.68,-0.3
1.68,8.11,2.39,0.21
1.68,8.11,3.11,-0.32
1.68,8.11,3.82,0.24
1.68,8.11,4.54,0.18
1.68,8.11,5.25,-0.26
1.68,8.11,5.96,-0.29
1.68,8.11,6.68,0.04
1.68,8.11,7.39,0.3
1.68,8.11,8.11,0.29
1.68,8.11,8.82,0.07
1.68,8.11,9.54,-0.18
1.68,8.11,10.25,-0.33
1.68,8.82,0.25,-0.54
1.68,8.82,0.96,-0.36
1.68,8.82,1.68,-0.52
1.68,8.82,2.39,-0.01
1.68,8.82,3.11,-0.54
1.68,8.82,3.82,0.02
1.68,8.82,4.54,-0.04
1.68,8.82,5.25,-0.48
1.68,8.82,5.96,-0.5
1.68,8.82,6.68,-0.18
1.68,8.82,7.39,0.08
1.68,8.82,8.11,0.07
1.68,8.82,8.82,-0.15
1.68,8.82,9.54,-0.4
1.68,8.82,10.25,-0.54
1.68,9.54,0.25,-0.8
1.68,9.54,0.96,-0.61
1.68,9.54,1.68,-0.77
1.68,9.54,2.39,-0.26
1.68,9.54,3.11,-0.79
1.68,9.54,3.82,-0.23
1.68,9.54,4.54,-0.29
1.68,9.54,5.25,-0.73
1.68,9.54,5.96,-0.75
1.68,9.54,6.68,-0.43
1.68,9.54,7.39,-0.17
1.68,9.54,8.11,-0.18
1.68,9.54,8.82,-0.4
1.68,9.54,9.54,-0.65
1.68,9.54,10.25,-0.79
1.68,10.25,0.25,-0.94
1.68,10.25,0.96,-0.75
1.68,10.25,1.68,-0.91
1.68,10.25,2.39,-0.4
1.68,10.25,3.11,-0.93
1.68,10.25,3.82,-0.37
1.68,10.25,4.54,-0.43
1.68,10.25,5.25,-0.87
1.68,10.25,5.96,-0.9
1.68,10.25,6.68,-0.57
1.68,10.25,7.39,-0.31
1.68,10.25,8.11,-0.33
1.68,10.25,8.82,-0.54
1.68,10.25,9.54,-0.79
1.68,10.25,10.25,-0.94
2.39,0.25,0.25,-0.42
2.39,0.25,0.96,-0.24
2.39,0.25,1.68,-0.4
2.39,0.25,2.39,0.11
2.39,0.25,3.11,-0.42
2.39,0.25,3.82,0.14
2.39,0.25,4.54,0.08
2.39,0.25,5.25,-0.36
2.39,0.25,5.96,-0.38
2.39,0.25,6.68,-0.06
2.39,0.25,7.39,0.2
2.39,0.25,8.11,0.19
2.39,0.25,8.82,-0.03
2.39,0.25,9.54,-0.28
2.39,0.25,10.25,-0.42
2.39,0.96,0.25,-0.24
2.39,0.96,0.96,-0.05
2.39,0.96,1.68,-0.21
2.39,0.96,2.39,0.3
2.39,0.96,3.11,-0.23
2.39,0.96,3.82,0.33
2.39,0.96,4.54,0.27
2.39,0.96,5.25,-0.17
2.39,0.96,5.96,-0.19
2.39,0.96,6.68,0.13
2.39,0.96,7.39,0.39
2.39,0.96,8.11,0.38
2.39,0.96,8.82,0.16
2.39,0.96,9.54,-0.09
2.39,0.96,10.25,-0.23
2.39,1.68,0.25,-0.4
2.39,1.68,0.96,-0.21
2.39,1.68,1.68,-0.37
2.39,1.68,2.39,0.14
2.39,1.68,3.11,-0.39
2.39,1.68,3.82,0.17
2.39,1.68,4.54,0.1
2.39,1.68,5.25,-0.33
2.39,1.68,5.96,-0.36
2.39,1.68,6.68,-0.03
2.39,1.68,7.39,0.23
2.39,1.68,8.11,0.21
2.39,1.68,8.82,-0.01
2.39,1.68,9.54,-0.26
2.39,1.68,10.25,-0.4
2.39,2.39,0.25,0.11
2.39,2.39,0.96,0.3
2.39,2.39,1.68,0.14
2.39,2.39,2.39,0.65
2.39,2.39,3.11,0.12
2.39,2.39,3.82,0.68
2.39,2.39,4.54,0.62
2.39,2.39,5.25,0.18
2.39,2.39,5.96,0.16
2.39,2.39,6.68,0.48
2.39,2.39,7.39,0.74
2.39,2.39,8.11,0.73
2.39,2.39,8.82,0.51
2.39,2.39,9.54,0.26
2.39,2.39,10.25,0.12
2.39,3.11,0.25,-0.42
2.39,3.11,0.96,-0.23
2.39,3.11,1.68,-0.39
2.39,3.11,2.39,0.12
2.39,3.11,3.11,-0.41
2.39,3.11,3.82,0.15
2.39,3.11,4.54,0.09
2.39,3.11,5.25,-0.35
2.39,3.11,5.96,-0.38
2.39,3.11,6.68,-0.05
2.39,3.11,7.39,0.21
2.39,3.11,8.11,0.2
2.39,3.11,8.82,-0.02
2.39,3.11,9.54,-0.27
2.39,3.11,10.25,-0.41
2.39,3.82,0.25,0.14
2.39,3.82,0.96,0.33
2.39,3.82,1.68,0.17
2.39,3.82,2.39,0.68
2.39,3.82,3.11,0.15
2.39,3.82,3.82,0.71
2.39,3.82,4.54,0.65
2.39,3.82,5.25,0.21
2.39,3.82,5.96,0.18
2.39,3.82,6.68,0.51
2.39,3.82,7.39,0.77
2.39,3.82,8.11,0.76
2.39,3.82,8.82,0.54
2.39,3.82,9.54,0.29
2.39,3.82,10.25,0.15
2.39,4.54,0.25,0.08
2.39,4.54,0.96,0.27
2.39,4.54,1.68,0.1
2.39,4.54,2.39,0.62
2.39,4.54,3.11,0.09
2.39,4.54,3.82,0.65
2.39,4.54,4.54,0.58
2.39,4.54,5.25,0.14
2.39,4.54,5.96,0.12
2.39,4.54,6.68,0.45
2.39,4.54,7.39,0.7
2.39,4.54,8.11,0.69
2.39,4.54,8.82,0.47
2.39,4.54,9.54,0.22
2.39,4.54,10.25,0.08
2.39,5.25,0.25,-0.36
2.39,5.25,0.96,-0.17
2.39,5.25,1.68,-0.33
2.39,5.25,2.39,0.18
2.39,5.25,3.11,-0.35
2.39,5.25,3.82,0.21
2.39,5.25,4.54,0.14
2.39,5.25,5.25,-0.29
2.39,5.25,5.96,-0.32
2.39,5.25,6.68,0.01
2.39,5.25,7.39,0.27
2.39,5.25,8.11,0.25
2.39,5.25,8.82,0.04
2.39,5.25,9.54,-0.22
2.39,5.25,10.25,-0.36
2.39,5.96,0.25,-0.38
2.39,5.96,0.96,-0.19
2.39,5.96,1.68,-0.36
2.39,5.96,2.39,0.16
2.39,5.96,3.11,-0.38
2.39,5.96,3.82,0.18
2.39,5.96,4.54,0.12
2.39,5.96,5.25,-0.32
2.39,5.96,5.96,-0.34
2.39,5.96,6.68,-0.02
2.39,5.96,7.39,0.24
2.39,5.96,8.11,0.23
2.39,5.96,8.82,0.01
2.39,5.96,9.54,-0.24
2.39,5.96,10.25,-0.38
2.39,6.68,0.25,-0.06
2.39,6.68,0.96,0.13
2.39,6.68,1.68,-0.03
2.39,6.68,2.39,0.48
2.39,6.68,3.11,-0.05
2.39,6.68,3.82,0.51
2.39,6.68,4.54,0.45
2.39,6.68,5.25,0.01
2.39,6.68,5.96,-0.02
2.39,6.68,6.68,0.31
2.39,6.68,7.39,0.57
2.39,6.68,8.11,0.56
2.39,6.68,8.82,0.34
2.39,6.68,9.54,0.09
2.39,6.68,10.25,-0.05
2.39,7.39,0.25,0.2
2.39,7.39,0.96,0.39
2.39,7.39,1.68,0.23
2.39,7.39,2.39,0.74
2.39,7.39,3.11,0.21
2.39,7.39,3.82,0.77
2.39,7.39,4.54,0.7
2.39,7.39,5.25,0.27
2.39,7.39,5.96,0.24
2.39,7.39,6.68,0.57
