id,x0,x1,x2,fitness1,fitness1.5,fitness0,fitness-1,fitness-0.5,fitness0.5,fitness-1.5,fitness-2.5,fitness-2,fitness2,fitness-3,fitness-3.5,fitness2.5,fitness4,fitness4.5,fitness3.5,fitness5,fitness3,fitness-4,fitness-4.5,fitness-5
3551,-1.0267,-2.37587,-1.37396,NA,NA,NA,614.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3798,-1.89955,-2.11081,-0.703109,NA,NA,NA,NA,NA,NA,3293.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3941,-2.21678,-1.0336,-0.793884,NA,NA,284.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4094,-2.77102,0.130914,-0.0282801,NA,NA,NA,NA,NA,2.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4387,-2.81052,-0.419369,-0.835768,NA,NA,NA,567.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4597,-0.660219,-1.59783,-1.08762,NA,NA,NA,2303.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4617,0.225734,-0.462172,-1.59981,NA,NA,NA,NA,82.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4829,2.18652,-1.243,-1.47433,NA,NA,NA,NA,NA,459.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5095,1.32803,-1.24726,-1.42434,NA,NA,1837.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5328,0.673154,-1.70264,-0.641312,102.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5535,0.411187,-2.70534,-0.767451,NA,NA,NA,NA,340.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5644,2.18165,-1.25801,-1.96291,NA,NA,NA,NA,328.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5939,0.0314675,-0.95676,-1.19525,NA,NA,NA,NA,NA,NA,NA,605.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6173,1.02446,-2.65472,1.06034,NA,NA,NA,21.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6257,1.92404,-3.52741,1.88865,NA,NA,NA,NA,NA,NA,NA,NA,20.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6498,3.7528,-2.61634,0.875229,NA,NA,NA,NA,NA,127.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6800,4.95618,-1.66886,0.425373,NA,NA,1576.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6889,4.82667,-2.50583,-0.469042,NA,NA,NA,NA,101.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7043,4.62094,-2.28355,-0.501543,NA,NA,NA,NA,51.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7203,4.31731,-2.5602,-0.232083,NA,NA,1437.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7467,4.81055,-1.99542,1.69817,NA,NA,NA,NA,436.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7784,4.95863,-0.394153,1.41911,NA,NA,NA,482.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7862,4.8609,-0.865013,0.942679,NA,NA,4202.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8174,4.9321,-0.929495,1.07012,NA,NA,330.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8274,3.29905,-0.662883,0.0210739,NA,NA,NA,1668.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8401,2.66259,-0.297714,-1.52921,NA,NA,NA,1155.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8611,2.45221,0.0407405,-1.21632,NA,NA,261.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8906,1.73662,-0.792614,-0.10873,NA,NA,1712.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9193,0.296934,-1.57394,0.220114,NA,NA,NA,NA,NA,364.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9225,1.44977,-1.30841,-1.02162,NA,NA,NA,1714.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9577,2.41264,-1.39597,0.298265,NA,NA,NA,1529.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9693,1.39753,0.361552,-0.266624,NA,NA,NA,NA,NA,NA,NA,NA,444.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9831,0.89463,1.35655,-1.24403,NA,NA,NA,NA,NA,NA,NA,NA,75.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10161,1.14036,2.51421,-1.70896,NA,NA,NA,NA,NA,NA,-19.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10350,1.1192,1.68334,-1.33199,NA,NA,NA,NA,NA,NA,NA,NA,10.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10423,1.31781,1.43398,-1.59288,NA,NA,NA,NA,NA,NA,NA,NA,200.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10646,2.9762,1.56084,-0.217105,NA,NA,NA,NA,-2.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10845,3.59118,2.33483,-1.4573,NA,NA,NA,NA,NA,-99.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11138,2.56341,1.48458,-2.3327,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11270,2.30453,1.37554,-1.18375,38.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11557,2.6387,2.25291,0.396274,NA,NA,NA,NA,143.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11642,2.16289,2.75929,-0.406598,NA,NA,NA,NA,NA,NA,121.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11923,0.480864,2.41622,-0.129448,NA,NA,NA,NA,NA,NA,NA,NA,206.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12055,-0.959729,0.892999,-1.84736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12268,-0.544731,1.60386,-1.29678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.548,NA,NA,NA,NA,NA,NA,NA,NA,NA
12433,0.667439,-0.500138,-2.04063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12699,1.15567,-0.916167,-2.22749,NA,NA,NA,NA,NA,NA,NA,15.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12995,-0.296327,0.129967,-2.44109,NA,NA,NA,NA,14.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13149,-1.04381,-0.286828,-0.486763,NA,NA,NA,798.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13262,-0.744052,0.300942,-1.83632,NA,NA,NA,NA,215.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13512,-0.490189,-0.65755,-0.420417,NA,NA,NA,NA,606.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13742,-0.645304,-0.825517,-1.01273,NA,NA,NA,6341.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13970,1.11839,-2.44035,-1.76835,NA,NA,NA,-4.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14193,0.806049,-2.24249,-0.827581,NA,NA,NA,1172.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14213,-0.0116679,-1.70882,-0.995778,NA,NA,NA,NA,NA,NA,NA,82.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14500,-0.130937,-2.05061,-1.70298,NA,NA,NA,NA,NA,NA,NA,564.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14660,0.303552,-2.00999,-0.637816,NA,NA,NA,1441.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14982,-0.366605,-1.82993,-0.113962,NA,NA,NA,NA,NA,NA,1154.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15174,-0.20384,-1.05807,0.701309,NA,NA,NA,NA,NA,NA,NA,348.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15338,-0.242781,-1.54476,3.07874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.569,NA,NA,NA,NA,NA,NA,NA,NA,NA
15520,-0.946941,-0.638769,2.96461,NA,NA,NA,NA,NA,NA,NA,NA,200.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15660,-0.652926,0.0292535,2.93556,NA,NA,NA,21.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15983,1.11402,-1.66131,1.6259,NA,NA,NA,NA,NA,NA,41.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16129,-0.785985,-2.45843,3.81329,NA,NA,1423.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16356,-0.930518,0.132867,3.967,NA,NA,NA,NA,NA,NA,NA,NA,2.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16550,-1.08881,-0.914341,4.40059,NA,NA,NA,NA,NA,NA,1185.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16662,-1.85303,-0.249129,4.75131,NA,NA,NA,1508.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16804,-1.75678,-0.0519981,3.11416,NA,NA,NA,NA,NA,NA,106.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17165,-0.708598,0.174963,3.83408,NA,NA,NA,NA,NA,255.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17368,-0.0478254,2.22616,4.21842,NA,NA,NA,1303.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17524,0.297315,2.02424,4.65494,NA,NA,92.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17727,0.00676961,1.61082,2.85017,NA,NA,11.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17838,0.649576,2.36538,2.62121,NA,10.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18029,1.9445,2.64555,0.594552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA
18396,2.37627,4.06824,1.56085,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18599,4.31843,3.86226,2.23692,NA,91.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18767,4.55411,4.88262,1.73596,NA,NA,NA,NA,NA,254.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18885,2.87669,4.12703,0.25117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.996,NA,NA,NA,NA,NA,NA,NA,NA
19059,0.143496,4.81139,-0.40996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.512,NA,NA,NA,NA,NA,NA,NA
19313,-2.03063,4.91926,0.280717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.032,NA,NA,NA,NA,NA,NA,NA
19482,-1.12075,4.51961,-0.394847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.514,NA,NA,NA,NA,NA,NA
19744,-1.51497,3.35954,-0.0889987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.528,NA,NA,NA,NA,NA
19824,-1.23999,2.84812,-1.10928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.581,NA,NA,NA,NA,NA
20177,-0.888369,3.36766,-0.941746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570.482,NA,NA,NA,NA,NA,NA,NA
20332,-1.54864,4.07986,-0.86956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.207,NA,NA,NA,NA,NA
20556,-1.05901,4.24544,-0.600949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2178.003,NA,NA,NA,NA,NA,NA
20671,-1.06759,4.11853,-1.32117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.289,NA,NA,NA,NA,NA,NA
20886,-0.776135,4.37647,-2.47525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.333,NA,NA,NA,NA,NA,NA
21161,-1.17483,4.3504,-1.83874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.318,NA,NA,NA,NA,NA,NA
21211,-0.856591,3.363,-2.8146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.099,NA,NA,NA,NA,NA,NA
21478,0.520882,3.84711,-2.57447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.315,NA,NA,NA,NA
21690,0.890239,4.81726,-2.0307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.365,NA,NA,NA,NA,NA
21872,0.495856,4.53779,-2.17559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.275,NA,NA,NA,NA,NA,NA,NA
22133,1.99142,4.32785,-2.80835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.66,NA,NA,NA,NA,NA,NA
22335,2.14059,4.45668,-3.17116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.856,NA,NA,NA,NA
22531,1.73229,3.94951,-3.52362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.712,NA,NA,NA,NA,NA,NA
22671,2.36375,1.65229,-3.36087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.973,NA,NA,NA,NA,NA,NA
22861,2.43098,2.25169,-2.06822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.863,NA,NA,NA,NA,NA,NA
23099,1.68223,1.35291,-3.51658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.194,NA,NA,NA,NA
23323,2.56205,0.13926,-3.12212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018,NA,NA,NA,NA,NA,NA,NA
23532,2.5235,-0.210331,-2.60048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.69,NA,NA,NA,NA,NA,NA
23763,3.75925,-1.06671,-3.04902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.937,NA,NA,NA
23839,4.84593,-1.50514,-2.57312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2892.872,NA,NA,NA,NA,NA,NA,NA
24175,4.9346,-1.04526,-2.6345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972.483,NA,NA,NA,NA
24240,4.76965,-0.965469,-4.6573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,996.131,NA,NA,NA,NA,NA,NA
24453,2.93085,-0.180336,-3.84418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.648,NA,NA,NA,NA,NA,NA,NA
24634,2.40286,-1.94272,-3.8496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.984,NA,NA,NA,NA,NA
24876,2.5094,-0.212474,-2.35753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.094,NA,NA,NA,NA,NA,NA,NA
25084,2.58438,-0.262076,-2.71542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.839,NA,NA,NA,NA,NA,NA
25354,2.1932,-0.322277,-3.28111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.639,NA,NA,NA,NA,NA,NA,NA
25531,2.79014,-1.39242,-3.72923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76,NA,NA,NA,NA,NA,NA,NA
25628,4.28986,-1.55427,-2.37063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1583.76,NA,NA,NA,NA
25889,3.765,-2.01979,-0.62599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143.345,NA,NA,NA,NA,NA,NA
26167,4.16989,-2.03884,-0.967717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3453.679,NA,NA,NA,NA
26380,3.0221,-0.371752,-0.261303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.493,NA,NA,NA,NA,NA
26581,2.09926,-0.814148,-0.0252147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.097,NA,NA,NA,NA,NA,NA,NA,NA
26675,2.60076,-1.23832,-0.887743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.697,NA,NA,NA,NA,NA
26910,3.04965,-0.226879,-0.253794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.185,NA,NA,NA,NA
27050,3.79682,-0.343957,-0.731754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2525.334,NA,NA,NA,NA,NA,NA
27307,4.95588,-1.29972,-1.0894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.292,NA,NA,NA,NA,NA,NA,NA
27470,4.86662,-1.56108,-0.0977442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.139,NA,NA,NA,NA,NA
27666,4.59215,-2.24761,-0.140476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.819,NA,NA,NA,NA,NA,NA
27858,4.0268,-2.44237,0.317062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.095,NA,NA,NA,NA,NA,NA,NA
28129,2.34386,-1.18868,-1.13418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.773,NA,NA,NA,NA,NA,NA
28249,0.996333,0.862167,-0.801728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.51,NA,NA,NA,NA,NA,NA
28494,0.870367,0.506477,-0.181123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.936,NA,NA,NA,NA
28717,-0.00497753,0.366439,-1.40045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.455,NA,NA,NA,NA,NA
28857,-1.55811,0.0738862,-1.03228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430.549,NA,NA,NA,NA
29009,-1.3713,-0.741531,-1.3504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5448.847,NA,NA,NA
29281,-2.56831,-0.833105,-1.46426,1073.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29523,-2.50204,-0.30772,-0.651252,NA,NA,NA,NA,NA,749.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29799,-1.33397,-0.725454,0.0889587,NA,NA,NA,NA,NA,615.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29904,-0.789373,-3.34084,0.910763,179.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30119,-1.01865,-2.19085,0.101714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.589,NA,NA,NA,NA,NA,NA,NA,NA
30299,-2.65368,-1.93572,1.1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.706,NA,NA,NA,NA,NA
30501,-3.48499,-1.017,3.44537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.816,NA,NA,NA,NA,NA,NA
30758,-2.32675,-0.670036,1.63261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.275,NA,NA,NA,NA
30981,-2.12111,-0.801964,1.70251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.049,NA,NA,NA
31033,-2.77698,-1.01339,-0.133564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.95,NA,NA,NA,NA,NA
31323,-2.06691,-1.67633,-1.29583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.579,NA,NA,NA,NA,NA,NA,NA
31577,-0.383618,-1.52396,-0.660974,NA,623.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31734,-0.382833,-2.12189,-1.53349,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31810,-1.2541,-3.0039,-1.70175,NA,NA,NA,NA,NA,349.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32008,-1.41112,-3.66046,-1.60345,NA,NA,NA,NA,649.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32361,-0.821611,-2.48965,-0.59582,NA,NA,256.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
