id,x0,x1,x2,fitness-2,fitness-3,fitness-3.5,fitness-2.5,fitness-1.5,fitness-4,fitness-4.5,fitness-1,fitness-0.5
43505,2.16648,1.166,-3.56864,NA,NA,NA,-32.599,NA,NA,NA,NA,NA
43731,2.45559,1.30406,-3.96401,NA,NA,NA,-22.574,NA,NA,NA,NA,NA
43872,1.5301,1.88101,-4.0677,-11.733,NA,NA,NA,NA,NA,NA,NA,NA
44159,1.1761,1.38744,-3.68213,NA,NA,NA,NA,-49.969,NA,NA,NA,NA
44273,2.22147,1.0048,-4.5588,NA,NA,NA,-23.715,NA,NA,NA,NA,NA
44596,1.54852,1.14488,-3.86537,NA,NA,NA,-22.757,NA,NA,NA,NA,NA
44753,2.48959,1.80245,-4.38407,-27.803,NA,NA,NA,NA,NA,NA,NA,NA
44956,1.63873,0.860491,-4.43628,NA,NA,NA,-33.007,NA,NA,NA,NA,NA
45174,1.27552,1.27852,-4.52981,-22.841,NA,NA,NA,NA,NA,NA,NA,NA
45363,0.99135,2.05353,-4.80931,NA,NA,NA,-28.562,NA,NA,NA,NA,NA
45591,1.46896,1.65566,-3.58793,-35.581,NA,NA,NA,NA,NA,NA,NA,NA
45729,1.32439,1.57935,-4.08939,NA,-17.664,NA,NA,NA,NA,NA,NA,NA
45911,1.64159,1.35644,-4.70222,-13.892,NA,NA,NA,NA,NA,NA,NA,NA
46147,1.65207,1.84407,-4.22871,NA,NA,NA,-2.977,NA,NA,NA,NA,NA
46201,1.71248,1.68597,-3.53863,NA,NA,NA,-21.183,NA,NA,NA,NA,NA
46568,2.16543,1.24349,-4.45239,NA,NA,NA,-11.375,NA,NA,NA,NA,NA
46698,2.359,1.15904,-4.84085,NA,NA,NA,-28.374,NA,NA,NA,NA,NA
46982,2.00875,1.80988,-4.35803,NA,-6.109,NA,NA,NA,NA,NA,NA,NA
47085,2.72063,1.84758,-5,NA,NA,NA,-34.112,NA,NA,NA,NA,NA
47359,2.23588,2.65198,-4.45676,NA,-37.311,NA,NA,NA,NA,NA,NA,NA
47514,2.25697,2.16759,-4.33622,NA,-20.766,NA,NA,NA,NA,NA,NA,NA
47752,2.4184,1.91583,-4.22953,NA,NA,NA,-14.339,NA,NA,NA,NA,NA
47973,1.81406,1.18868,-4.61398,NA,NA,NA,-10.726,NA,NA,NA,NA,NA
48136,1.93945,1.13948,-4.3541,NA,-16.963,NA,NA,NA,NA,NA,NA,NA
48251,2.25964,2.10108,-5,NA,NA,-50.518,NA,NA,NA,NA,NA,NA
48456,3.11542,1.70526,-5,NA,NA,NA,-52.57,NA,NA,NA,NA,NA
48775,2.69173,1.42934,-4.80605,NA,NA,NA,-29.943,NA,NA,NA,NA,NA
48885,2.07988,1.43393,-4.40451,NA,NA,NA,-5.612,NA,NA,NA,NA,NA
49153,2.02301,1.67726,-5,NA,NA,NA,-16.354,NA,NA,NA,NA,NA
49364,1.52158,1.40119,-4.58606,NA,NA,-23.378,NA,NA,NA,NA,NA,NA
49494,1.38062,1.92726,-5,NA,NA,NA,-19.829,NA,NA,NA,NA,NA
49798,1.94728,1.45591,-4.59106,NA,NA,NA,-4.558,NA,NA,NA,NA,NA
49955,1.82255,1.39463,-4.14246,NA,NA,NA,-4.577,NA,NA,NA,NA,NA
50138,1.9787,1.26929,-4.73311,NA,NA,NA,NA,-31.512,NA,NA,NA,NA
50260,2.12287,1.21537,-3.3072,NA,NA,NA,-42.314,NA,NA,NA,NA,NA
50503,2.1588,2.31791,-3.7818,-29.812,NA,NA,NA,NA,NA,NA,NA,NA
50684,2.02248,2.39266,-4.5704,NA,NA,NA,-19.284,NA,NA,NA,NA,NA
50813,2.50019,2.01612,-4.65566,-23.228,NA,NA,NA,NA,NA,NA,NA,NA
51194,1.82231,1.19977,-5,-26.501,NA,NA,NA,NA,NA,NA,NA,NA
51275,2.28527,0.840495,-5,NA,-48.222,NA,NA,NA,NA,NA,NA,NA
51479,1.51298,1.37523,-5,NA,NA,NA,-22.603,NA,NA,NA,NA,NA
51676,1.35482,1.30802,-4.17985,NA,NA,NA,-11.933,NA,NA,NA,NA,NA
51915,1.95782,1.51075,-5,NA,-23.072,NA,NA,NA,NA,NA,NA,NA
52146,1.79401,1.02396,-5,NA,NA,NA,-32.927,NA,NA,NA,NA,NA
52319,2.02562,1.60727,-4.96283,NA,-24.825,NA,NA,NA,NA,NA,NA,NA
52502,1.66898,0.96765,-4.09969,NA,NA,NA,-25.044,NA,NA,NA,NA,NA
52649,1.51689,1.37994,-5,NA,NA,NA,-20.83,NA,NA,NA,NA,NA
52933,1.58931,1.89717,-4.10399,NA,NA,-36.2,NA,NA,NA,NA,NA,NA
53041,0.96493,1.99823,-4.47015,NA,NA,NA,-23.807,NA,NA,NA,NA,NA
53311,1.58913,2.32365,-5,-30.899,NA,NA,NA,NA,NA,NA,NA,NA
53555,1.50316,1.19101,-5,NA,NA,-40.146,NA,NA,NA,NA,NA,NA
53755,1.75697,2.13418,-4.605,NA,NA,NA,NA,NA,NA,-77.867,NA,NA
53918,2.3439,1.52901,-4.5606,NA,-15.922,NA,NA,NA,NA,NA,NA,NA
54173,2.27754,2.28605,-4.35053,NA,NA,NA,-19.147,NA,NA,NA,NA,NA
54331,1.84248,2.11447,-4.97841,NA,NA,NA,-18.808,NA,NA,NA,NA,NA
54551,1.20296,2.09926,-5,NA,NA,NA,NA,-45.456,NA,NA,NA,NA
54768,2.95401,0.970704,-3.6975,-70.183,NA,NA,NA,NA,NA,NA,NA,NA
54972,2.75329,2.09808,-3.89865,NA,NA,NA,NA,NA,NA,NA,-83.216,NA
55046,1.47047,1.31172,-4.27168,NA,NA,-32.408,NA,NA,NA,NA,NA,NA
55293,2.18888,1.65998,-4.64467,NA,NA,NA,-8.789,NA,NA,NA,NA,NA
55500,1.32543,1.19891,-3.90549,-42.405,NA,NA,NA,NA,NA,NA,NA,NA
55689,1.32,1.1043,-5,NA,NA,NA,-36.697,NA,NA,NA,NA,NA
55881,1.66355,1.50094,-4.02943,NA,NA,-35.649,NA,NA,NA,NA,NA,NA
56081,1.64002,1.22619,-4.71866,NA,NA,-37.028,NA,NA,NA,NA,NA,NA
56242,1.03091,1.8549,-4.74594,NA,NA,NA,-23.842,NA,NA,NA,NA,NA
56418,2.1601,2.26502,-5,-30.173,NA,NA,NA,NA,NA,NA,NA,NA
56765,2.90529,1.81865,-4.108,NA,NA,NA,-34.981,NA,NA,NA,NA,NA
56820,1.79869,1.50589,-3.60949,NA,NA,NA,-18.488,NA,NA,NA,NA,NA
57126,2.03831,1.24471,-4.49534,NA,-19.739,NA,NA,NA,NA,NA,NA,NA
57384,1.38566,2.0329,-3.25392,NA,-46.335,NA,NA,NA,NA,NA,NA,NA
57498,1.6404,1.08684,-3.92151,NA,-28.049,NA,NA,NA,NA,NA,NA,NA
57675,1.21598,2.01913,-5,NA,NA,NA,-24.776,NA,NA,NA,NA,NA
57980,1.60774,1.90728,-5,-29.642,NA,NA,NA,NA,NA,NA,NA,NA
58161,1.61518,2.69478,-4.69571,NA,NA,NA,NA,-58.534,NA,NA,NA,NA
58320,1.31334,2.02216,-4.45012,NA,NA,NA,-12.118,NA,NA,NA,NA,NA
58568,1.99689,2.1444,-4.94768,NA,NA,NA,-18.82,NA,NA,NA,NA,NA
58702,1.59379,1.62107,-4.77418,NA,-11.68,NA,NA,NA,NA,NA,NA,NA
58930,2.05103,1.99584,-5,NA,NA,-30.207,NA,NA,NA,NA,NA,NA
59126,3.25228,2.18621,-5,NA,NA,NA,NA,-80.317,NA,NA,NA,NA
