id,x0,x1,x2,fitness-4,fitness-5,fitness-4.5,fitness-3.5,fitness-3
10747,-1.68678,3.9034,-5,NA,-52.23,NA,NA,NA
10868,-1.66098,3.90893,-4.5307,-34.523,NA,NA,NA,NA
11008,-1.83023,4.30645,-5,NA,-48.513,NA,NA,NA
11308,-1.58529,4.12992,-4.51111,NA,-56.276,NA,NA,NA
11600,-1.84613,4.05026,-4.58974,NA,-48.945,NA,NA,NA
11623,-3.3586,4.14836,-5,NA,-102.914,NA,NA,NA
11810,-2.02544,4.68364,-5,NA,-53.969,NA,NA,NA
12143,-2.1553,3.84231,-5,NA,-46.945,NA,NA,NA
12363,-2.313,4.75267,-5,NA,-78.83,NA,NA,NA
12579,-1.74567,3.95144,-5,NA,NA,-28.887,NA,NA
12677,-0.850968,5,-5,NA,-117.914,NA,NA,NA
12861,-1.4306,3.9985,-4.30852,NA,-72.655,NA,NA,NA
13060,-1.98617,3.83142,-5,NA,-32.091,NA,NA,NA
13241,-1.53173,3.65529,-5,NA,-42.969,NA,NA,NA
13493,-2.27087,4.01877,-5,NA,NA,-45.967,NA,NA
13677,-1.92564,3.94132,-5,-28.592,NA,NA,NA,NA
13801,-1.50807,3.45579,-4.57762,NA,NA,-22.59,NA,NA
14070,-2.07806,4.2095,-4.83941,NA,NA,-31.167,NA,NA
14345,-2.01762,4.64005,-4.59967,NA,NA,-60.545,NA,NA
14437,-2.62767,5,-4.74721,NA,-93.429,NA,NA,NA
14686,-2.25796,4.27197,-5,NA,-47.473,NA,NA,NA
14845,-2.58034,3.50725,-5,NA,NA,-62.234,NA,NA
15046,-1.63596,3.90694,-4.69972,-19.08,NA,NA,NA,NA
15223,-2.00938,4.01613,-5,NA,NA,-34.792,NA,NA
15487,-1.07599,3.84997,-4.87551,NA,-97.409,NA,NA,NA
15690,-1.20471,3.21954,-5,NA,NA,-53.308,NA,NA
15920,-1.99942,3.56879,-5,NA,NA,-34.404,NA,NA
16181,-1.35333,3.19198,-4.85232,NA,NA,-34.485,NA,NA
16350,-1.19809,3.14953,-4.83903,NA,NA,-58.746,NA,NA
16411,-1.90424,3.7129,-5,NA,NA,-21.903,NA,NA
16616,-1.5445,3.63057,-5,NA,-43.902,NA,NA,NA
16838,-1.56114,3.82139,-4.18566,NA,NA,-54.816,NA,NA
17097,-2.37448,4.02583,-5,NA,-56.882,NA,NA,NA
17346,-1.20744,3.85951,-5,-35.673,NA,NA,NA,NA
17409,-1.81032,3.81799,-5,NA,-34.194,NA,NA,NA
17683,-1.93577,4.44943,-4.39929,NA,-60.937,NA,NA,NA
17994,-2.88281,4.05624,-5,NA,-73.447,NA,NA,NA
18067,-2.08789,3.71078,-5,NA,-41.868,NA,NA,NA
18213,-2.06076,3.61166,-4.90984,NA,NA,-31.125,NA,NA
18531,-2.15024,4.42239,-5,NA,-58.499,NA,NA,NA
18608,-1.43091,4.53949,-5,NA,-59.397,NA,NA,NA
18960,-1.17133,3.11226,-5,NA,NA,-68.815,NA,NA
19102,-2.01199,3.21423,-5,NA,NA,-43.188,NA,NA
19385,-2.36295,3.8826,-5,NA,-64.563,NA,NA,NA
19431,-1.78809,4.1685,-5,-35.572,NA,NA,NA,NA
19778,-1.16733,3.6193,-4.76766,NA,NA,-24.601,NA,NA
19837,-1.78144,3.83741,-5,NA,-40.699,NA,NA,NA
20192,-2.30814,4.2316,-4.96486,NA,NA,-55.3,NA,NA
20387,-1.95055,4.5165,-5,NA,-55.164,NA,NA,NA
20548,-1.98284,4.41355,-5,NA,-60.6,NA,NA,NA
20725,-1.82212,4.19088,-5,NA,NA,-34.65,NA,NA
20877,-2.45306,4.14755,-5,NA,-57.341,NA,NA,NA
21142,-1.62284,3.46855,-5,NA,NA,-19.012,NA,NA
21341,-2.00311,3.81114,-5,-32.612,NA,NA,NA,NA
21413,-2.36201,3.48724,-5,NA,-51.638,NA,NA,NA
21665,-1.97725,4.18633,-5,-37.269,NA,NA,NA,NA
21826,-2.34555,4.46954,-5,NA,NA,-58.498,NA,NA
22090,-1.91975,4.01471,-4.54893,NA,-50.675,NA,NA,NA
22284,-2.34459,3.50244,-5,NA,-51.434,NA,NA,NA
22441,-1.67915,3.48681,-5,NA,-36.722,NA,NA,NA
22665,-1.66525,4.71206,-4.18686,NA,-63.999,NA,NA,NA
22837,-1.59129,3.96608,-4.99762,NA,NA,-12.421,NA,NA
23113,-1.70278,4.12755,-5,NA,NA,-29.58,NA,NA
23379,-1.32404,4.48085,-5,-65.149,NA,NA,NA,NA
23448,-1.95479,4.40903,-5,NA,-52.843,NA,NA,NA
23623,-1.559,5,-5,NA,NA,-79.592,NA,NA
23810,-2.2092,4.62464,-4.43117,-72.122,NA,NA,NA,NA
24133,-2.59725,4.52046,-5,NA,NA,-67.326,NA,NA
24288,-1.84242,4.57026,-4.52145,NA,NA,-58.96,NA,NA
24525,-1.59153,4.34198,-5,NA,-48.161,NA,NA,NA
24791,-2.39329,3.49616,-5,NA,-54.362,NA,NA,NA
24824,-1.70168,3.81574,-5,NA,NA,-11.224,NA,NA
25126,-1.54348,4.4443,-5,NA,-58.399,NA,NA,NA
25351,-1.97765,4.10516,-5,NA,-52.783,NA,NA,NA
25510,-2.35948,5,-5,NA,-78.127,NA,NA,NA
25615,-1.98205,3.95074,-5,-34.048,NA,NA,NA,NA
25980,-1.67434,3.79585,-5,NA,NA,-10.725,NA,NA
26120,-1.68672,4.68267,-4.7551,NA,-83.403,NA,NA,NA
26312,-1.84739,3.40533,-5,NA,-50.244,NA,NA,NA
26467,-2.17932,4.28142,-4.67983,NA,-55.4,NA,NA,NA
26679,-1.04284,3.85676,-4.20456,NA,-59.999,NA,NA,NA
26917,-1.76339,4.55144,-5,NA,-64.339,NA,NA,NA
27014,-1.66719,3.75307,-4.78374,NA,-56.986,NA,NA,NA
27301,-2.20741,5,-5,NA,-77.379,NA,NA,NA
27508,-1.15518,4.26786,-5,NA,-53.782,NA,NA,NA
27693,-2.08714,4.13954,-5,NA,NA,-34.965,NA,NA
27860,-1.97107,4.65511,-4.67535,-68.662,NA,NA,NA,NA
28130,-2.71301,3.79983,-4.64089,NA,NA,-70.577,NA,NA
28244,-2.24496,3.22447,-5,NA,NA,NA,-75.282,NA
28518,-2.4,3.97377,-5,NA,-59.758,NA,NA,NA
28795,-1.88787,4.30733,-5,NA,-55.316,NA,NA,NA
28865,-1.40341,4.03586,-5,-24.982,NA,NA,NA,NA
29182,-1.5792,5,-5,NA,NA,-81.909,NA,NA
29217,-3.03626,4.02909,-5,NA,NA,-76.96,NA,NA
29488,-1.75968,3.41925,-5,NA,-37.84,NA,NA,NA
29795,-0.813217,3.88639,-4.94495,NA,-59.515,NA,NA,NA
29892,-2.29388,3.50835,-5,NA,-50.49,NA,NA,NA
30098,-1.65637,3.68208,-4.77237,NA,-51.834,NA,NA,NA
30356,-1.35967,3.52769,-5,NA,NA,-17.1,NA,NA
30467,-2.2336,3.79221,-5,-38.017,NA,NA,NA,NA
30703,-1.6601,5,-5,NA,-72.837,NA,NA,NA
30853,-2.21671,3.90893,-5,-55.235,NA,NA,NA,NA
31159,-2.2228,3.55464,-5,-46.305,NA,NA,NA,NA
31277,-1.82233,3.51475,-4.67242,NA,-47.165,NA,NA,NA
31431,-1.4902,3.62264,-4.90892,NA,-24.399,NA,NA,NA
31734,-1.54432,4.1288,-5,NA,-47.503,NA,NA,NA
31810,-1.05444,4.53023,-5,NA,NA,-74.515,NA,NA
32146,-1.39668,4.5788,-5,NA,-57.216,NA,NA,NA
32208,-1.90533,3.8925,-5,NA,-31.568,NA,NA,NA
32462,-1.3127,3.56164,-5,NA,-56.428,NA,NA,NA
32725,-1.14976,3.31419,-5,NA,-59.357,NA,NA,NA
32870,-1.35551,3.6274,-4.6329,NA,NA,-13.852,NA,NA
33022,-1.55766,5,-5,NA,-79.217,NA,NA,NA
33350,-1.23875,3.86026,-5,NA,-51.29,NA,NA,NA
33520,-3.19372,4.25308,-5,NA,-94.521,NA,NA,NA
33653,-2.09996,3.83599,-5,NA,NA,-37.059,NA,NA
33936,-1.99096,4.15908,-4.29202,NA,NA,-69.617,NA,NA
34044,-3.0095,4.31628,-5,NA,-78.111,NA,NA,NA
34215,-2.05161,3.67405,-5,NA,-41.798,NA,NA,NA
34551,-2.45075,3.50606,-4.4678,NA,-71.018,NA,NA,NA
34746,-2.02421,4.06352,-5,-32.951,NA,NA,NA,NA
34968,-1.42422,3.76628,-5,NA,-23.985,NA,NA,NA
35113,-1.37935,4.07132,-5,NA,-53.962,NA,NA,NA
35349,-1.7979,4.65262,-5,NA,NA,-49.778,NA,NA
35498,-2.33155,4.2639,-5,-60.224,NA,NA,NA,NA
35675,-2.40828,3.67773,-4.84924,NA,-63.65,NA,NA,NA
36000,-2.59053,3.43677,-5,NA,-77.654,NA,NA,NA
36149,-1.48792,3.60447,-4.95796,NA,NA,-2.248,NA,NA
36267,-1.2424,3.80097,-5,NA,-50.178,NA,NA,NA
36461,-2.02916,2.97295,-4.64449,NA,NA,-87.657,NA,NA
36737,-1.30216,3.54741,-5,-18.257,NA,NA,NA,NA
36949,-2.27628,3.89377,-4.74128,NA,NA,-32.207,NA,NA
37020,-2.1353,3.4872,-5,NA,NA,-42.82,NA,NA
37307,-2.48343,3.57513,-5,NA,-62.135,NA,NA,NA
37501,-2.72457,3.75378,-5,NA,NA,-67.25,NA,NA
37641,-1.38994,2.91282,-4.76998,NA,-51.818,NA,NA,NA
37957,-1.19672,4.65921,-5,NA,NA,-70.297,NA,NA
38191,-2.04526,3.54707,-5,NA,-50.483,NA,NA,NA
38282,-1.30857,3.67535,-5,NA,NA,-22.468,NA,NA
38492,-1.74482,4.21142,-5,NA,-37.951,NA,NA,NA
38710,-1.27999,3.4951,-5,NA,-41.778,NA,NA,NA
38965,-1.5279,3.94387,-5,NA,-42.716,NA,NA,NA
39074,-2.0012,4.05082,-5,NA,-48.333,NA,NA,NA
39222,-2.41547,3.87888,-4.91646,NA,NA,-39.874,NA,NA
39584,-2.1607,3.67039,-5,-48.494,NA,NA,NA,NA
39758,-1.73686,3.28756,-4.96542,NA,-39.801,NA,NA,NA
39991,-1.8422,3.30996,-5,-34.638,NA,NA,NA,NA
40046,-1.58813,3.74166,-5,-39.143,NA,NA,NA,NA
40301,-1.24335,3.68577,-4.89371,NA,NA,-9.756,NA,NA
40558,-1.2152,4.03045,-5,NA,-47.186,NA,NA,NA
40757,-1.89262,3.734,-5,-40.729,NA,NA,NA,NA
40808,-2.34906,3.91487,-5,NA,NA,-41.071,NA,NA
41066,-1.74838,3.32466,-5,-36.053,NA,NA,NA,NA
41228,-1.80352,4.08742,-5,NA,NA,-27.938,NA,NA
41562,-2.36141,4.5315,-5,NA,NA,-57.043,NA,NA
41779,-2.43323,4.76223,-4.78162,-69.983,NA,NA,NA,NA
41954,-2.6052,4.41988,-4.16624,NA,-77.359,NA,NA,NA
42160,-1.8039,3.1224,-5,NA,NA,-46.092,NA,NA
42215,-3.03548,3.8824,-5,NA,NA,-70.413,NA,NA
42529,-1.64464,3.67892,-5,-11.627,NA,NA,NA,NA
42609,-1.88318,5,-4.70629,NA,-79.061,NA,NA,NA
42978,-1.15098,4.07437,-4.349,-72.267,NA,NA,NA,NA
43047,-1.57874,3.34396,-5,NA,-42.127,NA,NA,NA
43224,-1.69686,4.27409,-5,NA,NA,-40.26,NA,NA
43463,-2.0205,3.51667,-5,NA,-57.954,NA,NA,NA
43729,-1.52195,3.53825,-5,NA,-47.77,NA,NA,NA
43877,-1.89817,3.86379,-5,NA,-34.767,NA,NA,NA
44011,-1.51472,3.88067,-5,NA,NA,NA,-47.529,NA
44300,-1.88925,3.36632,-4.8573,-55.305,NA,NA,NA,NA
44509,-1.71931,4.03943,-4.49809,NA,NA,-30.379,NA,NA
44685,-2.16292,4.02216,-5,NA,-46.325,NA,NA,NA
44926,-1.52721,4.16489,-5,NA,-50.656,NA,NA,NA
45015,-1.27948,4.14445,-5,NA,-62.686,NA,NA,NA
45212,-1.05014,3.73722,-5,NA,NA,-23.974,NA,NA
45495,-0.968937,4.42997,-5,NA,-79.957,NA,NA,NA
45645,-1.88526,4.29889,-4.19457,NA,NA,-67.507,NA,NA
45822,-1.6427,3.9432,-4.38964,NA,NA,-41.276,NA,NA
46195,-2.30285,5,-5,NA,-75.044,NA,NA,NA
46229,-1.5088,4.54834,-5,NA,NA,-55.569,NA,NA
46482,-2.73799,5,-3.95459,NA,NA,-106.614,NA,NA
46720,-1.99912,4.06964,-4.28061,NA,NA,-55.692,NA,NA
46952,-2.63055,3.62625,-4.62523,NA,-67.394,NA,NA,NA
47081,-1.78308,4.15178,-4.89391,-33.339,NA,NA,NA,NA
47319,-1.52878,3.93056,-4.51742,NA,NA,-32.559,NA,NA
47473,-1.73322,3.22155,-5,NA,-52.161,NA,NA,NA
47792,-1.45788,3.32161,-5,NA,-73.27,NA,NA,NA
47906,-1.65757,4.85577,-5,NA,NA,-62.865,NA,NA
48103,-2.4046,3.98032,-4.84387,NA,-61.331,NA,NA,NA
48283,-1.97633,3.01333,-5,NA,-58.629,NA,NA,NA
48591,-2.25912,4.25772,-5,NA,NA,-48.297,NA,NA
48688,-2.4408,4.03042,-3.7899,NA,NA,-86.723,NA,NA
48845,-2.31123,3.66954,-5,NA,-50.599,NA,NA,NA
49162,-1.50006,3.83811,-4.67069,NA,-41.079,NA,NA,NA
49257,-1.99884,3.72866,-5,NA,-36.159,NA,NA,NA
49561,-1.70839,3.55939,-5,NA,-41.202,NA,NA,NA
49636,-2.36518,4.16248,-4.58787,NA,-59.466,NA,NA,NA
49867,-1.80674,4.00324,-5,NA,-45.453,NA,NA,NA
50108,-2.23819,3.58155,-5,NA,-53.858,NA,NA,NA
50319,-2.16573,4.5368,-4.66948,NA,-62.593,NA,NA,NA
50462,-1.87245,4.67701,-5,NA,-61.803,NA,NA,NA
50786,-1.69351,3.98492,-4.79701,NA,NA,-12.722,NA,NA
50876,-2.36561,3.46068,-5,NA,NA,-63.929,NA,NA
51030,-1.6697,3.99545,-4.84269,NA,NA,-16.255,NA,NA
51346,-1.55097,4.11731,-5,NA,-46.626,NA,NA,NA
51594,-2.59702,3.49848,-5,NA,-74.486,NA,NA,NA
51674,-2.4328,2.7705,-5,NA,-100.237,NA,NA,NA
51922,-1.21507,3.59285,-5,NA,NA,-27.379,NA,NA
52189,-1.38235,3.91078,-4.79045,NA,-29.841,NA,NA,NA
52216,-1.11335,3.2588,-5,-67.302,NA,NA,NA,NA
52424,-1.16278,3.51388,-5,-31.13,NA,NA,NA,NA
52621,-1.20554,4.09566,-5,NA,NA,-33.941,NA,NA
52902,-1.08465,4.11916,-5,NA,-56.13,NA,NA,NA
53041,-2.40721,4.20579,-4.69887,NA,-53.396,NA,NA,NA
53311,-1.29915,3.38093,-5,NA,NA,-18.292,NA,NA
53489,-1.22278,4.3447,-5,NA,-65.441,NA,NA,NA
53669,-2.3543,4.17645,-4.66154,NA,-52.938,NA,NA,NA
53946,-1.82676,5,-5,NA,-75.602,NA,NA,NA
54120,-1.14218,4.09007,-5,NA,-57.697,NA,NA,NA
54246,-2.30654,5,-5,NA,-76.782,NA,NA,NA
54443,-2.22896,4.2269,-5,NA,-49.021,NA,NA,NA
54698,-1.76795,5,-5,NA,NA,-74.997,NA,NA
54999,-1.04294,5,-4.82672,NA,-85.117,NA,NA,NA
55168,-1.78757,4.19183,-5,NA,NA,-36.024,NA,NA
55223,-2.41487,3.50978,-5,NA,-55.046,NA,NA,NA
55508,-1.60183,3.61122,-5,NA,-44.483,NA,NA,NA
55774,-1.75529,3.62774,-5,NA,-45.973,NA,NA,NA
55878,-2.1373,4.52955,-4.02992,NA,-77.985,NA,NA,NA
56147,-1.95691,4.82083,-5,NA,-63.002,NA,NA,NA
56344,-1.79141,5,-5,NA,-73.999,NA,NA,NA
56481,-2.15114,5,-4.94582,NA,-79.14,NA,NA,NA
56688,-2.0387,3.66822,-5,NA,-41.695,NA,NA,NA
56968,-1.97922,4.05595,-5,NA,NA,-36.593,NA,NA
57082,-1.24693,3.57158,-5,NA,-51.061,NA,NA,NA
57320,-2.13562,4.40334,-5,NA,-58.824,NA,NA,NA
57468,-0.722761,3.77077,-5,NA,-69.696,NA,NA,NA
57796,-1.06812,3.50602,-5,NA,-57.414,NA,NA,NA
57926,-1.92905,4.3739,-5,NA,-59.383,NA,NA,NA
58017,-1.48917,4.39194,-5,NA,NA,-48.4,NA,NA
58312,-1.70326,3.96692,-5,NA,-49.009,NA,NA,NA
58402,-1.71043,4.29105,-5,-40.842,NA,NA,NA,NA
58708,-1.51746,4.12849,-4.45457,NA,NA,-41.227,NA,NA
58872,-1.90875,3.68539,-4.91807,NA,-36.523,NA,NA,NA
59035,-2.09787,4.06781,-4.8232,NA,NA,-38.781,NA,NA
59300,-1.89684,4.73482,-5,NA,-61.374,NA,NA,NA
59422,-1.69855,4.31713,-4.65095,NA,NA,-45.738,NA,NA
59635,-1.95114,3.59951,-4.86668,NA,-37.039,NA,NA,NA
59897,-1.56391,3.81245,-5,NA,-45.053,NA,NA,NA
60050,-1.6264,3.39508,-5,NA,-38.664,NA,NA,NA
60369,-2.59537,4.44703,-5,NA,-70.831,NA,NA,NA
60527,-2.3471,4.15863,-5,NA,-47.99,NA,NA,NA
60691,-2.021,3.02752,-5,NA,-58.616,NA,NA,NA
60953,-1.10737,4.12195,-5,NA,-55.233,NA,NA,NA
61136,-2.00962,4.84749,-5,NA,-65.007,NA,NA,NA
61266,-1.85163,5,-5,NA,NA,-72.906,NA,NA
61537,-1.47621,5,-5,NA,NA,-77.112,NA,NA
61658,-2.629,4.21539,-4.8043,NA,-77.92,NA,NA,NA
61867,-1.87502,3.89392,-5,NA,-31.24,NA,NA,NA
62155,-2.05638,5,-5,NA,NA,-68.332,NA,NA
62204,-1.45308,3.5309,-5,NA,NA,-14.14,NA,NA
62502,-1.47506,3.61968,-5,NA,NA,-9.504,NA,NA
62676,-1.51901,4.09307,-4.99862,NA,-48.368,NA,NA,NA
62815,-1.57825,5,-4.44274,NA,-87.763,NA,NA,NA
63132,-2.18989,4.45309,-5,NA,-55.54,NA,NA,NA
63202,-2.02846,3.91665,-5,-36.067,NA,NA,NA,NA
63591,-1.69772,3.34558,-5,NA,-36.499,NA,NA,NA
63651,-1.35201,3.3909,-4.82284,NA,-88.267,NA,NA,NA
63972,-1.65909,3.52213,-5,NA,-39.05,NA,NA,NA
64102,-1.58159,3.61906,-5,NA,NA,-21.02,NA,NA
64231,-1.94909,3.86922,-5,NA,-35.744,NA,NA,NA
64528,-1.48555,3.89884,-4.33583,NA,NA,-28.455,NA,NA
64716,-0.864112,3.72125,-4.5179,NA,NA,-73.294,NA,NA
64908,-1.60343,3.93188,-5,NA,NA,-11.029,NA,NA
65106,-1.86188,3.26332,-5,NA,-59.64,NA,NA,NA
65281,-2.19449,3.91295,-5,NA,-52.789,NA,NA,NA
65447,-1.74702,4.12932,-4.82982,NA,-36.294,NA,NA,NA
65683,-1.97308,3.28391,-5,NA,-71.816,NA,NA,NA
65832,-2.22801,4.2103,-5,NA,-48.973,NA,NA,NA
66078,-1.72843,4.20635,-5,-36.681,NA,NA,NA,NA
66376,-2.06873,4.22123,-5,NA,-60.663,NA,NA,NA
66469,-2.71751,4.06512,-5,NA,-68.654,NA,NA,NA
66772,-3.01971,3.92365,-5,NA,-84.52,NA,NA,NA
66883,-1.54699,3.65696,-4.68978,NA,-45.407,NA,NA,NA
67018,-1.55784,4.1836,-5,NA,NA,-29.009,NA,NA
67353,-1.56483,3.43449,-5,NA,NA,-13.015,NA,NA
67592,-2.11423,4.3354,-5,NA,NA,-41.53,NA,NA
67732,-2.60453,3.93348,-5,-61.315,NA,NA,NA,NA
67806,-1.97144,3.39241,-5,NA,NA,-27.314,NA,NA
68035,-2.15952,3.05374,-5,NA,-73.471,NA,NA,NA
68271,-1.26193,4.23744,-5,-51.074,NA,NA,NA,NA
68424,-2.48756,5,-5,NA,-83.962,NA,NA,NA
68752,-1.75642,5,-5,NA,-72.805,NA,NA,NA
68903,-1.74576,4.39336,-4.68853,NA,-49.498,NA,NA,NA
69069,-2.16425,3.73642,-5,NA,-49.758,NA,NA,NA
69299,-2.31425,4.17945,-5,NA,-47.444,NA,NA,NA
69482,-1.79806,4.81041,-4.5041,NA,-68.701,NA,NA,NA
69794,-2.28464,4.46321,-4.38011,NA,-70.323,NA,NA,NA
69944,-2.23441,5,-5,NA,-76.856,NA,NA,NA
70107,-0.951709,4.3462,-5,NA,-75.78,NA,NA,NA
70290,-1.36166,3.67159,-5,-11.437,NA,NA,NA,NA
70470,-1.75158,3.66648,-5,-13.619,NA,NA,NA,NA
70746,-1.27814,3.93121,-5,NA,-44.151,NA,NA,NA
70963,-2.06485,3.28303,-5,-52.457,NA,NA,NA,NA
71118,-1.84753,3.75936,-5,NA,-43.874,NA,NA,NA
71389,-1.6055,3.83605,-5,-7.513,NA,NA,NA,NA
71515,-2.04245,4.60814,-4.80669,NA,NA,-70.529,NA,NA
71617,-2.09387,4.08069,-5,NA,NA,-34.892,NA,NA
71919,-2.29131,5,-4.8456,NA,-74.682,NA,NA,NA
72086,-1.49375,4.70135,-4.97483,NA,-61.426,NA,NA,NA
72249,-1.66836,3.88408,-4.23278,NA,-41.611,NA,NA,NA
72559,-1.89003,3.97767,-4.58658,-35.137,NA,NA,NA,NA
72695,-2.2351,3.83543,-5,NA,NA,-41.074,NA,NA
72906,-2.5465,3.68229,-5,-62.131,NA,NA,NA,NA
73059,-2.74042,3.10095,-5,NA,-80.841,NA,NA,NA
73242,-2.09836,4.18648,-4.59896,NA,NA,-43.576,NA,NA
73443,-1.68258,3.6412,-5,-26.637,NA,NA,NA,NA
73684,-1.00532,3.39687,-5,NA,-60.327,NA,NA,NA
73823,-2.57586,4.59304,-4.94128,NA,-66.329,NA,NA,NA
74146,-2.11145,4.08064,-5,NA,NA,-36.708,NA,NA
74345,-1.89699,3.43485,-5,NA,-56.486,NA,NA,NA
74405,-1.47518,3.98997,-5,NA,-42.75,NA,NA,NA
74800,-1.28892,3.69268,-5,NA,-44.63,NA,NA,NA
74935,-1.76326,3.86413,-5,-40.404,NA,NA,NA,NA
75172,-1.76316,4.53307,-5,NA,-62.476,NA,NA,NA
75339,-1.89199,4.36128,-5,NA,-56.534,NA,NA,NA
75434,-1.1392,3.89098,-5,NA,-73.821,NA,NA,NA
75787,-1.49005,3.54716,-4.96556,NA,-49.64,NA,NA,NA
75902,-1.72607,4.64015,-5,NA,-74.471,NA,NA,NA
76129,-2.36885,4.36008,-5,NA,-53.941,NA,NA,NA
76364,-1.45989,5,-4.6321,NA,-83.41,NA,NA,NA
76503,-2.18577,4.59117,-5,NA,NA,-56.091,NA,NA
76773,-1.04367,3.85624,-5,NA,NA,-22.85,NA,NA
76964,-1.28955,3.10761,-5,-76.463,NA,NA,NA,NA
77079,-2.3803,3.2963,-5,-66.888,NA,NA,NA,NA
77354,-1.67048,3.83534,-5,NA,NA,-16.475,NA,NA
77408,-2.09794,4.10057,-5,-44.437,NA,NA,NA,NA
77634,-1.22529,4.04408,-5,NA,-43.921,NA,NA,NA
77969,-2.30225,3.92536,-5,NA,-54.642,NA,NA,NA
78169,-1.77635,3.72698,-5,NA,-43.558,NA,NA,NA
78296,-1.88266,3.869,-4.22172,NA,-68.312,NA,NA,NA
78599,-1.13654,3.45223,-5,NA,NA,-41.285,NA,NA
78676,-1.02038,3.98718,-4.70407,NA,NA,-44.173,NA,NA
78866,-2.09549,3.92817,-5,NA,-39.897,NA,NA,NA
79083,-1.8257,3.67178,-5,NA,-45.431,NA,NA,NA
79203,-2.02518,3.54048,-5,NA,-55.201,NA,NA,NA
79453,-1.76452,4.42167,-5,NA,-46.636,NA,NA,NA
79766,-1.82272,4.22325,-4.43889,NA,NA,-45.835,NA,NA
79952,-1.67847,4.27967,-5,NA,-37.986,NA,NA,NA
80123,-1.43822,4.06047,-5,NA,-50.176,NA,NA,NA
