id,x0,x1,x2,fitness-3.5,fitness-2,fitness-1.5,fitness-0.5,fitness-2.5,fitness-3,fitness-4,fitness-1,fitness-5,fitness-4.5
3943,1.97086,2.23169,-4.30428,NA,NA,NA,NA,NA,-13.51,NA,NA,NA,NA
4163,1.68125,1.55252,-4.18158,NA,NA,NA,NA,-1.18,NA,NA,NA,NA,NA
4201,1.6373,1.99072,-4.48674,NA,NA,NA,NA,NA,-10.882,NA,NA,NA,NA
4538,0.490967,1.27982,-4.02897,NA,NA,NA,NA,-62.868,NA,NA,NA,NA,NA
4603,0.983682,1.09448,-4.84635,NA,NA,NA,NA,NA,-47.369,NA,NA,NA,NA
4847,2.69182,1.17134,-4.90537,NA,NA,NA,NA,-39.728,NA,NA,NA,NA,NA
5093,2.43303,1.67154,-3.84305,NA,NA,NA,NA,-19.758,NA,NA,NA,NA,NA
5321,0.865016,2.39945,-4.79173,NA,NA,-59.297,NA,NA,NA,NA,NA,NA,NA
5525,1.12145,1.81838,-4.85495,NA,NA,-37.397,NA,NA,NA,NA,NA,NA,NA
5772,1.63835,1.62325,-4.76338,NA,-12.653,NA,NA,NA,NA,NA,NA,NA,NA
5919,2.20678,2.35005,-4.97935,NA,NA,-42.428,NA,NA,NA,NA,NA,NA,NA
6016,2.15221,1.7572,-4.00137,NA,NA,-27.393,NA,NA,NA,NA,NA,NA,NA
6338,2.14604,1.55567,-4.68019,-33.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
6402,1.68745,2.60753,-4.186,-45.336,NA,NA,NA,NA,NA,NA,NA,NA,NA
6619,0.946378,2.60099,-4.15644,-55.219,NA,NA,NA,NA,NA,NA,NA,NA,NA
6925,0.747244,1.68785,-4.68962,NA,NA,NA,NA,NA,NA,-84.988,NA,NA,NA
7090,0.857744,2.15888,-4.66909,NA,NA,NA,NA,-33.743,NA,NA,NA,NA,NA
7380,1.45016,2.06887,-4.65495,NA,NA,NA,NA,NA,-13.736,NA,NA,NA,NA
7518,1.74255,2.28245,-4.19438,-26.366,NA,NA,NA,NA,NA,NA,NA,NA,NA
7626,1.59996,1.30143,-4.53738,NA,NA,NA,NA,NA,-10.674,NA,NA,NA,NA
7948,2.38409,3.19246,-4.47892,NA,NA,NA,NA,NA,-63.544,NA,NA,NA,NA
8091,2.77294,1.94784,-4.57826,NA,NA,NA,NA,NA,NA,-79.181,NA,NA,NA
8346,3.36361,0.928249,-4.69144,-93.362,NA,NA,NA,NA,NA,NA,NA,NA,NA
8566,2.20295,0.985357,-4.60572,NA,NA,NA,NA,-25.566,NA,NA,NA,NA,NA
8620,1.90045,1.79118,-4.85371,NA,NA,NA,NA,NA,-18.828,NA,NA,NA,NA
8831,2.07767,1.443,-4.77224,NA,NA,NA,NA,-10.669,NA,NA,NA,NA,NA
9162,2.05249,1.1963,-4.61845,NA,NA,NA,NA,-14.207,NA,NA,NA,NA,NA
9284,2.38801,1.53301,-4.87005,-33.585,NA,NA,NA,NA,NA,NA,NA,NA,NA
9495,1.91241,1.52088,-4.23077,NA,NA,-29.535,NA,NA,NA,NA,NA,NA,NA
9622,2.28598,2.11334,-3.91629,-35.957,NA,NA,NA,NA,NA,NA,NA,NA,NA
9997,2.13763,3.21587,-4.23514,NA,NA,NA,NA,NA,-64.423,NA,NA,NA,NA
10076,1.06209,2.52985,-4.50501,NA,NA,NA,NA,-32.554,NA,NA,NA,NA,NA
10267,1.6039,1.78017,-4.65139,-30.057,NA,NA,NA,NA,NA,NA,NA,NA,NA
10588,1.62736,1.53032,-4.92905,NA,NA,NA,NA,NA,-21.823,NA,NA,NA,NA
10660,1.8539,3.20615,-4.783,NA,-64.452,NA,NA,NA,NA,NA,NA,NA,NA
10998,2.15725,2.57256,-3.94964,NA,-30.692,NA,NA,NA,NA,NA,NA,NA,NA
11005,2.13056,1.81247,-4.74771,NA,NA,NA,NA,-11.193,NA,NA,NA,NA,NA
11361,1.75982,0.770973,-4.28665,NA,NA,NA,NA,-38.839,NA,NA,NA,NA,NA
11493,0.847687,1.36838,-2.76264,NA,-115.644,NA,NA,NA,NA,NA,NA,NA,NA
11755,2.0701,1.03203,-3.57408,NA,-44.643,NA,NA,NA,NA,NA,NA,NA,NA
11929,1.63885,1.51413,-3.89971,NA,NA,NA,NA,NA,-11.392,NA,NA,NA,NA
12167,0.682881,2.67662,-4.25736,NA,NA,NA,NA,-52.84,NA,NA,NA,NA,NA
12340,1.53379,2.03249,-4.36283,-32.161,NA,NA,NA,NA,NA,NA,NA,NA,NA
12496,1.36508,1.51,-4.80188,NA,NA,NA,NA,NA,-20.884,NA,NA,NA,NA
12667,2.22253,1.24681,-3.79349,NA,NA,NA,NA,-21.316,NA,NA,NA,NA,NA
12955,2.12379,1.47271,-4.6735,NA,NA,NA,NA,-8.759,NA,NA,NA,NA,NA
13120,0.852727,0.697497,-4.8593,NA,NA,-128.011,NA,NA,NA,NA,NA,NA,NA
13239,2.02896,3.07586,-3.89033,NA,NA,NA,NA,-53.36,NA,NA,NA,NA,NA
13513,1.11168,2.90154,-3.92608,NA,NA,NA,NA,NA,-51.353,NA,NA,NA,NA
13631,0.257806,2.89896,-4.53944,NA,NA,NA,NA,-85.114,NA,NA,NA,NA,NA
13971,1.41886,2.02919,-4.37977,-42.156,NA,NA,NA,NA,NA,NA,NA,NA,NA
14182,1.22247,1.92014,-4.31015,NA,NA,NA,NA,NA,NA,-53.769,NA,NA,NA
14259,1.51147,1.31696,-4.61761,NA,NA,NA,NA,NA,-14.422,NA,NA,NA,NA
14489,0.752056,1.66307,-4.35887,NA,NA,NA,NA,NA,-34.985,NA,NA,NA,NA
14642,2.16709,0.686963,-4.15706,NA,NA,NA,NA,NA,-47.257,NA,NA,NA,NA
14858,1.76822,2.34796,-4.85789,NA,-26.878,NA,NA,NA,NA,NA,NA,NA,NA
15058,1.90053,1.74663,-4.86146,NA,NA,NA,NA,NA,-15.107,NA,NA,NA,NA
15300,1.77249,2.38448,-4.85146,-41.299,NA,NA,NA,NA,NA,NA,NA,NA,NA
15598,2.71233,2.41514,-4.37593,NA,-38.227,NA,NA,NA,NA,NA,NA,NA,NA
15689,2.61668,1.34295,-4.10547,NA,NA,NA,NA,NA,-28.876,NA,NA,NA,NA
15861,1.08469,2.91718,-3.70675,-74.832,NA,NA,NA,NA,NA,NA,NA,NA,NA
16199,2.40291,2.21649,-3.46788,-74.656,NA,NA,NA,NA,NA,NA,NA,NA,NA
16319,2.06086,1.54319,-3.56131,-40.162,NA,NA,NA,NA,NA,NA,NA,NA,NA
16510,2.45381,1.86868,-3.7545,NA,NA,NA,NA,NA,NA,-61.699,NA,NA,NA
16667,1.93908,2.52035,-3.59354,-50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
16845,1.07442,2.82311,-3.97873,NA,NA,NA,NA,-46.654,NA,NA,NA,NA,NA
17142,1.10195,1.49195,-4.58404,NA,NA,NA,NA,NA,-29.574,NA,NA,NA,NA
17272,3.21945,1.32143,-3.7953,NA,NA,NA,NA,NA,NA,-108.321,NA,NA,NA
17501,2.28665,2.51184,-4.01283,NA,NA,NA,NA,-28.405,NA,NA,NA,NA,NA
17633,1.87192,2.92816,-4.30509,NA,NA,NA,NA,NA,-42.438,NA,NA,NA,NA
17822,1.69453,1.91898,-4.77094,NA,NA,-32.029,NA,NA,NA,NA,NA,NA,NA
18104,1.99159,2.22003,-4.77045,NA,NA,NA,NA,-16.7,NA,NA,NA,NA,NA
18359,1.59695,2.1942,-4.87574,NA,-27.925,NA,NA,NA,NA,NA,NA,NA,NA
18499,2.05054,2.98454,-4.01986,NA,NA,NA,NA,NA,-54.766,NA,NA,NA,NA
18758,0.955512,2.38719,-4.46175,NA,NA,NA,NA,-32.059,NA,NA,NA,NA,NA
18899,1.58022,2.03705,-4.59644,NA,NA,NA,NA,-9.062,NA,NA,NA,NA,NA
19065,0.992543,1.44828,-3.99878,NA,NA,-46.136,NA,NA,NA,NA,NA,NA,NA
19278,0.836574,1.81326,-3.78907,NA,-51.384,NA,NA,NA,NA,NA,NA,NA,NA
19558,0.746101,1.62765,-4.52518,NA,NA,NA,NA,-35.422,NA,NA,NA,NA,NA
19649,1.48114,2.09471,-4.06252,NA,-25.227,NA,NA,NA,NA,NA,NA,NA,NA
19907,3.09741,1.08329,-4.11529,NA,-68.132,NA,NA,NA,NA,NA,NA,NA,NA
20021,2.15646,1.84367,-4.68478,NA,NA,NA,NA,-10.937,NA,NA,NA,NA,NA
20371,1.59789,3.17078,-3.82234,NA,NA,NA,NA,NA,-65.094,NA,NA,NA,NA
20517,1.56883,2.04277,-4.48438,NA,NA,NA,NA,-7.549,NA,NA,NA,NA,NA
20742,3.28304,2.38351,-4.29568,NA,-69.057,NA,NA,NA,NA,NA,NA,NA,NA
20879,1.09051,3.07559,-4.56923,NA,NA,NA,NA,NA,-63.239,NA,NA,NA,NA
21100,2.10397,1.00656,-4.14734,NA,-23.473,NA,NA,NA,NA,NA,NA,NA,NA
21273,2.12957,1.22465,-4.22785,NA,-15.876,NA,NA,NA,NA,NA,NA,NA,NA
21406,2.35578,1.27679,-4.63483,NA,NA,NA,NA,NA,-23.293,NA,NA,NA,NA
21740,2.51359,1.16283,-4.26157,NA,NA,NA,NA,NA,-34.141,NA,NA,NA,NA
21911,1.74503,1.67345,-4.53602,NA,NA,NA,NA,-2.124,NA,NA,NA,NA,NA
22077,1.53796,1.04769,-4.71419,NA,NA,NA,NA,NA,-24.743,NA,NA,NA,NA
22223,1.56977,1.45353,-4.34757,NA,NA,NA,NA,NA,-12.193,NA,NA,NA,NA
22484,2.34657,1.18894,-3.49271,NA,NA,NA,NA,-39.195,NA,NA,NA,NA,NA
22762,2.21739,1.75921,-4.24648,NA,NA,NA,NA,-7.897,NA,NA,NA,NA,NA
22952,1.63728,2.91025,-3.86741,NA,-45.342,NA,NA,NA,NA,NA,NA,NA,NA
23094,1.6744,3.29033,-4.30827,NA,NA,NA,NA,NA,-65.778,NA,NA,NA,NA
23265,3.59409,2.35237,-3.94508,NA,NA,NA,NA,NA,-104.005,NA,NA,NA,NA
23470,2.97019,2.19998,-4.5598,-68.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
23673,2.76526,2.01991,-3.70504,NA,NA,NA,NA,NA,-53.494,NA,NA,NA,NA
23975,2.46815,1.69133,-4.09746,NA,-18.416,NA,NA,NA,NA,NA,NA,NA,NA
24031,1.2633,2.48933,-3.88344,NA,NA,NA,NA,-29.666,NA,NA,NA,NA,NA
24291,2.68575,1.01196,-4.21492,NA,NA,NA,NA,NA,NA,-71.434,NA,NA,NA
24584,2.39684,1.0315,-3.87964,-46.652,NA,NA,NA,NA,NA,NA,NA,NA,NA
24604,2.74827,1.64616,-3.89877,-49.052,NA,NA,NA,NA,NA,NA,NA,NA,NA
24868,2.5656,1.13247,-4.35536,NA,NA,NA,NA,-28.022,NA,NA,NA,NA,NA
25147,2.03211,1.20522,-4.14491,NA,NA,-48.03,NA,NA,NA,NA,NA,NA,NA
25252,2.48594,0.922059,-4.0632,NA,NA,NA,-116.991,NA,NA,NA,NA,NA,NA
25456,1.60655,1.26363,-3.82306,NA,NA,-36.437,NA,NA,NA,NA,NA,NA,NA
25643,1.94608,1.73325,-3.33517,NA,NA,NA,NA,NA,NA,NA,-104.793,NA,NA
25823,1.36989,2.3056,-4.97676,NA,-32.218,NA,NA,NA,NA,NA,NA,NA,NA
26159,1.58562,1.42262,-4.74567,NA,-17.066,NA,NA,NA,NA,NA,NA,NA,NA
26368,1.07698,1.87863,-4.60362,-44.268,NA,NA,NA,NA,NA,NA,NA,NA,NA
26515,1.38967,2.09242,-4.431,-26.865,NA,NA,NA,NA,NA,NA,NA,NA,NA
26631,1.55003,1.08954,-4.13401,NA,-20.728,NA,NA,NA,NA,NA,NA,NA,NA
26976,1.17713,1.60849,-4.81776,NA,NA,-35.921,NA,NA,NA,NA,NA,NA,NA
27043,1.02457,1.83998,-4.45325,-33.794,NA,NA,NA,NA,NA,NA,NA,NA,NA
27335,0.969121,1.64875,-4.53359,NA,NA,NA,NA,NA,-30.815,NA,NA,NA,NA
27582,1.19705,1.76045,-4.68993,NA,NA,NA,NA,NA,NA,-54.704,NA,NA,NA
27787,2.39653,1.79027,-4.88998,NA,NA,NA,NA,NA,NA,NA,NA,-134.656,NA
27835,2.73476,2.4192,-4.5985,NA,NA,NA,NA,NA,-42.721,NA,NA,NA,NA
28060,1.78379,1.49182,-4.55161,-22.023,NA,NA,NA,NA,NA,NA,NA,NA,NA
28350,2.17494,1.47186,-3.68851,NA,NA,NA,NA,NA,-24.674,NA,NA,NA,NA
28565,2.53642,3.00317,-4.66545,NA,-58.123,NA,NA,NA,NA,NA,NA,NA,NA
28679,2.28783,3.24455,-4.71499,NA,NA,-78.792,NA,NA,NA,NA,NA,NA,NA
28911,1.37458,2.92334,-4.50626,NA,NA,NA,NA,NA,NA,NA,-81.147,NA,NA
29144,1.21379,1.47719,-4.54263,NA,NA,-32.991,NA,NA,NA,NA,NA,NA,NA
29234,0.990758,2.23445,-4.52375,NA,NA,-50.006,NA,NA,NA,NA,NA,NA,NA
29517,1.19929,2.80514,-4.01828,NA,NA,-64.69,NA,NA,NA,NA,NA,NA,NA
29705,1.14238,2.12555,-4.14209,NA,NA,NA,NA,-19.389,NA,NA,NA,NA,NA
29840,1.83415,2.29951,-4.35665,NA,NA,NA,-102.785,NA,NA,NA,NA,NA,NA
30109,2.146,1.39673,-4.34145,NA,NA,NA,NA,NA,NA,NA,-55.309,NA,NA
30360,1.31637,1.62508,-4.44469,NA,-17.782,NA,NA,NA,NA,NA,NA,NA,NA
30451,1.88263,3.27582,-3.93408,NA,NA,NA,NA,NA,-72.844,NA,NA,NA,NA
30774,2.05771,2.12081,-2.9652,-80.496,NA,NA,NA,NA,NA,NA,NA,NA,NA
30878,1.69109,1.33501,-3.49488,-44.701,NA,NA,NA,NA,NA,NA,NA,NA,NA
31142,1.27033,1.9568,-3.31103,-51.189,NA,NA,NA,NA,NA,NA,NA,NA,NA
31361,0.711544,1.85803,-3.274,NA,NA,NA,NA,NA,-65.342,NA,NA,NA,NA
31457,1.5582,1.35013,-3.93958,NA,NA,NA,NA,NA,-11.54,NA,NA,NA,NA
31742,1.37924,1.6759,-3.67147,NA,-24.053,NA,NA,NA,NA,NA,NA,NA,NA
31835,1.00344,1.80755,-3.85202,NA,-43.266,NA,NA,NA,NA,NA,NA,NA,NA
32042,1.30558,1.01597,-4.69969,NA,-41.419,NA,NA,NA,NA,NA,NA,NA,NA
32346,1.96741,1.32723,-4.51394,NA,-8.944,NA,NA,NA,NA,NA,NA,NA,NA
32401,1.66722,1.14825,-4.34416,NA,NA,NA,NA,-10.584,NA,NA,NA,NA,NA
32725,2.01169,3.49651,-4.63637,NA,NA,NA,NA,NA,-82.43,NA,NA,NA,NA
32896,2.64353,2.72704,-4.67862,NA,NA,NA,NA,-47.188,NA,NA,NA,NA,NA
33043,1.01066,2.55939,-4.90421,NA,NA,-71.558,NA,NA,NA,NA,NA,NA,NA
33388,0.394821,2.65869,-4.51375,NA,NA,-99.422,NA,NA,NA,NA,NA,NA,NA
33533,0.0577134,2.1714,-4.44151,NA,-85.673,NA,NA,NA,NA,NA,NA,NA,NA
33754,0.0402206,2.04825,-4.45568,NA,NA,-101.797,NA,NA,NA,NA,NA,NA,NA
33897,0.500439,2.09465,-4.82767,NA,NA,-68.356,NA,NA,NA,NA,NA,NA,NA
34147,2.00282,1.004,-4.79036,NA,NA,NA,NA,-25.015,NA,NA,NA,NA,NA
34281,1.76459,2.07388,-3.5912,NA,NA,NA,NA,-21.141,NA,NA,NA,NA,NA
34462,2.96159,1.87759,-4.98651,NA,NA,NA,NA,-44.176,NA,NA,NA,NA,NA
34706,2.56864,2.03181,-4.84084,NA,-28.332,NA,NA,NA,NA,NA,NA,NA,NA
34984,1.77509,2.4867,-4.60009,NA,NA,NA,NA,NA,-24.407,NA,NA,NA,NA
35110,1.41054,2.72927,-4.49559,NA,NA,NA,NA,-32.126,NA,NA,NA,NA,NA
35325,1.2908,1.3041,-4.86881,NA,NA,NA,NA,NA,NA,-73.292,NA,NA,NA
35575,1.50631,1.7822,-4.10697,-34.507,NA,NA,NA,NA,NA,NA,NA,NA,NA
35603,1.73615,1.54222,-4.79794,NA,NA,NA,NA,NA,-20.139,NA,NA,NA,NA
35817,2.52693,1.3708,-4.57701,NA,NA,NA,NA,NA,-26.139,NA,NA,NA,NA
36032,2.42979,1.80051,-4.63556,-30.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
36216,1.77759,1.62654,-4.56656,NA,NA,NA,NA,NA,NA,-65.421,NA,NA,NA
36444,1.41094,1.70813,-4.27813,NA,NA,NA,NA,NA,NA,-50.061,NA,NA,NA
36745,2.06122,1.98632,-4.47306,NA,NA,NA,NA,NA,-12.366,NA,NA,NA,NA
36975,1.02494,1.52182,-4.02372,NA,NA,NA,NA,NA,-29.028,NA,NA,NA,NA
37042,1.83228,1.56783,-4.3897,NA,NA,NA,NA,NA,-2.97,NA,NA,NA,NA
37205,2.03662,0.948912,-4.36561,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.13
37475,1.72614,2.62301,-4.94714,NA,NA,NA,NA,NA,NA,NA,NA,NA,-102.582
37770,1.32577,2.73793,-4.54441,-51.854,NA,NA,NA,NA,NA,NA,NA,NA,NA
37968,1.71309,2.23481,-4.43463,NA,-13.251,NA,NA,NA,NA,NA,NA,NA,NA
38085,1.15693,2.36582,-4.00885,NA,NA,NA,NA,NA,-30.275,NA,NA,NA,NA
38264,1.01178,1.42961,-4.23549,NA,-35.083,NA,NA,NA,NA,NA,NA,NA,NA
38434,1.44635,2.61103,-4.30208,NA,NA,NA,NA,-26.495,NA,NA,NA,NA,NA
38794,1.05566,2.532,-4.13766,NA,-45.308,NA,NA,NA,NA,NA,NA,NA,NA
38847,1.75532,2.41462,-3.48212,NA,NA,NA,NA,-35.653,NA,NA,NA,NA,NA
39080,0.527973,1.70215,-4.17,NA,NA,NA,NA,NA,NA,NA,-113.121,NA,NA
39269,1.72518,0.83155,-4.97174,NA,-56.045,NA,NA,NA,NA,NA,NA,NA,NA
39460,2.57965,1.31232,-4.8099,NA,-34.276,NA,NA,NA,NA,NA,NA,NA,NA
39715,1.93259,1.43044,-4.54059,NA,NA,NA,NA,-4.024,NA,NA,NA,NA,NA
39886,1.02866,1.57516,-4.34985,NA,NA,NA,NA,-20.423,NA,NA,NA,NA,NA
40159,2.14185,2.80772,-4.45629,-58.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
40344,2.3818,2.58953,-4.02503,-52.731,NA,NA,NA,NA,NA,NA,NA,NA,NA
40508,2.49075,2.12567,-4.6873,NA,-23.764,NA,NA,NA,NA,NA,NA,NA,NA
40770,2.43259,2.43809,-4.68919,NA,-33.912,NA,NA,NA,NA,NA,NA,NA,NA
40881,2.06673,2.39774,-4.83904,NA,-29.045,NA,NA,NA,NA,NA,NA,NA,NA
41100,2.64485,1.8335,-4.92865,NA,NA,NA,NA,NA,NA,-63.037,NA,NA,NA
41237,2.23892,1.12583,-4.03043,-38.301,NA,NA,NA,NA,NA,NA,NA,NA,NA
41592,1.64599,3.09964,-4.53112,NA,NA,NA,NA,-48.814,NA,NA,NA,NA,NA
41614,1.24952,1.7393,-4.51715,NA,NA,NA,NA,NA,-16.655,NA,NA,NA,NA
41991,1.81529,2.03532,-4.29416,NA,NA,NA,NA,-5.491,NA,NA,NA,NA,NA
42099,1.1106,3.14701,-3.79294,NA,NA,-85.285,NA,NA,NA,NA,NA,NA,NA
42274,2.93426,2.29634,-4.09908,NA,NA,NA,NA,-44.268,NA,NA,NA,NA,NA
42486,2.79617,1.3335,-4.9968,NA,NA,NA,NA,-40.866,NA,NA,NA,NA,NA
42754,2.72457,1.1322,-4.92915,NA,NA,NA,NA,-42.473,NA,NA,NA,NA,NA
42884,2.24284,0.509204,-4.83407,NA,-78.664,NA,NA,NA,NA,NA,NA,NA,NA
43046,2.59123,1.6069,-4.60331,NA,-31.991,NA,NA,NA,NA,NA,NA,NA,NA
43328,1.68046,0.79796,-4.67819,NA,NA,NA,NA,-40.047,NA,NA,NA,NA,NA
43433,2.30914,1.60118,-4.68466,-26.411,NA,NA,NA,NA,NA,NA,NA,NA,NA
43610,2.46944,2.14864,-4.63116,-50.113,NA,NA,NA,NA,NA,NA,NA,NA,NA
43977,1.36868,1.86445,-4.47784,NA,NA,NA,NA,NA,-20.244,NA,NA,NA,NA
44145,2.01332,1.6935,-4.70034,NA,NA,NA,NA,NA,-19.972,NA,NA,NA,NA
44343,2.38411,2.90701,-4.4886,NA,NA,NA,NA,-46.054,NA,NA,NA,NA,NA
44479,1.96297,1.71303,-4.76977,NA,NA,-26.411,NA,NA,NA,NA,NA,NA,NA
44611,1.57671,1.31851,-4.08915,NA,-25.796,NA,NA,NA,NA,NA,NA,NA,NA
44847,1.14363,1.7397,-4.58152,NA,NA,NA,NA,NA,-22.289,NA,NA,NA,NA
45004,1.34185,1.36959,-4.01793,NA,-21.079,NA,NA,NA,NA,NA,NA,NA,NA
45329,2.62796,0.664131,-4.27746,NA,NA,NA,NA,-60.156,NA,NA,NA,NA,NA
45562,2.61131,0.852716,-4.71457,NA,NA,NA,NA,-48.851,NA,NA,NA,NA,NA
45640,2.81715,1.97709,-4.53273,NA,NA,NA,NA,NA,-36.642,NA,NA,NA,NA
45881,1.88368,0.494821,-4.74999,NA,NA,NA,NA,NA,-70.568,NA,NA,NA,NA
46092,1.82284,0.900718,-4.39589,NA,NA,NA,NA,NA,NA,NA,NA,-147.953,NA
46385,3.03989,1.22629,-4.13936,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.57
46472,2.91747,1.17183,-3.44693,-87.127,NA,NA,NA,NA,NA,NA,NA,NA,NA
46666,2.11224,1.01169,-4.56637,NA,NA,NA,NA,NA,-29.999,NA,NA,NA,NA
46936,1.43648,2.07593,-4.83737,NA,NA,NA,NA,NA,NA,-66.963,NA,NA,NA
47038,1.61645,1.91118,-4.16732,NA,NA,NA,NA,-5.129,NA,NA,NA,NA,NA
47355,1.79089,1.57441,-4.05984,NA,NA,NA,NA,-2.278,NA,NA,NA,NA,NA
47483,2.27843,1.60085,-4.80002,-35.736,NA,NA,NA,NA,NA,NA,NA,NA,NA
47706,1.71502,1.32493,-3.87143,-28.304,NA,NA,NA,NA,NA,NA,NA,NA,NA
47840,1.65141,1.84989,-4.80273,NA,NA,NA,NA,-9.462,NA,NA,NA,NA,NA
48021,2.71998,2.43322,-4.69713,NA,NA,NA,NA,-39.413,NA,NA,NA,NA,NA
48258,1.99425,1.93664,-4.00542,NA,NA,NA,NA,-8.267,NA,NA,NA,NA,NA
48591,3.50069,1.86774,-4.76317,NA,NA,NA,NA,NA,NA,NA,NA,NA,-169.675
48672,2.39438,1.53455,-4.51127,NA,NA,NA,NA,NA,NA,-65.101,NA,NA,NA
48930,2.00769,2.25336,-4.31092,NA,NA,NA,NA,NA,NA,NA,NA,-118.106,NA
49085,1.66472,2.32357,-4.43956,NA,NA,NA,NA,-14.982,NA,NA,NA,NA,NA
49257,2.0523,2.22125,-3.72376,NA,-24.064,NA,NA,NA,NA,NA,NA,NA,NA
49508,3.32779,2.04652,-4.47132,NA,NA,-74.484,NA,NA,NA,NA,NA,NA,NA
49648,2.48357,2.3395,-4.33405,NA,-33.356,NA,NA,NA,NA,NA,NA,NA,NA
49903,1.94555,2.09678,-4.88014,NA,NA,-31.557,NA,NA,NA,NA,NA,NA,NA
50071,2.32455,1.2819,-4.02242,NA,NA,NA,NA,NA,-23.681,NA,NA,NA,NA
50334,2.88307,3.1762,-4.29863,NA,-84.043,NA,NA,NA,NA,NA,NA,NA,NA
50587,2.40408,3.03187,-4.75092,NA,NA,NA,NA,-55.99,NA,NA,NA,NA,NA
50691,2.61588,2.12204,-4.70587,NA,NA,NA,NA,-27.222,NA,NA,NA,NA,NA
50875,1.98378,2.19542,-3.82332,NA,NA,NA,NA,NA,-18.746,NA,NA,NA,NA
51190,1.16555,1.17171,-4.33386,NA,NA,-59.168,NA,NA,NA,NA,NA,NA,NA
51334,0.667065,1.59692,-4.90443,NA,NA,NA,NA,-46.367,NA,NA,NA,NA,NA
51582,2.01282,1.70733,-4.3627,NA,NA,-20.975,NA,NA,NA,NA,NA,NA,NA
51757,3.27437,2.73202,-4.78702,NA,NA,NA,NA,-78.996,NA,NA,NA,NA,NA
51816,1.50481,2.55259,-4.90091,NA,-40.056,NA,NA,NA,NA,NA,NA,NA,NA
52190,1.33598,3.03034,-4.46015,NA,NA,-79.558,NA,NA,NA,NA,NA,NA,NA
52319,1.85693,2.43448,-4.19962,NA,NA,NA,NA,NA,-20.216,NA,NA,NA,NA
52482,1.83206,1.66408,-4.85953,NA,NA,NA,NA,-10.723,NA,NA,NA,NA,NA
52601,2.70979,2.25252,-4.85867,NA,NA,-53.986,NA,NA,NA,NA,NA,NA,NA
52909,2.52903,1.99103,-4.73726,NA,-27.072,NA,NA,NA,NA,NA,NA,NA,NA
53198,2.39042,1.71941,-4.12001,NA,NA,-27.869,NA,NA,NA,NA,NA,NA,NA
53223,1.55854,1.66963,-4.63258,NA,NA,NA,NA,NA,-14.415,NA,NA,NA,NA
53503,2.13872,2.63707,-4.85043,-49.987,NA,NA,NA,NA,NA,NA,NA,NA,NA
53620,2.80417,2.3145,-3.73753,NA,NA,-59.112,NA,NA,NA,NA,NA,NA,NA
53823,2.95877,1.07613,-4.2079,NA,-58.678,NA,NA,NA,NA,NA,NA,NA,NA
54084,2.72273,0.585467,-3.97727,NA,NA,NA,NA,NA,-70.194,NA,NA,NA,NA
