id,x0,x1,x2,fitness4,fitness5,fitness4.5,fitness3,fitness3.5,fitness2,fitness2.5
12735,5,-1.79074,5,NA,798.193,NA,NA,NA,NA,NA
12820,4.95597,-0.527195,4.59904,NA,2042.481,NA,NA,NA,NA,NA
13060,5,-0.642652,5,NA,9519.035,NA,NA,NA,NA,NA
13226,3.948,-0.934002,5,NA,1244.988,NA,NA,NA,NA,NA
13455,4.10385,-0.213341,5,NA,3483.076,NA,NA,NA,NA,NA
13729,5,-0.287088,4.24472,NA,4175.36,NA,NA,NA,NA,NA
13796,5,-0.87556,3.83395,NA,4132.431,NA,NA,NA,NA,NA
14062,5,-0.305142,3.499,NA,485.361,NA,NA,NA,NA,NA
14225,5,-0.553452,4.9156,NA,6651.381,NA,NA,NA,NA,NA
14502,5,-0.681959,4.86959,NA,14638.672,NA,NA,NA,NA,NA
14632,3.77928,-1.99062,5,NA,2050.676,NA,NA,NA,NA,NA
14894,4.96887,-1.94733,5,NA,6576.002,NA,NA,NA,NA,NA
15019,5,-0.89025,5,NA,11816.214,NA,NA,NA,NA,NA
15277,5,-0.97855,5,NA,8390.323,NA,NA,NA,NA,NA
15383,5,-0.64356,5,NA,9556.825,NA,NA,NA,NA,NA
15627,5,-0.761513,5,NA,12827.392,NA,NA,NA,NA,NA
15791,5,-1.92829,5,NA,4898.763,NA,NA,NA,NA,NA
15983,5,-1.97381,4.70894,NA,5427.519,NA,NA,NA,NA,NA
16262,3.61263,-1.0534,5,NA,782.353,NA,NA,NA,NA,NA
16473,4.32555,-1.00295,4.78236,NA,NA,3450.372,NA,NA,NA,NA
16757,5,-1.03383,5,NA,5412.813,NA,NA,NA,NA,NA
16815,5,-1.39532,4.39341,NA,6790.395,NA,NA,NA,NA,NA
17122,4.17899,-1.6146,5,NA,5080.302,NA,NA,NA,NA,NA
17216,5,-1.80005,4.97446,NA,1298.64,NA,NA,NA,NA,NA
17401,5,-1.81124,5,NA,1608.474,NA,NA,NA,NA,NA
17735,4.82989,-2.17393,5,NA,5432.404,NA,NA,NA,NA,NA
17847,4.95712,-0.722609,5,NA,14199.133,NA,NA,NA,NA,NA
18018,4.31033,-1.29367,5,NA,5681.982,NA,NA,NA,NA,NA
18240,5,-1.32307,5,NA,NA,NA,3218.549,NA,NA,NA
18475,4.76094,-2.14463,5,NA,4579.345,NA,NA,NA,NA,NA
18579,4.68846,-1.73825,5,NA,NA,NA,NA,418.698,NA,NA
18917,5,-1.95169,5,NA,6137.503,NA,NA,NA,NA,NA
19153,4.14566,-1.41832,5,NA,5358.914,NA,NA,NA,NA,NA
19332,4.5812,-0.535777,5,NA,1982.57,NA,NA,NA,NA,NA
19387,4.40706,-0.305397,4.90147,NA,3483.447,NA,NA,NA,NA,NA
19710,4.926,-0.598353,5,NA,NA,8124.237,NA,NA,NA,NA
19911,5,-1.58333,3.18458,NA,2617.242,NA,NA,NA,NA,NA
20127,4.73338,-1.54841,2.38714,NA,NA,995.67,NA,NA,NA,NA
20328,5,-1.25983,5,4186.678,NA,NA,NA,NA,NA,NA
20389,4.26975,-3.07787,4.21518,NA,1116.253,NA,NA,NA,NA,NA
20711,5,-4.96222,5,NA,2634.972,NA,NA,NA,NA,NA
20953,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA
21071,4.80028,-5,5,NA,3273.022,NA,NA,NA,NA,NA
21319,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA
21470,5,-5,5,565.706,NA,NA,NA,NA,NA,NA
21611,4.91083,-3.92054,5,NA,3124.713,NA,NA,NA,NA,NA
21793,4.81963,-4.057,5,NA,3093.926,NA,NA,NA,NA,NA
22093,5,-3.92821,5,NA,2475.107,NA,NA,NA,NA,NA
22359,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA
22517,4.93925,-5,5,NA,3128.496,NA,NA,NA,NA,NA
22659,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA
22862,5,-5,5,NA,2621.411,NA,NA,NA,NA,NA
22988,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA
23333,5,-5,4.78625,NA,3199.415,NA,NA,NA,NA,NA
23487,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA
23645,4.61938,-5,5,NA,1451.05,NA,NA,NA,NA,NA
23796,4.81796,-5,5,NA,3344.201,NA,NA,NA,NA,NA
24072,5,-4.86829,5,NA,2155.468,NA,NA,NA,NA,NA
24311,5,-5,5,NA,3251.627,NA,NA,NA,NA,NA
24539,4.9193,-5,5,NA,3250.366,NA,NA,NA,NA,NA
24752,4.71413,-3.81021,4.98548,NA,1579.187,NA,NA,NA,NA,NA
24949,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA
25012,4.77265,-5,4.92831,NA,5176.624,NA,NA,NA,NA,NA
25156,4.79054,-4.81114,5,NA,1855.323,NA,NA,NA,NA,NA
25397,4.66007,-4.00319,5,NA,2026.775,NA,NA,NA,NA,NA
25554,4.94876,-3.03792,5,NA,3800.836,NA,NA,NA,NA,NA
25807,5,-1.6678,5,NA,NA,2943.178,NA,NA,NA,NA
26086,5,-0.751334,5,NA,14366.462,NA,NA,NA,NA,NA
26144,4.41536,-0.815067,5,3272.525,NA,NA,NA,NA,NA,NA
26378,4.13889,-0.375251,5,NA,2268.772,NA,NA,NA,NA,NA
26589,5,-0.713988,4.92111,NA,NA,NA,NA,5031.607,NA,NA
26909,5,1.28099,4.33775,NA,NA,958.843,NA,NA,NA,NA
26950,5,1.35032,4.9302,NA,NA,NA,NA,602.064,NA,NA
27236,5,-0.917582,5,NA,10966.837,NA,NA,NA,NA,NA
27449,5,-0.523167,5,NA,3578.137,NA,NA,NA,NA,NA
27564,4.74589,-0.765826,4.88239,NA,23486.905,NA,NA,NA,NA,NA
27763,5,-2.13479,5,NA,NA,3110.406,NA,NA,NA,NA
28106,5,-0.725437,4.87515,NA,16219.902,NA,NA,NA,NA,NA
28139,5,-0.795054,4.87543,NA,17335.64,NA,NA,NA,NA,NA
28425,4.14878,-2.02424,4.70787,NA,NA,1425.597,NA,NA,NA,NA
28569,4.9696,-1.88003,4.88259,NA,7091.564,NA,NA,NA,NA,NA
28882,4.83433,-0.894449,5,NA,NA,3676.02,NA,NA,NA,NA
28975,5,-0.885216,4.78595,NA,19792.738,NA,NA,NA,NA,NA
29318,3.81098,-0.801067,4.87271,NA,6229.201,NA,NA,NA,NA,NA
29488,4.9354,-1.058,4.72224,NA,5159.435,NA,NA,NA,NA,NA
29608,3.74468,-0.558587,5,564.939,NA,NA,NA,NA,NA,NA
29789,5,-0.709882,5,NA,11834.441,NA,NA,NA,NA,NA
29967,5,-0.803824,5,NA,13056.111,NA,NA,NA,NA,NA
30300,5,-1.6496,5,NA,NA,2078.565,NA,NA,NA,NA
30381,5,-0.551802,5,NA,6822.496,NA,NA,NA,NA,NA
30702,5,1.32486,4.60699,NA,1754.735,NA,NA,NA,NA,NA
30791,5,0.957086,4.24777,NA,1448.116,NA,NA,NA,NA,NA
31134,4.96148,0.267076,5,NA,3564.413,NA,NA,NA,NA,NA
31325,5,-0.704309,5,NA,13817.567,NA,NA,NA,NA,NA
31364,5,-1.96624,5,NA,5378.482,NA,NA,NA,NA,NA
31577,5,-1.88659,5,NA,4023.042,NA,NA,NA,NA,NA
31837,5,-1.02582,5,NA,5872.992,NA,NA,NA,NA,NA
32004,5,-0.462512,5,NA,408.463,NA,NA,NA,NA,NA
32208,5,-1.99813,5,NA,NA,1397.895,NA,NA,NA,NA
32466,4.96597,-2.99986,5,NA,3702.276,NA,NA,NA,NA,NA
32599,4.498,-2.62005,5,NA,201.087,NA,NA,NA,NA,NA
32808,5,-4.14417,5,NA,1423.587,NA,NA,NA,NA,NA
33030,5,-3.83116,5,NA,1960.542,NA,NA,NA,NA,NA
33222,4.99684,-3.04186,5,NA,3208.098,NA,NA,NA,NA,NA
33357,5,-3.04103,5,NA,3166.715,NA,NA,NA,NA,NA
33627,2.74491,-2.87189,5,NA,589.904,NA,NA,NA,NA,NA
33773,2.76562,-2.07369,5,NA,1515.214,NA,NA,NA,NA,NA
34049,5,-0.989735,5,NA,7829.521,NA,NA,NA,NA,NA
34303,5,-0.945443,5,NA,9897.963,NA,NA,NA,NA,NA
34372,4.59803,-1.44565,4.72729,NA,NA,3558.364,NA,NA,NA,NA
34697,5,-1.83854,5,NA,2594.635,NA,NA,NA,NA,NA
34872,4.01084,-1.52122,5,NA,648.2,NA,NA,NA,NA,NA
34967,5,-0.959918,5,NA,9268.436,NA,NA,NA,NA,NA
35307,5,-1.16449,4.34912,NA,1491.196,NA,NA,NA,NA,NA
35378,5,-0.903346,4.59001,918.872,NA,NA,NA,NA,NA,NA
35608,4.9549,-0.759447,4.60562,NA,NA,6963.796,NA,NA,NA,NA
35786,5,-1.43795,5,6870.067,NA,NA,NA,NA,NA,NA
36075,5,-1.96345,5,NA,5353.683,NA,NA,NA,NA,NA
36152,5,-0.937558,4.64767,NA,7291.212,NA,NA,NA,NA,NA
36337,5,-0.592918,5,NA,7237.814,NA,NA,NA,NA,NA
36638,4.37375,0.932723,5,NA,1800.237,NA,NA,NA,NA,NA
36922,5,0.151204,4.94731,NA,930.124,NA,NA,NA,NA,NA
37037,4.70717,0.37578,5,NA,3295.206,NA,NA,NA,NA,NA
37306,5,-0.23429,4.39272,NA,4533.411,NA,NA,NA,NA,NA
37388,5,-1.91572,2.60814,NA,472.924,NA,NA,NA,NA,NA
37728,5,-0.728071,2.78948,NA,3353.457,NA,NA,NA,NA,NA
37786,4.7168,-0.381903,4.07563,NA,970.632,NA,NA,NA,NA,NA
37964,4.16449,0.731103,4.79062,NA,1821.417,NA,NA,NA,NA,NA
38194,4.55365,0.389904,4.78657,NA,NA,722.372,NA,NA,NA,NA
38399,4.86849,-1.95596,5,NA,7027.522,NA,NA,NA,NA,NA
38537,4.74599,-0.798575,5,NA,18102.827,NA,NA,NA,NA,NA
38732,5,-2.85099,5,NA,1916.715,NA,NA,NA,NA,NA
39063,5,-3.90314,4.97882,NA,2512.616,NA,NA,NA,NA,NA
39183,4.73504,-3.16013,4.58515,NA,810.575,NA,NA,NA,NA,NA
39494,4.67742,-2.00112,3.93434,NA,919.62,NA,NA,NA,NA,NA
39563,4.4828,-1.91208,4.65646,NA,NA,189.129,NA,NA,NA,NA
39774,5,-1.88941,4.92203,NA,NA,5439.241,NA,NA,NA,NA
39941,3.81027,-1.93696,5,NA,1809.143,NA,NA,NA,NA,NA
40224,4.18459,-1.49179,4.97857,NA,6556.852,NA,NA,NA,NA,NA
40495,4.5439,-2.8139,4.52952,NA,18.832,NA,NA,NA,NA,NA
40707,5,-1.8275,5,NA,2209.657,NA,NA,NA,NA,NA
40791,4.46716,-0.388944,4.74034,NA,747.938,NA,NA,NA,NA,NA
41063,5,-0.943276,5,NA,9988.001,NA,NA,NA,NA,NA
41270,4.74802,-0.599657,5,NA,8657.301,NA,NA,NA,NA,NA
41335,4.69109,-0.375351,5,NA,NA,2107.69,NA,NA,NA,NA
41584,5,0.389534,5,NA,4230.865,NA,NA,NA,NA,NA
41928,5,-0.692283,5,NA,11330.784,NA,NA,NA,NA,NA
41980,5,-0.705452,5,NA,15121.731,NA,NA,NA,NA,NA
42131,5,-0.813585,5,NA,NA,7417.943,NA,NA,NA,NA
42359,4.22589,0.431393,5,NA,NA,982.651,NA,NA,NA,NA
42715,4.90085,-0.596338,5,NA,9645.464,NA,NA,NA,NA,NA
42736,5,-0.955907,5,NA,NA,NA,NA,3141.367,NA,NA
43069,5,-0.94687,5,3654.898,NA,NA,NA,NA,NA,NA
43258,5,-0.308555,4.99983,NA,NA,NA,2216.175,NA,NA,NA
43378,4.94532,0.168411,4.99657,NA,1574.109,NA,NA,NA,NA,NA
43531,5,1.26606,5,NA,2472.587,NA,NA,NA,NA,NA
43869,5,-0.81403,5,NA,NA,672.408,NA,NA,NA,NA
44012,4.57851,-0.867565,5,NA,4310.391,NA,NA,NA,NA,NA
44268,4.21138,-1.2498,5,NA,4287.671,NA,NA,NA,NA,NA
44508,4.86936,-1.37316,4.20784,NA,8746.732,NA,NA,NA,NA,NA
44657,5,-0.321702,5,NA,NA,NA,NA,1040.944,NA,NA
44871,5,-0.552938,5,NA,5179.436,NA,NA,NA,NA,NA
45080,4.88477,-1.03548,5,NA,7024.43,NA,NA,NA,NA,NA
45247,5,0.458091,4.62512,NA,1397.745,NA,NA,NA,NA,NA
45488,5,-0.910887,5,NA,11193.816,NA,NA,NA,NA,NA
45574,5,-0.988307,5,NA,7902.442,NA,NA,NA,NA,NA
45913,4.9049,-1.87887,4.28793,1572.827,NA,NA,NA,NA,NA,NA
46122,4.92691,-0.852694,5,4041.582,NA,NA,NA,NA,NA,NA
46243,5,-1.38587,5,NA,NA,6230.708,NA,NA,NA,NA
46362,5,-2.167,5,NA,4110.242,NA,NA,NA,NA,NA
46718,5,-0.990329,5,NA,9790.512,NA,NA,NA,NA,NA
46845,4.5896,-2.17411,4.63622,NA,847.909,NA,NA,NA,NA,NA
47053,4.06813,-2.62046,5,NA,584.257,NA,NA,NA,NA,NA
47157,4.6607,-0.807153,5,NA,10158.331,NA,NA,NA,NA,NA
47391,5,-0.0076571,4.95801,NA,NA,3166.867,NA,NA,NA,NA
47699,5,-0.401482,5,972.374,NA,NA,NA,NA,NA,NA
47916,4.51814,-0.975695,5,NA,281.593,NA,NA,NA,NA,NA
48039,4.41355,-1.35054,5,NA,4422.562,NA,NA,NA,NA,NA
48164,5,-1.93613,5,NA,5023.008,NA,NA,NA,NA,NA
48447,5,-1.53234,4.28727,NA,6387.994,NA,NA,NA,NA,NA
48689,5,-1.91053,5,NA,NA,4390.386,NA,NA,NA,NA
48868,4.71504,-0.834431,5,NA,13175.2,NA,NA,NA,NA,NA
48965,5,-0.717349,4.97278,NA,13389.109,NA,NA,NA,NA,NA
49235,5,-0.97801,5,NA,8416.783,NA,NA,NA,NA,NA
49513,5,-1.10737,5,NA,929.174,NA,NA,NA,NA,NA
49564,4.59489,-1.63358,4.45466,NA,709.207,NA,NA,NA,NA,NA
49896,5,-2.83104,5,NA,1574.241,NA,NA,NA,NA,NA
50076,5,-2.14012,5,NA,3966.299,NA,NA,NA,NA,NA
50255,4.89738,-1.13268,4.10302,NA,295.213,NA,NA,NA,NA,NA
50336,5,-1.50472,4.263,NA,6819.085,NA,NA,NA,NA,NA
50717,5,-2.0736,5,NA,5125.508,NA,NA,NA,NA,NA
50805,5,-0.812839,5,NA,13033.758,NA,NA,NA,NA,NA
51014,5,-0.64292,5,NA,9530.205,NA,NA,NA,NA,NA
51141,4.95576,-1.18596,5,NA,NA,2679.585,NA,NA,NA,NA
51412,2.80444,-0.523034,4.82714,NA,1276.077,NA,NA,NA,NA,NA
51603,4.94926,-0.368886,5,NA,NA,1911.398,NA,NA,NA,NA
51806,4.86852,0.201661,5,NA,2697.865,NA,NA,NA,NA,NA
52014,5,-0.986202,5,NA,8009.239,NA,NA,NA,NA,NA
52142,5,-0.901321,5,NA,11497.046,NA,NA,NA,NA,NA
52426,5,-1.50301,4.62175,2895.362,NA,NA,NA,NA,NA,NA
52538,4.63086,-0.724431,4.82644,NA,10759.273,NA,NA,NA,NA,NA
52899,5,-1.0918,4.91285,NA,2438.951,NA,NA,NA,NA,NA
52956,3.5753,-0.490662,5,NA,184.044,NA,NA,NA,NA,NA
53292,3.68365,-2.11193,5,NA,1399.256,NA,NA,NA,NA,NA
53474,5,-0.687794,5,NA,NA,NA,NA,1881.777,NA,NA
53561,4.71962,-1.03929,5,NA,5305.053,NA,NA,NA,NA,NA
53816,5,-1.84966,5,NA,2962.075,NA,NA,NA,NA,NA
53965,4.19781,-1.7055,5,NA,1710.316,NA,NA,NA,NA,NA
54264,5,-1.84163,5,NA,2698.833,NA,NA,NA,NA,NA
54511,5,-0.961419,5,NA,11560.53,NA,NA,NA,NA,NA
54602,5,-0.498085,4.59842,NA,1009.776,NA,NA,NA,NA,NA
54866,5,-0.243459,3.42833,NA,1683.337,NA,NA,NA,NA,NA
55074,4.62856,-1.4667,4.7951,4882.885,NA,NA,NA,NA,NA,NA
55207,4.92729,-2.05503,5,NA,7113.7,NA,NA,NA,NA,NA
55436,4.5551,-2.08036,5,NA,1127.923,NA,NA,NA,NA,NA
55514,5,-0.889896,5,3538.778,NA,NA,NA,NA,NA,NA
55840,3.79685,-0.854502,5,NA,4618.814,NA,NA,NA,NA,NA
56029,4.84859,-0.554377,5,NA,9299.012,NA,NA,NA,NA,NA
56277,4.15064,0.690639,5,NA,1390.948,NA,NA,NA,NA,NA
56320,4.83637,0.34019,5,NA,NA,2703.216,NA,NA,NA,NA
56619,5,-0.0023355,5,NA,NA,NA,1403.404,NA,NA,NA
56768,4.64138,0.726588,5,NA,NA,NA,NA,713.171,NA,NA
56912,5,-0.667761,5,NA,NA,9346.564,NA,NA,NA,NA
57220,5,-0.64271,5,3278.968,NA,NA,NA,NA,NA,NA
57479,5,-0.137991,4.64036,NA,NA,NA,1774.266,NA,NA,NA
57503,4.44421,-0.901137,4.39069,NA,NA,1693.338,NA,NA,NA,NA
57814,5,-0.79911,5,NA,NA,12055.05,NA,NA,NA,NA
57925,5,-0.521916,5,NA,3510.27,NA,NA,NA,NA,NA
58156,5,-0.308814,5,3081.7,NA,NA,NA,NA,NA,NA
58439,5,-1.06277,5,NA,3691.435,NA,NA,NA,NA,NA
58689,4.56944,-0.914149,5,NA,3327.445,NA,NA,NA,NA,NA
58776,4.5802,-0.581476,5,NA,3004.477,NA,NA,NA,NA,NA
59058,5,-1.26616,4.85413,NA,NA,1851.823,NA,NA,NA,NA
59288,5,-1.95787,4.76626,NA,7144.663,NA,NA,NA,NA,NA
59360,5,-0.632509,4.61163,NA,4779.197,NA,NA,NA,NA,NA
59640,4.3221,-1.36588,5,NA,8706.365,NA,NA,NA,NA,NA
59719,4.90066,-0.920662,5,NA,14144.303,NA,NA,NA,NA,NA
59966,5,-0.75195,5,NA,12700.935,NA,NA,NA,NA,NA
60280,5,-0.82237,3.89229,NA,4273.049,NA,NA,NA,NA,NA
60410,5,-1.30052,3.26572,NA,3482.571,NA,NA,NA,NA,NA
60501,4.88286,-0.901725,4.88892,NA,NA,NA,NA,6421.645,NA,NA
60757,5,-0.755089,3.84924,NA,4143.752,NA,NA,NA,NA,NA
61029,5,-1.44124,4.10965,NA,5062.482,NA,NA,NA,NA,NA
61186,5,-2.20878,3.83431,NA,770.178,NA,NA,NA,NA,NA
61446,4.70076,-1.95492,5,NA,5076.045,NA,NA,NA,NA,NA
61578,5,-2.26488,5,NA,747.615,NA,NA,NA,NA,NA
61749,5,-3.00443,4.82954,NA,4292.147,NA,NA,NA,NA,NA
62068,4.27291,-1.5555,5,NA,5953.552,NA,NA,NA,NA,NA
62132,5,-1.02295,5,NA,NA,2096.179,NA,NA,NA,NA
62426,4.74929,-0.182143,5,NA,NA,5409.38,NA,NA,NA,NA
62664,3.63747,-0.667402,5,NA,2446.681,NA,NA,NA,NA,NA
62762,4.70658,0.402491,5,NA,3064.724,NA,NA,NA,NA,NA
63061,4.98657,-0.646169,5,NA,10231.99,NA,NA,NA,NA,NA
63097,3.96287,-2.07019,5,NA,411.048,NA,NA,NA,NA,NA
63365,4.63284,-2.83109,5,NA,1004.039,NA,NA,NA,NA,NA
63619,5,-2.88035,5,NA,2363.454,NA,NA,NA,NA,NA
63755,5,-2.08345,5,NA,4994.695,NA,NA,NA,NA,NA
63963,4.95719,-1.90907,4.89204,NA,6968.974,NA,NA,NA,NA,NA
64135,5,-1.97059,4.42223,NA,NA,NA,NA,654.811,NA,NA
64441,4.63529,-2.25526,5,NA,NA,NA,NA,145.524,NA,NA
64552,5,-2.06333,5,NA,NA,3939.415,NA,NA,NA,NA
64745,5,-2.71017,4.30987,NA,522.189,NA,NA,NA,NA,NA
64939,4.3795,-2.65324,5,NA,1182.472,NA,NA,NA,NA,NA
65274,4.78612,-1.23496,5,NA,NA,4321.018,NA,NA,NA,NA
65379,4.90364,-0.982798,5,NA,10619.438,NA,NA,NA,NA,NA
65650,5,-1.89211,3.70906,NA,1409.623,NA,NA,NA,NA,NA
65883,4.22253,-0.330972,5,NA,3309.243,NA,NA,NA,NA,NA
66045,4.79202,-1.23456,5,3875.153,NA,NA,NA,NA,NA,NA
66263,4.81297,-0.715613,5,NA,NA,15585.502,NA,NA,NA,NA
66406,5,-0.815748,5,NA,13021.17,NA,NA,NA,NA,NA
66575,4.22241,0.759428,3.75296,NA,698.595,NA,NA,NA,NA,NA
66823,5,-0.514815,4.79429,NA,3960.154,NA,NA,NA,NA,NA
67016,5,-0.689167,4.7622,1693.537,NA,NA,NA,NA,NA,NA
67242,4.65983,-1.46449,4.80391,1941.598,NA,NA,NA,NA,NA,NA
67418,5,-1.88474,5,NA,4602.784,NA,NA,NA,NA,NA
67550,5,-1.8637,5,NA,4194.308,NA,NA,NA,NA,NA
67806,5,-1.96518,5,NA,5369.256,NA,NA,NA,NA,NA
68003,5,-0.306541,4.34485,NA,3592.321,NA,NA,NA,NA,NA
68248,5,-0.576781,5,NA,6424.914,NA,NA,NA,NA,NA
68362,5,-0.805768,5,NA,13053.42,NA,NA,NA,NA,NA
68673,4.95119,-0.851241,5,NA,15033.175,NA,NA,NA,NA,NA
68879,5,-0.905665,4.58654,NA,4451.902,NA,NA,NA,NA,NA
68995,5,-0.752241,5,NA,NA,9469.239,NA,NA,NA,NA
69134,5,-0.356738,5,NA,NA,1908.733,NA,NA,NA,NA
69365,5,-0.853735,5,NA,16756.046,NA,NA,NA,NA,NA
69483,4.54228,-1.08182,5,NA,NA,402.852,NA,NA,NA,NA
69829,5,-1.91282,5,NA,4615.645,NA,NA,NA,NA,NA
69949,5,-2.85786,4.87529,NA,2693.091,NA,NA,NA,NA,NA
70090,5,-2.01203,5,NA,5550.796,NA,NA,NA,NA,NA
70387,5,-0.998987,4.9209,NA,9308.203,NA,NA,NA,NA,NA
70659,4.26271,-0.943158,5,3413.38,NA,NA,NA,NA,NA,NA
70775,4.83,-1.46067,5,NA,NA,NA,NA,4064.126,NA,NA
70940,5,-1.45164,5,NA,NA,NA,4112.634,NA,NA,NA
71167,5,-1.35847,5,NA,NA,NA,829.977,NA,NA,NA
71344,5,-0.345301,5,NA,NA,NA,1823.182,NA,NA,NA
71488,5,-1.22643,4.69792,NA,NA,NA,NA,1880.043,NA,NA
71685,4.92583,-2.85843,4.741,NA,NA,2416.549,NA,NA,NA,NA
71912,4.73542,-0.773233,4.98289,NA,15301.182,NA,NA,NA,NA,NA
72083,5,0.414219,4.85644,NA,NA,3807.547,NA,NA,NA,NA
72474,5,-0.278076,5,NA,NA,2888.523,NA,NA,NA,NA
72516,5,-0.19484,5,NA,NA,4510.773,NA,NA,NA,NA
72687,4.54495,-0.891983,4.70918,NA,NA,2148.175,NA,NA,NA,NA
