id,x0,x1,x2,fitness4.5,fitness5,fitness4,fitness3,fitness3.5
18454,5,5,-0.973195,NA,8650.123,NA,NA,NA
18614,4.96867,4.55569,-0.755884,NA,3269.004,NA,NA,NA
18894,5,4.79127,-0.753485,NA,21377.776,NA,NA,NA
19142,5,5,-0.663984,NA,10363.543,NA,NA,NA
19301,4.96283,4.58704,-0.959762,NA,4206.278,NA,NA,NA
19428,5,5,-0.631974,NA,9063.169,NA,NA,NA
19764,5,5,-0.765673,NA,12873.94,NA,NA,NA
19945,5,5,-0.770508,NA,12921.532,NA,NA,NA
20012,4.90684,5,-0.661006,NA,15779.363,NA,NA,NA
20274,5,4.92377,-2.13665,NA,6180.189,NA,NA,NA
20494,5,5,-0.97126,NA,8742.56,NA,NA,NA
20798,3.84539,5,-1.0192,NA,2036.488,NA,NA,NA
20936,5,5,-0.607748,NA,7957.261,NA,NA,NA
21033,5,4.8963,-0.961076,NA,12589.046,NA,NA,NA
21236,4.59982,5,-0.902672,NA,5303.867,NA,NA,NA
21433,5,4.7641,-0.709159,NA,14099.749,NA,NA,NA
21709,4.85541,4.97804,-1.92649,NA,9432.463,NA,NA,NA
21805,4.89535,5,-1.29201,NA,NA,NA,NA,4323.87
22009,5,5,-1.26868,NA,NA,3223.578,NA,NA
22358,5,5,-1.20775,NA,NA,3052.9,NA,NA
22596,5,4.69344,-0.962335,NA,8533.144,NA,NA,NA
22753,5,4.73994,-2.10494,NA,5199.584,NA,NA,NA
22915,5,5,-2.14289,NA,3905.686,NA,NA,NA
23148,5,4.81971,-0.895857,12964.054,NA,NA,NA,NA
23365,5,4.67844,-0.933873,NA,8949.754,NA,NA,NA
23411,5,4.92977,-0.549569,NA,8250.49,NA,NA,NA
23679,5,5,-0.861921,NA,12471.747,NA,NA,NA
23984,5,5,-0.918377,NA,10939.091,NA,NA,NA
24030,5,5,-0.645131,NA,9621.836,NA,NA,NA
24364,4.99022,4.30785,-0.180652,NA,4997.503,NA,NA,NA
24586,5,5,-1.96994,4716.146,NA,NA,NA,NA
24732,5,5,-1.59555,NA,NA,3226.244,NA,NA
24895,5,4.31537,-1.48526,NA,6871.827,NA,NA,NA
25042,5,5,-0.791576,NA,13046.207,NA,NA,NA
25344,5,4.71706,-0.532952,NA,4235.98,NA,NA,NA
25592,4.72029,5,-1.36922,NA,NA,NA,NA,1693.95
25708,5,5,-0.617987,NA,NA,3112.449,NA,NA
25861,5,5,-0.887313,NA,11895.05,NA,NA,NA
26168,4.99108,4.86667,-0.919439,NA,15093.85,NA,NA,NA
26371,5,4.70514,-0.637185,NA,9123.781,NA,NA,NA
26544,3.38598,5,-1.70114,NA,950.233,NA,NA,NA
26754,4.83328,4.98881,-1.38596,NA,NA,9617.658,NA,NA
26925,4.88733,5,-1.81634,NA,2375.301,NA,NA,NA
27168,4.70575,5,-1.93706,NA,4960.638,NA,NA,NA
27337,5,5,-1.04211,NA,4928.991,NA,NA,NA
27434,4.878,4.99309,-0.857073,NA,17173.844,NA,NA,NA
27677,5,5,-1.97322,NA,5433.256,NA,NA,NA
27835,4.691,5,-0.783114,NA,11982.354,NA,NA,NA
28087,4.99087,4.95722,-1.25201,5690.762,NA,NA,NA,NA
28290,5,5,-0.919053,7196.493,NA,NA,NA,NA
28583,5,4.70279,-0.99224,NA,7487.638,NA,NA,NA
28715,5,4.74257,-0.780313,12925.019,NA,NA,NA,NA
28955,5,5,-0.568237,NA,7851.239,NA,NA,NA
29076,5,5,-0.962023,NA,11885.505,NA,NA,NA
29337,5,5,-2.24952,NA,1553.701,NA,NA,NA
29436,5,5,-1.92024,NA,4757.691,NA,NA,NA
29655,5,4.98647,-1.95406,NA,5568.931,NA,NA,NA
29910,5,5,-1.85219,NA,3947.731,NA,NA,NA
30197,5,5,-0.774877,NA,12958.481,NA,NA,NA
30375,5,5,-0.319491,NA,NA,3654.478,NA,NA
30592,5,5,-0.79053,NA,13043.218,NA,NA,NA
30723,5,4.71441,-0.643121,NA,9734.623,NA,NA,NA
30997,5,5,-0.733933,NA,12390.429,NA,NA,NA
31082,3.84868,5,-0.724051,NA,3920.155,NA,NA,NA
31342,5,5,-2.02507,NA,5520.936,NA,NA,NA
31572,4.32682,4.87859,-1.43789,NA,9320.113,NA,NA,NA
31727,5,4.68614,-0.919713,NA,12732.767,NA,NA,NA
31937,5,5,-1.91282,NA,4615.645,NA,NA,NA
32149,4.77125,5,-2.93,NA,3742.104,NA,NA,NA
32345,5,4.83701,-3.13575,NA,3014.071,NA,NA,NA
32402,5,4.13932,-1.72613,NA,909.9,NA,NA,NA
32694,5,4.17203,-1.65515,NA,2784.268,NA,NA,NA
32962,5,5,-2.11344,4003.205,NA,NA,NA,NA
33167,5,4.59164,-2.10668,NA,2304.397,NA,NA,NA
33259,5,4.66024,-0.94045,NA,7841.594,NA,NA,NA
33573,5,4.35106,-0.235785,NA,4265.298,NA,NA,NA
33654,4.80424,4.71993,-0.878094,NA,16257.343,NA,NA,NA
33836,5,5,-0.67911,9114.3,NA,NA,NA,NA
34039,5,5,-0.75238,NA,12707.199,NA,NA,NA
34251,5,4.84275,-0.580651,NA,8802.426,NA,NA,NA
34550,5,4.30747,-1.38083,NA,7086.156,NA,NA,NA
34609,4.79455,4.12583,-1.47898,NA,5831.073,NA,NA,NA
34897,4.64229,5,-0.867966,NA,8474.261,NA,NA,NA
35018,5,5,-0.97758,NA,NA,3100.748,NA,NA
35310,4.60967,5,-0.832495,NA,NA,2109.896,NA,NA
35400,5,4.78209,-0.82909,NA,18963.85,NA,NA,NA
35727,4.58214,5,-0.887064,4564.219,NA,NA,NA,NA
35983,5,5,-0.841033,NA,12801.392,NA,NA,NA
36005,5,5,-1.92028,NA,4758.426,NA,NA,NA
36296,5,5,-1.96322,NA,5765.937,NA,NA,NA
36501,5,5,-0.710285,NA,11845.041,NA,NA,NA
36638,5,5,-0.802176,NA,13057.476,NA,NA,NA
36814,5,4.35133,-1.22424,NA,3404.914,NA,NA,NA
37044,5,4.75912,-2.16502,NA,4000.732,NA,NA,NA
37209,5,5,-2.00363,NA,5551.863,NA,NA,NA
37559,4.45204,4.92695,-1.36244,NA,3714.452,NA,NA,NA
37635,4.44741,5,-0.324424,NA,1628.424,NA,NA,NA
37992,5,5,-0.563732,NA,5748.805,NA,NA,NA
38080,5,5,-0.778965,NA,12987.82,NA,NA,NA
38329,5,5,0.355836,NA,3425.268,NA,NA,NA
38429,5,5,-0.766878,NA,12886.457,NA,NA,NA
38670,5,5,-2.17718,NA,3094.91,NA,NA,NA
38856,5,4.15879,-1.5632,NA,5526.372,NA,NA,NA
39085,5,5,-0.937259,NA,13226.18,NA,NA,NA
39390,5,5,-0.628286,9342.293,NA,NA,NA,NA
39503,4.80242,4.7722,-0.880737,NA,24541.691,NA,NA,NA
39752,5,5,-0.862873,NA,15423.196,NA,NA,NA
39928,5,5,0.437369,NA,2665.212,NA,NA,NA
40173,5,5,-1.01227,NA,6631.643,NA,NA,NA
40358,5,3.69576,-0.837124,NA,5495.78,NA,NA,NA
40479,4.91921,4.74002,-1.6182,NA,NA,5817.518,NA,NA
40738,5,4.84084,-2.05331,NA,9342.66,NA,NA,NA
40827,5,5,-0.925259,NA,10691.977,NA,NA,NA
41144,5,5,-0.675976,NA,10795.971,NA,NA,NA
41325,4.25389,5,-1.21298,NA,3402.849,NA,NA,NA
41439,5,5,-0.576819,6169.403,NA,NA,NA,NA
41633,4.63687,5,-0.799914,NA,8595.659,NA,NA,NA
41902,5,5,-0.700822,NA,13327.883,NA,NA,NA
42125,5,5,-1.08126,NA,3361.752,NA,NA,NA
42394,5,3.88859,-0.726103,NA,3147.803,NA,NA,NA
42547,4.70092,5,-0.893662,NA,11303.447,NA,NA,NA
42731,5,5,-2.09174,NA,4872.573,NA,NA,NA
42822,4.33006,5,-2.09831,1838.744,NA,NA,NA,NA
43046,4.96585,4.37379,-1.65011,NA,4393.123,NA,NA,NA
43307,5,4.18921,-1.24671,NA,3947.998,NA,NA,NA
43457,5,4.24251,-1.31241,NA,6099.956,NA,NA,NA
43748,5,4.04066,-1.25956,NA,1200.854,NA,NA,NA
43843,5,5,-0.967982,NA,8897.373,NA,NA,NA
44153,5,4.23451,-0.405783,NA,1545.71,NA,NA,NA
44205,5,4.97106,-0.719257,NA,15768.491,NA,NA,NA
44477,5,4.33719,-1.37921,NA,6697.047,NA,NA,NA
44739,5,4.85081,-3.17718,NA,2196.501,NA,NA,NA
44983,5,4.8636,-2.17861,NA,4076.296,NA,NA,NA
45095,5,4.98658,-0.989118,NA,8322.315,NA,NA,NA
45257,4.22074,5,-0.18919,NA,4632.451,NA,NA,NA
45593,4.77297,4.91496,-1.05545,NA,6437.509,NA,NA,NA
45745,5,5,-0.923223,NA,13445.78,NA,NA,NA
45831,5,4.33184,-0.0371753,NA,3929.053,NA,NA,NA
46149,4.75296,4.97745,-0.775528,NA,16472.325,NA,NA,NA
46337,4.6558,4.97978,-1.02657,NA,4776.964,NA,NA,NA
46515,3.85882,4.76865,-2.13335,NA,1526.342,NA,NA,NA
46757,5,5,-0.908361,NA,11276.319,NA,NA,NA
46958,4.83381,5,-1.05095,NA,7741.014,NA,NA,NA
47145,5,5,-0.863536,NA,12440.757,NA,NA,NA
47322,5,5,-1.52056,NA,NA,5240.899,NA,NA
47519,5,4.66022,-0.631702,NA,7023.898,NA,NA,NA
47639,5,5,-1.38336,NA,NA,6958.775,NA,NA
47855,5,5,-0.982644,NA,8187.846,NA,NA,NA
48027,5,5,-0.566449,6416.4,NA,NA,NA,NA
48278,4.31163,5,-1.23512,NA,5197.69,NA,NA,NA
48456,4.74156,5,-0.994768,NA,8494.503,NA,NA,NA
48794,5,3.71931,-0.964684,NA,3153.965,NA,NA,NA
48893,5,4.17736,-1.48058,NA,5955.326,NA,NA,NA
49017,5,4.84281,-1.11276,NA,985.703,NA,NA,NA
49235,5,5,-0.899416,NA,11554.418,NA,NA,NA
49580,4.72281,5,-0.784131,NA,13716.957,NA,NA,NA
49786,5,5,0.778779,1200.025,NA,NA,NA,NA
49883,5,4.803,-0.55723,NA,6941.392,NA,NA,NA
50083,4.86183,4.6819,-0.889404,NA,13877.922,NA,NA,NA
50208,4.42236,4.95147,-0.327988,NA,2508.212,NA,NA,NA
50430,5,5,-0.773223,NA,12945.171,NA,NA,NA
50694,5,5,-0.520189,NA,3416.546,NA,NA,NA
50991,5,5,-0.621951,NA,11470.903,NA,NA,NA
51004,4.85727,5,-0.865542,NA,16531.473,NA,NA,NA
51380,5,4.91407,0.2049,2000.224,NA,NA,NA,NA
51538,4.44542,5,-0.0840977,NA,2479.226,NA,NA,NA
51724,5,4.98483,-0.767116,NA,13738.823,NA,NA,NA
51902,5,4.91543,-0.835727,NA,16437.315,NA,NA,NA
52122,5,5,-0.798044,NA,13057.207,NA,NA,NA
52260,5,5,-0.655659,NA,10044.997,NA,NA,NA
52579,5,4.68905,-0.613356,NA,7498.696,NA,NA,NA
52769,4.88581,5,-0.911643,NA,14744.676,NA,NA,NA
52951,5,5,-1.23527,4171.237,NA,NA,NA,NA
53039,5,5,-0.838568,NA,12831.501,NA,NA,NA
53204,4.23149,5,-0.941253,NA,NA,2045.611,NA,NA
53583,5,4.95917,-0.650308,NA,11425.716,NA,NA,NA
53733,4.0581,5,-1.54038,NA,2065.34,NA,NA,NA
53872,5,5,-1.00922,NA,6798.67,NA,NA,NA
54040,5,5,-2.13795,NA,4013.201,NA,NA,NA
54290,3.85284,5,-2.13006,NA,1616.734,NA,NA,NA
54438,5,4.88158,-0.918887,NA,14457.569,NA,NA,NA
54607,5,5,-0.948239,NA,9780.142,NA,NA,NA
54970,5,5,-0.766633,NA,12883.948,NA,NA,NA
55132,5,5,-0.852725,NA,16682.7,NA,NA,NA
55252,5,5,-0.700079,NA,11563.611,NA,NA,NA
55498,5,5,-1.36892,NA,NA,3956.857,NA,NA
55725,5,5,-0.784175,NA,13017.84,NA,NA,NA
55937,5,5,-2.20532,NA,3046.971,NA,NA,NA
56059,5,5,-0.780503,NA,12997.543,NA,NA,NA
56345,5,5,-1.96975,NA,5407.323,NA,NA,NA
56521,5,4.69325,-2.06222,NA,4892.964,NA,NA,NA
56743,5,4.91266,-2.15377,NA,5428.595,NA,NA,NA
56904,5,5,-1.37926,NA,NA,NA,3813.471,NA
57185,5,5,-0.598054,NA,8579.294,NA,NA,NA
57367,5,5,-0.681524,9745.599,NA,NA,NA,NA
57422,5,5,0.346665,NA,3450.32,NA,NA,NA
57631,5,5,-0.705778,NA,11724.081,NA,NA,NA
57906,5,5,-0.955821,NA,9451.477,NA,NA,NA
58121,5,5,-0.482711,NA,1388.037,NA,NA,NA
58372,5,5,-1.45011,6318.373,NA,NA,NA,NA
58547,5,4.97856,-0.730989,5026.765,NA,NA,NA,NA
58756,5,5,-0.911594,NA,11170.415,NA,NA,NA
58853,4.97705,5,-0.824141,NA,14230.502,NA,NA,NA
59003,5,5,-0.585148,NA,6849.95,NA,NA,NA
59322,4.85843,5,-2.09724,NA,6379.68,NA,NA,NA
59444,5,5,-0.683957,NA,11065.621,NA,NA,NA
59778,5,5,-0.931527,NA,13760.574,NA,NA,NA
59898,4.72518,5,-0.732329,NA,16772.264,NA,NA,NA
60123,4.35403,4.77156,-1.6321,4661.048,NA,NA,NA,NA
60255,5,4.93628,-0.855004,15984.724,NA,NA,NA,NA
60511,5,5,-1.38483,7207.509,NA,NA,NA,NA
60709,4.8233,5,-2.07503,4211.734,NA,NA,NA,NA
60962,5,4.9123,-0.954601,13482.29,NA,NA,NA,NA
61118,5,4.94821,-0.741079,NA,14990.075,NA,NA,NA
61297,4.77644,5,-0.583744,NA,8315.825,NA,NA,NA
61425,5,5,-0.839093,NA,12825.245,NA,NA,NA
61602,5,5,-0.926646,NA,14108.172,NA,NA,NA
61912,4.29387,4.82687,-0.089592,NA,5403.047,NA,NA,NA
62195,5,5,-1.04751,NA,4609.413,NA,NA,NA
62247,4.88166,5,-0.659512,NA,13494.567,NA,NA,NA
62572,5,5,-0.638304,NA,12250.343,NA,NA,NA
62603,5,5,-1.47058,NA,NA,7112.057,NA,NA
62908,5,5,-0.927559,NA,10606.653,NA,NA,NA
63188,5,4.30873,-0.163863,NA,4729.068,NA,NA,NA
63283,4.91063,4.09772,-1.4803,NA,6233.598,NA,NA,NA
63548,4.60225,5,-0.653738,NA,4745.259,NA,NA,NA
63630,5,5,-0.890379,NA,11812.694,NA,NA,NA
63966,5,5,-0.844387,NA,16474.199,NA,NA,NA
64094,5,5,-0.767991,NA,12897.632,NA,NA,NA
64272,5,5,-0.616405,NA,8363.071,NA,NA,NA
64460,4.76267,4.95395,-1.29279,5551.041,NA,NA,NA,NA
64732,5,5,-0.917698,NA,13219.164,NA,NA,NA
64868,5,5,-1.70114,1992.217,NA,NA,NA,NA
65152,4.44363,5,-1.36649,NA,4104.368,NA,NA,NA
65252,5,4.92883,-1.55957,NA,NA,7212.15,NA,NA
65446,4.86329,4.37608,-1.35009,NA,9023.977,NA,NA,NA
65691,5,5,-0.861604,NA,12477.738,NA,NA,NA
65885,5,5,-0.830555,NA,12916.446,NA,NA,NA
66126,5,5,-0.89281,NA,14744.092,NA,NA,NA
66309,5,5,-0.78892,9888.436,NA,NA,NA,NA
66472,5,5,-0.857909,NA,12545.338,NA,NA,NA
66671,5,4.93778,-0.811633,NA,15990.189,NA,NA,NA
66798,4.28651,5,-1.32738,NA,6501.121,NA,NA,NA
67081,5,5,-0.71696,NA,12014.349,NA,NA,NA
67338,5,5,-1.04232,NA,4916.62,NA,NA,NA
67542,5,5,-0.869601,NA,12317.408,NA,NA,NA
67764,5,4.78655,-0.98765,NA,9926.511,NA,NA,NA
67969,5,5,-0.610887,NA,9667.761,NA,NA,NA
68040,5,5,-1.37214,7102.274,NA,NA,NA,NA
68381,5,5,-1.89026,NA,4114.285,NA,NA,NA
68447,5,5,-0.794683,NA,13053.1,NA,NA,NA
68775,5,5,-0.897694,NA,11605.407,NA,NA,NA
68935,5,5,-0.736501,NA,12440.356,NA,NA,NA
69014,5,4.88636,0.289007,NA,4346.159,NA,NA,NA
69322,5,5,-0.762576,NA,12839.777,NA,NA,NA
69463,5,5,-0.575089,NA,6338.107,NA,NA,NA
69680,4.78039,5,-0.676319,NA,13363.525,NA,NA,NA
69881,5,5,-0.644912,NA,9612.802,NA,NA,NA
70010,5,5,-1.45178,NA,NA,6300.114,NA,NA
70303,5,5,-0.844687,NA,12753.327,NA,NA,NA
70455,4.80639,4.9716,-2.0387,NA,7863.358,NA,NA,NA
70765,5,5,-0.707499,NA,15679.289,NA,NA,NA
70914,4.31867,4.32362,-0.884399,NA,4519.863,NA,NA,NA
71056,4.16951,5,-0.0746804,NA,3169.064,NA,NA,NA
71306,4.63285,5,-0.774892,NA,8260.888,NA,NA,NA
71487,5,5,-0.642321,NA,12212.151,NA,NA,NA
71750,4.65342,5,-0.604898,NA,5805.823,NA,NA,NA
71922,4.72948,5,-0.806773,NA,14082.487,NA,NA,NA
72169,5,4.97859,-0.837547,NA,14013.903,NA,NA,NA
72320,5,4.61832,-0.938062,NA,7560.621,NA,NA,NA
72575,5,5,-0.766085,NA,12878.269,NA,NA,NA
72692,4.82838,5,-0.624496,NA,14388.548,NA,NA,NA
72892,5,5,-0.806368,NA,13052.353,NA,NA,NA
73037,5,5,-1.01518,NA,6470.956,NA,NA,NA
73285,5,5,-1.01893,NA,6262.036,NA,NA,NA
73425,4.75392,5,-0.591342,NA,10393.85,NA,NA,NA
73778,5,4.80298,-1.92321,NA,6176.747,NA,NA,NA
73817,5,5,-0.952359,NA,9603.191,NA,NA,NA
74150,4.37684,5,-1.33354,NA,5345.206,NA,NA,NA
74348,5,4.84858,-1.05795,NA,6686.584,NA,NA,NA
74403,5,5,-0.729212,NA,12293.809,NA,NA,NA
74655,5,5,-1.2317,3410.175,NA,NA,NA,NA
74940,5,5,0.0709901,1070.579,NA,NA,NA,NA
75168,5,4.83336,-0.865114,NA,16418.174,NA,NA,NA
75234,5,5,-0.674036,NA,10728.199,NA,NA,NA
75479,5,5,-1.07673,NA,3734.042,NA,NA,NA
75790,5,5,-1.88849,2298.999,NA,NA,NA,NA
75846,4.97225,5,-0.904123,NA,16918.073,NA,NA,NA
76036,5,4.65541,-0.790233,NA,9810.786,NA,NA,NA
76271,4.96526,5,-1.00899,NA,7771.81,NA,NA,NA
76514,5,5,-0.901571,NA,11489.442,NA,NA,NA
76615,4.80346,5,-0.913723,NA,14258.339,NA,NA,NA
76900,4.79031,5,-0.475445,NA,1578.39,NA,NA,NA
77081,5,5,-0.672482,NA,10673.295,NA,NA,NA
77349,5,5,-0.846348,NA,12730.125,NA,NA,NA
77477,5,5,-1.29183,NA,NA,4679.107,NA,NA
77662,4.27902,5,-0.251248,NA,4658.639,NA,NA,NA
77988,4.72258,4.94856,-0.871457,5106.287,NA,NA,NA,NA
78101,5,5,-0.667527,NA,10494.618,NA,NA,NA
78219,5,5,-0.711838,NA,11885.487,NA,NA,NA
78531,5,5,-0.239815,4157.133,NA,NA,NA,NA
78696,5,5,-2.07627,NA,6401.885,NA,NA,NA
78809,5,4.76357,-0.777112,NA,15464.06,NA,NA,NA
79111,5,5,-0.914247,NA,11081.402,NA,NA,NA
79279,5,5,-0.94798,NA,11532.069,NA,NA,NA
79580,5,5,-0.887556,NA,11888.621,NA,NA,NA
79739,4.99907,5,-2.01662,NA,5567.617,NA,NA,NA
79899,5,5,-0.640687,5252.924,NA,NA,NA,NA
80196,5,5,-1.03475,NA,6475.551,NA,NA,NA
80234,4.74322,5,-0.571732,NA,NA,2521.32,NA,NA
80432,5,4.64011,-2.24097,1074.532,NA,NA,NA,NA
80642,4.85005,4.82423,-1.49656,NA,NA,9579.981,NA,NA
80978,5,4.8895,-1.35133,NA,NA,4212.049,NA,NA
81137,5,5,-1.83707,NA,2544.511,NA,NA,NA
81251,5,5,-0.940885,5870.128,NA,NA,NA,NA
81451,5,5,-0.815444,NA,15954.038,NA,NA,NA
81694,5,4.74755,-0.565662,NA,6682.377,NA,NA,NA
81968,5,4.41494,-1.34038,NA,4277.765,NA,NA,NA
82063,5,4.78571,-0.934409,NA,12919.796,NA,NA,NA
82217,5,4.88412,-0.824274,NA,17141.27,NA,NA,NA
82431,5,5,-1.00209,NA,7183.355,NA,NA,NA
82707,5,5,-0.849629,NA,12681.817,NA,NA,NA
82975,5,4.91005,-0.596784,NA,12747.294,NA,NA,NA
83023,5,4.79062,-0.844055,NA,16076.772,NA,NA,NA
83260,5,5,-0.83393,NA,12883.083,NA,NA,NA
83447,5,4.93497,-2.00614,NA,8467.116,NA,NA,NA
83686,4.71625,5,-2.9952,NA,3339.456,NA,NA,NA
83854,5,5,-1.973,NA,7086.172,NA,NA,NA
84152,4.16928,5,-1.21072,2689.817,NA,NA,NA,NA
84286,4.98823,5,-0.88341,NA,12616.623,NA,NA,NA
84518,4.96376,5,-1.50641,7811.415,NA,NA,NA,NA
84710,5,5,-0.698903,NA,11529.467,NA,NA,NA
84807,5,5,-0.921146,NA,10841.151,NA,NA,NA
85091,5,5,-0.845974,NA,12735.423,NA,NA,NA
85252,4.72072,5,-0.748482,NA,17614.821,NA,NA,NA
85498,4.64988,5,-0.542258,NA,3339.574,NA,NA,NA
85717,5,4.10328,-0.265391,NA,2464.235,NA,NA,NA
85950,5,4.33624,-0.213938,NA,4539.33,NA,NA,NA
86183,4.71082,5,-0.766901,NA,12963.2,NA,NA,NA
86375,5,5,-0.711695,NA,11881.789,NA,NA,NA
86502,4.8754,5,-1.41644,8147.966,NA,NA,NA,NA
86779,5,5,-0.706182,NA,11735.14,NA,NA,NA
86958,4.60662,5,-0.965751,NA,4494.467,NA,NA,NA
87180,4.07085,4.78442,-1.49692,NA,4519.74,NA,NA,NA
87390,5,4.73022,-1.85907,3559.916,NA,NA,NA,NA
