id,x0,x1,x2,fitness-5,fitness-3.5,fitness-2.5,fitness-3,fitness-2,fitness-1.5,fitness-4,fitness-1,fitness-0.5
36957,0.7887,1.58698,-5,NA,NA,NA,NA,-50.55,NA,NA,NA,NA
37070,1.54007,1.95719,-5,NA,NA,NA,-18.967,NA,NA,NA,NA,NA
37344,2.35658,2.55391,-5,NA,NA,NA,-39.88,NA,NA,NA,NA,NA
37538,0.907002,2.12394,-4.73348,NA,NA,NA,NA,-33.129,NA,NA,NA,NA
37741,0.567821,2.22032,-4.55358,NA,NA,-45.801,NA,NA,NA,NA,NA,NA
37971,1.06822,1.00591,-3.99124,NA,NA,-43.95,NA,NA,NA,NA,NA,NA
38127,0.214252,1.33184,-5,NA,NA,NA,-85.685,NA,NA,NA,NA,NA
38395,1.48526,1.52421,-3.98155,NA,NA,-7.503,NA,NA,NA,NA,NA,NA
38574,2.06008,1.30743,-4.09833,NA,NA,NA,-19.096,NA,NA,NA,NA,NA
38784,3.30174,1.56132,-4.9711,NA,NA,-63.452,NA,NA,NA,NA,NA,NA
38935,2.6049,1.90046,-5,NA,NA,-30.285,NA,NA,NA,NA,NA,NA
39066,1.93955,2.44908,-4.71966,NA,-33.026,NA,NA,NA,NA,NA,NA,NA
39230,0.77751,2.64418,-5,NA,NA,-55.838,NA,NA,NA,NA,NA,NA
39516,1.69164,2.58282,-5,NA,NA,-32.609,NA,NA,NA,NA,NA,NA
39615,1.98153,2.23336,-4.67233,NA,NA,-14.911,NA,NA,NA,NA,NA,NA
39831,2.12253,1.57693,-4.73783,NA,NA,NA,NA,-11.714,NA,NA,NA,NA
40047,2.48197,1.68822,-5,NA,-44.664,NA,NA,NA,NA,NA,NA,NA
40289,2.95477,1.98324,-5,NA,NA,NA,-46.306,NA,NA,NA,NA,NA
40409,1.69648,2.67264,-5,NA,NA,NA,-42.034,NA,NA,NA,NA,NA
40714,1.4857,1.59465,-5,NA,NA,NA,-28.772,NA,NA,NA,NA,NA
40958,1.68904,1.79272,-4.47378,NA,-26.028,NA,NA,NA,NA,NA,NA,NA
41004,1.85221,2.19471,-4.38346,NA,NA,NA,NA,NA,NA,-53.195,NA,NA
41365,1.50778,2.54337,-4.11411,NA,NA,NA,NA,-28.89,NA,NA,NA,NA
41442,1.47408,2.63234,-3.93475,NA,NA,NA,-32.435,NA,NA,NA,NA,NA
41739,1.55016,2.51753,-4.29491,NA,NA,NA,NA,-23.856,NA,NA,NA,NA
41863,2.76921,1.55697,-3.57829,NA,NA,-43.817,NA,NA,NA,NA,NA,NA
42041,1.42943,1.94494,-4.2322,NA,NA,-7.709,NA,NA,NA,NA,NA,NA
42235,1.77583,2.08557,-3.55452,NA,NA,-22.674,NA,NA,NA,NA,NA,NA
42574,1.56919,2.3617,-4.7678,NA,NA,-20.081,NA,NA,NA,NA,NA,NA
42714,0.847626,1.77733,-5,NA,NA,-39.61,NA,NA,NA,NA,NA,NA
42916,2.16387,2.44313,-5,NA,NA,-29.88,NA,NA,NA,NA,NA,NA
43136,2.07541,2.09031,-4.19878,NA,NA,NA,-13.244,NA,NA,NA,NA,NA
43298,1.8621,1.87642,-5,NA,NA,NA,-17.082,NA,NA,NA,NA,NA
43444,1.59898,2.45151,-5,NA,NA,NA,NA,-32.96,NA,NA,NA,NA
43757,2.07701,2.1323,-5,NA,NA,-20.451,NA,NA,NA,NA,NA,NA
43894,2.48546,1.77302,-5,NA,-40.753,NA,NA,NA,NA,NA,NA,NA
44172,2.4326,1.11671,-5,NA,NA,NA,-35.943,NA,NA,NA,NA,NA
44209,2.09317,0.990399,-4.83781,NA,-44.54,NA,NA,NA,NA,NA,NA,NA
44565,1.53417,1.87659,-3.74185,NA,NA,-14.337,NA,NA,NA,NA,NA,NA
44701,2.3661,2.44641,-4.38177,NA,NA,-25.422,NA,NA,NA,NA,NA,NA
44861,1.71871,1.54661,-4.66333,NA,NA,NA,NA,NA,-27.447,NA,NA,NA
45164,0.574645,1.77893,-5,NA,-73.977,NA,NA,NA,NA,NA,NA,NA
45227,2.00267,1.8254,-5,NA,-28.883,NA,NA,NA,NA,NA,NA,NA
45539,2.29513,2.35823,-4.59464,NA,NA,NA,NA,-23.947,NA,NA,NA,NA
45637,2.09034,1.53787,-5,NA,NA,-17.62,NA,NA,NA,NA,NA,NA
45865,2.43658,1.27352,-4.84156,NA,NA,NA,NA,-32.972,NA,NA,NA,NA
46119,1.90317,1.74096,-4.72544,NA,NA,NA,-10.809,NA,NA,NA,NA,NA
46247,2.28192,2.10942,-3.60955,NA,NA,NA,NA,-29.262,NA,NA,NA,NA
46560,1.59455,1.59347,-4.13998,NA,NA,NA,NA,-6.565,NA,NA,NA,NA
46648,2.32315,1.532,-3.81646,NA,NA,NA,NA,NA,NA,NA,-81.674,NA
46915,1.83798,1.3673,-5,NA,NA,NA,-19.941,NA,NA,NA,NA,NA
47022,1.4135,1.0881,-5,NA,NA,NA,-40.643,NA,NA,NA,NA,NA
47220,1.97388,1.60554,-4.44357,NA,NA,-2.166,NA,NA,NA,NA,NA,NA
47459,1.33867,1.59653,-4.22687,NA,NA,NA,-9.976,NA,NA,NA,NA,NA
47604,0.99728,2.15438,-3.71813,NA,NA,NA,NA,NA,NA,NA,-81.027,NA
47886,1.1409,1.92453,-5,NA,NA,-26.978,NA,NA,NA,NA,NA,NA
48150,2.35073,1.52222,-5,NA,NA,NA,-26.555,NA,NA,NA,NA,NA
48299,1.81829,2.91105,-3.88297,NA,NA,NA,NA,-46.315,NA,NA,NA,NA
48485,1.39592,2.28769,-4.99395,NA,NA,NA,-35.863,NA,NA,NA,NA,NA
48632,0.681826,2.13561,-5,NA,NA,NA,NA,-53.781,NA,NA,NA,NA
48867,0.864559,1.23642,-4.61089,NA,NA,-45.421,NA,NA,NA,NA,NA,NA
49006,1.83949,2.35034,-4.68905,NA,NA,-17.725,NA,NA,NA,NA,NA,NA
49390,1.88966,2.24584,-5,NA,NA,-21.456,NA,NA,NA,NA,NA,NA
49424,2.23537,1.64961,-5,NA,NA,-18.81,NA,NA,NA,NA,NA,NA
49736,1.39094,2.74648,-5,NA,NA,NA,NA,-46.528,NA,NA,NA,NA
49805,1.07424,1.87009,-5,NA,NA,-29.009,NA,NA,NA,NA,NA,NA
50076,1.32499,2.31352,-4.19051,NA,NA,NA,-23.809,NA,NA,NA,NA,NA
50245,1.01171,2.19768,-5,NA,-45.839,NA,NA,NA,NA,NA,NA,NA
50460,1.18574,1.41576,-5,NA,NA,NA,-30.326,NA,NA,NA,NA,NA
50602,1.14566,1.1693,-4.32583,NA,NA,-26.128,NA,NA,NA,NA,NA,NA
50985,0.989676,2.24568,-4.13838,NA,NA,NA,NA,-33.307,NA,NA,NA,NA
51055,2.20525,1.75317,-5,NA,NA,NA,NA,NA,-35.288,NA,NA,NA
51390,2.7108,1.63468,-5,NA,NA,NA,NA,-35.85,NA,NA,NA,NA
51425,2.06652,2.1283,-4.35339,NA,NA,NA,NA,-16.937,NA,NA,NA,NA
51788,1.45476,1.55087,-5,NA,NA,-20.573,NA,NA,NA,NA,NA,NA
51948,2.0726,2.1027,-4.18131,NA,NA,NA,NA,-16.725,NA,NA,NA,NA
52113,2.38965,1.49119,-4.68643,NA,NA,NA,NA,NA,-41.079,NA,NA,NA
52260,1.80208,1.59094,-5,NA,NA,NA,NA,NA,-47.772,NA,NA,NA
52505,1.393,1.38492,-4.14824,NA,NA,NA,NA,-18.739,NA,NA,NA,NA
52725,1.39282,2.31771,-4.47014,NA,NA,NA,NA,-20.849,NA,NA,NA,NA
52842,1.4313,1.97312,-4.05344,NA,NA,NA,NA,-18.376,NA,NA,NA,NA
53013,1.45166,2.00371,-4.6053,NA,NA,NA,NA,-12.955,NA,NA,NA,NA
53230,1.6522,1.74423,-5,NA,NA,-15.776,NA,NA,NA,NA,NA,NA
53443,0.903287,1.68726,-5,NA,NA,NA,-45.528,NA,NA,NA,NA,NA
53616,2.48897,1.51757,-5,NA,NA,NA,NA,NA,NA,NA,-62.298,NA
53813,2.5554,1.76814,-4.56905,NA,NA,-19.459,NA,NA,NA,NA,NA,NA
54057,1.88812,1.89156,-4.80791,NA,NA,NA,NA,NA,-23.887,NA,NA,NA
54330,0.97655,1.88416,-5,NA,NA,-32.497,NA,NA,NA,NA,NA,NA
54574,1.91903,2.08361,-5,NA,NA,NA,-20.97,NA,NA,NA,NA,NA
54611,1.51963,1.60562,-5,NA,NA,-17.232,NA,NA,NA,NA,NA,NA
54970,1.8671,2.12634,-5,NA,NA,-18.597,NA,NA,NA,NA,NA,NA
55057,2.01995,1.75635,-5,NA,NA,-15.807,NA,NA,NA,NA,NA,NA
55264,1.8772,1.75971,-4.28863,NA,NA,-2.335,NA,NA,NA,NA,NA,NA
55477,1.45134,1.10286,-5,NA,NA,NA,-41.64,NA,NA,NA,NA,NA
55697,1.49008,1.12174,-4.67326,NA,-40.801,NA,NA,NA,NA,NA,NA,NA
55923,2.98079,0.726789,-4.1326,NA,-82.931,NA,NA,NA,NA,NA,NA,NA
56172,2.61463,1.71123,-4.13808,NA,-42.04,NA,NA,NA,NA,NA,NA,NA
56222,1.55117,1.22876,-3.60097,NA,NA,NA,NA,-33.826,NA,NA,NA,NA
56409,1.45754,2.29573,-3.92122,NA,NA,NA,NA,-29.376,NA,NA,NA,NA
56616,1.0511,1.71677,-4.731,NA,NA,NA,NA,NA,-39.783,NA,NA,NA
56936,2.25593,1.84479,-4.51748,NA,NA,-9.89,NA,NA,NA,NA,NA,NA
57183,1.20483,2.2155,-4.3447,NA,NA,NA,-21.817,NA,NA,NA,NA,NA
57260,1.76094,2.03063,-4.95649,NA,NA,NA,NA,-17.376,NA,NA,NA,NA
57421,1.35908,2.16614,-5,NA,NA,NA,NA,-27.128,NA,NA,NA,NA
57719,1.93012,1.90555,-5,NA,NA,NA,NA,-25.371,NA,NA,NA,NA
57925,1.57671,1.41286,-5,NA,NA,-19.744,NA,NA,NA,NA,NA,NA
58177,2.10183,1.3877,-4.50687,NA,NA,NA,-10.774,NA,NA,NA,NA,NA
58387,1.59351,1.53751,-3.8395,NA,NA,-9.685,NA,NA,NA,NA,NA,NA
58524,1.73495,1.58361,-4.32495,NA,NA,NA,NA,NA,-20.402,NA,NA,NA
58672,2.78166,2.81076,-3.96228,NA,NA,NA,NA,-64.149,NA,NA,NA,NA
58991,1.05864,1.8909,-3.87247,NA,NA,NA,NA,-26.391,NA,NA,NA,NA
59117,1.66731,1.6863,-4.60442,NA,-22.871,NA,NA,NA,NA,NA,NA,NA
