id,x0,x1,x2,fitness-1,fitness0.5,fitness0,fitness1,fitness-0.5,fitness-2,fitness-2.5,fitness-3.5,fitness-4.5,fitness-5,fitness-4,fitness-1.5,fitness1.5,fitness2,fitness2.5,fitness3.5,fitness4,fitness5,fitness4.5,fitness3,fitness-3
3003,2.53079,-0.0204107,3.75078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3308,1.19936,0.72378,4.65236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.097,NA,NA,NA,NA,NA,NA,NA,NA,NA
3538,2.77153,0.563264,3.45294,-2.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3603,3.40417,0.862594,1.97527,NA,31.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3844,3.68945,0.939629,2.27263,NA,NA,NA,68.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4058,4.58431,0.0124309,2.34576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.472,NA,NA,NA,NA,NA,NA,NA,NA
4256,2.98925,1.34641,1.99714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.935,NA,NA,NA,NA,NA,NA,NA
4525,2.89499,1.37075,2.25306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.469,NA,NA,NA,NA,NA,NA,NA
4645,4.26321,0.979732,3.57909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.157,NA,NA,NA,NA,NA,NA
4924,4.88583,-0.298316,3.09483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.318,NA,NA,NA,NA,NA
5004,5,-1.49737,1.69639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1072.953,NA,NA,NA,NA
5388,4.65955,0.184428,-0.0694243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-516.331,NA,NA,NA,NA
5545,4.48899,1.04407,0.688506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.567,NA,NA,NA
5792,5,2.09892,0.721517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.926,NA,NA
5843,3.31593,1.30004,0.472974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-143.952,NA,NA
6168,3.23365,0.635731,1.57569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.452,NA,NA,NA
6363,2.326,0.724981,1.80812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.78,NA,NA,NA
6440,3.559,0.523517,1.56876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325,NA,NA,NA
6651,3.06023,0.676831,0.302586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.149,NA,NA,NA,NA
6878,3.68106,0.126312,0.108333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021,NA,NA,NA
7005,4.98312,1.59725,-0.548033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.503,NA,NA,NA
7238,5,2.06195,0.306722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.562,NA,NA,NA
7547,3.77485,1.82837,-0.707358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1592.327,NA,NA,NA
7750,3.71705,2.332,-1.4264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190.881,NA,NA,NA
7869,3.52751,3.46278,-0.346497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.35,NA,NA
8008,3.82966,2.93067,-1.07577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.167,NA,NA,NA
8329,3.22448,2.86961,-1.18099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.913,NA,NA,NA
8446,3.10064,4.54791,-1.51032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.483,NA,NA,NA
8668,4.54533,3.55708,-2.84993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.108,NA,NA
8925,4.79209,3.79615,-3.91345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103.13,NA,NA,NA
9194,5,2.6951,-3.76822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.882,NA,NA,NA
9376,4.6424,1.64862,-4.17788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.579,NA,NA,NA
9470,4.88481,1.87921,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.744,NA,NA,NA,NA
9734,4.80343,1.88917,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.549,NA,NA,NA,NA
9854,3.97064,2.20007,-3.62495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.682,NA,NA
10047,4.6507,3.98448,-3.56543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.563,NA,NA
10309,5,5,-3.0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1909.323,NA,NA
10409,5,3.6507,-3.16438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.678,NA,NA,NA
10682,3.25402,4.19389,-3.87213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.889,NA,NA,NA,NA
10927,5,1.61596,-4.43398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.827,NA,NA,NA,NA,NA
11008,5,2.26408,-4.69589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.215,NA,NA,NA
11223,5,2.21124,-4.6297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.889,NA
11507,4.99513,2.27558,-3.13946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.918,NA
11653,3.71856,1.55003,-0.443872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.532,NA,NA,NA,NA,NA,NA
11816,3.32159,1.19495,0.18891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.162,NA,NA,NA
12064,3.61119,0.345826,-1.27951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.319,NA,NA,NA
12315,2.98824,1.84918,-3.66684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.644,NA,NA,NA
12565,2.96318,1.967,-3.35517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.761,NA,NA,NA
12744,2.24038,2.66527,-3.31164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.446,NA,NA,NA
12850,4.06828,0.767963,-4.23994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.972,NA,NA,NA
13169,5,1.48083,-4.26084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.749,NA,NA,NA
13357,1.93959,-0.148634,-4.22351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.647,NA,NA,NA
13596,0.676044,-0.787296,-3.52746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.85,NA,NA
13659,-0.177698,0.905846,-4.83424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682.163,NA,NA,NA
13918,-0.719777,2.40048,-3.62427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.421,NA,NA,NA,NA
14099,-0.371543,2.01668,-3.22685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.872,NA,NA,NA,NA,NA,NA
14315,0.582338,0.926072,-1.66046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.193,NA,NA,NA,NA,NA,NA
14487,0.953277,2.72432,-2.41703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.474,NA,NA,NA,NA,NA,NA,NA
14737,1.76294,4.63243,-1.62023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.719,NA,NA,NA,NA,NA,NA
14891,-0.408159,4.92877,-0.350503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.944,NA,NA,NA,NA,NA
15002,0.734229,5,-2.15542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1203.169,NA,NA,NA
15389,1.02614,5,-2.1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.336,NA,NA
15591,1.52427,5,-2.37515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.933,NA,NA,NA
15640,1.0101,5,-3.21459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.226,NA,NA,NA
15812,1.21189,5,-2.58742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646.959,NA,NA,NA
16182,1.8586,3.51559,-3.68797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.175,NA,NA,NA
16393,3.02335,1.8822,-3.65954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.499,NA,NA,NA,NA,NA
16500,3.96614,1.37651,-3.9804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.302,NA,NA
16745,3.75499,3.22095,-4.22549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005,NA,NA
16850,3.10365,3.00777,-2.51091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.652,NA,NA,NA
17044,2.63497,3.85854,-2.3167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.071,NA,NA
17393,1.74819,3.20181,-0.914909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.322,NA,NA,NA,NA,NA
17421,2.60012,3.37092,-2.34302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.625,NA,NA,NA,NA,NA,NA,NA
17783,2.35988,1.72624,-2.58312,NA,NA,NA,-19.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17839,2.05174,3.34087,-0.429305,-1.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18124,1.66024,3.02456,0.617789,NA,NA,-0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18271,0.88826,2.62877,2.20617,NA,NA,93.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18442,-0.793494,2.90875,3.10354,NA,NA,42.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18686,-1.53639,4.14878,2.90144,NA,NA,431.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18824,-2.96667,4.51221,1.56022,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19163,-2.6583,5,3.69501,NA,NA,NA,NA,721.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19203,-2.4469,3.19924,4.18018,NA,NA,NA,NA,446.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19583,-1.07257,1.12968,4.63433,NA,NA,NA,NA,-149.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19778,-1.20176,2.43295,2.88828,NA,NA,NA,77.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19818,-0.639775,2.58618,3.40699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.135,NA,NA,NA,NA,NA,NA,NA
20062,-1.89824,2.83834,3.26918,NA,161.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20389,-1.25677,2.91281,2.56361,NA,NA,-24.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20524,-3.05027,2.09398,2.20769,NA,NA,NA,NA,NA,-12.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20726,-4.23444,2.11198,1.66978,NA,NA,NA,NA,NA,NA,-0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20995,-4.08171,2.57821,1.25363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.059
21199,-4.22106,2.84973,2.41604,NA,NA,NA,NA,NA,NA,-4.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21232,-4.65042,3.06962,3.55769,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21422,-4.01133,5,2.72926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-176.351
21731,-2.18672,5,5,NA,NA,NA,NA,NA,NA,581.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21981,-3.4563,4.12208,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219.334,NA,NA,NA,NA,NA,NA,NA,NA,NA
22169,-3.73346,3.43499,4.18191,NA,NA,NA,NA,NA,NA,1.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22325,-4.43255,4.26154,4.44855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.278
22437,-4.66674,4.849,5,NA,NA,NA,NA,NA,550.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22752,-4.32931,5,4.78543,NA,NA,NA,NA,NA,305.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22956,-4.67025,4.91343,5,726.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23032,-4.38609,4.61688,5,644.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23297,-4.17658,5,5,NA,NA,NA,NA,NA,87.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23419,-2.70922,3.00746,4.48773,NA,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23620,-3.1662,1.67369,4.78316,NA,NA,NA,NA,NA,NA,NA,NA,26.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23976,-4.42883,1.6567,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24196,-4.70818,0.543481,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24248,-5,2.37972,4.07905,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24477,-3.55014,2.99144,5,NA,NA,NA,NA,NA,NA,-31.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24775,-3.55484,4.90181,4.19609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2157.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
24950,-1.97489,5,3.29007,1835.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25033,-1.24216,4.06265,2.9261,NA,NA,196.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25276,-2.57208,4.57217,3.17836,NA,NA,NA,NA,96.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25545,-2.29943,3.57365,3.30631,NA,NA,5.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25632,-3.39845,3.82942,4.64855,NA,181.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25920,-2.59087,3.11158,4.23083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.265,NA,NA,NA,NA,NA,NA,NA,NA
26149,-1.78772,2.33472,3.47642,NA,-5.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26280,-3.19513,3.18513,2.19562,NA,NA,51.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26455,-2.75496,4.53828,3.02677,NA,NA,NA,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26684,-2.60062,2.10768,1.65793,NA,-18.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26858,-3.93328,1.2656,1.73821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.604,NA,NA,NA,NA,NA,NA,NA,NA
27108,-2.42266,1.90558,4.34118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
27322,-4.09887,-0.400758,4.67626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647.849,NA,NA,NA,NA,NA,NA,NA,NA,NA
27589,-4.53909,-0.565277,5,NA,NA,NA,NA,124.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27649,-4.25472,-0.703812,5,NA,NA,332.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27952,-5,-2.96624,4.37341,NA,NA,NA,NA,223.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28165,-3.17616,-2.48121,5,NA,NA,NA,NA,-346.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28271,-3.48804,-1.98908,4.57465,NA,NA,NA,157.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28564,-4.9031,-2.78762,2.45668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.357,NA,NA,NA,NA,NA,NA,NA,NA
28774,-5,-1.94239,1.8237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.064,NA,NA,NA,NA,NA,NA,NA,NA
28857,-4.07861,-1.37545,0.490034,NA,NA,NA,-143.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29004,-5,-0.0579683,0.693284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.403,NA,NA,NA,NA,NA,NA,NA,NA
29306,-3.6264,-0.407545,1.69275,NA,NA,NA,-33.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29589,-1.72777,-1.09133,1.67701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.349,NA,NA,NA,NA,NA,NA,NA,NA
29745,-1.27259,-1.08901,0.737691,NA,NA,214.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29897,-3.7451,-1.00529,1.53171,-12.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30092,-2.55144,-0.36932,2.22671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.281,NA,NA,NA,NA,NA,NA,NA,NA,NA
30309,-4.64155,0.519938,1.74855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.233,NA,NA,NA,NA,NA,NA,NA,NA,NA
30404,-2.84903,-1.11191,2.0725,NA,NA,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30621,-3.8196,-0.441393,2.67811,20.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30912,-3.71894,-2.16187,2.21041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.927,NA,NA,NA,NA,NA,NA,NA,NA,NA
31171,-2.55799,-2.00492,3.82418,241.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31362,-2.06056,-0.755288,4.07579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2686.996,NA,NA,NA,NA,NA,NA,NA,NA,NA
31419,-1.12914,-0.028911,4.25445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.694,NA,NA,NA,NA,NA,NA,NA,NA,NA
31714,-0.125745,-0.739711,4.17158,4345.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31985,-1.49012,0.871452,5,NA,NA,NA,NA,NA,2051.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32077,-2.55394,-0.339263,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32394,-2.15807,-0.378678,5,NA,NA,NA,NA,NA,NA,NA,NA,415.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32555,-1.70772,-1.47625,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32771,-1.06272,-0.947714,4.13627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-497.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32937,-1.15593,0.570844,5,NA,NA,NA,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33194,-0.24694,1.41232,4.2689,NA,NA,NA,NA,NA,145.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
