id,x0,x1,x2,fitness-4,fitness-5,fitness-4.5,fitness-3.5,fitness-3
7937,-1.47937,3.6362,-4.50278,NA,-56.048,NA,NA,NA
8128,-1.57704,3.41263,-5,NA,-45.176,NA,NA,NA
8335,-1.33498,4.76668,-4.55434,NA,-83.228,NA,NA,NA
8416,-1.44687,3.27976,-4.69665,NA,NA,-42.242,NA,NA
8792,-2.1016,4.64258,-5,NA,-57.87,NA,NA,NA
8898,-2.32739,4.65167,-4.49021,-75.836,NA,NA,NA,NA
9179,-1.53401,4.04877,-5,-48.274,NA,NA,NA,NA
9290,-2.01507,4.40347,-4.48611,NA,NA,-56.392,NA,NA
9536,-1.06198,4.21982,-5,NA,-50.279,NA,NA,NA
9602,-1.42628,3.48507,-4.7958,NA,NA,-21.758,NA,NA
9927,-1.40287,4.57991,-5,NA,NA,-62.747,NA,NA
10154,-1.25305,3.79429,-5,NA,NA,-14.54,NA,NA
10399,-2.72782,4.20625,-5,NA,NA,-60.433,NA,NA
10575,-1.46548,4.04569,-5,NA,-47.639,NA,NA,NA
10752,-1.52123,4.14242,-4.99481,-24.13,NA,NA,NA,NA
10976,-1.22542,4.45847,-5,NA,NA,-59.222,NA,NA
11199,-1.56202,3.53731,-5,-45.172,NA,NA,NA,NA
11237,-2.1748,3.8513,-5,NA,-44.601,NA,NA,NA
11576,-2.14507,4.43994,-5,NA,-58.821,NA,NA,NA
11703,-1.85817,3.22023,-5,NA,-61.593,NA,NA,NA
11900,-2.90489,4.35789,-5,-80.457,NA,NA,NA,NA
12030,-1.44438,3.71258,-5,NA,-35.631,NA,NA,NA
12205,-2.14389,3.84752,-5,NA,-46.287,NA,NA,NA
12488,-1.90968,4.56249,-5,NA,-54.306,NA,NA,NA
12792,-1.08537,5,-5,NA,-87.566,NA,NA,NA
12822,-1.94325,3.31493,-5,NA,-68.84,NA,NA,NA
13033,-2.52232,4.25657,-5,NA,NA,-55.176,NA,NA
13398,-1.33385,3.96901,-5,-21.484,NA,NA,NA,NA
13438,-1.39391,3.78455,-5,NA,-31.099,NA,NA,NA
13678,-1.41981,3.62498,-5,NA,-43.691,NA,NA,NA
13909,-1.34706,4.04842,-4.97451,NA,-51.959,NA,NA,NA
14168,-1.34932,3.56422,-4.29401,NA,-66.276,NA,NA,NA
14229,-1.34181,3.55425,-5,NA,-50.952,NA,NA,NA
14522,-1.86823,3.16914,-5,NA,NA,-45.235,NA,NA
14752,-1.62156,3.52289,-5,NA,NA,-11.479,NA,NA
14841,-3.1213,3.53666,-4.11773,NA,-101.747,NA,NA,NA
15177,-2.34609,4.71337,-4.81612,NA,-82.927,NA,NA,NA
15391,-2.22584,4.70833,-4.38183,NA,-66.724,NA,NA,NA
15504,-2.22879,3.70762,-4.80474,NA,-51.476,NA,NA,NA
15652,-1.25006,3.06466,-5,NA,-78.348,NA,NA,NA
15821,-1.23087,3.92621,-4.69029,NA,-56.018,NA,NA,NA
16193,-1.48429,4.22395,-5,NA,NA,-25.462,NA,NA
16267,-2.03102,4.2892,-5,NA,-63.449,NA,NA,NA
16518,-2.61269,3.88189,-5,NA,-54.534,NA,NA,NA
16707,-1.98519,2.95188,-5,-76.907,NA,NA,NA,NA
16818,-2.36054,3.66421,-5,NA,-62.262,NA,NA,NA
17049,-2.31998,3.1701,-5,NA,NA,-67.743,NA,NA
17340,-1.94817,3.71056,-5,NA,-37.873,NA,NA,NA
17459,-2.42998,4.35734,-5,NA,-58.456,NA,NA,NA
17797,-1.5001,3.50511,-5,NA,NA,-6.856,NA,NA
17885,-1.16164,3.73995,-5,NA,-69.391,NA,NA,NA
18160,-1.17709,3.6705,-5,NA,-63.687,NA,NA,NA
18357,-1.22447,4.53449,-5,NA,NA,-65.24,NA,NA
18458,-1.8881,5,-4.94495,NA,-79.03,NA,NA,NA
18626,-1.24317,4.64867,-4.94281,NA,NA,-75.502,NA,NA
18852,-1.40862,4.11017,-4.58337,NA,-55.44,NA,NA,NA
19049,-1.45148,4.5156,-4.47674,-62.065,NA,NA,NA,NA
19382,-1.70854,4.28208,-5,-43.941,NA,NA,NA,NA
19527,-1.9524,4.82471,-5,NA,NA,-64.403,NA,NA
19739,-1.83886,4.22314,-4.63039,NA,-50.835,NA,NA,NA
19897,-2.16077,3.18245,-4.89381,NA,-67.791,NA,NA,NA
20190,-2.29841,3.95327,-4.43059,NA,-52.405,NA,NA,NA
20392,-2.30961,4.04426,-4.35641,NA,NA,-55.86,NA,NA
20437,-1.80222,3.88832,-4.81047,NA,-50.362,NA,NA,NA
20653,-1.50789,4.58002,-4.16453,NA,-86.042,NA,NA,NA
20990,-1.87599,3.62064,-4.85829,NA,-43.947,NA,NA,NA
21049,-2.30252,3.41963,-4.7819,NA,-41.491,NA,NA,NA
21269,-1.87287,4.36628,-5,NA,-54.891,NA,NA,NA
21450,-2.06748,4.29645,-4.40719,NA,-47.532,NA,NA,NA
21747,-1.61683,3.90982,-5,-11.562,NA,NA,NA,NA
21916,-2.01218,3.53271,-4.60104,NA,-54.782,NA,NA,NA
22190,-2.40877,4.52454,-5,NA,-67.296,NA,NA,NA
22376,-2.21337,4.26946,-5,NA,-48.166,NA,NA,NA
22437,-2.31767,4.09276,-5,-52.802,NA,NA,NA,NA
22728,-2.08258,4.32647,-5,NA,NA,-37.315,NA,NA
22929,-2.21822,3.49998,-5,NA,NA,-46.53,NA,NA
23120,-1.83074,3.64234,-5,NA,NA,-19.448,NA,NA
23325,-1.80782,3.2995,-4.68471,NA,-43.205,NA,NA,NA
23545,-1.39228,3.75028,-4.63765,NA,-42.331,NA,NA,NA
23680,-1.78638,4.17372,-4.28062,NA,-74.418,NA,NA,NA
23970,-2.26348,4.23549,-3.79163,NA,-71.219,NA,NA,NA
24130,-2.22303,3.88408,-5,NA,-56.523,NA,NA,NA
24359,-2.54601,3.8548,-5,NA,-54.846,NA,NA,NA
24490,-2.2817,3.28568,-5,NA,-53.357,NA,NA,NA
24731,-1.57516,4.31699,-5,NA,-44.531,NA,NA,NA
24962,-2.58076,3.521,-5,NA,NA,-58.093,NA,NA
25012,-1.29076,3.37124,-5,-21.968,NA,NA,NA,NA
25208,-1.6196,3.58703,-4.62645,NA,NA,-13.565,NA,NA
25406,-1.82457,3.64111,-4.99851,NA,-45.218,NA,NA,NA
25791,-2.38243,3.08468,-5,NA,-83.358,NA,NA,NA
25829,-1.86144,4.06245,-3.80929,NA,-86.574,NA,NA,NA
26003,-1.46832,4.25929,-5,NA,NA,-28.541,NA,NA
26386,-2.14491,4.44036,-5,NA,NA,-51.711,NA,NA
26586,-2.47136,3.3824,-4.43058,-69.817,NA,NA,NA,NA
26724,-1.80114,4.33917,-5,NA,NA,-43.321,NA,NA
26996,-2.2809,4.37871,-4.86925,-59.41,NA,NA,NA,NA
27073,-1.83398,4.7067,-5,NA,-67.55,NA,NA,NA
27229,-2.10948,4.13996,-5,NA,-54.905,NA,NA,NA
27543,-1.60498,3.9329,-4.80822,NA,NA,-13.986,NA,NA
27776,-0.881884,4.58588,-4.80996,NA,-88.769,NA,NA,NA
27853,-2.23356,4.13616,-5,NA,-49.359,NA,NA,NA
28052,-1.71114,5,-5,NA,-72.163,NA,NA,NA
28209,-1.48115,5,-5,NA,-86.367,NA,NA,NA
28429,-2.22886,4.02614,-5,NA,-52.655,NA,NA,NA
28609,-2.07113,3.79435,-5,NA,-37.542,NA,NA,NA
28902,-1.26902,4.11369,-4.87033,NA,-61.409,NA,NA,NA
29155,-2.21026,4.1716,-4.95185,NA,-48.875,NA,NA,NA
29264,-2.3565,3.72123,-5,NA,-64.881,NA,NA,NA
29527,-2.63984,4.1393,-5,NA,-63.233,NA,NA,NA
29791,-2.1086,3.74135,-4.90216,-38.338,NA,NA,NA,NA
29978,-1.94427,4.77334,-5,-70.875,NA,NA,NA,NA
30108,-2.12339,4.50681,-5,NA,-58.889,NA,NA,NA
30394,-1.79331,4.59586,-5,NA,NA,-52.984,NA,NA
30402,-2.59668,3.7191,-5,NA,-56.063,NA,NA,NA
30667,-1.70202,3.66978,-4.92978,NA,-50.748,NA,NA,NA
30958,-1.41065,4.23524,-5,-36.529,NA,NA,NA,NA
31101,-1.3417,3.57869,-4.54036,NA,NA,-37.079,NA,NA
31217,-1.35456,3.85319,-4.87653,NA,-25.159,NA,NA,NA
31412,-2.50919,4.29485,-4.81806,NA,-66.75,NA,NA,NA
31612,-2.26364,3.43335,-5,NA,-46.847,NA,NA,NA
31935,-1.50556,3.93838,-5,NA,-41.011,NA,NA,NA
32171,-1.83169,4.53209,-5,NA,NA,-49.644,NA,NA
32284,-1.27114,4.50371,-4.58281,-71.433,NA,NA,NA,NA
32546,-1.26832,3.31422,-5,NA,NA,-43.134,NA,NA
32685,-1.60715,3.77397,-5,NA,-49.296,NA,NA,NA
32802,-1.58574,3.95272,-5,NA,NA,-26.707,NA,NA
33019,-1.27208,3.30989,-5,NA,-78.825,NA,NA,NA
33396,-1.24864,3.4804,-4.7798,NA,-65.162,NA,NA,NA
33543,-1.36418,4.34332,-4.39239,NA,-48.793,NA,NA,NA
33799,-1.69013,3.73588,-4.47497,NA,NA,-29.118,NA,NA
33889,-1.52178,4.73773,-4.42569,NA,-81.278,NA,NA,NA
34199,-1.52724,4.23941,-5,NA,NA,-36.059,NA,NA
34302,-1.56025,4.06255,-5,NA,-45.346,NA,NA,NA
34480,-1.41568,3.69504,-5,NA,NA,-16.819,NA,NA
34773,-1.78355,3.80999,-4.38201,NA,-40.265,NA,NA,NA
34957,-2.05978,4.14216,-4.79331,NA,-59.858,NA,NA,NA
35167,-2.24229,4.11254,-5,-48.982,NA,NA,NA,NA
35384,-2.54676,5,-4.66906,-83.506,NA,NA,NA,NA
35439,-2.55073,4.93669,-5,NA,-84.065,NA,NA,NA
35701,-2.227,4.50878,-4.49855,NA,NA,-61.776,NA,NA
35848,-1.60286,4.21569,-5,NA,NA,-35.811,NA,NA
36148,-1.74412,3.54703,-4.88902,NA,-38.411,NA,NA,NA
36233,-1.98888,3.90186,-5,NA,NA,-33.702,NA,NA
36412,-1.96727,4.22124,-4.61141,NA,-55.842,NA,NA,NA
36703,-2.31725,3.51284,-4.5199,-59.426,NA,NA,NA,NA
36944,-1.86601,4.18885,-5,-56.9,NA,NA,NA,NA
37104,-2.87531,4.00735,-5,-69.069,NA,NA,NA,NA
37375,-1.63372,3.39729,-5,NA,NA,-20.774,NA,NA
37435,-2.03098,3.62933,-5,NA,-45.156,NA,NA,NA
37774,-1.77306,4.04229,-5,NA,-44.311,NA,NA,NA
37928,-1.93768,3.55547,-5,NA,-50.547,NA,NA,NA
38130,-2.00641,3.7586,-4.81134,NA,-29.358,NA,NA,NA
38322,-1.61771,3.7485,-4.11493,NA,-63.778,NA,NA,NA
38404,-2.93038,3.4689,-5,NA,-72.601,NA,NA,NA
38694,-1.36162,4.07754,-4.47767,NA,-56.113,NA,NA,NA
38999,-1.8333,4.15241,-4.70683,-34.557,NA,NA,NA,NA
39188,-2.66206,3.7695,-4.6428,NA,-62.157,NA,NA,NA
39203,-1.53579,2.98269,-5,-86.207,NA,NA,NA,NA
39414,-1.74689,4.03279,-5,-27.325,NA,NA,NA,NA
39752,-1.19351,4.47203,-5,NA,NA,-62.317,NA,NA
39857,-1.5227,5,-4.1904,NA,-93.246,NA,NA,NA
40087,-2.22754,5,-5,NA,NA,-75.974,NA,NA
40291,-1.39089,5,-4.32224,NA,-81.673,NA,NA,NA
40514,-2.08025,4.6646,-4.98976,-66.99,NA,NA,NA,NA
40668,-1.83802,5,-4.79582,NA,-76.156,NA,NA,NA
40923,-1.70217,4.49684,-4.39183,NA,-64.925,NA,NA,NA
41117,-1.30296,3.14622,-5,NA,-79.805,NA,NA,NA
41249,-1.186,3.58494,-4.87396,NA,-58.644,NA,NA,NA
41422,-1.49587,3.46272,-5,NA,-56.125,NA,NA,NA
41745,-2.25461,4.00992,-5,NA,-54.323,NA,NA,NA
41990,-1.59697,4.4045,-4.99562,-48.179,NA,NA,NA,NA
42004,-1.28775,4.16357,-4.99738,NA,NA,-38.563,NA,NA
42338,-1.26037,3.84612,-4.51666,NA,NA,-25.893,NA,NA
42511,-1.32863,4.1022,-5,NA,NA,-23.135,NA,NA
42637,-1.23595,4.87695,-5,NA,-83.179,NA,NA,NA
42895,-1.29515,4.31539,-4.67942,NA,-70.134,NA,NA,NA
43143,-0.994385,4.41721,-5,NA,-74.398,NA,NA,NA
43261,-2.13797,4.34758,-5,NA,-58.278,NA,NA,NA
43403,-2.27759,3.58117,-5,NA,-54.659,NA,NA,NA
43626,-2.52929,2.78854,-4.7143,NA,-92.358,NA,NA,NA
43983,-2.37445,2.53047,-5,NA,-91.063,NA,NA,NA
44081,-2.22644,3.4714,-5,NA,NA,-47.834,NA,NA
44337,-2.13165,4.08594,-4.04915,-89.644,NA,NA,NA,NA
44549,-1.77228,3.95468,-4.92927,NA,-49.465,NA,NA,NA
44678,-1.47541,4.25491,-4.91544,NA,-51.612,NA,NA,NA
44884,-1.76386,4.61528,-5,NA,NA,-51.316,NA,NA
45127,-1.91677,5,-5,-93.474,NA,NA,NA,NA
45221,-2.18696,5,-4.87233,NA,-74.892,NA,NA,NA
45584,-2.31047,4.55939,-4.89056,NA,NA,-50.857,NA,NA
45643,-1.55764,4.72971,-5,NA,NA,-60.767,NA,NA
45857,-2.22624,4.3858,-5,NA,NA,-52.917,NA,NA
46044,-2.00297,4.48492,-4.8004,NA,NA,-50.879,NA,NA
46281,-2.3992,5,-4.67594,NA,-79.682,NA,NA,NA
46434,-1.29331,3.80044,-5,NA,NA,-20.067,NA,NA
46799,-0.997466,3.55515,-5,NA,-72.154,NA,NA,NA
46980,-1.959,3.10834,-5,NA,-63.985,NA,NA,NA
47078,-1.72339,4.48092,-5,NA,-57.131,NA,NA,NA
47393,-1.97288,3.40839,-4.611,NA,NA,-41.319,NA,NA
47416,-2.3354,3.70642,-5,NA,-57.989,NA,NA,NA
47680,-1.84601,3.98799,-5,NA,-41.52,NA,NA,NA
47833,-2.18416,3.68692,-4.99137,NA,-52.507,NA,NA,NA
48124,-1.66832,3.43323,-5,NA,-35.313,NA,NA,NA
48220,-2.5745,3.62088,-5,NA,NA,-59.227,NA,NA
48509,-1.43764,4.56739,-4.73989,NA,-57.318,NA,NA,NA
48750,-1.34854,3.96337,-5,NA,-41.589,NA,NA,NA
48883,-1.74717,3.07957,-4.90374,NA,-66.279,NA,NA,NA
49194,-2.88748,3.6488,-5,-76.207,NA,NA,NA,NA
49278,-2.0378,3.69325,-5,-39.407,NA,NA,NA,NA
49487,-2.13078,3.9024,-4.68866,-46.168,NA,NA,NA,NA
49750,-1.76982,4.09596,-4.61555,NA,NA,-30.26,NA,NA
49971,-2.31212,4.40205,-4.80104,NA,-52.727,NA,NA,NA
50198,-2.62412,5,-5,NA,NA,-80.762,NA,NA
50240,-1.72227,3.76104,-5,NA,-52.955,NA,NA,NA
50477,-2.0013,4.05406,-4.70852,-37.933,NA,NA,NA,NA
50714,-1.80921,3.01495,-5,NA,NA,-52.368,NA,NA
50924,-1.01721,3.61146,-5,NA,NA,-39.728,NA,NA
51158,-2.08887,3.73632,-5,NA,-40.794,NA,NA,NA
51203,-2.3155,3.74905,-5,NA,-51.812,NA,NA,NA
51449,-1.68382,2.44885,-4.94087,NA,-79.65,NA,NA,NA
51739,-1.50785,3.33394,-5,NA,NA,-22.414,NA,NA
51998,-2.08643,3.31465,-5,NA,-70.535,NA,NA,NA
52167,-1.70367,3.83585,-4.74929,NA,-49.629,NA,NA,NA
52258,-1.61142,4.09088,-5,-27.526,NA,NA,NA,NA
52511,-2.07627,3.78558,-4.90026,-38.639,NA,NA,NA,NA
52745,-1.94646,3.29517,-4.88951,NA,-74.802,NA,NA,NA
52962,-1.50843,4.74135,-4.48025,NA,NA,NA,-105.576,NA
53049,-1.71595,4.149,-5,NA,-38.119,NA,NA,NA
53343,-2.39851,3.83158,-5,NA,-64.862,NA,NA,NA
53581,-1.26558,3.5923,-4.87873,NA,NA,-8.796,NA,NA
53699,-2.23058,3.35516,-5,NA,-52.31,NA,NA,NA
53878,-1.40855,3.83979,-5,NA,-31.247,NA,NA,NA
54197,-2.04434,3.81687,-5,-35.474,NA,NA,NA,NA
54318,-1.17936,4.38751,-5,NA,NA,-62.602,NA,NA
54480,-2.4206,3.57446,-5,NA,-54.59,NA,NA,NA
54749,-2.20953,5,-5,NA,-77.33,NA,NA,NA
54803,-1.40941,4.26118,-5,NA,NA,-48.397,NA,NA
55108,-1.66353,3.78791,-5,NA,NA,-19.813,NA,NA
55358,-1.08688,3.76459,-5,-26.435,NA,NA,NA,NA
55421,-1.21665,3.87546,-5,NA,-49.977,NA,NA,NA
55792,-1.65026,3.53999,-5,NA,-40.31,NA,NA,NA
55838,-2.1382,3.92529,-5,NA,NA,-37.691,NA,NA
56050,-1.60844,3.77163,-4.67652,NA,-38.695,NA,NA,NA
56220,-1.86373,4.08004,-5,NA,NA,-31.207,NA,NA
56406,-1.59028,4.09445,-5,-24.342,NA,NA,NA,NA
56799,-1.81397,3.15861,-5,NA,-64.771,NA,NA,NA
56974,-2.74821,3.48952,-5,-69.765,NA,NA,NA,NA
57047,-2.03451,3.42014,-5,-28.11,NA,NA,NA,NA
57339,-1.14168,3.49986,-5,-46.955,NA,NA,NA,NA
57402,-1.50826,3.68315,-5,NA,-40.822,NA,NA,NA
57725,-1.4231,2.90136,-5,NA,-68.805,NA,NA,NA
57872,-1.05548,4.15071,-5,-61.175,NA,NA,NA,NA
58185,-1.71967,3.78419,-4.66481,NA,NA,-9.398,NA,NA
58210,-1.80164,3.36124,-5,NA,-44.621,NA,NA,NA
58406,-1.87782,4.7746,-5,NA,-65.199,NA,NA,NA
58625,-1.62072,4.39366,-5,NA,-49.396,NA,NA,NA
58940,-1.73973,4.45434,-4.67218,NA,NA,-49.976,NA,NA
59020,-1.46309,4.46859,-4.42253,NA,-68.413,NA,NA,NA
59247,-1.3427,3.6658,-5,NA,-41.591,NA,NA,NA
59427,-2.1763,3.91305,-4.89594,NA,-50.779,NA,NA,NA
59717,-1.70579,3.73802,-4.59805,-20.501,NA,NA,NA,NA
59896,-1.50841,4.25231,-4.48646,NA,-55.495,NA,NA,NA
60166,-2.04333,3.47881,-4.71378,NA,-64.489,NA,NA,NA
60287,-2.74126,3.20949,-5,NA,-83.594,NA,NA,NA
60564,-2.23952,3.86719,-5,NA,-58.728,NA,NA,NA
60720,-1.29136,4.41241,-5,NA,-70.569,NA,NA,NA
60832,-1.30343,3.59404,-5,NA,NA,-30.863,NA,NA
61160,-2.16586,3.82605,-5,-39.577,NA,NA,NA,NA
61324,-1.40354,4.10275,-4.50283,NA,-53.172,NA,NA,NA
61524,-2.29416,3.33746,-5,NA,-49.284,NA,NA,NA
61713,-1.61083,3.82665,-5,NA,-49.97,NA,NA,NA
61989,-2.31499,3.33739,-5,NA,-49.243,NA,NA,NA
62065,-1.80622,3.68717,-5,NA,-46.687,NA,NA,NA
62274,-1.71679,3.97675,-5,NA,-33.5,NA,NA,NA
62549,-1.34232,4.01059,-5,NA,NA,-23.836,NA,NA
62746,-1.33919,3.86742,-5,NA,-34.799,NA,NA,NA
62874,-1.16508,3.52399,-5,NA,-57.67,NA,NA,NA
63070,-0.902477,4.14108,-5,NA,NA,-67.396,NA,NA
63299,-2.18507,4.35359,-5,NA,NA,-50.114,NA,NA
63549,-2.40475,5,-3.84948,NA,-103.143,NA,NA,NA
63776,-1.76722,3.36244,-4.37375,NA,NA,-29.685,NA,NA
63894,-1.61473,3.31138,-5,NA,-40.974,NA,NA,NA
64086,-1.5334,3.17664,-5,-39.585,NA,NA,NA,NA
64386,-2.40298,4.09958,-4.85684,NA,NA,-52.349,NA,NA
64507,-1.71895,2.96128,-5,NA,NA,-47.971,NA,NA
64706,-2.12738,3.57157,-5,NA,NA,-35.803,NA,NA
64815,-2.78908,4.16503,-5,NA,-70.008,NA,NA,NA
65075,-2.85111,4.15207,-5,NA,-70.575,NA,NA,NA
65320,-1.49879,3.3378,-5,NA,-64.535,NA,NA,NA
65562,-2.36843,4.35809,-4.97405,NA,-51.56,NA,NA,NA
65767,-2.02912,4.20607,-5,NA,-50.159,NA,NA,NA
65935,-1.57839,3.69115,-4.86731,NA,-46.347,NA,NA,NA
66092,-2.06019,4.52463,-4.87189,NA,-55.219,NA,NA,NA
66285,-1.92075,5,-5,NA,-80.022,NA,NA,NA
66476,-2.24874,3.80834,-5,NA,NA,-32.684,NA,NA
66687,-1.56098,4.7934,-5,NA,NA,-64.21,NA,NA
66812,-1.42023,5,-5,NA,-91.009,NA,NA,NA
67140,-2.20888,3.71063,-5,NA,-55.257,NA,NA,NA
67358,-2.21833,4.35194,-5,NA,-53.214,NA,NA,NA
67554,-1.5925,4.45416,-4.76448,NA,NA,-48.315,NA,NA
67697,-2.1563,4.50593,-4.9954,NA,NA,-54.918,NA,NA
67920,-1.53832,4.10737,-4.76894,NA,NA,-27.601,NA,NA
68001,-1.5676,5,-5,NA,-78.616,NA,NA,NA
68346,-2.17668,4.76989,-4.93825,NA,-69.847,NA,NA,NA
68541,-2.28028,4.02206,-5,NA,-54.563,NA,NA,NA
68669,-1.60041,5,-5,NA,-76.098,NA,NA,NA
68819,-1.67869,4.38267,-5,NA,-45.659,NA,NA,NA
69116,-1.60667,4.19414,-4.70382,NA,-37.682,NA,NA,NA
69293,-2.56479,4.6221,-4.62478,NA,NA,NA,-83.524,NA
69500,-1.96513,3.42903,-4.85742,-22.505,NA,NA,NA,NA
69675,-2.98366,3.33598,-4.58481,NA,NA,-88.531,NA,NA
69942,-1.88662,3.28191,-4.58415,NA,NA,-50.151,NA,NA
70094,-2.62551,4.08697,-4.34805,NA,-67.086,NA,NA,NA
70282,-2.01477,3.95432,-4.91986,NA,-36.974,NA,NA,NA
70460,-2.10894,3.76002,-5,-38.106,NA,NA,NA,NA
70692,-1.25389,3.9272,-5,NA,-49.773,NA,NA,NA
70985,-2.58557,4.06566,-5,NA,-64.296,NA,NA,NA
71103,-1.80228,4.07773,-5,NA,-43.742,NA,NA,NA
71282,-1.19047,3.7484,-4.3641,NA,-62.708,NA,NA,NA
71429,-1.70614,3.83428,-4.46925,NA,NA,-33.768,NA,NA
71719,-1.7602,3.9847,-4.84718,NA,NA,-28.531,NA,NA
71868,-2.63076,3.66622,-5,NA,-60.201,NA,NA,NA
72090,-2.35933,3.93255,-4.15021,NA,NA,NA,-89.37,NA
72398,-2.08582,4.65324,-5,NA,-56.723,NA,NA,NA
72570,-2.06492,5,-4.94683,NA,NA,-67.037,NA,NA
72658,-1.67208,4.58098,-5,-48.265,NA,NA,NA,NA
72818,-2.00873,3.48762,-4.69062,NA,NA,-27.876,NA,NA
73156,-1.45932,4.07114,-5,NA,-43.996,NA,NA,NA
73335,-2.03014,3.58073,-5,NA,-50.529,NA,NA,NA
73591,-1.37876,4.68306,-5,-77.946,NA,NA,NA,NA
73642,-1.24292,3.16207,-4.86643,-55.36,NA,NA,NA,NA
73817,-1.21296,3.78999,-5,NA,-54.35,NA,NA,NA
74169,-1.24116,3.76659,-5,NA,-49.92,NA,NA,NA
74264,-1.26915,3.27755,-5,NA,NA,-39.14,NA,NA
74414,-1.1193,3.30284,-5,NA,NA,-63.79,NA,NA
74791,-2.30751,4.33703,-4.80266,-58.273,NA,NA,NA,NA
74961,-1.54476,4.08295,-4.87646,-24.789,NA,NA,NA,NA
75108,-1.56966,5,-5,NA,-78.446,NA,NA,NA
75333,-1.64996,4.03968,-4.77473,-43.753,NA,NA,NA,NA
75565,-1.7843,4.2884,-5,NA,NA,-41.928,NA,NA
75763,-2.43862,4.31596,-5,NA,-57.795,NA,NA,NA
75893,-1.02293,3.64642,-5,NA,-56.718,NA,NA,NA
76086,-1.36646,3.46561,-5,NA,NA,-24.573,NA,NA
76267,-2.06804,4.4692,-5,NA,-58.255,NA,NA,NA
76506,-2.15809,3.28635,-5,NA,-63.763,NA,NA,NA
76642,-2.05923,4.07025,-5,NA,-50.961,NA,NA,NA
76946,-1.07217,3.87813,-4.96253,NA,NA,-22.923,NA,NA
77160,-1.46093,4.30556,-5,NA,-61.613,NA,NA,NA
77303,-1.27201,3.27022,-5,NA,NA,-34.668,NA,NA
77479,-1.95791,3.02293,-5,NA,NA,-64.662,NA,NA
77733,-2.19064,3.62471,-5,NA,-53.067,NA,NA,NA
77916,-1.26598,3.54093,-4.99664,NA,NA,-29.039,NA,NA
78077,-1.73212,4.43395,-5,NA,NA,-47.116,NA,NA
78230,-2.67056,4.77763,-5,NA,-75.85,NA,NA,NA
78542,-2.62457,3.51908,-5,NA,-73.97,NA,NA,NA
78666,-1.36707,4.56508,-5,NA,-58.836,NA,NA,NA
78931,-1.9,5,-4.71051,-91.097,NA,NA,NA,NA
79129,-2.56568,4.10956,-4.64582,NA,NA,-56.967,NA,NA
79257,-2.31063,4.46653,-4.54976,NA,NA,-60.42,NA,NA
79480,-1.28931,4.1723,-5,NA,NA,-35.139,NA,NA
