id,x0,x1,x2,fitness-1.5,fitness-2.5,fitness-3,fitness-3.5,fitness-2,fitness-4
12773,1.1344,1.77424,-4.15716,NA,NA,NA,NA,-25.595,NA
12833,1.55598,1.20277,-4.78033,NA,NA,NA,NA,-22.395,NA
13091,1.54597,1.25524,-4.68707,NA,NA,-18.682,NA,NA,NA
13288,1.7418,2.20883,-4.33253,NA,-9.949,NA,NA,NA,NA
13404,2.01389,1.20546,-4.47024,NA,NA,NA,NA,-20.474,NA
13796,2.07513,1.69154,-4.20211,NA,NA,NA,NA,-15.601,NA
13988,1.45474,1.39199,-4.85095,NA,NA,NA,-39.664,NA,NA
14109,1.88306,1.70691,-4.71452,NA,-6.53,NA,NA,NA,NA
14216,2.35817,1.2555,-4.53523,NA,-17.13,NA,NA,NA,NA
14412,1.5598,1.35397,-3.94925,NA,-9.759,NA,NA,NA,NA
14642,2.43423,1.07524,-4.36648,NA,-25.662,NA,NA,NA,NA
14837,1.62315,1.39952,-4.9165,NA,NA,NA,-41.948,NA,NA
15127,2.00863,1.24741,-3.64674,NA,NA,-26.487,NA,NA,NA
15248,2.32083,1.72138,-4.17934,NA,NA,NA,-26.966,NA,NA
15493,2.19714,1.55299,-4.66153,NA,NA,NA,NA,-18.769,NA
15633,1.90174,1.74417,-3.9552,NA,NA,NA,NA,-9.961,NA
15945,1.41645,2.33602,-4.60522,NA,-19.6,NA,NA,NA,NA
16184,2.04981,2.31396,-4.57092,NA,-16.56,NA,NA,NA,NA
16396,2.03746,2.60496,-4.47104,NA,NA,-28.418,NA,NA,NA
16487,2.12038,2.16595,-4.15656,NA,-13.655,NA,NA,NA,NA
16683,2.55307,1.50956,-4.95912,NA,NA,-37.315,NA,NA,NA
16864,1.11845,1.72263,-4.79541,NA,NA,NA,-34.816,NA,NA
17089,1.26438,2.25796,-4.68266,NA,-21.763,NA,NA,NA,NA
17314,2.31089,2.22697,-4.4361,NA,-17.868,NA,NA,NA,NA
17504,2.44801,2.43844,-4.29598,NA,-27.905,NA,NA,NA,NA
17618,1.88597,1.19406,-4.67503,NA,NA,-14.164,NA,NA,NA
17935,1.93466,1.5102,-4.46545,NA,-2.914,NA,NA,NA,NA
18147,1.95898,1.85465,-4.2549,NA,NA,-6.566,NA,NA,NA
18392,1.42001,1.27927,-3.7694,NA,-20.913,NA,NA,NA,NA
18587,1.84664,1.30582,-3.86856,NA,-11.871,NA,NA,NA,NA
18655,1.7591,2.36308,-4.07751,NA,NA,NA,NA,-20.462,NA
18862,1.34586,1.76612,-4.60283,NA,NA,-16.788,NA,NA,NA
19199,1.84517,1.71586,-4.97138,NA,-13.262,NA,NA,NA,NA
19367,2.42532,1.67477,-4.75303,NA,NA,NA,NA,-26.335,NA
19514,2.64463,1.48086,-4.73989,NA,-27.035,NA,NA,NA,NA
19718,2.57365,1.81223,-4.21373,NA,-20.119,NA,NA,NA,NA
19912,2.26581,2.49511,-4.39907,NA,-24.709,NA,NA,NA,NA
20098,1.04526,2.71564,-4.22256,NA,NA,-41.088,NA,NA,NA
20238,2.12983,2.00267,-4.22758,NA,NA,NA,NA,-18.322,NA
20504,1.93484,1.59295,-4.11229,NA,-3.402,NA,NA,NA,NA
20732,2.71981,1.54177,-4.6765,NA,NA,NA,NA,-36.353,NA
20818,2.15293,1.35286,-4.43967,NA,-7.831,NA,NA,NA,NA
21133,2.37071,1.52575,-3.94765,NA,NA,NA,NA,-24.341,NA
21209,2.12267,1.81622,-4.77643,-25.919,NA,NA,NA,NA,NA
21463,2.30576,1.77766,-4.63627,NA,NA,NA,NA,-23.219,NA
21709,2.00353,2.00495,-4.64146,-26.648,NA,NA,NA,NA,NA
21850,1.71979,1.69156,-4.57437,NA,-2.86,NA,NA,NA,NA
22040,1.13519,1.48859,-4.76662,NA,NA,-26.406,NA,NA,NA
22391,1.69479,1.62488,-3.59952,NA,-17.601,NA,NA,NA,NA
22534,2.04373,1.57148,-4.30808,NA,-4.623,NA,NA,NA,NA
22646,1.34065,1.56992,-4.25037,NA,-7.335,NA,NA,NA,NA
22801,1.50301,1.59989,-4.40769,NA,NA,NA,NA,-5.432,NA
23019,1.5725,1.36721,-4.25731,NA,-5.026,NA,NA,NA,NA
23328,2.88556,1.52921,-4.28211,NA,-33.394,NA,NA,NA,NA
23511,2.79491,1.00973,-4.37784,NA,NA,NA,NA,-45.741,NA
23745,2.16753,1.48933,-4.16656,NA,-7.903,NA,NA,NA,NA
23851,2.25783,2.53813,-4.36329,NA,NA,NA,NA,-30.985,NA
24018,1.6647,1.16639,-4.83484,NA,-20.848,NA,NA,NA,NA
24270,1.44324,1.83878,-4.17373,NA,NA,-16.344,NA,NA,NA
24481,1.42257,1.9623,-4.72592,NA,NA,NA,-40.59,NA,NA
24787,2.28577,1.97729,-4.49133,NA,NA,-14.314,NA,NA,NA
24813,2.60441,2.00651,-4.15834,NA,-22.818,NA,NA,NA,NA
25105,1.9022,2.03526,-4.37967,NA,NA,NA,NA,-9.318,NA
25202,2.45511,1.73617,-4.25435,NA,-14.127,NA,NA,NA,NA
25428,1.39151,1.16865,-4.50254,NA,-17.843,NA,NA,NA,NA
25714,2.33078,1.99173,-4.62291,NA,NA,-22.834,NA,NA,NA
25819,1.9588,1.3552,-3.89451,NA,NA,-13.094,NA,NA,NA
26052,1.53525,1.44736,-4.24383,NA,NA,-18.979,NA,NA,NA
26326,1.85314,2.11394,-4.54805,NA,-9.242,NA,NA,NA,NA
26514,1.7691,1.77956,-4.51997,NA,-2.763,NA,NA,NA,NA
26601,1.54948,1.73925,-4.61617,NA,NA,-12.641,NA,NA,NA
26907,2.41108,2.06848,-4.49976,NA,NA,NA,NA,-19.65,NA
27179,1.94657,1.94061,-4.84207,NA,-12.076,NA,NA,NA,NA
27328,1.6255,1.69824,-4.98828,NA,-14.904,NA,NA,NA,NA
27502,1.4669,1.8773,-4.65664,NA,NA,-20.033,NA,NA,NA
27606,2.25708,1.58755,-4.89947,NA,-16.266,NA,NA,NA,NA
27901,1.43948,2.0777,-3.72339,NA,NA,NA,-34.038,NA,NA
28045,1.74609,2.04666,-3.76679,NA,NA,-20.438,NA,NA,NA
28232,1.84339,2.54483,-4.0772,NA,-23.657,NA,NA,NA,NA
28529,2.29066,2.01396,-4.28897,NA,-12.856,NA,NA,NA,NA
28666,2.12069,1.48911,-4.51465,NA,-6.142,NA,NA,NA,NA
28922,1.91972,1.73816,-4.09518,NA,-3.463,NA,NA,NA,NA
29105,1.97944,2.07056,-4.68323,NA,NA,-15.66,NA,NA,NA
29298,1.72633,1.69346,-4.55397,NA,-4.201,NA,NA,NA,NA
29547,1.84106,2.00552,-4.93902,NA,NA,-16.584,NA,NA,NA
29688,1.62953,2.59135,-4.38856,NA,NA,-28.644,NA,NA,NA
29910,1.73743,2.21701,-4.57289,NA,NA,-23.067,NA,NA,NA
30063,2.2261,1.73799,-4.99443,NA,NA,NA,-34.218,NA,NA
30347,1.5605,1.65765,-4.70177,NA,-6.843,NA,NA,NA,NA
30409,1.65703,1.26539,-4.06137,NA,NA,NA,NA,-19.154,NA
30603,1.59398,1.26039,-4.35861,NA,-6.155,NA,NA,NA,NA
30821,2.53077,1.56084,-4.28163,NA,-17.188,NA,NA,NA,NA
31155,1.5376,2.33403,-4.37129,NA,-16.159,NA,NA,NA,NA
31380,2.21342,1.805,-4.14558,NA,-8.551,NA,NA,NA,NA
31539,1.85076,2.48834,-4.82537,NA,-24.259,NA,NA,NA,NA
31745,2.04484,0.872651,-4.50721,NA,NA,-30.274,NA,NA,NA
31978,2.22316,1.33029,-4.423,NA,NA,NA,NA,-19.937,NA
32045,1.32101,2.11692,-4.5739,-29.432,NA,NA,NA,NA,NA
32367,1.63941,1.68016,-4.8084,-37.782,NA,NA,NA,NA,NA
32414,1.11314,1.48295,-4.30591,NA,NA,NA,NA,-25.861,NA
32709,1.74014,1.91494,-4.97552,-45.505,NA,NA,NA,NA,NA
32977,2.14405,2.03931,-4.15949,NA,NA,NA,NA,-11.954,NA
33195,1.25328,1.62166,-4.6379,NA,NA,NA,NA,-15.383,NA
33394,2.08678,2.11599,-4.7912,NA,NA,-25.104,NA,NA,NA
33448,1.77288,1.8422,-4.04812,NA,NA,NA,NA,-6.522,NA
33660,1.81465,2.03782,-4.33925,NA,NA,NA,NA,-17.059,NA
33899,2.07176,1.76895,-4.52416,NA,-6.194,NA,NA,NA,NA
34107,1.68993,2.27029,-3.51812,NA,NA,NA,-43.089,NA,NA
34267,1.89891,1.69503,-4.87186,NA,-11.151,NA,NA,NA,NA
34471,1.48713,1.61448,-4.12249,NA,NA,NA,NA,-7.993,NA
34687,2.00432,2.3177,-4.88346,NA,NA,NA,NA,-23.104,NA
34932,1.12935,1.89799,-4.23494,NA,-15.283,NA,NA,NA,NA
35161,1.99177,2.04898,-4.56715,NA,-8.74,NA,NA,NA,NA
35301,1.65697,2.05198,-4.14699,NA,NA,-11.053,NA,NA,NA
35557,2.23361,0.868407,-4.72183,NA,-38.254,NA,NA,NA,NA
35670,1.55145,1.22207,-4.51981,NA,NA,-12.843,NA,NA,NA
35964,2.06275,1.6785,-4.63878,NA,NA,-9.441,NA,NA,NA
36037,2.00532,2.31555,-4.46822,NA,NA,NA,NA,-19.082,NA
36352,1.22529,1.49446,-4.84291,NA,NA,NA,NA,-22.441,NA
36460,1.41565,1.94297,-4.49642,NA,-8.237,NA,NA,NA,NA
36736,1.89564,2.3613,-4.26515,NA,NA,-18.085,NA,NA,NA
36888,1.62171,1.07085,-4.29678,NA,-14.82,NA,NA,NA,NA
37060,1.38646,1.43831,-3.78096,NA,-17.144,NA,NA,NA,NA
37241,1.6678,2.01988,-4.04514,NA,NA,-9.309,NA,NA,NA
37598,1.13844,1.12765,-4.06008,NA,NA,-34.742,NA,NA,NA
37780,1.73695,1.42393,-4.30938,NA,-1.168,NA,NA,NA,NA
37801,1.38049,1.77539,-4.44298,-28.313,NA,NA,NA,NA,NA
38027,1.69766,1.60381,-4.55962,NA,NA,NA,NA,-8.935,NA
38235,2.83095,2.19569,-4.30491,NA,-35.36,NA,NA,NA,NA
38491,1.87718,1.17857,-3.83947,NA,-17.972,NA,NA,NA,NA
38626,1.62706,2.10693,-4.84356,NA,NA,NA,NA,-19.997,NA
38825,1.52268,2.153,-4.01563,NA,-12.77,NA,NA,NA,NA
39044,1.6679,1.72722,-4.59281,NA,NA,-6.6,NA,NA,NA
39348,2.16775,1.97279,-4.98493,NA,-19.391,NA,NA,NA,NA
39406,1.95949,2.06907,-4.62227,-24.946,NA,NA,NA,NA,NA
39639,1.62251,2.18941,-4.81886,NA,NA,NA,-38.904,NA,NA
39939,2.49592,1.23124,-3.87413,NA,NA,-33.718,NA,NA,NA
40057,2.02768,1.96131,-3.81478,NA,NA,-15.277,NA,NA,NA
40398,1.28256,1.51457,-4.65699,NA,-14.104,NA,NA,NA,NA
40591,2.25692,1.39172,-4.4598,NA,-11.487,NA,NA,NA,NA
40708,1.89189,1.83504,-4.93343,NA,NA,-18.816,NA,NA,NA
40977,2.2131,1.59122,-4.1561,NA,NA,-12.495,NA,NA,NA
41148,2.00384,1.92325,-4.42377,NA,NA,-7.378,NA,NA,NA
41290,2.05724,1.62982,-4.19092,NA,-3.315,NA,NA,NA,NA
41577,2.06331,1.68167,-4.36826,NA,-3.229,NA,NA,NA,NA
41601,1.86702,1.0549,-4.89623,-45.943,NA,NA,NA,NA,NA
41887,2.56362,1.17628,-3.94015,NA,-32.64,NA,NA,NA,NA
42199,1.81233,1.47286,-4.49132,NA,NA,-5.921,NA,NA,NA
42355,1.50492,2.15087,-4.78121,NA,-16.003,NA,NA,NA,NA
42535,1.24857,2.11977,-4.22067,NA,NA,-22.15,NA,NA,NA
42796,2.05314,1.46323,-4.76214,NA,NA,NA,NA,-14.497,NA
42973,1.94459,1.31624,-4.98902,NA,NA,-31.048,NA,NA,NA
43047,1.82857,1.84653,-4.30939,NA,NA,NA,NA,-7.538,NA
43365,2.30794,1.67964,-4.62989,NA,NA,-13.91,NA,NA,NA
43435,1.86027,1.13817,-4.45188,NA,NA,-15.483,NA,NA,NA
43779,2.08166,1.05756,-4.38772,NA,NA,NA,-31.996,NA,NA
43822,2.13877,1.08304,-4.65142,NA,NA,-20.25,NA,NA,NA
44176,2.09759,1.61725,-4.78642,NA,NA,-11.986,NA,NA,NA
44257,1.35441,1.25939,-4.21687,NA,NA,NA,-29.236,NA,NA
44536,2.45675,2.53299,-4.05259,NA,-33.52,NA,NA,NA,NA
44762,1.8196,1.53814,-4.60098,NA,NA,NA,NA,-5.326,NA
44816,1.85143,1.50967,-4.43007,NA,-1.634,NA,NA,NA,NA
45079,2.18302,1.27446,-4.74193,NA,-16.015,NA,NA,NA,NA
45324,1.62913,1.67865,-4.09469,NA,NA,NA,NA,-12.545,NA
45469,2.07654,1.86321,-4.00894,NA,-7.974,NA,NA,NA,NA
45776,2.00221,0.868574,-4.50476,NA,NA,NA,NA,-45.372,NA
45999,2.29671,1.44991,-4.15262,NA,NA,NA,NA,-13.369,NA
46097,2.10001,1.31849,-4.35328,NA,-6.809,NA,NA,NA,NA
46375,1.79277,2.07684,-3.74495,NA,-16.153,NA,NA,NA,NA
46466,1.95763,1.70569,-4.40284,NA,NA,NA,NA,-12.755,NA
46789,1.82809,1.53717,-4.5684,NA,-3.029,NA,NA,NA,NA
46850,1.27074,1.95535,-4.26536,NA,-11.979,NA,NA,NA,NA
47119,1.51061,1.73971,-4.6735,NA,NA,-10.724,NA,NA,NA
47335,1.54808,2.20337,-4.9717,NA,NA,NA,NA,-22.529,NA
47435,1.75696,1.34497,-4.44824,NA,NA,NA,NA,-5.926,NA
47691,2.31125,2.22974,-3.80668,NA,NA,NA,NA,-30.529,NA
47976,2.10519,1.73794,-4.4769,NA,-5.429,NA,NA,NA,NA
48143,1.88399,2.11777,-4.47682,NA,NA,-11.818,NA,NA,NA
48314,2.37782,1.73211,-4.53054,NA,NA,NA,NA,-18.615,NA
48588,1.19851,2.38719,-4.3569,-46.54,NA,NA,NA,NA,NA
48705,1.46315,2.14501,-4.84585,NA,-17.336,NA,NA,NA,NA
48899,2.29363,1.49184,-4.7719,NA,-14.949,NA,NA,NA,NA
49160,2.47614,2.25908,-4.14375,NA,NA,NA,NA,-27.555,NA
49327,1.29499,1.9135,-4.93955,NA,NA,NA,-34.825,NA,NA
49465,1.88047,1.68785,-4.92586,NA,NA,NA,-29.058,NA,NA
49782,2.43725,1.58926,-4.23765,NA,-14.117,NA,NA,NA,NA
49867,1.96328,1.33013,-4.74632,NA,NA,NA,NA,-12.985,NA
50032,2.37011,1.71669,-4.50825,NA,NA,NA,NA,-14.062,NA
50347,2.25653,1.9062,-4.66449,NA,NA,NA,NA,-18.987,NA
50546,2.27065,2.29572,-4.60935,-32.679,NA,NA,NA,NA,NA
50654,2.1772,1.22139,-4.79262,NA,NA,NA,NA,-30.21,NA
50970,1.92425,2.1858,-4.80534,NA,NA,-16.794,NA,NA,NA
51101,1.50793,1.98188,-4.15995,NA,-7.269,NA,NA,NA,NA
51301,1.49842,1.6766,-3.97407,NA,-6.651,NA,NA,NA,NA
51401,1.32716,1.43212,-4.57405,NA,NA,NA,NA,-18.639,NA
51732,2.04799,1.55579,-3.70513,NA,NA,-17.046,NA,NA,NA
51899,1.9664,1.7133,-4.3874,NA,NA,-13.869,NA,NA,NA
52064,2.15845,2.29445,-4.66101,NA,NA,-19.427,NA,NA,NA
52331,2.36139,1.22843,-4.62886,NA,NA,NA,NA,-23.35,NA
52533,2.21704,1.49289,-4.31372,NA,-7.219,NA,NA,NA,NA
52782,2.24397,1.40013,-4.08254,NA,NA,-14.291,NA,NA,NA
52872,1.75353,0.869208,-4.37769,NA,-28.773,NA,NA,NA,NA
53092,1.17549,1.62831,-4.6128,NA,NA,-17.635,NA,NA,NA
53266,1.57838,1.76758,-4.30465,NA,NA,-14.348,NA,NA,NA
53435,1.13288,1.78315,-4.35257,NA,-16.695,NA,NA,NA,NA
53726,2.00868,1.42737,-4.04101,NA,NA,NA,NA,-16.454,NA
53849,1.22051,1.81166,-4.28431,NA,NA,NA,NA,-13.502,NA
54054,2.0711,1.04602,-4.64882,NA,-20.347,NA,NA,NA,NA
54275,2.42718,1.89161,-4.36988,NA,-14.434,NA,NA,NA,NA
54554,1.84233,1.50451,-3.77857,NA,NA,-13.819,NA,NA,NA
54752,2.03685,1.83712,-3.39403,NA,NA,-33.528,NA,NA,NA
54868,2.03224,1.66713,-4.70509,NA,NA,-11.361,NA,NA,NA
55008,2.07394,1.55328,-4.44122,NA,NA,NA,NA,-17.104,NA
55394,1.43165,2.02515,-4.15786,NA,NA,-16.189,NA,NA,NA
55517,1.4997,1.74366,-3.54861,NA,NA,NA,NA,-25.294,NA
55646,2.11319,1.30803,-4.54778,NA,-9.245,NA,NA,NA,NA
55980,2.43382,1.97198,-4.05591,NA,NA,-27.193,NA,NA,NA
56096,1.75055,2.45947,-4.61284,NA,NA,-28.649,NA,NA,NA
56363,1.78932,1.44338,-4.475,NA,NA,-6.076,NA,NA,NA
56515,2.2239,1.28268,-3.58285,NA,-28.73,NA,NA,NA,NA
56614,2.18145,1.85555,-4.95872,NA,-17.506,NA,NA,NA,NA
56943,1.63971,1.17249,-4.01239,NA,-13.619,NA,NA,NA,NA
57044,1.4893,2.0322,-4.94146,NA,NA,-18.453,NA,NA,NA
57385,1.84465,1.55962,-3.88666,NA,NA,NA,NA,-17.791,NA
57556,1.48871,2.09931,-4.34586,NA,NA,NA,NA,-12.566,NA
57645,2.15994,1.96045,-4.34894,NA,NA,NA,NA,-13.333,NA
57826,2.34474,2.34313,-4.85585,NA,NA,-30.626,NA,NA,NA
58101,2.23895,2.26477,-4.65385,NA,NA,-22.303,NA,NA,NA
58399,1.96843,1.20298,-4.08687,NA,-11.355,NA,NA,NA,NA
58435,1.9572,2.13929,-4.5264,NA,NA,-13.893,NA,NA,NA
58764,2.34013,1.78665,-4.72629,NA,-15.452,NA,NA,NA,NA
58836,1.22108,2.26769,-4.48543,NA,NA,-22.508,NA,NA,NA
59049,1.77729,1.89101,-3.97048,NA,NA,-16.454,NA,NA,NA
59281,1.4726,1.23819,-3.99956,NA,-13.201,NA,NA,NA,NA
59471,1.72315,1.11336,-4.3126,NA,-12.935,NA,NA,NA,NA
59779,1.19218,2.02707,-4.96322,NA,-24.624,NA,NA,NA,NA
59958,0.951073,2.10163,-4.60877,NA,-26.411,NA,NA,NA,NA
60093,1.84582,1.6307,-4.50823,NA,NA,NA,NA,-7.155,NA
60374,1.71431,1.92897,-4.77493,NA,NA,NA,-39.602,NA,NA
60411,1.77371,1.29816,-4.53511,NA,NA,NA,-23.124,NA,NA
60615,1.34147,1.1305,-4.57345,NA,NA,NA,NA,-40.011,NA
60979,1.86967,0.763902,-4.61421,NA,NA,-38.973,NA,NA,NA
61030,1.52112,1.71717,-3.99102,NA,NA,NA,NA,-10.753,NA
61260,2.17262,1.92048,-4.84821,NA,-14.17,NA,NA,NA,NA
61580,2.28254,1.79533,-4.83107,NA,NA,NA,NA,-20.651,NA
61637,1.40618,1.77495,-4.57426,NA,NA,NA,NA,-13.577,NA
61945,1.33671,2.20789,-4.18457,NA,NA,NA,NA,-17.472,NA
62041,1.6601,2.28515,-3.75894,NA,-21.956,NA,NA,NA,NA
62353,2.00334,1.26698,-4.65068,NA,NA,NA,NA,-22.788,NA
62441,1.46382,2.06506,-4.89546,NA,NA,-20.451,NA,NA,NA
62786,2.21324,1.55679,-4.1583,NA,NA,NA,NA,-9.341,NA
62914,2.20237,1.87654,-4.38769,NA,-7.796,NA,NA,NA,NA
63108,2.38043,1.77028,-4.60066,NA,-13.469,NA,NA,NA,NA
63369,1.05469,1.4511,-4.83962,NA,NA,-28.376,NA,NA,NA
63514,1.82358,2.08201,-4.40654,NA,-7.273,NA,NA,NA,NA
63610,2.13389,0.940053,-4.91758,NA,NA,NA,-45.532,NA,NA
63865,2.00894,1.2788,-4.0267,NA,NA,NA,NA,-26.221,NA
64136,1.84922,1.9013,-4.97353,NA,-15.486,NA,NA,NA,NA
64369,2.56447,0.927587,-4.55591,NA,NA,NA,NA,-54.846,NA
64529,1.97459,1.5726,-4.93348,NA,NA,NA,NA,-19.491,NA
64670,2.25815,1.84778,-4.66668,NA,NA,-16.651,NA,NA,NA
64872,1.70099,1.98205,-4.18637,NA,NA,NA,NA,-9.067,NA
65138,1.63564,1.26439,-4.564,NA,-9.716,NA,NA,NA,NA
65336,2.14997,2.10366,-4.94867,NA,-20.203,NA,NA,NA,NA
65456,1.59232,2.25659,-4.33429,-28.845,NA,NA,NA,NA,NA
65740,2.03829,1.83074,-4.24801,NA,NA,-7.212,NA,NA,NA
65863,1.60455,1.43347,-4.35389,NA,-2.203,NA,NA,NA,NA
66014,1.90456,1.45465,-3.98864,NA,-5.691,NA,NA,NA,NA
66203,1.65317,1.70548,-4.34033,NA,NA,NA,-21.554,NA,NA
66474,1.61747,1.29254,-3.99272,NA,-10.031,NA,NA,NA,NA
66618,1.80113,2.06762,-4.93963,NA,NA,NA,-33.243,NA,NA
66881,1.44932,2.01319,-4.30239,NA,-9.489,NA,NA,NA,NA
67017,1.42021,1.73925,-4.68094,NA,-8.88,NA,NA,NA,NA
67260,2.4218,1.80296,-4.70437,-32.812,NA,NA,NA,NA,NA
67417,1.94717,1.82643,-4.58761,NA,NA,NA,NA,-7.733,NA
67702,1.65636,1.96331,-4.12298,NA,NA,NA,NA,-17.728,NA
67817,1.56576,1.58876,-4.16903,NA,-4.104,NA,NA,NA,NA
68143,1.76177,1.92599,-4.23873,NA,-3.412,NA,NA,NA,NA
68218,2.20838,2.32601,-4.27851,NA,-17.985,NA,NA,NA,NA
68600,2.01002,1.72092,-4.25029,NA,-2.938,NA,NA,NA,NA
68606,2.04439,1.16279,-4.75174,NA,-17.024,NA,NA,NA,NA
68887,1.70121,1.06943,-4.69497,NA,-20.96,NA,NA,NA,NA
69106,1.98702,1.47255,-4.125,NA,-3.837,NA,NA,NA,NA
69298,2.29488,1.07108,-3.99667,NA,NA,NA,NA,-26.69,NA
69478,1.1858,1.96581,-4.73273,NA,-18.565,NA,NA,NA,NA
69657,2.28698,1.5954,-4.42095,-33.149,NA,NA,NA,NA,NA
69846,2.39993,1.39717,-4.94856,NA,-25.8,NA,NA,NA,NA
70160,2.22551,2.1292,-4.76569,NA,-17.251,NA,NA,NA,NA
70235,0.925779,2.02985,-4.40094,NA,-26.199,NA,NA,NA,NA
70457,2.46095,1.74578,-4.55574,NA,-16.221,NA,NA,NA,NA
70726,1.79731,0.948495,-4.1096,NA,NA,-26.811,NA,NA,NA
70914,2.11752,1.55194,-3.2961,NA,-35.844,NA,NA,NA,NA
71027,1.65224,1.10982,-4.83154,NA,NA,NA,NA,-31.988,NA
