id,x0,x1,x2,fitness-2.5,fitness-3,fitness-4,fitness-3.5,fitness-2,fitness-1.5,fitness-4.5,fitness-1,fitness-0.5
4495,1.20271,3.07699,-5,NA,NA,NA,NA,-65.086,NA,NA,NA,NA
4743,1.40925,2.02349,-5,NA,NA,NA,NA,-22.787,NA,NA,NA,NA
4845,2.74356,2.05271,-5,NA,NA,NA,NA,NA,-59.214,NA,NA,NA
5112,1.98235,2.1437,-5,-19.9,NA,NA,NA,NA,NA,NA,NA,NA
5331,0.731521,2.43508,-3.53189,NA,NA,NA,NA,-65.973,NA,NA,NA,NA
5515,1.0733,2.98054,-4.32004,-51.632,NA,NA,NA,NA,NA,NA,NA,NA
5763,1.79487,2.91871,-4.69993,NA,-41.682,NA,NA,NA,NA,NA,NA,NA
5861,1.22275,3.04046,-3.57816,NA,NA,NA,NA,NA,-93.85,NA,NA,NA
6130,2.51368,2.30368,-3.2299,NA,NA,NA,NA,NA,-76.212,NA,NA,NA
6352,1.29807,2.78853,-3.36401,-58.786,NA,NA,NA,NA,NA,NA,NA,NA
6532,2.28304,2.25787,-3.78906,NA,-32.643,NA,NA,NA,NA,NA,NA,NA
6648,2.64126,0.932578,-4.16134,NA,NA,NA,-62.994,NA,NA,NA,NA,NA
6978,2.3395,1.6848,-4.01116,NA,NA,NA,-36.459,NA,NA,NA,NA,NA
7013,1.88374,1.12718,-3.90126,NA,-31.927,NA,NA,NA,NA,NA,NA,NA
7279,1.31424,0.822843,-3.82676,NA,NA,NA,NA,NA,NA,-116.14,NA,NA
7460,1.6287,1.40726,-3.63823,NA,-20.133,NA,NA,NA,NA,NA,NA,NA
7700,1.72058,1.55528,-3.62139,NA,NA,-52.127,NA,NA,NA,NA,NA,NA
7874,1.28166,1.44937,-3.83909,NA,-27.302,NA,NA,NA,NA,NA,NA,NA
8007,1.36613,2.2762,-4.15448,NA,NA,NA,NA,-29.359,NA,NA,NA,NA
8312,1.32429,2.59216,-3.57169,-42.062,NA,NA,NA,NA,NA,NA,NA,NA
8509,0.361762,2.27709,-4.19044,NA,-61.091,NA,NA,NA,NA,NA,NA,NA
8617,1.28697,2.60164,-4.28162,NA,-32.491,NA,NA,NA,NA,NA,NA,NA
8982,2.1147,1.17631,-2.65938,NA,NA,NA,NA,-98.757,NA,NA,NA,NA
9076,1.97918,2.2595,-3.80783,-19.115,NA,NA,NA,NA,NA,NA,NA,NA
9344,2.07974,2.28624,-4.78973,NA,-28.986,NA,NA,NA,NA,NA,NA,NA
9505,2.65045,2.3027,-5,NA,NA,NA,-53.433,NA,NA,NA,NA,NA
9658,2.85471,1.4852,-5,-41.098,NA,NA,NA,NA,NA,NA,NA,NA
9871,1.4289,1.33853,-5,NA,NA,NA,NA,-37.647,NA,NA,NA,NA
10181,1.41936,1.53438,-4.00802,-8.094,NA,NA,NA,NA,NA,NA,NA,NA
10328,1.95128,0.33141,-4.28258,NA,-86.617,NA,NA,NA,NA,NA,NA,NA
10410,2.73211,0.493298,-4.34349,NA,-78.789,NA,NA,NA,NA,NA,NA,NA
10610,1.51709,0.888756,-5,NA,-46.936,NA,NA,NA,NA,NA,NA,NA
10983,1.45344,1.98244,-4.62426,NA,-22.469,NA,NA,NA,NA,NA,NA,NA
11016,2.02896,3.42422,-4.5421,NA,-76.874,NA,NA,NA,NA,NA,NA,NA
11281,1.3017,1.62016,-5,-21.123,NA,NA,NA,NA,NA,NA,NA,NA
11504,1.79868,1.92527,-5,-16.097,NA,NA,NA,NA,NA,NA,NA,NA
11622,2.11965,3.06541,-4.05142,-51.272,NA,NA,NA,NA,NA,NA,NA,NA
11921,1.27704,3.35661,-4.34492,NA,-77.903,NA,NA,NA,NA,NA,NA,NA
12101,2.10973,2.80467,-5,NA,NA,NA,NA,-53.829,NA,NA,NA,NA
12256,1.56593,2.27126,-4.20979,NA,NA,NA,NA,-18.393,NA,NA,NA,NA
12563,1.91019,1.45699,-4.6303,NA,-18.915,NA,NA,NA,NA,NA,NA,NA
12740,1.85265,2.32047,-5,NA,NA,NA,-35.138,NA,NA,NA,NA,NA
12922,2.40608,2.23619,-4.9285,-27.792,NA,NA,NA,NA,NA,NA,NA,NA
13109,1.91704,2.27054,-4.31964,NA,-22.429,NA,NA,NA,NA,NA,NA,NA
13311,1.80672,1.90841,-5,NA,-21.957,NA,NA,NA,NA,NA,NA,NA
13509,1.72237,1.66254,-5,NA,-20.11,NA,NA,NA,NA,NA,NA,NA
13734,2.01905,1.96603,-5,-17.502,NA,NA,NA,NA,NA,NA,NA,NA
13857,0.561563,1.23837,-4.79904,NA,-62.122,NA,NA,NA,NA,NA,NA,NA
14187,0.925072,1.40159,-5,NA,-50.252,NA,NA,NA,NA,NA,NA,NA
14343,1.85584,1.00545,-4.42461,NA,NA,NA,NA,-28.364,NA,NA,NA,NA
14447,2.00328,1.29493,-3.85868,NA,NA,NA,NA,-23.998,NA,NA,NA,NA
14695,2.5273,1.31054,-3.53426,NA,NA,NA,NA,-41.616,NA,NA,NA,NA
14851,2.08959,1.34897,-4.0183,-9.245,NA,NA,NA,NA,NA,NA,NA,NA
15128,1.8654,1.35846,-3.52829,NA,NA,-60.017,NA,NA,NA,NA,NA,NA
15304,1.66232,2.27518,-3.91634,NA,NA,NA,-39.641,NA,NA,NA,NA,NA
15554,1.32311,1.52776,-4.83309,-17.473,NA,NA,NA,NA,NA,NA,NA,NA
15658,2.12373,1.75228,-5,-17.195,NA,NA,NA,NA,NA,NA,NA,NA
15872,1.36305,3.24675,-5,NA,NA,NA,NA,-74.688,NA,NA,NA,NA
16179,2.42911,2.21165,-5,NA,NA,NA,NA,-33.654,NA,NA,NA,NA
16306,2.8438,2.20355,-5,-43.833,NA,NA,NA,NA,NA,NA,NA,NA
16427,3.02715,1.87526,-5,NA,NA,NA,NA,-49.38,NA,NA,NA,NA
16667,1.80356,1.4194,-5,NA,NA,NA,NA,-21.463,NA,NA,NA,NA
16994,1.90654,1.73563,-3.91376,-7.377,NA,NA,NA,NA,NA,NA,NA,NA
17125,1.50984,0.470034,-4.7705,NA,-79.82,NA,NA,NA,NA,NA,NA,NA
17216,1.84212,0.96094,-4.45274,-21.111,NA,NA,NA,NA,NA,NA,NA,NA
17486,2.94149,1.93295,-4.36786,NA,-44.851,NA,NA,NA,NA,NA,NA,NA
17640,2.2067,1.21148,-5,-25.684,NA,NA,NA,NA,NA,NA,NA,NA
17865,1.8933,2.6076,-5,NA,NA,NA,NA,NA,-61.251,NA,NA,NA
18039,1.18608,2.03248,-5,-27.208,NA,NA,NA,NA,NA,NA,NA,NA
18398,1.17578,1.53568,-5,NA,-27.485,NA,NA,NA,NA,NA,NA,NA
18541,1.07743,1.45332,-5,NA,NA,NA,NA,-36.484,NA,NA,NA,NA
18619,0.997033,1.64517,-5,-32.786,NA,NA,NA,NA,NA,NA,NA,NA
18958,0.643129,3.08543,-5,NA,NA,NA,NA,-86.207,NA,NA,NA,NA
19021,1.55127,0.671999,-5,-71.667,NA,NA,NA,NA,NA,NA,NA,NA
19390,2.20602,0.875064,-5,-43.244,NA,NA,NA,NA,NA,NA,NA,NA
19534,2.23317,1.27534,-3.85279,NA,-21.514,NA,NA,NA,NA,NA,NA,NA
19755,1.95236,1.92818,-3.9322,NA,NA,NA,NA,-17.959,NA,NA,NA,NA
19929,1.49725,1.72434,-4.55021,NA,NA,NA,NA,NA,NA,NA,-52.419,NA
20108,1.29492,2.22981,-5,NA,NA,NA,NA,NA,NA,NA,-65.802,NA
20296,-0.151985,2.2035,-5,NA,-107.948,NA,NA,NA,NA,NA,NA,NA
20452,0.797838,1.2393,-5,NA,-61.718,NA,NA,NA,NA,NA,NA,NA
20737,1.37897,0.873252,-4.25448,NA,NA,NA,-68.031,NA,NA,NA,NA,NA
20900,1.56551,1.31611,-4.10566,NA,NA,-52.734,NA,NA,NA,NA,NA,NA
21187,2.23091,0.423015,-5,-80.615,NA,NA,NA,NA,NA,NA,NA,NA
21353,2.06916,2.46901,-4.46634,NA,NA,NA,NA,-30.373,NA,NA,NA,NA
21464,1.11691,1.28087,-4.10185,NA,NA,NA,NA,-39.506,NA,NA,NA,NA
21779,1.7467,1.59058,-3.59876,NA,NA,NA,NA,NA,-42.259,NA,NA,NA
21983,1.39079,1.7736,-3.27263,NA,NA,NA,NA,NA,NA,NA,-93.389,NA
22129,1.39711,1.52829,-3.91405,NA,NA,NA,-27.597,NA,NA,NA,NA,NA
22382,2.33939,1.47013,-3.50636,NA,-35.816,NA,NA,NA,NA,NA,NA,NA
22537,1.9242,1.19487,-3.86306,-16.143,NA,NA,NA,NA,NA,NA,NA,NA
22776,1.14604,1.72609,-4.61027,NA,NA,NA,-29.188,NA,NA,NA,NA,NA
22838,1.88874,1.78424,-4.86224,NA,-13.601,NA,NA,NA,NA,NA,NA,NA
23133,0.93885,2.5336,-5,NA,-50.596,NA,NA,NA,NA,NA,NA,NA
23321,1.19072,2.2131,-5,NA,NA,NA,NA,NA,-58.629,NA,NA,NA
23538,1.54997,1.45338,-4.25822,-3.355,NA,NA,NA,NA,NA,NA,NA,NA
23636,2.57834,1.68883,-4.98747,NA,NA,NA,NA,-35.674,NA,NA,NA,NA
23811,3.25765,2.04213,-5,-62.799,NA,NA,NA,NA,NA,NA,NA,NA
24139,2.60229,2.10604,-4.18327,NA,NA,NA,NA,NA,-39.127,NA,NA,NA
24395,3.14518,2.51899,-4.99691,NA,NA,NA,NA,-72.586,NA,NA,NA,NA
24528,2.54024,2.71174,-5,NA,NA,NA,NA,NA,-62.864,NA,NA,NA
24664,2.20529,2.84958,-3.92709,NA,-53.826,NA,NA,NA,NA,NA,NA,NA
24924,2.466,2.34193,-5,NA,-36.86,NA,NA,NA,NA,NA,NA,NA
25178,1.50097,2.41241,-5,NA,NA,NA,NA,NA,NA,NA,-86.903,NA
25254,2.27639,1.51307,-5,NA,NA,NA,NA,NA,-51.833,NA,NA,NA
25411,3.31332,2.12132,-4.49001,NA,NA,NA,NA,-62.601,NA,NA,NA,NA
25659,2.51905,2.21263,-5,NA,NA,NA,NA,NA,-48.9,NA,NA,NA
25931,1.27039,1.7052,-4.22004,-10.079,NA,NA,NA,NA,NA,NA,NA,NA
26171,1.83641,1.17978,-4.40579,-9.598,NA,NA,NA,NA,NA,NA,NA,NA
26399,1.22404,1.22141,-4.3531,-20.087,NA,NA,NA,NA,NA,NA,NA,NA
26418,1.32654,1.09003,-3.64272,-39.18,NA,NA,NA,NA,NA,NA,NA,NA
26618,1.31675,1.28851,-4.1041,-16.667,NA,NA,NA,NA,NA,NA,NA,NA
26900,1.80889,1.8107,-5,-15.343,NA,NA,NA,NA,NA,NA,NA,NA
27168,1.85792,1.66946,-4.0861,NA,NA,NA,-26.393,NA,NA,NA,NA,NA
27371,1.44784,1.11293,-5,NA,-44.228,NA,NA,NA,NA,NA,NA,NA
27424,0.945284,1.73435,-5,-34.931,NA,NA,NA,NA,NA,NA,NA,NA
27738,0.751518,0.844592,-5,NA,NA,NA,NA,-104.763,NA,NA,NA,NA
27809,2.57043,1.20082,-3.6225,NA,-42.23,NA,NA,NA,NA,NA,NA,NA
28183,1.31288,2.55966,-4.88348,-32.97,NA,NA,NA,NA,NA,NA,NA,NA
28339,3.1029,2.46839,-5,-64.174,NA,NA,NA,NA,NA,NA,NA,NA
28408,3.25484,1.20038,-4.54266,NA,-64.812,NA,NA,NA,NA,NA,NA,NA
28700,2.58246,1.76914,-3.4399,-41.646,NA,NA,NA,NA,NA,NA,NA,NA
28896,2.14639,1.91307,-5,-19.039,NA,NA,NA,NA,NA,NA,NA,NA
29195,2.7769,2.37707,-5,NA,NA,NA,-59.341,NA,NA,NA,NA,NA
29311,1.84381,1.74672,-4.61691,NA,NA,NA,-33.377,NA,NA,NA,NA,NA
29416,1.94944,2.29329,-4.02233,NA,-23.082,NA,NA,NA,NA,NA,NA,NA
29635,1.53642,2.68933,-3.56965,NA,NA,NA,-53.512,NA,NA,NA,NA,NA
29967,2.43774,2.65648,-4.19699,-35.829,NA,NA,NA,NA,NA,NA,NA,NA
30117,2.33942,2.25582,-3.97981,NA,NA,NA,NA,NA,NA,NA,-61.343,NA
30210,1.37941,2.62499,-3.83292,NA,-39.075,NA,NA,NA,NA,NA,NA,NA
30565,1.00675,1.68599,-5,-34.084,NA,NA,NA,NA,NA,NA,NA,NA
30660,2.01308,3.21145,-5,-65.127,NA,NA,NA,NA,NA,NA,NA,NA
30947,2.11152,2.85758,-4.58321,NA,-43.965,NA,NA,NA,NA,NA,NA,NA
31155,1.28065,1.89136,-5,NA,-25.777,NA,NA,NA,NA,NA,NA,NA
31344,1.12617,2.12474,-5,-29.858,NA,NA,NA,NA,NA,NA,NA,NA
31584,0.812152,1.56799,-4.30965,-32.068,NA,NA,NA,NA,NA,NA,NA,NA
31794,0.869549,1.41525,-4.5537,NA,NA,NA,-62.508,NA,NA,NA,NA,NA
31838,0.960271,1.06728,-5,NA,-64.019,NA,NA,NA,NA,NA,NA,NA
32026,2.36871,0.707172,-3.99799,-52.099,NA,NA,NA,NA,NA,NA,NA,NA
32344,2.41001,2.43077,-4.29376,-25.788,NA,NA,NA,NA,NA,NA,NA,NA
32577,1.54635,0.811818,-3.50797,NA,-60.05,NA,NA,NA,NA,NA,NA,NA
32628,1.95894,1.8387,-3.15986,-41.241,NA,NA,NA,NA,NA,NA,NA,NA
32817,1.56392,1.61936,-4.3726,NA,NA,NA,NA,-10.53,NA,NA,NA,NA
33125,1.56699,2.46161,-3.80496,NA,NA,NA,NA,-31.942,NA,NA,NA,NA
33379,0.593359,2.11117,-4.97813,-50.338,NA,NA,NA,NA,NA,NA,NA,NA
33421,0.775984,1.88157,-5,-41.742,NA,NA,NA,NA,NA,NA,NA,NA
33790,2.5724,1.34295,-4.89316,-29.336,NA,NA,NA,NA,NA,NA,NA,NA
33945,1.74571,1.43562,-4.77096,-8.7,NA,NA,NA,NA,NA,NA,NA,NA
34113,2.45267,1.58431,-5,-24.985,NA,NA,NA,NA,NA,NA,NA,NA
34394,2.11944,1.79625,-5,NA,NA,NA,NA,-20.639,NA,NA,NA,NA
34550,2.36377,1.84056,-5,-23.368,NA,NA,NA,NA,NA,NA,NA,NA
34734,1.95772,3.34533,-5,NA,NA,NA,-89.952,NA,NA,NA,NA,NA
34920,1.76603,1.68937,-3.85557,-7.388,NA,NA,NA,NA,NA,NA,NA,NA
35105,1.66913,1.49855,-4.35933,-2.053,NA,NA,NA,NA,NA,NA,NA,NA
35341,1.61735,1.87962,-4.35743,-3.268,NA,NA,NA,NA,NA,NA,NA,NA
35401,2.61219,1.78589,-4.15995,-22.161,NA,NA,NA,NA,NA,NA,NA,NA
35760,2.74349,1.57956,-4.04148,NA,-36.114,NA,NA,NA,NA,NA,NA,NA
35941,2.03766,1.88116,-3.49867,NA,NA,NA,NA,-31.675,NA,NA,NA,NA
36053,2.1812,1.9098,-4.26475,NA,NA,NA,NA,-15.898,NA,NA,NA,NA
36267,2.50726,1.41509,-5,-29.147,NA,NA,NA,NA,NA,NA,NA,NA
36594,1.82334,1.0544,-5,NA,NA,NA,-48.077,NA,NA,NA,NA,NA
36623,2.56351,0.887674,-3.69994,-52.673,NA,NA,NA,NA,NA,NA,NA,NA
36921,3.08191,0.885367,-3.94616,NA,NA,NA,-77.67,NA,NA,NA,NA,NA
37169,2.96483,1.35702,-4.60582,NA,NA,NA,-59.565,NA,NA,NA,NA,NA
37250,1.99394,0.996866,-5,NA,NA,-73.157,NA,NA,NA,NA,NA,NA
37453,2.08846,2.63392,-5,NA,NA,NA,-62.916,NA,NA,NA,NA,NA
37640,2.11861,2.29253,-3.43088,-36.01,NA,NA,NA,NA,NA,NA,NA,NA
37839,2.05075,0.887278,-5,NA,NA,NA,NA,NA,-79.881,NA,NA,NA
38119,2.70094,1.21059,-5,NA,NA,NA,NA,-44.488,NA,NA,NA,NA
38240,2.67323,1.48268,-5,NA,NA,NA,-46.54,NA,NA,NA,NA,NA
38419,2.63476,1.63164,-5,NA,NA,NA,-43.725,NA,NA,NA,NA,NA
38652,1.86254,2.11274,-5,NA,NA,NA,NA,NA,NA,NA,-65.074,NA
38811,1.57407,1.57708,-4.32044,NA,NA,NA,NA,-12.958,NA,NA,NA,NA
39092,2.72696,2.12295,-4.45034,NA,NA,NA,NA,NA,-49.183,NA,NA,NA
39309,1.98427,2.06759,-5,-18.708,NA,NA,NA,NA,NA,NA,NA,NA
39567,1.94809,1.36294,-5,NA,-24.474,NA,NA,NA,NA,NA,NA,NA
39653,1.82039,1.29535,-4.58811,NA,NA,NA,NA,-9.275,NA,NA,NA,NA
39930,1.77244,1.16054,-5,-27.083,NA,NA,NA,NA,NA,NA,NA,NA
40189,3.18959,1.65816,-5,NA,-57.575,NA,NA,NA,NA,NA,NA,NA
40243,1.92875,1.25185,-5,NA,NA,-54.22,NA,NA,NA,NA,NA,NA
40471,2.8515,2.06079,-5,NA,NA,NA,-61.494,NA,NA,NA,NA,NA
40736,2.75641,1.17342,-5,-44.639,NA,NA,NA,NA,NA,NA,NA,NA
40914,2.51033,0.622938,-5,NA,NA,NA,-79.69,NA,NA,NA,NA,NA
41098,1.62624,1.88975,-3.70011,-14.794,NA,NA,NA,NA,NA,NA,NA,NA
41201,1.91437,1.18514,-4.22553,NA,NA,NA,NA,-18.594,NA,NA,NA,NA
41557,1.50337,2.0505,-5,NA,-31.004,NA,NA,NA,NA,NA,NA,NA
41652,1.10573,2.49903,-4.62212,NA,NA,NA,-42.529,NA,NA,NA,NA,NA
41977,1.22425,2.12946,-5,NA,NA,NA,NA,-29.23,NA,NA,NA,NA
42020,1.15079,1.49071,-4.58153,-17.983,NA,NA,NA,NA,NA,NA,NA,NA
42329,2.55061,1.80959,-3.27764,-50.051,NA,NA,NA,NA,NA,NA,NA,NA
42460,1.85626,2.54879,-4.86465,-27.064,NA,NA,NA,NA,NA,NA,NA,NA
42746,1.83621,1.1794,-4.75253,NA,NA,NA,NA,-20.457,NA,NA,NA,NA
42855,1.65763,2.71059,-4.53676,-30.161,NA,NA,NA,NA,NA,NA,NA,NA
43147,1.82343,1.30238,-4.54002,NA,-18.723,NA,NA,NA,NA,NA,NA,NA
43278,1.5704,1.40706,-4.29879,-3.213,NA,NA,NA,NA,NA,NA,NA,NA
43401,1.70412,0.5947,-3.99984,-59.778,NA,NA,NA,NA,NA,NA,NA,NA
43676,1.85776,1.8727,-4.2986,-2.626,NA,NA,NA,NA,NA,NA,NA,NA
43980,1.14646,1.29733,-4.65819,NA,-25.466,NA,NA,NA,NA,NA,NA,NA
44100,1.86015,2.08208,-4.27454,NA,-18.949,NA,NA,NA,NA,NA,NA,NA
44298,2.01829,3.0816,-4.05578,NA,NA,-110.255,NA,NA,NA,NA,NA,NA
44471,2.22225,1.6012,-4.54725,NA,-21.223,NA,NA,NA,NA,NA,NA,NA
44619,2.35897,0.935791,-5,NA,-51.442,NA,NA,NA,NA,NA,NA,NA
44903,2.0325,0.986047,-5,NA,NA,NA,-47.465,NA,NA,NA,NA,NA
45053,2.65059,2.67471,-4.70913,NA,-46.666,NA,NA,NA,NA,NA,NA,NA
45332,1.08757,2.33757,-4.25011,-26.227,NA,NA,NA,NA,NA,NA,NA,NA
45563,2.23709,2.53145,-5,NA,-44.128,NA,NA,NA,NA,NA,NA,NA
45770,1.5394,1.61344,-5,-17.919,NA,NA,NA,NA,NA,NA,NA,NA
45923,1.67642,1.24621,-4.92057,NA,NA,NA,NA,-23.99,NA,NA,NA,NA
46063,1.63433,1.97036,-4.59168,NA,NA,NA,NA,NA,NA,NA,-72.139,NA
46285,2.37081,2.56056,-5,NA,NA,NA,NA,NA,NA,NA,-72.028,NA
46514,1.9019,3.79573,-5,NA,NA,NA,NA,NA,-132.889,NA,NA,NA
46757,3.2102,2.38403,-4.94764,NA,NA,NA,NA,NA,-78.93,NA,NA,NA
46895,2.89127,1.46653,-4.1912,NA,-37.907,NA,NA,NA,NA,NA,NA,NA
47158,2.27892,2.10312,-4.84545,NA,NA,NA,NA,NA,-48.846,NA,NA,NA
47317,2.16047,2.72959,-3.43197,NA,NA,NA,NA,NA,-78.335,NA,NA,NA
47476,1.55537,1.12117,-4.3522,NA,NA,NA,-34.698,NA,NA,NA,NA,NA
47793,2.4534,2.14051,-4.52518,NA,-28.326,NA,NA,NA,NA,NA,NA,NA
47972,2.7151,2.40878,-5,NA,-53.25,NA,NA,NA,NA,NA,NA,NA
48151,2.64233,2.22088,-5,NA,NA,NA,NA,NA,-54.533,NA,NA,NA
48288,2.27358,1.92803,-4.12552,NA,-20.489,NA,NA,NA,NA,NA,NA,NA
48543,1.85683,2.72456,-3.11977,NA,NA,NA,NA,NA,-94.45,NA,NA,NA
48674,1.02233,1.58784,-4.79858,NA,NA,NA,NA,NA,-46.167,NA,NA,NA
48837,2.1542,2.02434,-5,NA,NA,NA,NA,-26.379,NA,NA,NA,NA
49095,2.66315,1.77893,-5,NA,NA,NA,NA,NA,-60.354,NA,NA,NA
49375,2.6707,1.12392,-4.38856,NA,-34.474,NA,NA,NA,NA,NA,NA,NA
49568,2.93808,1.14387,-4.7935,NA,NA,NA,-58.167,NA,NA,NA,NA,NA
49602,3.62358,1.64978,-4.45245,-77.797,NA,NA,NA,NA,NA,NA,NA,NA
49825,2.22847,2.30658,-4.47537,NA,NA,NA,NA,-22.346,NA,NA,NA,NA
50003,1.74303,0.573143,-5,-74.016,NA,NA,NA,NA,NA,NA,NA,NA
50285,1.64084,1.88849,-3.45617,NA,NA,NA,NA,-39.233,NA,NA,NA,NA
50489,2.15533,2.39989,-3.79578,NA,-33.389,NA,NA,NA,NA,NA,NA,NA
50748,2.62373,2.1388,-5,NA,NA,NA,-61.124,NA,NA,NA,NA,NA
50838,3.0777,1.94608,-4.38784,NA,-49.964,NA,NA,NA,NA,NA,NA,NA
51029,2.58399,1.35384,-5,NA,NA,NA,NA,-35.845,NA,NA,NA,NA
51312,1.59374,1.52318,-4.7899,NA,NA,NA,-29.576,NA,NA,NA,NA,NA
51444,1.55015,1.66416,-5,-17.598,NA,NA,NA,NA,NA,NA,NA,NA
51662,2.30555,1.27699,-5,-26.281,NA,NA,NA,NA,NA,NA,NA,NA
51893,2.88094,1.80283,-5,NA,NA,NA,-59.855,NA,NA,NA,NA,NA
52035,2.32422,1.79895,-3.02523,NA,NA,NA,NA,NA,-70.556,NA,NA,NA
52239,0.866842,2.74558,-3.98089,NA,-53.902,NA,NA,NA,NA,NA,NA,NA
52435,2.09542,1.75836,-4.32902,NA,-6.184,NA,NA,NA,NA,NA,NA,NA
52795,1.55611,2.41232,-4.17674,-19.447,NA,NA,NA,NA,NA,NA,NA,NA
52815,1.31419,2.30528,-3.7132,NA,NA,NA,NA,NA,NA,NA,-86.602,NA
53063,2.2147,1.72826,-3.4168,NA,NA,NA,NA,NA,-49.321,NA,NA,NA
53231,2.68527,2.87894,-4.91664,NA,NA,NA,NA,-69.457,NA,NA,NA,NA
53598,1.95968,1.99019,-5,NA,NA,NA,NA,NA,-38.486,NA,NA,NA
53698,1.94537,1.16972,-4.67393,-13.424,NA,NA,NA,NA,NA,NA,NA,NA
53830,2.23956,1.05543,-4.58847,-23.444,NA,NA,NA,NA,NA,NA,NA,NA
54009,2.02943,2.10195,-5,NA,NA,NA,NA,-24.471,NA,NA,NA,NA
54271,1.51821,1.76636,-4.60455,NA,NA,NA,-27.925,NA,NA,NA,NA,NA
54410,1.70718,2.05903,-5,-18.207,NA,NA,NA,NA,NA,NA,NA,NA
54692,0.115936,1.38951,-5,NA,NA,NA,NA,-99.079,NA,NA,NA,NA
54891,1.80683,2.37515,-4.7015,NA,NA,NA,NA,NA,-40.531,NA,NA,NA
55196,2.91986,2.66474,-4.43922,-55.274,NA,NA,NA,NA,NA,NA,NA,NA
55243,1.26659,1.82077,-3.32665,-37.157,NA,NA,NA,NA,NA,NA,NA,NA
55542,1.59355,2.53727,-3.36628,NA,NA,NA,-63.608,NA,NA,NA,NA,NA
55671,1.23859,2.77753,-4.40927,NA,NA,NA,NA,NA,NA,NA,-81.535,NA
55880,0.90276,1.92415,-5,-36.602,NA,NA,NA,NA,NA,NA,NA,NA
56163,0.598851,1.29357,-3.80266,-64.194,NA,NA,NA,NA,NA,NA,NA,NA
56304,2.69853,2.38128,-3.79788,NA,NA,NA,-61.904,NA,NA,NA,NA,NA
56425,1.82416,2.18866,-3.95112,-12.913,NA,NA,NA,NA,NA,NA,NA,NA
56628,1.26841,1.97505,-3.93846,NA,-22.07,NA,NA,NA,NA,NA,NA,NA
56933,2.12581,1.44972,-4.4694,NA,NA,NA,-22.412,NA,NA,NA,NA,NA
57150,1.9037,2.66383,-4.26028,-26.423,NA,NA,NA,NA,NA,NA,NA,NA
57370,1.98988,1.95709,-4.03711,NA,-9.396,NA,NA,NA,NA,NA,NA,NA
57401,0.277945,1.0594,-5,NA,NA,NA,NA,-112.447,NA,NA,NA,NA
57739,0.436186,2.27792,-5,NA,-62.516,NA,NA,NA,NA,NA,NA,NA
57841,2.39774,2.60502,-3.89875,NA,NA,NA,NA,-45.933,NA,NA,NA,NA
58119,2.53302,2.61051,-4.62508,-37.43,NA,NA,NA,NA,NA,NA,NA,NA
58238,1.19828,2.96074,-5,-56.185,NA,NA,NA,NA,NA,NA,NA,NA
58597,1.53855,3.03176,-4.57314,-46.744,NA,NA,NA,NA,NA,NA,NA,NA
58732,1.81467,2.63388,-4.14493,NA,-26.994,NA,NA,NA,NA,NA,NA,NA
58954,2.28916,1.86681,-4.0377,NA,NA,NA,NA,-13.734,NA,NA,NA,NA
