id,x0,x1,x2,fitness2,fitness-1,fitness-1.5,fitness-0.5,fitness-2,fitness0,fitness1,fitness0.5,fitness-2.5,fitness-3,fitness-3.5,fitness1.5,fitness-4,fitness-5
12145,-0.837905,4.58133,-1.08486,NA,NA,NA,NA,NA,NA,230.619,NA,NA,NA,NA,NA,NA,NA
12345,-1.65515,4.31366,-0.274564,NA,NA,NA,NA,NA,2282.258,NA,NA,NA,NA,NA,NA,NA,NA
12466,-1.60346,4.83719,-1.70256,NA,4417.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12758,-1.23032,3.77072,-0.967572,NA,NA,NA,NA,NA,NA,NA,NA,661.524,NA,NA,NA,NA,NA
12912,-0.997717,4.7397,-1.96179,NA,6924.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13026,-0.928131,4.16271,-1.34724,NA,9844.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13326,-1.48438,4.34272,-1.18793,NA,NA,3701.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13497,-0.954013,4.09681,-1.31266,NA,NA,NA,NA,1902.739,NA,NA,NA,NA,NA,NA,NA,NA,NA
13748,-1.38744,3.80878,-1.68994,NA,NA,NA,1945.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13920,-1.32722,4.3276,-2.05276,NA,5508.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14136,-1.62022,4.74485,-2.5555,NA,4148.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14233,-1.35037,3.48331,-1.35953,NA,NA,2060.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14438,-0.491616,4.79435,-1.57748,NA,NA,1809.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14674,-1.49543,4.62096,-0.965654,NA,NA,NA,5127.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14811,-1.33573,4.35556,-1.23921,NA,NA,NA,3766.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15049,-0.80465,4.37895,-1.56345,NA,10408.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15250,-0.00254944,4.25864,-0.204499,NA,NA,NA,NA,NA,1575.933,NA,NA,NA,NA,NA,NA,NA,NA
15588,-0.746946,4.70302,0.252044,NA,4391.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15782,-0.784106,4.74112,0.598204,NA,465.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15810,-1.00109,4.77089,0.30159,NA,NA,NA,4734.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16194,-0.359655,4.79604,-0.977544,NA,106.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16361,0.77452,4.88534,-0.572526,NA,NA,3255.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16600,-0.203283,4.36821,-0.0995335,NA,NA,2780.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16778,-0.704989,4.81983,0.900102,NA,NA,7012.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16979,-0.630495,4.81291,0.366146,NA,NA,NA,NA,1872.105,NA,NA,NA,NA,NA,NA,NA,NA,NA
17119,-2.14427,4.66513,-1.51225,NA,NA,4876.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17268,-2.46739,4.62832,-1.99141,NA,NA,1543.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17436,-0.93229,4.3333,-0.9272,NA,NA,3981.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17648,-0.768632,3.26268,-0.398486,NA,NA,NA,NA,683.782,NA,NA,NA,NA,NA,NA,NA,NA,NA
17943,-1.21513,3.21674,-0.158206,NA,NA,2128.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18007,-1.6833,1.84685,-1.59828,NA,1471.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18347,-1.15867,-0.809211,-1.45944,NA,NA,NA,NA,NA,3769.999,NA,NA,NA,NA,NA,NA,NA,NA
18590,-1.54778,1.05965,-1.94663,NA,NA,NA,111.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18775,-1.24654,-0.561147,-2.00776,NA,NA,NA,NA,1866.887,NA,NA,NA,NA,NA,NA,NA,NA,NA
18852,-0.797981,-1.90124,-1.46498,NA,NA,NA,NA,4496.627,NA,NA,NA,NA,NA,NA,NA,NA,NA
19166,-1.05182,-1.01443,-0.781318,NA,NA,5709.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19313,-0.337914,-2.09183,-2.04533,NA,NA,NA,NA,1054.571,NA,NA,NA,NA,NA,NA,NA,NA,NA
19582,-0.560232,-1.33091,-0.806055,NA,8583.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19707,-1.69391,-0.38891,-0.243688,NA,NA,NA,1482.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19844,-1.37836,-1.50667,-1.46679,NA,9480.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20001,-1.49757,-0.825485,-0.807676,NA,14559.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20347,-2.01576,-1.42988,-0.22826,NA,NA,6617.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20446,-1.30647,-1.24742,-1.28442,NA,NA,NA,NA,5023.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
20679,-0.405825,-0.610618,-1.44765,NA,NA,3978.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20923,-0.201229,-1.3234,-2.01051,NA,NA,2999.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21089,-0.548669,-1.58556,-0.936962,NA,8182.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21350,-1.01991,-0.889011,-1.89723,NA,NA,4198.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21597,-2.46628,-0.810489,-1.15254,NA,NA,NA,NA,NA,878.421,NA,NA,NA,NA,NA,NA,NA,NA
21760,-1.92238,-1.95874,0.00466523,NA,1773.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21805,-1.71794,-0.58876,-0.234686,NA,NA,NA,NA,NA,1436.982,NA,NA,NA,NA,NA,NA,NA,NA
22079,-0.920204,-0.355276,-0.870382,NA,NA,NA,NA,NA,NA,NA,2025.792,NA,NA,NA,NA,NA,NA
22398,-0.822582,-1.20594,-0.241701,NA,NA,NA,NA,NA,NA,NA,1491.872,NA,NA,NA,NA,NA,NA
22464,-0.958548,-0.922135,-0.859587,NA,NA,NA,NA,NA,7031.321,NA,NA,NA,NA,NA,NA,NA,NA
22784,-0.371701,-1.94938,-0.71829,NA,3593.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22860,-1.9915,-2.04312,-0.511172,NA,NA,1493.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23154,-1.66322,-1.14847,-0.112818,NA,NA,NA,758.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23320,-0.513527,-0.871297,-0.486032,NA,NA,670.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23413,-0.912463,-1.25838,-1.07875,NA,NA,NA,4192.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23763,-1.61225,-0.656248,-1.36233,NA,NA,NA,NA,NA,7936.57,NA,NA,NA,NA,NA,NA,NA,NA
23947,-1.85416,-0.788753,-0.695237,NA,NA,NA,3608.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24185,-1.60028,0.31153,-0.700028,NA,NA,NA,NA,NA,NA,NA,1512.833,NA,NA,NA,NA,NA,NA
24330,-2.44932,-0.996761,-0.809088,NA,NA,NA,NA,2317.681,NA,NA,NA,NA,NA,NA,NA,NA,NA
24571,-1.43218,-0.554417,-0.116225,NA,NA,1721.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24611,-0.767087,1.14862,-1.4667,NA,1095.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24803,-1.5944,-0.171262,-2.13513,NA,NA,3851.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25008,-0.684721,-0.0409218,-1.40407,NA,NA,10965.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25390,-1.27513,-1.33556,-1.38162,NA,NA,NA,11537.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25469,-0.207444,-0.659653,-1.88401,NA,NA,NA,2655.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25688,-1.47107,-1.25821,-1.58031,NA,NA,NA,9227.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25876,-1.96396,-1.46747,-1.51314,NA,NA,10298.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26156,-0.0863013,-0.8187,-0.0885848,NA,NA,5380.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26256,-1.68001,-0.212693,0.236806,NA,NA,NA,NA,NA,NA,NA,NA,408.313,NA,NA,NA,NA,NA
26520,-1.89383,-0.890384,-1.27712,NA,NA,NA,4875.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26690,-0.571304,-0.3975,-1.34645,NA,NA,NA,1839.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26973,-0.793365,-0.477452,-1.02034,NA,NA,NA,NA,NA,960.96,NA,NA,NA,NA,NA,NA,NA,NA
27061,-0.0535912,-0.697368,-0.555116,NA,NA,NA,NA,NA,NA,NA,1729.016,NA,NA,NA,NA,NA,NA
27387,-0.897452,-0.902242,-1.265,NA,20515.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27594,-0.725228,-1.0771,-1.416,NA,NA,NA,5150.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27625,-0.927026,-0.036936,-1.0193,NA,5576.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27915,-0.352939,0.487273,-0.829604,NA,2128.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28141,-2.35153,-0.10394,-1.45138,NA,NA,NA,1791.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28213,-0.972143,-0.952197,-2.06566,NA,NA,5524.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28493,-0.741193,-1.28224,-1.49812,NA,12279.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28778,-1.92897,-0.897795,-0.000379263,NA,3521.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28882,-1.99419,-1.15113,-0.742898,NA,NA,NA,NA,941.025,NA,NA,NA,NA,NA,NA,NA,NA,NA
29125,-1.30804,-0.598418,-1.72047,NA,NA,2921.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29355,-1.05948,-1.51302,-2.08995,NA,NA,NA,NA,1555.794,NA,NA,NA,NA,NA,NA,NA,NA,NA
29555,-0.805012,-1.39679,-1.15308,NA,NA,4676.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29632,-0.977325,-1.55651,-0.596645,NA,NA,NA,NA,3021.597,NA,NA,NA,NA,NA,NA,NA,NA,NA
29898,0.168386,-1.95484,-0.859668,NA,376.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30135,0.324582,-2.07375,-0.56091,NA,721.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30346,-0.720921,-0.995326,-0.233804,NA,NA,NA,8997.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30450,-1.31333,0.027013,-0.255439,NA,4123.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30720,-0.130424,-0.925939,-1.5987,NA,NA,7583.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31000,-0.332816,-0.959898,-2.37381,NA,350.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31167,-0.764852,-1.25469,-2.17804,NA,NA,NA,5337.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31214,-0.569503,-1.60839,-1.09551,NA,1318.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31530,-0.978238,-3.91908,-1.27205,NA,2397.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31781,-0.771063,-3.55602,-1.52954,NA,NA,1642.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31818,0.449827,-2.44367,-0.102966,NA,NA,NA,392.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32142,0.172269,-1.43319,-0.528227,NA,1154.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32250,-0.128197,0.0447241,-0.914013,NA,NA,3570.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32530,-0.0341729,-1.62106,-1.39306,NA,NA,NA,NA,3047.577,NA,NA,NA,NA,NA,NA,NA,NA,NA
32787,-0.649199,-1.36748,-1.54665,NA,NA,9064.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32889,-1.04096,-0.632347,-1.53417,NA,NA,NA,7922.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33135,-1.29947,-0.166999,-0.8976,NA,NA,10336.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33265,-1.27315,-0.715195,-0.138271,NA,NA,6784.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33417,-1.44812,-0.59985,-0.601537,NA,13204.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33797,-0.89439,-1.38464,0.402894,NA,7090.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33926,-0.610462,-1.552,0.0214866,NA,NA,4311.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34117,-0.294366,-1.51862,-0.740604,NA,NA,NA,NA,NA,9643.082,NA,NA,NA,NA,NA,NA,NA,NA
34372,-1.47284,-1.55097,-1.68726,NA,NA,NA,7383.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34550,-1.19757,0.272577,-0.883863,NA,3360.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34715,-2.63969,-0.89447,-0.198477,NA,NA,3329.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34900,0.0486901,-1.39478,-0.644296,NA,2860.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35063,-0.808302,-2.14172,-1.58705,NA,NA,NA,NA,NA,NA,NA,2171.56,NA,NA,NA,NA,NA,NA
35377,-0.708998,-0.52689,-0.569292,NA,NA,NA,NA,NA,3147.933,NA,NA,NA,NA,NA,NA,NA,NA
35547,-0.594703,0.321044,-0.158564,NA,2445.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35755,-0.18668,0.290483,-2.09506,NA,NA,NA,990.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35944,-0.775878,-0.0459746,-2.95721,NA,4299.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36153,-1.58645,-0.818443,-1.9545,NA,9968.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36339,-1.98494,-1.3085,-2.94122,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.136,NA,NA,NA,NA
36435,-2.45158,-0.700336,-2.20625,NA,NA,NA,NA,525.166,NA,NA,NA,NA,NA,NA,NA,NA,NA
36735,-2.4316,-1.22951,-1.64555,NA,1496.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36999,-2.0131,-2.18581,-0.748567,NA,1473.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37015,-0.942607,-1.43906,-0.692258,NA,NA,NA,1441.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37208,-1.43302,-0.677917,-0.9997,NA,18290.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37526,-0.916111,-0.981392,-1.9807,NA,NA,NA,2746.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37655,-1.42025,0.368899,-0.173509,NA,NA,4113.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37967,-0.805553,-0.159875,-1.54162,NA,4683.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38118,-0.947575,-0.141964,-1.22436,NA,NA,NA,NA,NA,NA,NA,NA,2049.712,NA,NA,NA,NA,NA
38239,-0.21461,-0.67992,-1.65809,NA,NA,NA,NA,NA,NA,NA,NA,1736.476,NA,NA,NA,NA,NA
38586,-1.39686,-0.378187,-1.30025,NA,NA,NA,NA,2444.921,NA,NA,NA,NA,NA,NA,NA,NA,NA
38651,0.625173,-0.145622,-0.679234,NA,NA,1135.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38922,0.0880914,-0.212699,-0.879112,NA,NA,1846.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39190,-0.101163,-1.07244,-1.00285,NA,NA,NA,2741.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39322,-0.679618,-1.2133,-2.2137,NA,NA,NA,2413.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39483,-0.584515,-1.42724,-1.66973,NA,1457.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39763,-0.742982,-1.45204,-1.53964,NA,NA,NA,NA,NA,16196.296,NA,NA,NA,NA,NA,NA,NA,NA
39832,-0.543476,-0.7664,-0.748928,NA,NA,NA,NA,NA,8825.058,NA,NA,NA,NA,NA,NA,NA,NA
40071,-1.05095,-0.202394,0.218454,NA,NA,NA,1047.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40282,-0.677331,-1.33942,-0.655441,NA,16475.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40599,-0.598928,-0.311322,-1.21474,NA,NA,NA,1847.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40732,-0.939898,-0.636285,-2.23722,NA,NA,NA,NA,NA,1026.317,NA,NA,NA,NA,NA,NA,NA,NA
40941,-1.80519,-1.48037,-0.175338,NA,NA,NA,NA,NA,1361.863,NA,NA,NA,NA,NA,NA,NA,NA
41006,-0.777359,-0.217199,-0.951855,NA,3123.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41259,-0.993219,-0.600566,-1.60739,NA,NA,NA,NA,3560.604,NA,NA,NA,NA,NA,NA,NA,NA,NA
41493,-1.60953,-0.986262,-2.58239,NA,NA,2855.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41685,-0.799287,-1.18217,-2.01257,NA,5245.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42000,-0.857853,-1.359,-1.64105,NA,NA,NA,NA,NA,6563.039,NA,NA,NA,NA,NA,NA,NA,NA
42101,-1.36648,-0.836243,-0.023161,NA,NA,10581.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42260,-1.38054,-0.181486,-0.764873,NA,NA,14094.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42421,-2.02399,-0.995719,-0.224308,NA,NA,NA,NA,534.439,NA,NA,NA,NA,NA,NA,NA,NA,NA
