id,x0,x1,x2,fitness-3,fitness-4,fitness-4.5,fitness-5,fitness-3.5,fitness-2
28610,-1.95151,4.20573,-3.69265,NA,NA,NA,-110.46,NA,NA
28810,-2.90207,4.74802,-4.38737,NA,NA,-90.44,NA,NA,NA
29114,-2.27584,3.68644,-4.12725,NA,NA,NA,-65.416,NA,NA
29354,-2.19302,3.60597,-4.76367,NA,-42.551,NA,NA,NA,NA
29427,-1.31743,4.74049,-4.98408,NA,NA,NA,-64.285,NA,NA
29681,-0.891317,3.82805,-4.17694,NA,-99.359,NA,NA,NA,NA
29815,-1.00409,3.73607,-4.21706,NA,NA,NA,NA,-81.33,NA
30127,-1.56589,4.27255,-4.12178,NA,-82.919,NA,NA,NA,NA
30336,-1.95336,2.47462,-4.53179,NA,-151.354,NA,NA,NA,NA
30445,-2.25159,3.00881,-4.67224,-133.285,NA,NA,NA,NA,NA
30793,-2.58628,4.00761,-4.15443,NA,-75.888,NA,NA,NA,NA
30913,-2.92636,3.97347,-4.88697,NA,NA,-65.465,NA,NA,NA
31006,-1.85385,4.57617,-4.43959,NA,NA,-60.528,NA,NA,NA
31347,-1.43111,4.36581,-4.46936,NA,NA,NA,NA,-67.096,NA
31451,-1.8464,3.68958,-4.81346,NA,-15.062,NA,NA,NA,NA
31672,-0.440045,4.4941,-4.52219,NA,NA,-149.535,NA,NA,NA
31883,-0.603803,3.82125,-4.39937,NA,NA,NA,-132.015,NA,NA
32128,-0.740826,4.8597,-4.29984,NA,NA,NA,NA,-197.843,NA
32331,-1.64419,4.99129,-4.30319,NA,NA,-77.009,NA,NA,NA
32421,-1.22475,4.27608,-4.68837,NA,NA,-53.462,NA,NA,NA
32757,-1.2411,3.76787,-4.30658,NA,NA,NA,-75.415,NA,NA
32999,-1.8406,4.90881,-3.67729,NA,NA,-109.096,NA,NA,NA
33108,-1.46983,4.75415,-4.98401,NA,NA,NA,NA,-76.246,NA
33254,-2.41933,4.94028,-4.05501,NA,NA,-92.318,NA,NA,NA
33423,-1.20707,4.92861,-4.39753,NA,NA,-94.552,NA,NA,NA
33740,-1.15728,4.12634,-4.47134,NA,NA,-46.766,NA,NA,NA
33810,-1.69776,3.75935,-4.19836,NA,-52.236,NA,NA,NA,NA
34180,-1.7169,3.16691,-4.31815,NA,-89.49,NA,NA,NA,NA
34279,-2.03115,3.55907,-4.72306,NA,NA,NA,NA,-70.892,NA
34562,-1.49275,3.22045,-4.70938,NA,NA,-31.932,NA,NA,NA
34661,-2.66923,3.59388,-3.69992,NA,NA,-101.126,NA,NA,NA
34841,-3.37866,4.39762,-4.63408,NA,-108.922,NA,NA,NA,NA
35150,-1.97125,4.02768,-4.64857,NA,NA,NA,-42.969,NA,NA
35218,-3.54418,4.03682,-4.77636,NA,-114.538,NA,NA,NA,NA
35435,-1.77083,4.15947,-4.71451,NA,-36.772,NA,NA,NA,NA
35623,-2.03849,4.23693,-4.75462,NA,-51.187,NA,NA,NA,NA
35923,-1.9656,3.82407,-4.1304,NA,NA,-46.15,NA,NA,NA
36096,-1.26625,3.29537,-4.09526,NA,NA,-104.576,NA,NA,NA
36315,-2.6956,3.45754,-4.72703,NA,NA,-60.963,NA,NA,NA
36580,-2.83306,4.4226,-4.69518,NA,NA,NA,-74.241,NA,NA
36605,-2.73051,4.07435,-4.69326,NA,NA,NA,NA,-82.71,NA
36960,-1.32924,3.45713,-4.67561,NA,NA,NA,NA,-103.171,NA
37178,-2.15233,4.50894,-4.94462,NA,NA,NA,NA,-90.957,NA
37377,-2.50745,4.16118,-4.73306,NA,NA,NA,NA,-83.185,NA
37468,-3.10984,3.87362,-4.56087,NA,NA,NA,NA,-120.892,NA
37707,-2.07645,4.37204,-4.73518,NA,NA,-40.317,NA,NA,NA
37994,-0.660054,4.77247,-4.2546,NA,NA,-116.974,NA,NA,NA
38161,-1.60336,3.97737,-3.65463,NA,NA,-95.486,NA,NA,NA
38204,-2.16865,4.10431,-4.70451,NA,NA,-42.522,NA,NA,NA
38588,-1.5764,4.92525,-4.87038,NA,NA,NA,-75.241,NA,NA
38739,-2.38467,3.80669,-4.42924,NA,-66.112,NA,NA,NA,NA
38857,-2.22719,4.0128,-4.25109,NA,NA,-61.393,NA,NA,NA
39108,-1.57981,4.21616,-4.69042,NA,NA,-36.352,NA,NA,NA
39313,-1.3471,3.17663,-4.61862,NA,NA,-49.314,NA,NA,NA
39454,-1.97204,3.6494,-4.75823,NA,NA,-31.973,NA,NA,NA
39685,-1.64727,4.94285,-4.29192,NA,NA,NA,-86.589,NA,NA
39865,-1.0518,4.44435,-4.93549,NA,NA,-70.074,NA,NA,NA
40125,-2.19585,4.53729,-4.50772,NA,NA,-60.926,NA,NA,NA
40358,-2.36458,4.73245,-4.73271,NA,NA,-55.764,NA,NA,NA
40485,-1.67962,3.81536,-4.63389,NA,-11.856,NA,NA,NA,NA
40626,-2.45796,4.3403,-4.72976,NA,NA,NA,-60.768,NA,NA
40936,-2.10466,3.95529,-4.40429,NA,NA,-45.053,NA,NA,NA
41063,-3.43508,3.94168,-4.46,NA,-107.219,NA,NA,NA,NA
41294,-1.83207,4.96041,-3.50809,NA,-136.818,NA,NA,NA,NA
41588,-2.24089,4.20174,-4.02507,NA,-89.11,NA,NA,NA,NA
41706,-2.88303,3.31552,-4.99165,NA,NA,NA,-73.479,NA,NA
41893,-1.67509,4.63526,-4.78761,NA,-67.523,NA,NA,NA,NA
42032,-2.62894,4.49201,-3.9201,NA,NA,-91.691,NA,NA,NA
42209,-3.46738,4.81534,-4.45918,NA,-127.404,NA,NA,NA,NA
42505,-3.62986,4.76154,-4.80569,NA,NA,NA,-138.538,NA,NA
42779,-1.4275,3.01086,-4.74322,NA,-65.076,NA,NA,NA,NA
42865,-2.97765,3.54904,-4.60146,NA,-88.511,NA,NA,NA,NA
43114,-2.07461,3.72222,-4.94621,NA,-37.051,NA,NA,NA,NA
43282,-2.22718,3.31733,-4.83148,NA,NA,NA,NA,-136.797,NA
43522,-2.83405,4.33317,-4.94946,NA,-77.791,NA,NA,NA,NA
43777,-2.66932,3.4748,-4.83667,NA,NA,-62.836,NA,NA,NA
43807,-0.832713,4.6301,-3.72026,NA,NA,-136.832,NA,NA,NA
44034,-1.91853,4.56503,-4.6255,NA,NA,-56.91,NA,NA,NA
44241,-2.41569,4.55792,-4.8566,NA,NA,NA,-68.031,NA,NA
44424,-2.76072,4.64671,-4.44733,NA,NA,-77.221,NA,NA,NA
44789,-1.33887,4.02677,-4.24983,NA,NA,NA,-68.407,NA,NA
44873,-2.31196,3.10781,-4.18016,NA,NA,-85.833,NA,NA,NA
45153,-2.43284,4.36596,-4.35336,NA,NA,NA,-73.979,NA,NA
45246,-3.20669,4.4985,-4.7112,NA,NA,NA,-96.744,NA,NA
45573,-2.44285,4.21428,-3.82857,NA,NA,NA,-82.94,NA,NA
45619,-2.94957,4.02446,-3.2592,NA,-139.817,NA,NA,NA,NA
45875,-2.06268,3.68661,-4.46031,NA,NA,NA,NA,-80.412,NA
46061,-2.06192,3.99487,-4.28089,NA,-53.46,NA,NA,NA,NA
46283,-0.98887,3.83311,-4.68722,NA,NA,-52.67,NA,NA,NA
46475,-2.7911,3.71853,-4.34052,NA,NA,NA,-77.173,NA,NA
46627,-2.41464,4.05858,-4.17425,NA,NA,-67.668,NA,NA,NA
46907,-2.22451,3.27665,-4.38219,NA,NA,NA,-75.295,NA,NA
47006,-2.23089,3.54848,-3.74394,NA,NA,-99.187,NA,NA,NA
47256,-2.03042,4.18692,-4.23891,NA,-57.885,NA,NA,NA,NA
47510,-1.22057,4.0271,-4.87685,NA,-55.772,NA,NA,NA,NA
47707,-1.24715,4.3045,-4.4489,NA,NA,-62.536,NA,NA,NA
47902,-2.06248,4.01345,-3.82506,NA,NA,-87.697,NA,NA,NA
48186,-2.42353,4.45922,-4.78006,NA,NA,-59.772,NA,NA,NA
48278,-2.23351,4.28252,-4.75464,NA,NA,NA,-46.837,NA,NA
48430,-1.72341,3.94824,-4.64964,NA,-35.02,NA,NA,NA,NA
48675,-1.14314,4.79442,-4.37924,NA,NA,NA,-76.674,NA,NA
48985,-1.76655,4.96897,-3.91918,NA,NA,-102.487,NA,NA,NA
49199,-2.66634,4.29603,-4.38781,NA,-65.906,NA,NA,NA,NA
49258,-2.22026,4.3841,-4.20182,NA,-89.447,NA,NA,NA,NA
49499,-3.39723,3.92573,-4.00641,NA,-120.46,NA,NA,NA,NA
49623,-1.67332,3.1659,-4.67687,NA,-51.968,NA,NA,NA,NA
49935,-1.87039,3.23267,-4.80024,-130.996,NA,NA,NA,NA,NA
50040,-1.9515,3.49041,-3.89602,NA,NA,-69.585,NA,NA,NA
50264,-1.95764,3.58508,-4.87793,NA,-23.945,NA,NA,NA,NA
50545,-1.43212,4.11312,-4.84708,NA,NA,NA,NA,-95.528,NA
50740,-2.15705,4.0774,-4.22907,NA,NA,-59.515,NA,NA,NA
50992,-2.18184,4.72094,-4.63806,NA,NA,NA,NA,-83.09,NA
51120,-1.62443,3.23244,-4.86658,NA,NA,-38.784,NA,NA,NA
51324,-1.53813,3.32753,-4.51339,NA,NA,NA,-61.845,NA,NA
51550,-2.20509,3.21518,-4.4722,NA,NA,-63.945,NA,NA,NA
51727,-2.83853,3.84215,-3.68647,NA,NA,NA,-110.391,NA,NA
51896,-2.12431,3.46441,-4.49655,NA,-61.843,NA,NA,NA,NA
52018,-1.10651,3.25495,-4.8008,NA,NA,-75.672,NA,NA,NA
52270,-1.48378,3.368,-4.99001,NA,NA,NA,-43.183,NA,NA
52515,-1.70907,3.52395,-4.40646,NA,NA,NA,-65.538,NA,NA
52784,-1.9178,3.64755,-4.76273,NA,NA,-26.669,NA,NA,NA
52908,-2.28807,3.93088,-4.7796,NA,NA,NA,-61.193,NA,NA
53196,-3.1591,4.82718,-4.40214,NA,NA,NA,-110.138,NA,NA
53339,-2.30401,4.42332,-4.42921,NA,NA,-55.735,NA,NA,NA
53416,-2.85022,2.64334,-3.87595,NA,NA,-137.571,NA,NA,NA
53716,-1.83024,2.66219,-4.34757,NA,NA,-117.922,NA,NA,NA
53872,-2.78283,3.63775,-4.27953,NA,NA,-77.21,NA,NA,NA
54178,-1.70148,4.97083,-3.46002,NA,NA,-126.024,NA,NA,NA
54388,-2.0574,3.08374,-4.32103,NA,NA,-65.184,NA,NA,NA
54572,-2.56979,3.83003,-4.19493,NA,NA,-59.095,NA,NA,NA
54671,-2.00757,4.19868,-4.55836,NA,NA,NA,-48.044,NA,NA
54813,-1.42324,4.83491,-4.33463,NA,NA,-72.705,NA,NA,NA
55086,-1.926,4.29571,-4.66598,NA,NA,NA,-56.964,NA,NA
55255,-2.53318,4.63719,-4.06814,NA,NA,NA,-85.177,NA,NA
55508,-2.28633,4.89277,-4.2891,NA,NA,-82.637,NA,NA,NA
55661,-2.36987,3.49872,-4.79651,NA,NA,NA,-48.441,NA,NA
55829,-1.22062,4.23742,-4.66241,NA,NA,-53.565,NA,NA,NA
56091,-1.52746,3.45397,-4.99729,NA,NA,NA,-35.73,NA,NA
56220,-2.12278,4.21103,-3.72565,NA,NA,-90.212,NA,NA,NA
56403,-2.07071,4.74793,-4.37627,NA,-61.988,NA,NA,NA,NA
56629,-2.22373,4.69591,-3.92248,NA,NA,-81.138,NA,NA,NA
56999,-2.51762,4.57353,-4.72246,-120.11,NA,NA,NA,NA,NA
57029,-2.09321,4.11333,-4.39533,NA,NA,-51.541,NA,NA,NA
57220,-1.40617,3.83966,-4.76618,NA,NA,NA,NA,-26.599,NA
57564,-0.88301,3.83706,-4.58261,NA,NA,NA,-85.173,NA,NA
57666,-3.18158,3.21774,-4.74448,NA,NA,-92.222,NA,NA,NA
57823,-2.37181,4.52345,-4.62016,NA,NA,-62.108,NA,NA,NA
58012,-2.63598,3.38215,-4.24723,NA,NA,NA,-62.065,NA,NA
58339,-2.95746,4.50323,-4.59489,NA,NA,-81.574,NA,NA,NA
58463,-2.70891,4.76123,-4.87006,NA,NA,-86.767,NA,NA,NA
58758,-2.59988,4.47416,-4.45132,NA,NA,-70.213,NA,NA,NA
58989,-1.92257,3.80274,-4.70884,NA,-29.56,NA,NA,NA,NA
59032,-1.74727,4.65923,-4.95344,NA,NA,-42.999,NA,NA,NA
59243,-1.74343,4.71759,-4.75557,NA,NA,-44.064,NA,NA,NA
59508,-2.4511,4.23,-4.49106,NA,-59.811,NA,NA,NA,NA
59786,-2.23838,4.50872,-4.81384,NA,NA,NA,-61.155,NA,NA
59920,-2.67497,4.88512,-4.69261,NA,NA,-83.192,NA,NA,NA
60022,-1.8465,3.89166,-4.33654,NA,NA,NA,-51.576,NA,NA
60232,-2.15308,4.85919,-4.28746,NA,-79.696,NA,NA,NA,NA
60444,-1.0543,4.22367,-3.92369,NA,NA,-140.133,NA,NA,NA
60726,-1.57084,4.4935,-4.72801,NA,-68.378,NA,NA,NA,NA
60938,-1.66127,4.19391,-4.12376,NA,NA,-51.572,NA,NA,NA
61044,-1.67418,4.58055,-3.90481,NA,NA,-78.632,NA,NA,NA
61245,-2.21608,3.92456,-4.80327,NA,NA,NA,-53.26,NA,NA
61439,-3.80954,4.48689,-4.46974,NA,NA,-140.334,NA,NA,NA
61750,-2.28205,4.70358,-4.04268,NA,NA,NA,-84.704,NA,NA
61881,-1.29301,4.89123,-4.04791,NA,NA,-103.967,NA,NA,NA
62071,-2.36088,4.84567,-4.21952,NA,NA,-88.642,NA,NA,NA
62227,-1.2747,4.73097,-3.82983,NA,-133.65,NA,NA,NA,NA
62581,-1.87367,4.89474,-3.90626,NA,NA,-94.646,NA,NA,NA
62778,-1.82127,3.9637,-4.04335,NA,NA,NA,-71.286,NA,NA
62850,-1.59379,4.67622,-4.62171,NA,NA,NA,-70.257,NA,NA
63014,-1.41697,3.95629,-4.4438,NA,NA,-25.547,NA,NA,NA
63370,-0.87983,3.29365,-4.3968,NA,NA,-118.038,NA,NA,NA
63591,-2.25124,4.90936,-4.78326,NA,NA,NA,NA,-100.44,NA
63786,-2.28128,3.61496,-4.78401,NA,NA,NA,NA,-74.039,NA
63832,-1.72831,4.58081,-4.57025,NA,-69.215,NA,NA,NA,NA
64128,-1.91716,3.53319,-4.51774,NA,NA,NA,-51.229,NA,NA
64393,-2.33554,4.38344,-4.26617,NA,NA,-69.654,NA,NA,NA
64549,-2.3346,4.11967,-4.92196,NA,-53.378,NA,NA,NA,NA
64666,-2.19095,3.50663,-4.82482,NA,-44.687,NA,NA,NA,NA
64985,-3.1412,3.76542,-4.59463,NA,-88.119,NA,NA,NA,NA
65051,-2.06926,4.84138,-4.41264,NA,NA,NA,NA,-107.396,NA
65221,-1.61694,3.95916,-3.80446,NA,NA,-77.484,NA,NA,NA
65540,-1.62281,4.50461,-4.32028,NA,NA,-68.612,NA,NA,NA
65660,-1.16891,3.29857,-4.97475,NA,NA,NA,-59.442,NA,NA
65895,-2.00898,3.83574,-4.24007,NA,NA,NA,-83.271,NA,NA
66140,-2.4283,3.89535,-4.18786,NA,NA,NA,-64.795,NA,NA
66398,-1.40295,4.69015,-4.19013,NA,NA,NA,-98.508,NA,NA
66434,-1.02653,4.21812,-4.74388,NA,-54.464,NA,NA,NA,NA
66619,-1.68168,3.67817,-4.03516,NA,NA,-67.151,NA,NA,NA
66954,-1.92213,3.96019,-4.76936,NA,NA,-32.564,NA,NA,NA
67104,-3.00897,4.03495,-4.96488,NA,NA,-74.61,NA,NA,NA
67385,-3.53035,4.29048,-4.45129,NA,NA,-108.69,NA,NA,NA
67569,-3.20892,4.74889,-4.53932,NA,NA,-101.383,NA,NA,NA
67791,-2.99504,3.83592,-4.9979,NA,NA,NA,-86.108,NA,NA
67998,-3.81284,4.4232,-4.94169,NA,NA,-131.537,NA,NA,NA
68134,-2.68655,4.7855,-4.39907,NA,-88.517,NA,NA,NA,NA
68338,-2.4054,4.83,-4.35487,NA,NA,NA,NA,-98.829,NA
68435,-2.63031,4.94478,-4.35784,NA,NA,-88.88,NA,NA,NA
68792,-2.20142,3.55886,-3.97752,NA,NA,-78.283,NA,NA,NA
68831,-1.88703,4.88402,-4.32204,NA,-81.627,NA,NA,NA,NA
69013,-2.93422,4.26104,-3.61821,NA,NA,-114.743,NA,NA,NA
69284,-1.36632,3.94133,-2.89631,NA,NA,NA,-170.045,NA,NA
