id,x0,x1,x2,fitness-4,fitness-3,fitness-1.5,fitness-2,fitness-4.5,fitness-5,fitness-3.5,fitness-2.5,fitness-0.5,fitness0,fitness0.5,fitness-1,fitness2,fitness2.5,fitness3,fitness4,fitness4.5,fitness5,fitness1.5,fitness1,fitness3.5
4274,5,2.40738,-5,NA,NA,NA,NA,NA,178.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4565,4.62187,4.54609,-4.05156,NA,NA,NA,NA,4.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4644,4.40924,5,-4.93724,260.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4881,4.94617,2.92314,-5,NA,-157.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5188,5,1.90215,-5,NA,NA,NA,NA,NA,NA,NA,156.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5211,5,2.17329,-3.92426,NA,NA,NA,272.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5462,3.43665,1.57518,-4.30041,-1.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5761,4.25082,1.50635,-5,NA,NA,NA,NA,NA,NA,NA,14.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5999,5,0.938543,-5,NA,NA,956.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6038,5,-0.180462,-5,NA,NA,NA,NA,NA,NA,NA,688.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6258,5,0.411147,-4.71974,NA,NA,-21.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6421,5,0.929017,-5,NA,NA,NA,NA,NA,NA,-32.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6751,5,0.973488,-4.21111,NA,-12.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6900,5,-0.478409,-4.21108,NA,NA,NA,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7166,5,-1.74867,-2.89948,NA,NA,NA,NA,NA,NA,80.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7395,3.9978,-3.06992,-4.2138,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7402,4.13746,-2.30842,-4.82543,NA,10.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7685,5,-2.72616,-2.34713,NA,26.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7872,5,-3.18674,-2.08956,NA,NA,NA,NA,NA,234.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8039,5,-2.51418,-2.75347,NA,NA,NA,NA,5.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8258,5,-4.55424,-1.67076,NA,NA,NA,NA,NA,336.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8475,5,-5,-1.55833,-432.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8769,4.62043,-4.7252,-3.22877,NA,NA,NA,NA,NA,NA,-1.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8927,3.88773,-5,-3.67754,NA,-13.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9195,5,-4.69604,-3.86101,NA,NA,NA,NA,NA,NA,NA,27.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9276,4.40699,-5,-4.07008,NA,NA,NA,NA,75.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9515,3.75359,-5,-5,57.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9607,2.17372,-4.66302,-5,NA,NA,NA,NA,NA,16.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9915,1.16706,-5,-3.19371,NA,NA,NA,NA,NA,NA,NA,22.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10186,0.712373,-5,-2.57019,NA,NA,346.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10281,1.55611,-5,-2.46793,NA,NA,NA,8.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10510,1.23115,-5,-2.70605,NA,NA,NA,NA,NA,NA,-1.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10748,0.157175,-5,-3.10833,NA,NA,NA,NA,NA,NA,1.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10881,-0.840098,-5,-2.91708,NA,NA,NA,NA,344.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11074,-1.39057,-4.9459,-2.24498,148.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11332,-0.660269,-5,-1.96709,NA,NA,NA,NA,354.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11435,-1.63752,-5,-3.91753,135.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11799,-3.29462,-5,-4.54246,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11977,-1.63969,-5,-5,NA,NA,NA,NA,NA,153.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12175,-1.64429,-3.75784,-5,NA,NA,NA,NA,NA,24.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12315,-1.31991,-2.94698,-3.01962,NA,NA,NA,NA,NA,385.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12453,-2.4132,-2.97036,-5,NA,NA,NA,NA,NA,80.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12714,-2.30135,-3.72948,-5,NA,NA,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12815,-1.87813,-5,-4.16258,NA,NA,NA,NA,NA,-35.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13035,-2.1213,-4.25502,-3.89568,NA,NA,NA,NA,NA,11.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13384,-1.64351,-1.44521,-2.86089,NA,NA,NA,NA,284.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13460,0.563079,-1.06564,-2.01594,NA,NA,NA,NA,NA,NA,12.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13720,0.290101,0.612265,-1.72209,-24.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13922,-0.141141,1.0792,-0.87641,NA,NA,NA,NA,NA,-47.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14041,-1.43533,-0.85323,0.676282,NA,NA,NA,NA,698.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14208,-2.21876,-0.188835,-0.655942,168.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14466,-1.60273,-1.67564,0.00532244,NA,NA,NA,NA,NA,498.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14747,-1.67624,-1.0921,-2.10431,NA,NA,NA,NA,NA,NA,-105.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14897,0.227341,1.16124,-2.04257,NA,NA,NA,NA,NA,NA,44.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15024,1.00839,1.57215,-1.4567,NA,NA,NA,NA,NA,NA,-4.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15250,0.427509,1.58729,0.584522,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15492,-0.106097,0.332199,1.01166,NA,-161.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15683,0.437844,1.10646,-0.211887,NA,NA,NA,51.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15839,1.81438,0.881857,-1.06564,NA,NA,NA,NA,NA,NA,NA,47.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16021,1.63282,0.0433629,-0.0413218,NA,NA,NA,14.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16318,1.80436,-0.221217,-0.728903,NA,NA,4041.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16401,0.462758,-0.784591,-0.308646,NA,661.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16637,0.238218,-0.160576,-1.07226,210.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16954,-0.17697,1.08818,-0.46316,NA,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17101,0.956572,1.11578,-0.15164,NA,NA,NA,NA,NA,NA,21.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17368,1.27528,2.70161,0.625888,NA,NA,NA,NA,NA,NA,NA,27.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17598,3.24473,1.95862,0.0521121,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17674,3.336,2.25601,1.47157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17953,4.84178,2.67088,1.1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18197,4.50062,2.50502,1.68056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18380,5,1.21686,1.37603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18566,5,1.80942,1.1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18710,3.75786,1.11663,1.258,NA,NA,NA,NA,NA,NA,NA,NA,80.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18935,3.91647,2.01755,-0.158728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19079,4.4337,2.44572,-1.12396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
19264,4.45035,0.918234,-0.333337,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19587,5,-0.376225,-1.07014,NA,NA,NA,NA,NA,NA,NA,NA,1180.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19744,5,-2.31241,-1.90223,NA,NA,269.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19969,4.84282,-2.17266,-0.961343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6676.804,NA,NA,NA,NA,NA,NA,NA,NA,NA
20001,4.97529,-1.24949,0.141624,NA,NA,593.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20227,5,-1.199,-0.0516076,NA,NA,NA,NA,NA,NA,-20.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20468,5,-2.13221,-0.370444,NA,NA,NA,NA,NA,NA,NA,293.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20719,5,-3.69812,0.118508,NA,3.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20868,5,-2.62356,-1.85372,NA,NA,NA,NA,NA,NA,NA,129.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21189,5,-4.57211,-1.66539,317.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21368,5,-4.22595,-1.7966,NA,NA,NA,NA,NA,5.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21551,5,-2.04651,-2.42983,NA,NA,NA,NA,468.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21606,5,-3.13983,-2.45078,NA,NA,NA,NA,NA,NA,25.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21885,4.57755,-4.18214,-1.71474,NA,NA,NA,NA,14.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22013,4.64606,-5,-1.07764,NA,NA,NA,NA,NA,170.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22203,3.55213,-5,-0.863525,NA,NA,NA,NA,NA,50.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22505,2.1617,-5,-0.285707,NA,NA,NA,NA,NA,114.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22751,2.93012,-4.39218,-1.29931,NA,NA,NA,NA,NA,99.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22989,3.18452,-3.89851,-0.0301914,109.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23007,2.22745,-4.14935,-0.804848,NA,NA,NA,NA,NA,NA,NA,25.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23307,3.93817,-2.27299,-1.27661,NA,-27.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23539,2.98901,-2.51132,-1.59817,NA,NA,NA,69.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23684,2.7466,-1.69024,-1.1134,NA,NA,NA,-38.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23999,1.74982,-2.01098,0.771052,NA,NA,NA,NA,NA,NA,NA,26.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24087,2.99849,-2.2906,2.07571,NA,NA,-0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24262,2.44907,-2.07664,1.71193,NA,58.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24473,1.56966,0.0896461,1.09327,NA,-0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24658,1.73175,1.6807,0.801632,NA,NA,NA,NA,-33.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24935,2.79498,2.15522,1.64439,NA,NA,NA,NA,NA,-18.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25178,3.4881,2.4468,2.52875,NA,NA,NA,NA,NA,-2.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25258,3.22738,3.24751,2.81669,NA,NA,NA,NA,NA,89.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25437,2.97334,4.92581,3.39429,NA,NA,NA,NA,43.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25705,3.14364,3.93148,3.34965,NA,NA,NA,NA,NA,NA,-17.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25846,4.34243,4.58259,1.44788,89.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26168,3.13561,2.38113,2.92883,NA,NA,NA,NA,NA,25.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26215,2.39078,1.7251,2.08729,NA,NA,NA,NA,NA,11.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26409,2.57332,2.30092,0.628107,NA,NA,NA,NA,2.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26650,2.53421,2.15981,2.26451,NA,-1.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26947,3.55996,3.14797,4.19575,NA,16.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27084,4.11255,2.27101,5,278.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27377,4.65708,1.6333,4.89572,NA,NA,NA,NA,NA,309.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27455,4.64097,1.65642,3.74864,89.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27775,4.05056,1.517,4.40431,NA,-24.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27963,4.45684,0.616573,3.28424,NA,NA,NA,36.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28188,5,-0.0976554,3.85964,NA,NA,NA,NA,NA,NA,NA,NA,2684.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28202,5,-0.339659,1.23171,NA,NA,NA,NA,NA,NA,NA,NA,NA,851.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28570,4.71444,0.653818,0.765064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28614,4.76618,0.288086,0.916296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28967,4.24783,-2.63422,1.37512,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29008,3.9925,-3.85999,2.63454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.078,NA,NA,NA,NA,NA,NA,NA,NA
29358,3.71913,-4.50086,3.17056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.309,NA,NA,NA,NA,NA,NA,NA
29434,3.79166,-4.45502,0.818185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.637,NA,NA,NA,NA,NA,NA
29695,3.69765,-5,-0.539542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.247,NA,NA,NA,NA,NA,NA
29941,3.66905,-5,0.919401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,NA,NA,NA,NA,NA
30176,4.64503,-3.87928,1.72763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.119,NA,NA,NA,NA
30387,4.42216,-2.82909,0.245927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.247,NA,NA,NA
30463,5,-2.30681,0.193269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.132,NA,NA,NA,NA
30629,4.70765,-3.25318,1.50114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.117,NA,NA,NA,NA,NA,NA
30858,5,-4.77731,2.92262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.539,NA,NA,NA,NA,NA,NA
31061,5,-4.78364,4.07147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.747,NA,NA,NA,NA,NA,NA
31226,5,-4.58042,3.78514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.668,NA,NA
31424,4.59601,-2.56614,3.54577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.468,NA,NA,NA,NA,NA,NA
31650,5,-2.48145,3.74402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-301.813,NA,NA,NA,NA,NA,NA
31849,4.67228,-2.94408,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,936.564,NA,NA,NA,NA,NA
32164,5,-2.73489,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.661,NA,NA,NA,NA,NA,NA
32244,5,-1.61381,4.02196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-182.577,NA
32548,4.3113,-2.38988,4.5269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32702,4.89069,-1.69044,2.76135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.533,NA,NA
32834,4.06554,-1.59302,3.05169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.847,NA,NA,NA,NA,NA,NA,NA,NA
33192,3.53958,-0.255791,2.72819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.922,NA,NA
