id,x0,x1,x2,fitness-4.5,fitness-4,fitness-3.5,fitness-5,fitness-3
37669,-2.01352,5,-4.44296,-80.141,NA,NA,NA,NA
37894,-1.93593,4.504,-5,NA,NA,NA,-56.679,NA
38170,-0.81716,5,-5,NA,NA,NA,-123.306,NA
38273,-1.27703,5,-5,-82.779,NA,NA,NA,NA
38482,-1.75924,4.43956,-5,NA,-59.65,NA,NA,NA
38635,-2.25363,4.74168,-5,NA,NA,NA,NA,-102.66
38833,-1.60565,5,-4.74211,-77.473,NA,NA,NA,NA
39121,-1.82441,4.49032,-4.5331,NA,NA,NA,-61.627,NA
39393,-1.85251,3.59017,-5,NA,NA,NA,-45.382,NA
39592,-3.00736,4.79024,-5,NA,NA,NA,-100.097,NA
39622,-2.23993,4.81638,-4.96797,NA,-63.876,NA,NA,NA
39810,-3.14257,4.45535,-5,-88.133,NA,NA,NA,NA
40026,-1.87828,4.25241,-5,-34.945,NA,NA,NA,NA
40271,-1.78603,4.96886,-5,-73.888,NA,NA,NA,NA
40426,-1.71413,5,-5,NA,NA,NA,-72.168,NA
40672,-1.70281,4.88517,-5,NA,NA,NA,-77.033,NA
40863,-2.0458,5,-5,NA,NA,NA,-81.69,NA
41189,-1.36425,5,-4.51274,NA,NA,NA,-84.872,NA
41281,-1.41185,5,-4.28635,NA,NA,NA,-86.324,NA
41541,-1.32523,5,-5,-84.327,NA,NA,NA,NA
41649,-1.33099,3.80749,-5,NA,NA,NA,-34.39,NA
41967,-2.05776,3.32305,-5,NA,NA,NA,-65.885,NA
42162,-2.91882,4.15512,-3.74668,NA,NA,NA,-96.856,NA
42318,-3.26612,4.81634,-5,NA,NA,NA,-109.233,NA
42412,-2.995,4.70044,-4.47967,NA,NA,NA,-91.842,NA
42638,-2.01467,5,-5,NA,NA,NA,-81.889,NA
42921,-2.38172,4.85609,-5,NA,NA,NA,-79.315,NA
43096,-2.60056,3.6953,-4.93758,NA,NA,NA,-55.055,NA
43334,-2.42942,3.63926,-5,NA,-61.082,NA,NA,NA
43448,-2.30253,4.33751,-5,NA,NA,NA,-50.268,NA
43640,-1.80005,5,-5,NA,NA,NA,-74.363,NA
43847,-2.82289,3.29436,-5,NA,-84.506,NA,NA,NA
44032,-2.21089,4.07745,-5,NA,NA,NA,-46.762,NA
44299,-2.56099,4.18545,-4.96743,-57.887,NA,NA,NA,NA
44540,-1.90519,4.29933,-5,-36.965,NA,NA,NA,NA
44706,-1.83247,4.71131,-4.9569,NA,-61.278,NA,NA,NA
44981,-1.65551,4.30159,-5,NA,-42.157,NA,NA,NA
45074,-1.36646,3.70752,-5,NA,NA,NA,-36.064,NA
45370,-1.29132,3.82225,-5,NA,NA,NA,-40.098,NA
45563,-2.97754,4.52021,-4.11895,-95.545,NA,NA,NA,NA
45663,-2.10399,4.36379,-4.95205,NA,NA,NA,-61.61,NA
45875,-0.79528,4.7785,-4.20269,NA,NA,NA,-155.542,NA
46109,-1.80088,5,-4.48946,-77.932,NA,NA,NA,NA
46290,-2.17845,4.70913,-4.58475,NA,NA,NA,-69.648,NA
46441,-2.11425,4.38424,-4.86891,NA,NA,NA,-61.595,NA
46708,-2.30667,5,-5,NA,NA,NA,-76.784,NA
46950,-0.880049,4.58388,-5,NA,NA,NA,-90.442,NA
47156,-0.920295,4.80138,-5,NA,NA,NA,-101.252,NA
47312,-1.86574,4.32054,-4.0279,-71.187,NA,NA,NA,NA
47547,-1.92303,3.75386,-5,NA,NA,NA,-37.363,NA
47674,-2.20832,4.39345,-4.53049,NA,NA,NA,-62.1,NA
47840,-2.13779,3.84922,-5,NA,-45.543,NA,NA,NA
48051,-1.27346,5,-5,-85.817,NA,NA,NA,NA
48340,-1.53828,3.79897,-5,NA,-28.874,NA,NA,NA
48504,-2.04382,3.26496,-4.69588,-37.712,NA,NA,NA,NA
48719,-2.09813,4.09398,-5,NA,-52.603,NA,NA,NA
48807,-1.37639,4.04046,-4.49917,NA,NA,-72.863,NA,NA
49052,-1.57781,4.58984,-4.05588,-82.64,NA,NA,NA,NA
49350,-0.393048,4.99068,-5,NA,NA,NA,-134.449,NA
49434,-2.29899,5,-5,-81.656,NA,NA,NA,NA
49732,-2.00055,5,-4.64309,-71.986,NA,NA,NA,NA
49982,-2.25581,5,-4.57283,NA,NA,NA,-82.543,NA
50027,-1.88518,4.65318,-4.25437,NA,NA,NA,-74.839,NA
50346,-2.24948,4.37002,-4.01864,NA,NA,NA,-77.432,NA
50568,-1.65887,3.82238,-3.50354,NA,NA,NA,-117.096,NA
50689,-0.531112,2.99342,-4.77423,-181.76,NA,NA,NA,NA
50838,-1.69127,3.56733,-5,NA,NA,NA,-41.695,NA
51163,-2.33522,3.02001,-4.82534,NA,NA,NA,-102.58,NA
51248,-1.32191,3.96124,-5,-24.413,NA,NA,NA,NA
51552,-2.44615,4.37544,-4.82842,-57.824,NA,NA,NA,NA
51788,-1.86225,3.74571,-5,NA,NA,NA,-42.545,NA
51863,-2.45798,3.82985,-5,NA,NA,NA,-61.078,NA
52122,-2.34166,2.62483,-5,NA,NA,NA,-91.975,NA
52231,-3.55443,4.01833,-3.92083,NA,-136.173,NA,NA,NA
52461,-2.88587,5,-4.73195,-97.996,NA,NA,NA,NA
52669,-1.59312,5,-5,NA,NA,NA,-76.617,NA
52939,-0.933098,5,-5,NA,NA,NA,-103.518,NA
53020,-2.12519,4.7957,-5,NA,NA,NA,-66.113,NA
53347,-2.86788,3.9489,-5,NA,NA,NA,-76.388,NA
53436,-2.38022,4.96439,-5,NA,-81.645,NA,NA,NA
53753,-2.80711,3.50615,-5,NA,NA,NA,-71.126,NA
53903,-2.67724,3.65381,-5,NA,-70.02,NA,NA,NA
54010,-1.34118,4.1132,-5,NA,NA,NA,-60.51,NA
54208,-1.29807,3.98796,-5,-21.139,NA,NA,NA,NA
54401,-1.42884,4.3913,-5,NA,-84.224,NA,NA,NA
54610,-2.43503,4.36726,-4.63824,NA,-69.663,NA,NA,NA
54859,-2.03935,4.47017,-4.18994,-68.649,NA,NA,NA,NA
55021,-2.78489,5,-4.97849,-89.223,NA,NA,NA,NA
55219,-2.67586,5,-5,-87.426,NA,NA,NA,NA
55477,-1.26003,5,-4.19861,NA,NA,NA,-99.69,NA
55738,-0.957243,3.64831,-4.9027,NA,NA,NA,-85.403,NA
55815,-1.59737,4.41724,-5,NA,NA,NA,-53.085,NA
56188,-2.39746,4.58691,-4.33914,NA,-77.017,NA,NA,NA
56328,-2.80832,5,-5,NA,NA,NA,-95.726,NA
56511,-1.62615,5,-4.82431,NA,NA,NA,-72.303,NA
56623,-2.30535,4.07338,-5,NA,NA,NA,-51.996,NA
56843,-2.20905,4.80861,-5,NA,NA,NA,-73.558,NA
57127,-2.4007,4.93124,-4.94555,-75.31,NA,NA,NA,NA
57350,-1.14693,5,-5,NA,NA,NA,-87.59,NA
57543,-1.87315,5,-4.40938,NA,NA,NA,-81.97,NA
57647,-2.63815,5,-5,NA,NA,NA,-92.457,NA
57843,-2.42323,4.44995,-5,NA,NA,NA,-60.378,NA
58055,-1.96498,5,-4.67633,NA,NA,NA,-82.058,NA
58264,-2.13951,4.24975,-5,NA,NA,NA,-56.586,NA
58471,-3.53936,4.18445,-4.90865,-114.396,NA,NA,NA,NA
58605,-2.26198,4.69057,-3.72794,-82.173,NA,NA,NA,NA
58974,-2.56714,4.08603,-4.54042,NA,NA,NA,-62.076,NA
59039,-2.05357,5,-5,NA,NA,NA,-81.582,NA
59269,-2.68179,5,-5,NA,NA,NA,-93.668,NA
59442,-2.26581,3.5661,-5,NA,NA,NA,-53.556,NA
59789,-1.92179,4.34403,-5,NA,-61.641,NA,NA,NA
59843,-1.83231,4.49695,-5,NA,NA,NA,-57.736,NA
60113,-2.07347,4.27379,-5,-40.203,NA,NA,NA,NA
60273,-2.90014,4.26922,-4.89635,NA,NA,NA,-68.098,NA
60437,-2.45063,4.78612,-5,NA,NA,NA,-77.113,NA
60656,-1.9802,5,-5,NA,-79.458,NA,NA,NA
60869,-2.53625,5,-5,NA,NA,NA,-87.807,NA
61185,-2.65854,5,-5,-87.121,NA,NA,NA,NA
61353,-2.8112,5,-5,NA,-101.356,NA,NA,NA
61547,-2.06515,4.61517,-5,NA,NA,-98.593,NA,NA
61668,-1.05897,5,-4.72698,NA,NA,NA,NA,-197.76
61970,-1.74867,4.05605,-5,-22.885,NA,NA,NA,NA
62191,-1.7678,4.66578,-4.25814,-71.298,NA,NA,NA,NA
62291,-2.31813,4.44658,-5,-56.08,NA,NA,NA,NA
62529,-2.21801,4.35924,-4.7975,NA,NA,NA,-51.233,NA
62629,-1.67473,4.73575,-4.65793,NA,NA,NA,-78.265,NA
62896,-1.12476,5,-5,NA,NA,NA,-87.221,NA
63065,-1.28164,5,-4.81527,-82.171,NA,NA,NA,NA
63325,-1.60291,5,-4.68688,NA,NA,NA,-77.898,NA
63481,-0.420856,4.18137,-5,NA,NA,NA,-99.078,NA
63613,-1.11422,2.9117,-4.05384,NA,NA,NA,-148.316,NA
63961,-1.62374,3.79994,-4.92001,NA,NA,NA,-53.973,NA
64026,-1.54307,3.59247,-5,-8.712,NA,NA,NA,NA
64336,-1.80849,4.97868,-4.75175,NA,NA,NA,-74.716,NA
64404,-1.91495,4.59953,-5,NA,NA,NA,-54.316,NA
64682,-2.60003,5,-5,NA,NA,NA,-91.012,NA
64876,-2.48281,4.23634,-4.65581,NA,NA,NA,-63.057,NA
65135,-2.95384,3.24297,-3.64442,NA,NA,NA,-113.858,NA
65283,-2.08197,3.59465,-4.96565,NA,NA,NA,-49.998,NA
65577,-2.20791,3.24125,-5,NA,NA,NA,-61.594,NA
65800,-2.57556,3.98078,-5,-60.826,NA,NA,NA,NA
65846,-2.89337,5,-5,-96.778,NA,NA,NA,NA
66140,-0.908732,4.8796,-5,NA,NA,NA,-102.792,NA
66400,-0.915777,4.15608,-5,-67.187,NA,NA,NA,NA
66545,-2.64524,3.74818,-5,NA,NA,-62.039,NA,NA
66769,-2.72145,3.75341,-5,NA,-70.984,NA,NA,NA
66808,-3.14632,3.74907,-5,NA,-88.247,NA,NA,NA
67144,-0.957534,4.08217,-5,-60.529,NA,NA,NA,NA
67274,-1.25267,3.80236,-4.27223,NA,NA,NA,-85.283,NA
67564,-1.41984,2.72697,-5,NA,NA,NA,-111.727,NA
67719,-2.0712,3.77921,-4.87089,NA,NA,-37.449,NA,NA
67902,-2.51638,3.13682,-5,-72.978,NA,NA,NA,NA
68042,-1.89376,2.99655,-4.94482,NA,NA,NA,-66.666,NA
68254,-2.25385,2.98438,-5,NA,-70.087,NA,NA,NA
68543,-2.3307,3.62033,-4.91724,NA,NA,-74.754,NA,NA
68798,-2.39265,5,-5,NA,-82.408,NA,NA,NA
68995,-1.80094,5,-5,NA,-79.48,NA,NA,NA
69046,-0.779418,5,-5,-103.981,NA,NA,NA,NA
69269,-1.81224,5,-5,NA,-80.048,NA,NA,NA
69486,-2.77913,4.05214,-5,NA,NA,-100.487,NA,NA
69728,-1.15298,4.0012,-4.3837,-59.669,NA,NA,NA,NA
69925,-1.52525,3.45009,-5,NA,-26.503,NA,NA,NA
70194,-2.34383,3.5115,-5,NA,NA,NA,-51.628,NA
70368,-1.50948,3.07531,-5,NA,NA,NA,-72.687,NA
70505,-2.49145,3.77418,-4.67438,NA,NA,NA,-60.614,NA
70615,-2.12187,3.23669,-4.49348,NA,NA,NA,-65.636,NA
70956,-1.77119,3.98862,-5,NA,NA,NA,-46.717,NA
71133,-1.86487,3.8059,-5,NA,NA,NA,-29.711,NA
71272,-2.47383,3.11099,-4.87054,NA,NA,NA,-78.088,NA
71558,-2.02288,3.01657,-5,NA,NA,NA,-58.234,NA
71742,-1.08704,3.29855,-5,NA,NA,NA,-57.525,NA
71968,-2.24714,3.18377,-5,NA,NA,NA,-66.129,NA
72189,-2.58807,3.98183,-4.91296,NA,NA,NA,-57.334,NA
72306,-1.83309,4.23002,-4.88495,NA,NA,NA,-45.083,NA
72518,-1.22887,3.64994,-5,NA,NA,NA,-55.369,NA
72763,-0.959809,3.33,-4.71656,-84.619,NA,NA,NA,NA
72805,-2.2252,3.69072,-5,-40.563,NA,NA,NA,NA
73152,-2.77445,2.871,-4.63374,NA,NA,NA,-97.517,NA
73276,-2.0998,3.98371,-4.94074,NA,NA,NA,-44.666,NA
73600,-2.23533,3.88172,-4.20293,NA,NA,NA,-57.229,NA
73756,-2.23742,4.5791,-5,NA,NA,NA,-67.35,NA
73860,-1.15295,4.35227,-5,-66.593,NA,NA,NA,NA
74146,-1.62785,4.6255,-5,NA,NA,NA,-72.923,NA
74212,-2.62578,5,-5,NA,NA,-103.571,NA,NA
74526,-3.06639,5,-5,NA,-106.05,NA,NA,NA
74679,-2.41847,5,-5,NA,NA,NA,-80.837,NA
74939,-2.44656,5,-5,NA,NA,NA,-82.432,NA
75062,-1.64861,3.69448,-5,-4.835,NA,NA,NA,NA
75201,-2.24453,3.95006,-5,NA,NA,-79.53,NA,NA
75566,-1.76865,4.50554,-4.29635,-66.713,NA,NA,NA,NA
75642,-2.73886,4.5374,-5,-73.02,NA,NA,NA,NA
75953,-1.96026,4.85898,-5,NA,NA,NA,-66.533,NA
76038,-1.90195,4.08231,-5,NA,NA,NA,-48.017,NA
76253,-2.42741,4.55665,-4.96924,NA,-63.839,NA,NA,NA
76493,-2.86082,3.91677,-5,-63.478,NA,NA,NA,NA
76719,-1.79806,3.4517,-5,-24.297,NA,NA,NA,NA
76801,-2.76298,4.85687,-5,NA,NA,NA,-86.975,NA
77144,-2.60294,5,-5,NA,NA,NA,-91.135,NA
77262,-1.72381,5,-5,NA,NA,NA,-72.222,NA
77535,-2.31907,5,-4.78319,NA,NA,NA,-75.697,NA
77774,-1.94516,5,-5,NA,NA,NA,-80.851,NA
77967,-1.58548,5,-5,NA,NA,NA,-77.187,NA
78075,-2.29193,4.72741,-5,NA,NA,NA,-77.664,NA
78287,-1.76527,4.24876,-5,NA,NA,NA,-39.792,NA
78584,-0.881934,5,-4.56713,NA,NA,NA,-113.021,NA
78741,-1.09982,5,-5,NA,NA,NA,-87.273,NA
78912,-2.33776,4.00213,-5,NA,NA,NA,-57.588,NA
79177,-1.13704,3.37065,-4.18262,NA,NA,NA,-141.055,NA
79309,-1.78865,3.30914,-4.43287,NA,-55.409,NA,NA,NA
79469,-1.22084,4.50654,-5,-62.219,NA,NA,NA,NA
79687,-2.23496,4.35597,-5,-53.048,NA,NA,NA,NA
79909,-2.63817,4.0865,-5,-56.052,NA,NA,NA,NA
80066,-2.25738,3.32035,-4.08288,-75.746,NA,NA,NA,NA
80358,-2.45214,4.93274,-4.31656,NA,NA,NA,-88.785,NA
80585,-1.93759,3.52325,-4.99723,NA,-23.372,NA,NA,NA
80601,-2.5302,3.77512,-5,NA,-60.848,NA,NA,NA
80986,-2.40992,4.2362,-4.65331,NA,NA,NA,-54.881,NA
