id,x0,x1,x2,fitness-4,fitness-2.5,fitness-1.5,fitness-2,fitness-3,fitness-5,fitness-3.5,fitness-4.5,fitness-0.5,fitness0,fitness2,fitness3.5,fitness2.5,fitness3,fitness1.5,fitness1,fitness0.5,fitness-1,fitness4.5,fitness5,fitness4
8528,-4.29672,-4.85056,-1.3401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.565,NA,NA,NA,NA,NA,NA
8619,-5,-5,0.698182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.162,NA,NA,NA,NA,NA,NA,NA,NA
8836,-5,-5,0.913017,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9108,-5,-4.24789,-0.428152,NA,NA,NA,-5.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9394,-5,-4.07916,-0.185002,NA,NA,NA,255.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9453,-5,-4.86068,0.65711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.071,NA,NA,NA
9727,-5,-3.87011,2.81438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.377,NA,NA,NA
9970,-5,-3.972,1.73696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.633,NA,NA,NA
10144,-4.20835,-4.45742,0.0609979,NA,10.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10284,-3.02703,-5,-0.77093,NA,NA,NA,NA,NA,NA,NA,NA,948.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10470,-4.38371,-5,-1.66245,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10717,-4.04598,-4.86314,-1.40657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.952,NA,NA,NA,NA
10882,-3.33484,-3.62395,-1.32025,NA,NA,NA,NA,NA,NA,NA,NA,NA,-154.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11102,-2.59045,-2.45768,-1.63547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760.534,NA,NA,NA
11393,-2.11191,-2.54627,-3.84819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.168,NA,NA,NA
11532,-1.76072,-3.645,-5,NA,NA,NA,-4.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11708,-1.14542,-5,-5,NA,NA,NA,77.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11932,-1.88862,-5,-4.49017,NA,NA,NA,108.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12065,-1.20383,-5,-2.33323,NA,NA,156.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12281,-0.975181,-4.24207,-2.92525,NA,-9.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12425,-1.26707,-4.83278,-2.54658,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12780,-2.06377,-2.70029,-1.76177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.088,NA,NA,NA
12888,-2.51807,-3.54376,-0.262461,NA,NA,NA,248.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13179,-1.09759,-3.1795,0.191531,NA,NA,27.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13206,-1.46553,-4.471,-0.81785,NA,NA,5611.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13442,-0.589856,-3.64548,-1.58428,NA,NA,NA,NA,NA,NA,NA,NA,NA,854.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13767,-1.45651,-3.64329,-1.80532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.017,NA,NA,NA,NA
13925,-3.62745,-4.1709,-1.97409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.352,NA,NA,NA,NA
14173,-2.75531,-4.49245,-2.5065,NA,NA,NA,NA,NA,NA,NA,NA,-3.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14323,-3.07389,-4.31057,-2.02542,NA,NA,NA,NA,NA,NA,NA,NA,356.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14436,-4.03478,-2.55236,-3.04815,NA,NA,NA,204.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14705,-2.51088,-4.36529,-2.79898,NA,NA,101.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14807,-2.46859,-4.08768,-2.37911,NA,50.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15071,-3.17252,-3.96553,-1.34511,NA,-82.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15333,-3.52818,-3.77536,-0.55532,NA,NA,NA,NA,NA,NA,-26.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15419,-3.26815,-5,-1.17011,NA,NA,NA,NA,NA,1.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15703,-2.82127,-3.11669,-0.375174,NA,NA,NA,NA,NA,54.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15929,-0.408804,-3.23437,0.279404,NA,NA,NA,NA,NA,19.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,-1.30603,-3.4674,-1.3206,307.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16226,0.684829,-3.0978,-2.48348,NA,89.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16552,1.38662,-3.42818,-2.12554,NA,NA,NA,NA,NA,NA,-8.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16731,1.62283,-3.95024,-1.29042,NA,NA,NA,NA,-64.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16887,1.68336,-3.78088,-0.939595,NA,NA,NA,NA,NA,NA,NA,-15.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17181,2.6439,-3.65526,-2.18483,-10.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17382,2.57672,-3.72762,-4.45169,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17547,3.83072,-5,-5,42.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17659,3.55847,-5,-4.69334,-2.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17880,2.64194,-4.96565,-3.01551,NA,NA,NA,NA,NA,NA,NA,-25.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18108,-0.669951,-2.62018,-2.93546,109.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18265,-2.86717,-2.13041,-2.67999,29.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18510,-1.50556,-2.22665,-2.77454,8.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18654,-0.491943,-3.40404,-3.70895,-1.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18802,-0.821184,-2.12286,-3.78674,NA,NA,NA,NA,NA,NA,135.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19045,-1.87788,-2.80851,-5,NA,NA,NA,NA,NA,-42.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19337,-1.45256,-2.92994,-5,NA,NA,NA,NA,NA,335.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19599,-1.082,-5,-3.91695,NA,NA,NA,NA,NA,-60.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19710,-0.252949,-5,-1.84203,NA,NA,NA,NA,NA,196.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19826,0.22269,-3.28492,-1.98067,NA,NA,NA,NA,NA,12.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20186,0.485885,-4.24205,-1.71508,NA,NA,NA,NA,NA,NA,NA,1.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20316,1.55053,-2.54259,-1.23552,NA,NA,NA,NA,NA,-20.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20477,2.15983,-1.07491,-1.35377,NA,NA,NA,NA,NA,211.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20606,2.18167,-1.46774,-2.1228,NA,NA,NA,NA,NA,187.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20918,1.54086,0.836135,-2.3097,NA,NA,NA,NA,NA,-2.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21014,3.09378,1.72929,-2.36446,NA,NA,NA,NA,NA,-20.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21211,3.4953,2.23029,-2.75954,NA,NA,NA,NA,NA,-1.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21562,4.11124,2.01117,-2.77294,NA,NA,NA,NA,NA,NA,NA,-2.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21610,3.96143,3.76501,-3.18612,NA,NA,NA,NA,NA,NA,NA,10.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21832,4.77465,5,-2.35338,NA,NA,NA,NA,NA,521.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22127,4.24797,4.26231,-1.94061,NA,NA,NA,NA,NA,-601.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22216,3.94894,5,-1.13146,NA,NA,NA,NA,NA,19.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22529,2.93624,5,-1.97836,NA,NA,NA,NA,NA,NA,34.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22629,3.36098,5,-2.90065,NA,NA,NA,NA,NA,261.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22865,4.30705,5,-3.81765,56.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23003,5,4.83199,-4.29598,NA,NA,NA,677.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23393,4.31949,4.18384,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.94,NA,NA,NA
23408,5,3.68771,-3.79078,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23785,3.54983,4.65735,-2.46628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.889,NA,NA,NA,NA
23909,3.58511,4.35605,-3.08092,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24106,3.39443,4.82719,-3.89281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.803,NA,NA,NA,NA,NA,NA
24308,2.68375,4.29093,-4.55037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.264,NA,NA,NA,NA,NA,NA
24507,0.760909,4.18696,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.227,NA,NA,NA,NA,NA,NA
24660,-1.65742,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.684,NA,NA,NA,NA
24925,-3.15764,4.7076,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.603,NA,NA,NA,NA,NA
25153,-3.23285,3.60667,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25249,-3.24276,4.2218,-4.59179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.577,NA,NA,NA,NA,NA
25564,-1.95913,5,-4.66823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25679,-1.46701,3.84012,-3.36413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-168.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25960,-1.24993,3.47158,-3.47739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.66,NA,NA,NA,NA,NA,NA,NA,NA
26022,-2.14676,3.22691,-4.4224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.528,NA,NA,NA,NA,NA
26277,-1.532,3.6818,-4.95176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-154.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26521,-1.35504,3.69442,-4.40335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.292,NA,NA,NA,NA,NA,NA,NA,NA
26656,-1.08372,2.28255,-3.53165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.214,NA,NA,NA,NA,NA,NA
26946,-2.31464,2.39501,-2.98552,NA,NA,NA,NA,NA,NA,NA,NA,12.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27173,-1.92633,0.984082,-4.2257,NA,NA,NA,NA,NA,NA,NA,NA,-8.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27399,-0.608796,1.03735,-2.59592,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27439,-2.5626,0.0857954,-2.63726,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27749,-2.25932,-1.9853,-2.30906,NA,NA,NA,NA,NA,NA,NA,NA,19.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27857,-2.93102,-1.52923,-2.52653,NA,NA,148.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28147,-1.88654,-1.05403,-2.8673,NA,NA,641.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28309,-2.25123,-1.76776,-2.94867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.683,NA,NA,NA,NA
28561,-1.32062,-2.51262,-3.68625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.757,NA,NA,NA,NA,NA
28729,-1.80096,-2.91027,-4.14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.722,NA,NA,NA,NA,NA,NA,NA
28902,-1.93925,-3.77639,-2.99239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.178,NA,NA,NA,NA,NA,NA,NA,NA,NA
29120,-3.02446,-3.3413,-4.38168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.589,NA,NA,NA,NA,NA,NA,NA,NA,NA
29259,-3.28728,-2.66305,-3.78052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.387,NA,NA
29486,-3.65561,-1.16328,-2.88403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.419,NA,NA,NA,NA,NA,NA,NA,NA,NA
29616,-3.67402,0.560041,-2.15871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.297,NA
29848,-3.66079,1.00928,-3.39536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.787,NA,NA
30117,-4.77813,0.76286,-3.62564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.052,NA,NA,NA,NA,NA,NA,NA
30340,-5,0.776922,-2.43862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30471,-3.51231,-0.154098,-1.7638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.136,NA,NA,NA,NA,NA,NA,NA,NA
30777,-3.04257,0.110483,0.309321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.361,NA,NA,NA,NA,NA,NA,NA
30903,-4.02934,-0.300933,-0.0817501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.324,NA,NA,NA,NA,NA,NA,NA
31104,-4.66676,0.52046,0.816775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.915,NA,NA,NA,NA
31346,-5,2.27549,0.287424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.923,NA,NA,NA,NA
31464,-4.95362,1.61384,-0.0537434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.139,NA,NA,NA,NA,NA
31710,-5,0.898148,0.640009,NA,NA,NA,NA,NA,NA,NA,NA,98.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31903,-3.52235,1.14547,0.62008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.432,NA,NA,NA,NA
32178,-2.96959,1.43578,0.0818383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.811,NA,NA,NA,NA,NA
32266,-2.58339,1.13095,2.76039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.148,NA,NA,NA,NA
32411,-3.00661,0.47779,1.46491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.895,NA,NA,NA,NA
32712,-4.86037,1.36941,0.941995,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
