id,x0,x1,x2,fitness-4,fitness-5,fitness-3,fitness-2,fitness-1,fitness0,fitness-1.5,fitness-2.5,fitness-3.5,fitness-0.5,fitness1.5,fitness1,fitness2.5,fitness4.5,fitness3,fitness5,fitness2,fitness3.5,fitness4,fitness0.5,fitness-4.5
20200,1.1093,-2.67364,-3.5848,NA,NA,NA,NA,NA,NA,NA,2.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20392,1.22494,0.535927,-4.34692,NA,NA,11.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20564,2.19165,1.97813,-4.34875,NA,NA,NA,NA,NA,NA,NA,NA,10.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20738,3.92093,2.54612,-4.71279,NA,NA,-0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20816,3.65963,1.03681,-3.75324,NA,NA,NA,NA,NA,NA,NA,-0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21130,4.68589,2.27592,-2.1238,NA,NA,NA,NA,NA,145.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21352,4.41216,2.58003,-1.60706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.762,NA,NA,NA,NA,NA,NA,NA,NA,NA
21549,3.25718,3.15318,-2.16219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.537,NA,NA,NA,NA,NA,NA,NA,NA,NA
21720,2.15899,1.28214,-3.08804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.145,NA
21919,0.690347,0.827092,-3.99954,NA,NA,NA,NA,NA,-33.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22034,2.17872,0.145657,-3.52552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.924,NA
22235,4.03363,2.6711,-4.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22440,3.19349,1.45056,-4.21496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.747,NA
22633,2.93323,1.74746,-2.81042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.91,NA,NA,NA,NA
22835,2.1359,-0.161968,-3.7648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.948,NA,NA,NA,NA,NA,NA,NA,NA,NA
23137,1.09161,0.52388,-2.45833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,NA,NA,NA,NA,NA,NA
23357,0.876421,0.756087,-1.28185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.6,NA,NA,NA,NA,NA,NA
23456,-0.0355003,0.197543,-1.91737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.317,NA,NA
23711,0.816281,-2.2523,-1.49105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.034,NA,NA
23868,0.802702,-3.19005,-1.66391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.19,NA,NA,NA,NA,NA
24034,0.876251,-3.48961,-1.46996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.199,NA,NA
24207,-0.613087,-2.67621,-0.765009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-675.914,NA,NA
24506,-2.55068,-2.5161,-1.0497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689.043,NA,NA,NA,NA,NA
24742,-3.20835,-3.09644,-1.59864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.236,NA,NA,NA,NA,NA,NA,NA
24888,-1.32861,-1.87612,-1.53662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842.929,NA,NA,NA
25059,-0.54879,-0.736254,-1.61174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1834.446,NA,NA,NA,NA,NA,NA
25272,1.033,-0.20943,-1.63472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.777,NA,NA
25463,0.869719,-1.75516,-0.699134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.069,NA,NA,NA,NA,NA,NA,NA
25780,1.34142,-1.99437,-0.335242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.557,NA,NA,NA,NA,NA,NA,NA
25851,1.6854,-3.38324,-1.10645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.613,NA,NA,NA,NA,NA
26178,1.12883,-2.997,-0.771357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.011,NA,NA,NA,NA,NA
26271,2.29075,-3.30493,-1.92585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.027,NA,NA,NA
26460,2.33929,-3.28673,-3.95997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.205,NA,NA,NA
26724,3.18392,-4.23333,-4.39758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA
26812,3.03053,-3.86092,-4.99854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.192,NA,NA,NA,NA,NA
27190,2.04694,-4.14995,-3.61562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA
27269,2.4579,-4.33669,-3.64927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.806,NA,NA,NA
27505,2.55578,-3.48836,-3.02187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164,NA,NA,NA,NA,NA,NA
27656,1.05906,-2.61023,-1.94127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27892,2.1106,-3.53725,-2.05219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28161,0.845804,-3.03633,-1.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.483,NA,NA,NA,NA
28368,-0.793015,-1.43248,-1.50694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035.615,NA,NA,NA,NA,NA,NA,NA,NA
28448,-1.79827,-0.939624,-4.74404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.856,NA,NA,NA,NA,NA,NA
28617,-1.25838,-0.427942,-4.87762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.567,NA,NA,NA,NA,NA,NA
28870,-1.00388,1.08653,-3.83012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA
29054,-1.48228,1.80958,-4.77581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.622,NA,NA,NA
29325,-2.48033,1.66003,-3.02219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.805,NA,NA,NA,NA,NA,NA,NA,NA
29489,-1.35932,0.940623,-4.7215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.953,NA,NA,NA,NA,NA,NA,NA,NA
29678,-0.96236,1.15881,-4.9779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29861,-2.0973,0.984696,-4.1352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30079,-1.05047,-0.210964,-3.47098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.459,NA,NA,NA,NA,NA,NA,NA,NA,NA
30331,-0.682281,0.881956,-4.37556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.254,NA,NA,NA,NA
30458,-0.164946,0.793378,-3.07383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30716,-1.61157,-0.854276,-1.3553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1462.586,NA,NA,NA,NA
30965,-2.47056,-0.22881,-1.87632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.915,NA,NA,NA,NA,NA,NA
31135,-3.29923,-1.11243,-0.312692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.156,NA,NA,NA,NA,NA,NA
31294,-2.38479,-1.89445,-0.393462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.047,NA,NA
31468,-1.99682,-0.620014,0.162683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.756,NA,NA
31706,-2.49984,0.00254468,1.23779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.914,NA,NA,NA
31966,-1.64296,0.964099,1.50785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.782,NA,NA
32085,-1.43154,1.91152,0.907649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.271,NA,NA
32285,-0.478766,2.6305,1.02626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.044,NA,NA,NA
